"Time","FIN","RST","SYN","SYN-ACK"
2023-03-13 12:00:00,14.3,2.74,9.78,8.34
2023-03-13 12:02:00,26.9,20.6,18.6,12
2023-03-13 12:04:00,14.4,2.74,9.78,8.34
2023-03-13 12:06:00,14.5,2.86,9.94,8.40
2023-03-13 12:08:00,14.3,2.78,9.68,8.28
2023-03-13 12:10:00,14.3,2.86,9.78,8.34
2023-03-13 12:12:00,14.9,3.94,10.2,8.28
2023-03-13 12:14:00,14.4,2.86,9.74,8.30
2023-03-13 12:16:00,14.4,2.78,9.90,8.38
2023-03-13 12:18:00,14.4,2.80,9.74,8.30
2023-03-13 12:20:00,14.4,2.96,9.86,8.38
2023-03-13 12:22:00,14.3,2.78,9.68,8.28
2023-03-13 12:24:00,14.4,2.94,9.74,8.30
2023-03-13 12:26:00,14.5,2.86,9.90,8.38
2023-03-13 12:28:00,14.4,2.82,9.66,8.26
2023-03-13 12:30:00,14.4,2.88,9.78,8.34
2023-03-13 12:32:00,14.4,2.88,9.76,8.32
2023-03-13 12:34:00,23.0,8.90,14.6,12.3
2023-03-13 12:36:00,14.4,2.88,9.90,8.38
2023-03-13 12:38:00,14.4,2.94,9.74,8.30
2023-03-13 12:40:00,14.3,2.82,9.74,8.32
2023-03-13 12:42:00,14.4,2.90,9.76,8.32
2023-03-13 12:44:00,34.9,25.0,22.6,16.2
2023-03-13 12:46:00,14.6,3.02,9.90,8.38
2023-03-13 12:48:00,14.4,2.86,9.74,8.30
2023-03-13 12:50:00,14.2,2.86,9.70,8.30
2023-03-13 12:52:00,14.3,2.90,9.68,8.28
2023-03-13 12:54:00,30.9,24.4,21.1,13.6
2023-03-13 12:56:00,14.4,2.86,9.90,8.38
2023-03-13 12:58:00,14.3,2.70,9.74,8.30
2023-03-13 13:00:00,14.3,2.84,9.70,8.30
2023-03-13 13:02:00,14.6,2.98,9.76,8.32
2023-03-13 13:04:00,17.5,8,12.4,8.90
2023-03-13 13:06:00,14.5,2.78,9.94,8.40
2023-03-13 13:08:00,14.5,2.80,9.74,8.30
2023-03-13 13:10:00,14.4,2.84,9.70,8.30
2023-03-13 13:12:00,14.5,2.88,9.76,8.32
2023-03-13 13:14:00,14.2,2.74,9.70,8.28
2023-03-13 13:16:00,14.5,2.86,9.98,8.42
2023-03-13 13:18:00,14.5,2.84,9.74,8.30
2023-03-13 13:20:00,14.2,2.74,9.70,8.30
2023-03-13 13:22:00,14.6,2.96,9.76,8.32
2023-03-13 13:24:00,14.3,2.82,9.66,8.26
2023-03-13 13:26:00,17.6,4.30,11.7,10.1
2023-03-13 13:28:00,14.3,2.78,9.66,8.26
2023-03-13 13:30:00,14.4,2.84,9.74,8.32
2023-03-13 13:32:00,14.4,2.82,9.68,8.28
2023-03-13 13:34:00,14.3,2.88,9.66,8.26
2023-03-13 13:36:00,31.4,19.8,20.4,15.3
2023-03-13 13:38:00,14.6,3,9.74,8.30
2023-03-13 13:40:00,14.3,2.72,9.78,8.34
2023-03-13 13:42:00,14.6,3,9.76,8.32
2023-03-13 13:44:00,14.2,2.80,9.72,8.32
2023-03-13 13:46:00,36.2,27.1,23.9,16.3
2023-03-13 13:48:00,14.4,2.70,9.66,8.26
2023-03-13 13:50:00,14.3,2.84,9.78,8.34
2023-03-13 13:52:00,14.5,2.94,9.76,8.32
2023-03-13 13:54:00,14.1,2.68,9.66,8.26
2023-03-13 13:56:00,22.1,13.8,15.5,10.5
2023-03-13 13:58:00,14.4,2.94,9.66,8.26
2023-03-13 14:00:00,14.4,2.82,9.70,8.30
2023-03-13 14:02:00,14.5,2.86,9.76,8.32
2023-03-13 14:04:00,14.3,2.80,9.70,8.28
2023-03-13 14:06:00,14.5,2.84,10.1,8.48
2023-03-13 14:08:00,14.5,2.80,9.66,8.26
2023-03-13 14:10:00,14.5,2.80,9.78,8.34
2023-03-13 14:12:00,14.4,2.86,9.72,8.30
2023-03-13 14:14:00,14.4,2.84,9.72,8.28
2023-03-13 14:16:00,14.4,2.82,9.90,8.38
2023-03-13 14:18:00,14.4,2.84,9.66,8.26
2023-03-13 14:20:00,14.3,2.90,9.78,8.34
2023-03-13 14:22:00,14.6,2.88,9.72,8.30
2023-03-13 14:24:00,14.4,2.90,9.74,8.30
2023-03-13 14:26:00,14.5,2.80,9.98,8.42
2023-03-13 14:28:00,26.8,13.8,17.0,13.5
2023-03-13 14:30:00,14.4,2.68,9.78,8.34
2023-03-13 14:32:00,14.3,2.82,9.66,8.28
2023-03-13 14:34:00,14.2,2.74,9.66,8.26
2023-03-13 14:36:00,14.4,2.82,9.98,8.42
2023-03-13 14:38:00,35.7,26.8,23.6,16.1
2023-03-13 14:40:00,14.4,2.72,9.78,8.34
2023-03-13 14:42:00,14.4,2.86,9.68,8.28
2023-03-13 14:44:00,14.2,2.84,9.80,8.36
2023-03-13 14:46:00,14.6,2.88,9.94,8.40
2023-03-13 14:48:00,24.2,16.8,16.8,11.1
2023-03-13 14:50:00,14.2,2.72,9.70,8.30
2023-03-13 14:52:00,14.4,2.84,9.68,8.28
2023-03-13 14:54:00,14.3,2.80,9.72,8.30
2023-03-13 14:56:00,14.4,2.82,9.90,8.38
2023-03-13 14:58:00,14.3,2.82,9.74,8.30
2023-03-13 15:00:00,14.2,2.84,9.70,8.30
2023-03-13 15:02:00,14.4,2.90,9.70,8.28
2023-03-13 15:04:00,14.2,2.84,9.74,8.30
2023-03-13 15:06:00,14.5,2.78,9.88,8.36
2023-03-13 15:08:00,14.4,2.78,9.66,8.26
2023-03-13 15:10:00,14.4,2.86,9.78,8.34
2023-03-13 15:12:00,14.2,2.82,9.68,8.28
2023-03-13 15:14:00,14.3,2.76,9.72,8.30
2023-03-13 15:16:00,14.2,2.88,9.90,8.38
2023-03-13 15:18:00,14.3,2.72,9.66,8.26
2023-03-13 15:20:00,28.1,15.7,18.0,14.0
2023-03-13 15:22:00,14.5,2.90,9.76,8.32
2023-03-13 15:24:00,14.3,2.86,9.74,8.30
2023-03-13 15:26:00,14.4,2.86,9.90,8.38
2023-03-13 15:28:00,14.2,2.72,9.74,8.30
