"Time","DROPPED","FORWARDED"
2023-03-13 12:00:00,0,91.7
2023-03-13 12:02:00,0,178
2023-03-13 12:04:00,0,90.6
2023-03-13 12:06:00,0,95.7
2023-03-13 12:08:00,0,89.3
2023-03-13 12:10:00,0.0600,90.6
2023-03-13 12:12:00,0,98.0
2023-03-13 12:14:00,0.0400,89.2
2023-03-13 12:16:00,0.0600,95.3
2023-03-13 12:18:00,0.0200,92.1
2023-03-13 12:20:00,0,90.0
2023-03-13 12:22:00,0,91.5
2023-03-13 12:24:00,0,90.4
2023-03-13 12:26:00,0,95.6
2023-03-13 12:28:00,0.0400,90.1
2023-03-13 12:30:00,0.0200,90.5
2023-03-13 12:32:00,0.0400,91.9
2023-03-13 12:34:00,0,135
2023-03-13 12:36:00,0.0600,94.6
2023-03-13 12:38:00,0.0400,90.3
2023-03-13 12:40:00,0.0600,90.6
2023-03-13 12:42:00,0.0400,91.4
2023-03-13 12:44:00,0.0400,214
2023-03-13 12:46:00,0,94.5
2023-03-13 12:48:00,0,91.9
2023-03-13 12:50:00,0,90.7
2023-03-13 12:52:00,0,90.6
2023-03-13 12:54:00,0.0400,199
2023-03-13 12:56:00,0.0200,93.9
2023-03-13 12:58:00,0.0600,92.0
2023-03-13 13:00:00,0.0200,89.8
2023-03-13 13:02:00,0.0200,93.0
2023-03-13 13:04:00,0.0400,116
2023-03-13 13:06:00,0.0600,97.4
2023-03-13 13:08:00,0.0400,92.5
2023-03-13 13:10:00,0,90.0
2023-03-13 13:12:00,0,93.6
2023-03-13 13:14:00,0,88.0
2023-03-13 13:16:00,0.0400,95.6
2023-03-13 13:18:00,0,90.3
2023-03-13 13:20:00,0.0400,88.9
2023-03-13 13:22:00,0.0200,93.2
2023-03-13 13:24:00,0.0200,89.5
2023-03-13 13:26:00,0.0400,109
2023-03-13 13:28:00,0.0200,89.6
2023-03-13 13:30:00,0.0200,91.3
2023-03-13 13:32:00,0.0200,91.2
2023-03-13 13:34:00,0,89.1
2023-03-13 13:36:00,0,193
2023-03-13 13:38:00,0,91.7
2023-03-13 13:40:00,0,89.3
2023-03-13 13:42:00,0.0600,93.1
2023-03-13 13:44:00,0,91.9
2023-03-13 13:46:00,0.0400,227
2023-03-13 13:48:00,0.0800,90.4
2023-03-13 13:50:00,0.100,91.6
2023-03-13 13:52:00,0.0200,91.4
2023-03-13 13:54:00,0.0400,91.4
2023-03-13 13:56:00,0.0200,148
2023-03-13 13:58:00,0,89.2
2023-03-13 14:00:00,0,89.1
2023-03-13 14:02:00,0,91.0
2023-03-13 14:04:00,0.0200,91.7
2023-03-13 14:06:00,0,97.3
2023-03-13 14:08:00,0,89.4
2023-03-13 14:10:00,0,89.9
2023-03-13 14:12:00,0,90.1
2023-03-13 14:14:00,0.0600,89.1
2023-03-13 14:16:00,0.0200,93.5
2023-03-13 14:18:00,0.0400,90.4
2023-03-13 14:20:00,0,89.8
2023-03-13 14:22:00,0,90.9
2023-03-13 14:24:00,0,90.5
2023-03-13 14:26:00,0,95.5
2023-03-13 14:28:00,0.0200,158
2023-03-13 14:30:00,0.0600,92.1
2023-03-13 14:32:00,0,91.2
2023-03-13 14:34:00,0.120,90.1
2023-03-13 14:36:00,0.0400,94.7
2023-03-13 14:38:00,0.0200,220
2023-03-13 14:40:00,0.0200,91.5
2023-03-13 14:42:00,0.0600,92.2
2023-03-13 14:44:00,0,92.3
2023-03-13 14:46:00,0,93.6
2023-03-13 14:48:00,0,159
2023-03-13 14:50:00,0.0200,89.1
2023-03-13 14:52:00,0,90.0
2023-03-13 14:54:00,0.0400,90.3
