"Time","failure","success","failure","success","failure","success"
2023-03-11 09:30:00,,0.000158,,0.000166,,0.000163
2023-03-11 09:32:00,,0.000146,,0.000172,,0.000149
2023-03-11 09:34:00,,0.000151,,0.000114,,0.000168
2023-03-11 09:36:00,,0.000174,,0.000127,,0.000155
2023-03-11 09:38:00,,0.000147,,0.000107,,0.000132
2023-03-11 09:40:00,,0.000158,,0.000114,,0.000140
2023-03-11 09:42:00,,0.000156,,0.000163,,0.000150
2023-03-11 09:44:00,,0.000156,,0.000155,,0.000111
2023-03-11 09:46:00,,0.000139,,0.000120,,0.000169
2023-03-11 09:48:00,,0.000126,,0.000165,,0.000102
2023-03-11 09:50:00,,0.000161,,0.000165,,0.000106
2023-03-11 09:52:00,,0.000156,,0.000132,,0.000152
2023-03-11 09:54:00,,0.000115,,0.000154,,0.000112
2023-03-11 09:56:00,,0.000163,,0.000120,,0.000140
2023-03-11 09:58:00,,0.000127,,0.000108,,0.0001000
2023-03-11 10:00:00,,0.000136,,0.000123,,0.000107
2023-03-11 10:02:00,,0.000169,,0.000130,,0.000125
2023-03-11 10:04:00,,0.000144,,0.000156,,0.000108
2023-03-11 10:06:00,,0.000135,,0.000123,,0.000109
2023-03-11 10:08:00,,0.000146,,0.000107,,0.000131
2023-03-11 10:10:00,,0.000153,,0.000132,,0.000104
2023-03-11 10:12:00,,0.000149,,0.000163,,0.000144
2023-03-11 10:14:00,,0.000154,,0.000150,,0.000161
2023-03-11 10:16:00,,0.000165,,0.000111,,0.000141
2023-03-11 10:18:00,,0.000150,,0.000101,,0.000109
2023-03-11 10:20:00,,0.000116,,0.000116,,0.000110
2023-03-11 10:22:00,,0.000128,,0.000141,,0.000124
2023-03-11 10:24:00,,0.000149,,0.000162,,0.000130
2023-03-11 10:26:00,,0.000133,,0.000113,,0.000164
2023-03-11 10:28:00,,0.000147,,0.000141,,0.000115
2023-03-11 10:30:00,,0.000176,,0.000118,,0.000154
2023-03-11 10:32:00,,0.000150,,0.000153,,0.000165
2023-03-11 10:34:00,,0.000147,,0.000113,,0.000108
2023-03-11 10:36:00,,0.000185,,0.000156,,0.000156
