"Time","DELETE /v1/endpoint","DELETE /v1/endpoint","DELETE /v1/endpoint","GET /v1/cluster","GET /v1/cluster","GET /v1/cluster","GET /v1/config","GET /v1/config","GET /v1/config","GET /v1/healthz","GET /v1/healthz","GET /v1/healthz","POST /v1/ipam","POST /v1/ipam","POST /v1/ipam","PUT /v1/endpoint","PUT /v1/endpoint","PUT /v1/endpoint"
2023-03-11 09:30:00,,,,0.0000834,0.0000881,0.0000839,,,,0.00197,0.00127,0.00195,,,,,,
2023-03-11 09:32:00,,,,0.0000851,0.000104,0.0000854,,,,0.00188,0.00138,0.00163,,,,,,
2023-03-11 09:34:00,,,,0.0000935,0.0000881,0.0000816,,,,0.00191,0.00119,0.00195,,,,,,
2023-03-11 09:36:00,,,,0.0000807,0.0000884,0.000103,,,,0.00189,0.00120,0.00188,,,,,,
2023-03-11 09:38:00,,,,0.0000851,0.000106,0.0000886,,,,0.00198,0.00117,0.00181,,,,,,
2023-03-11 09:40:00,,0.0000563,,0.0000857,0.0000830,0.0000854,,0.000589,,0.00191,0.00129,0.00211,,,,,,
2023-03-11 09:42:00,,0.0000814,,0.000100,0.0000999,0.0000887,,0.000490,,0.00197,0.00140,0.00187,,,,,,
2023-03-11 09:44:00,,,,0.0000921,0.0000923,0.000121,,,,0.00192,0.00119,0.00168,,,,,,
2023-03-11 09:46:00,,,,0.0000984,0.0000872,0.0000916,,,,0.00193,0.00135,0.00187,,,,,,
2023-03-11 09:48:00,,,,0.0000822,0.0000783,0.0000958,,,,0.00195,0.00135,0.00188,,,,,,
2023-03-11 09:50:00,,,,0.0000911,0.0000804,0.000101,,,,0.00187,0.00133,0.00202,,,,,,
2023-03-11 09:52:00,,,,0.0000832,0.000112,0.0000991,,,,0.00186,0.00119,0.00171,,,,,,
2023-03-11 09:54:00,,,,0.0000815,0.0000854,0.0000846,,,,0.00192,0.00138,0.00182,,,,,,
2023-03-11 09:56:00,,,,0.0000846,0.0000867,0.000110,,,,0.00189,0.00135,0.00188,,,,,,
2023-03-11 09:58:00,,,,0.0000897,0.0000616,0.0000981,,,,0.00205,0.00139,0.00189,,,,,,
2023-03-11 10:00:00,,,,0.0000855,0.0000952,0.0000896,,,,0.00188,0.00141,0.00201,,,,,,
