"Time","AVG_resident_memory_bytes","MAX_resident_memory_bytes_max","MIN_resident_memory_bytes_min"
2023-03-11 09:30:00,161561259,162574336,160518144
2023-03-11 09:32:00,165829291,168374272,164114432
2023-03-11 09:34:00,166685355,171593728,163311616
2023-03-11 09:36:00,167597397,171593728,164200448
2023-03-11 09:38:00,169713664,172400640,164888576
2023-03-11 09:40:00,170272085,172941312,164950016
2023-03-11 09:42:00,170433195,172097536,167231488
2023-03-11 09:44:00,172321451,174977024,168538112
2023-03-11 09:46:00,169030997,173518848,165036032
2023-03-11 09:48:00,169881600,174174208,166641664
2023-03-11 09:50:00,166536533,171302912,160231424
2023-03-11 09:52:00,163433131,167784448,160722944
2023-03-11 09:54:00,166768640,170790912,163131392
2023-03-11 09:56:00,167956480,171331584,165609472
2023-03-11 09:58:00,166916096,168599552,164864000
2023-03-11 10:00:00,167989248,170250240,164741120
2023-03-11 10:02:00,168321024,170364928,165691392
2023-03-11 10:04:00,170313045,173142016,166080512
2023-03-11 10:06:00,168880811,173682688,165306368
2023-03-11 10:08:00,170138283,173953024,165306368
2023-03-11 10:10:00,170347179,174759936,163504128
2023-03-11 10:12:00,164876288,170254336,159211520
2023-03-11 10:14:00,169407829,173522944,167317504
2023-03-11 10:16:00,170934272,175140864,168124416
2023-03-11 10:18:00,166540629,169537536,163082240
2023-03-11 10:20:00,167570091,170070016,165203968
2023-03-11 10:22:00,170171051,172503040,168951808
2023-03-11 10:24:00,169573035,170893312,168497152
2023-03-11 10:26:00,168696491,174264320,161693696
2023-03-11 10:28:00,170164224,174804992,165015552
2023-03-11 10:30:00,170706261,173899776,166469632
2023-03-11 10:32:00,169245355,171749376,165175296
2023-03-11 10:34:00,167556437,172523520,164667392
2023-03-11 10:36:00,167279275,168984576,165081088
2023-03-11 10:38:00,166962517,167690240,166535168
2023-03-11 10:40:00,168371541,170192896,164749312
2023-03-11 10:42:00,167985152,171507712,162738176
2023-03-11 10:44:00,169846101,173940736,167337984
2023-03-11 10:46:00,169153877,170446848,166592512
2023-03-11 10:48:00,171631957,172351488,170770432
2023-03-11 10:50:00,171470848,172617728,170483712
