"Time","cattle-fleet-local-system","cattle-monitoring-system","cattle-system","cert-manager","cilium-monitoring","default","kube-system","longhorn-system","sock-shop"
2023-03-15 17:12:00,0,32910,233771,0,34596,0,0,0,17000
2023-03-15 17:16:00,0,34254,226366,0,29145,0,0,0,16131
2023-03-15 17:20:00,0,35810,5869,0,31630,0,0,0,16500
2023-03-15 17:24:00,0,34593,229588,0,28955,0,0,0,15645
2023-03-15 17:28:00,0,35081,224961,0,29219,0,0,0,15576
2023-03-15 17:32:00,0,36324,232474,0,69006,0,0,0,16695
2023-03-15 17:36:00,0,37700,223825,0,29723,0,0,0,15905
2023-03-15 17:40:00,0,34105,5984,0,33755,0,0,0,16289
2023-03-15 17:44:00,0,35686,231692,0,63368,0,0,0,15774
2023-03-15 17:48:00,0,36070,221329,0,31906,0,0,0,15746
2023-03-15 17:52:00,0,32451,232460,0,27458,0,0,0,16852
2023-03-15 17:56:00,0,34829,224204,0,34031,0,0,0,15807
2023-03-15 18:00:00,0,35781,5828,0,30135,0,0,0,16145
2023-03-15 18:04:00,0,1432687,227034,0,1080165,0,0,0,16267
2023-03-15 18:08:00,0,35720,234456,0,28595,0,0,0,16018
2023-03-15 18:12:00,0,33959,226414,0,33536,0,0,0,16954
2023-03-15 18:16:00,0,36026,221434,0,29702,0,0,0,15749
2023-03-15 18:20:00,0,34607,5979,0,31603,0,0,0,15756
2023-03-15 18:24:00,0,35089,231081,0,28616,0,0,0,16156
2023-03-15 18:28:00,0,34455,226810,0,31816,0,0,0,15638
2023-03-15 18:32:00,0,35430,232403,0,66504,0,0,0,16577
2023-03-15 18:36:00,0,35567,217002,0,31189,0,0,0,15994
2023-03-15 18:40:00,0,34291,5951,0,29930,0,0,0,16193
2023-03-15 18:44:00,0,34842,236246,0,31634,0,0,0,16354
2023-03-15 18:48:00,0,34490,228166,1076,30082,0,0,0,15411
2023-03-15 18:52:00,0,36265,228283,0,30924,0,0,0,16368
2023-03-15 18:56:00,0,35496,223670,0,31145,0,0,0,16384
2023-03-15 19:00:00,0,34202,5888,0,30801,0,0,0,15899
2023-03-15 19:04:00,0,248494,223930,0,101595,0,0,0,16421
2023-03-15 19:08:00,0,35183,238590,0,31591,0,0,0,16050
2023-03-15 19:12:00,0,32629,220096,0,27662,0,0,0,15876
2023-03-15 19:16:00,0,35648,227056,0,33303,0,0,0,16658
2023-03-15 19:20:00,0,35391,5907,0,30757,0,0,0,15706
2023-03-15 19:24:00,0,34971,229691,0,29982,0,0,0,16081
2023-03-15 19:28:00,0,35242,231690,0,31195,0,0,0,15799
2023-03-15 19:32:00,0,34016,228426,0,62924,0,0,0,16183
2023-03-15 19:36:00,0,36044,221335,0,32618,0,0,0,16417
2023-03-15 19:40:00,0,33078,5987,0,29752,0,0,0,15771
2023-03-15 19:44:00,0,33187,235862,0,64396,0,0,0,15650
2023-03-15 19:48:00,0,34305,220479,0,30639,0,0,0,16436
2023-03-15 19:52:00,0,35558,231369,0,33729,0,0,0,16240
2023-03-15 19:56:00,0,37772,218962,0,29337,0,0,0,16653
2023-03-15 20:00:00,0,32243,5977,0,32757,0,0,0,15636
2023-03-15 20:04:00,0,537695,227749,0,339765,0,0,0,15627
2023-03-15 20:08:00,0,34531,260867,0,28330,0,0,0,15954
2023-03-15 20:12:00,0,36213,222138,0,32956,0,0,0,16219
2023-03-15 20:16:00,0,33372,225619,0,27402,0,0,0,16380
2023-03-15 20:20:00,0,38403,5888,0,32227,0,0,0,16089
2023-03-15 20:24:00,0,32559,228135,0,29011,0,0,0,15493
2023-03-15 20:28:00,0,36191,233377,0,32825,0,0,0,16241
2023-03-15 20:32:00,0,36938,224891,0,64656,0,0,0,16012
2023-03-15 20:36:00,0,33883,218666,0,28730,0,0,0,16290
2023-03-15 20:40:00,0,33837,6044,0,30449,0,0,0,16291
2023-03-15 20:44:00,0,35601,230509,0,31863,0,0,0,15576
2023-03-15 20:48:00,0,35779,227466,0,30267,0,0,0,16439
2023-03-15 20:52:00,0,32685,232484,0,32875,0,0,0,16183
2023-03-15 20:56:00,0,36845,214323,0,30409,0,0,0,16005
2023-03-15 21:00:00,0,35850,6003,0,28830,0,0,0,16220
2023-03-15 21:04:00,0,241951,228475,0,101123,0,0,0,15760
2023-03-15 21:08:00,0,36082,228239,0,31414,0,0,0,16295
2023-03-15 21:12:00,0,37098,233367,0,28245,0,0,0,16236
2023-03-15 21:16:00,0,37365,218475,0,33275,0,0,0,15990
2023-03-15 21:20:00,0,35397,6103,0,29148,0,0,0,16494
2023-03-15 21:24:00,0,36355,223825,0,31569,0,0,0,15899
2023-03-15 21:28:00,0,37332,239994,0,28920,0,0,0,15791
2023-03-15 21:32:00,0,33205,221689,0,65683,0,0,0,16576
2023-03-15 21:36:00,0,36692,230582,0,31457,0,0,0,16396
2023-03-15 21:40:00,0,37536,5741,0,29605,0,0,0,16336
2023-03-15 21:44:00,0,32280,235328,0,65682,0,0,0,15900
2023-03-15 21:48:00,0,35028,226893,0,27506,0,0,0,15426
2023-03-15 21:52:00,0,32671,224086,0,31904,0,0,0,17032
2023-03-15 21:56:00,0,35072,225455,0,28800,0,0,0,16086
2023-03-15 22:00:00,0,35435,5879,0,34130,0,0,0,16305
2023-03-15 22:04:00,0,574329,229760,0,360086,0,0,0,15953
2023-03-15 22:08:00,0,35654,237295,0,28380,0,0,0,15457
2023-03-15 22:12:00,0,36096,222943,0,33513,0,0,0,16852
2023-03-15 22:16:00,0,35094,219931,0,28970,0,0,0,16293
2023-03-15 22:20:00,0,35283,6050,0,31538,0,0,0,15772
2023-03-15 22:24:00,0,34324,227692,0,29756,0,0,0,15955
2023-03-15 22:28:00,0,33726,226052,0,30765,0,0,0,15836
2023-03-15 22:32:00,0,35003,231812,0,68731,0,0,0,16805
2023-03-15 22:36:00,0,35848,220638,0,31313,0,0,0,15630
2023-03-15 22:40:00,0,36168,6018,0,28695,0,0,0,16086
2023-03-15 22:44:00,0,33494,224749,0,29114,0,0,0,16041
2023-03-15 22:48:00,0,35831,225733,0,31234,0,0,0,15676
2023-03-15 22:52:00,0,33284,227511,0,33284,0,0,0,16546
2023-03-15 22:56:00,0,36370,228083,0,30478,0,0,0,16521
2023-03-15 23:00:00,0,35283,5833,0,31329,0,0,0,15603
2023-03-15 23:04:00,0,252277,226223,0,101556,0,0,0,16390
2023-03-15 23:08:00,0,35565,231274,0,30598,0,0,0,15925
2023-03-15 23:12:00,0,34319,227720,0,30740,0,0,983,16292
2023-03-15 23:16:00,0,37456,226901,0,31249,0,0,0,16632
2023-03-15 23:20:00,0,34438,5908,0,30400,0,0,0,15554
2023-03-15 23:24:00,0,33906,226963,0,29439,0,0,0,15999
2023-03-15 23:28:00,0,35473,231400,0,28672,0,0,0,16335
2023-03-15 23:32:00,0,33643,228002,0,66067,0,0,0,15887
2023-03-15 23:36:00,0,32412,225563,0,30610,0,0,0,16471
2023-03-15 23:40:00,0,35645,6006,0,31900,0,0,0,15968
2023-03-15 23:44:00,0,34260,221320,0,62621,0,0,0,16272
2023-03-15 23:48:00,0,33044,227139,0,31406,0,0,0,15147
2023-03-15 23:52:00,0,37268,233465,0,32280,0,0,0,16052
2023-03-15 23:56:00,0,36892,223092,0,29504,0,0,0,16525
2023-03-16 00:00:00,0,33759,5985,0,30066,0,0,0,16338
2023-03-16 00:04:00,0,3603317,225456,0,2831891,0,0,0,15499
2023-03-16 00:08:00,0,33382,227380,0,29531,0,0,0,16453
2023-03-16 00:12:00,0,33747,224589,0,30400,0,0,0,15943
2023-03-16 00:16:00,0,33872,222358,0,30872,0,0,0,16149
2023-03-16 00:20:00,0,34419,6064,0,31918,0,0,0,16064
2023-03-16 00:24:00,0,35464,232753,0,29621,0,0,0,15528
2023-03-16 00:28:00,0,37351,228787,0,33595,0,0,0,16015
2023-03-16 00:32:00,0,34980,224610,0,62689,0,0,0,16695
2023-03-16 00:36:00,0,36119,231956,0,32506,0,1040,0,15776
2023-03-16 00:40:00,0,35043,6029,0,27718,0,0,0,16150
2023-03-16 00:44:00,0,36219,222545,0,33010,0,0,0,16001
2023-03-16 00:48:00,0,35994,227146,0,28422,0,0,0,16239
2023-03-16 00:52:00,0,33765,225580,0,30871,0,0,0,16512
2023-03-16 00:56:00,0,36805,228952,0,32550,0,0,0,15251
2023-03-16 01:00:00,0,34061,5926,0,27853,0,0,0,17052
2023-03-16 01:04:00,0,248090,227429,0,102979,0,0,0,15735
2023-03-16 01:08:00,0,36326,227572,0,28586,0,0,0,16005
2023-03-16 01:12:00,0,34369,230246,0,33241,0,0,0,16658
2023-03-16 01:16:00,0,36489,230189,0,29267,0,0,0,15213
2023-03-16 01:20:00,0,37221,5934,0,32766,0,0,0,16954
2023-03-16 01:24:00,0,33683,220472,0,29739,0,0,0,15815
2023-03-16 01:28:00,0,33182,228791,0,28653,0,0,0,15803
2023-03-16 01:32:00,0,35149,232089,0,67896,0,0,0,16655
2023-03-16 01:36:00,0,34918,229082,0,32574,0,0,0,16457
2023-03-16 01:40:00,0,34188,5885,0,30836,0,0,0,15591
2023-03-16 01:44:00,0,36595,228579,0,64110,0,0,0,15861
2023-03-16 01:48:00,0,34570,230398,0,29315,0,0,0,15906
2023-03-16 01:52:00,0,34084,223605,0,32466,0,0,0,16545
2023-03-16 01:56:00,0,38279,231554,0,26608,0,0,0,15958
2023-03-16 02:00:00,0,33562,6690,0,31656,0,0,0,16038
2023-03-16 02:04:00,0,576250,304942,0,321849,0,0,0,15893
2023-03-16 02:08:00,0,36211,231388,0,32473,0,0,0,15962
2023-03-16 02:12:00,0,35453,224812,0,31299,0,0,0,16996
2023-03-16 02:16:00,0,35240,222615,0,64753,0,0,0,15951
2023-03-16 02:20:00,0,34134,5847,0,32927,0,0,0,16609
2023-03-16 02:24:00,0,35036,230107,0,30284,0,0,0,15099
2023-03-16 02:28:00,0,38018,229063,0,31293,0,0,0,15815
2023-03-16 02:32:00,0,33655,226393,0,63828,0,0,0,16319
2023-03-16 02:36:00,0,36022,229269,0,33753,0,0,0,15949
2023-03-16 02:40:00,0,36004,6054,0,27107,0,0,0,16179
2023-03-16 02:44:00,0,34505,227284,0,31693,0,0,0,16325
2023-03-16 02:48:00,0,38499,232280,0,31963,0,0,0,15546
2023-03-16 02:52:00,0,33035,223657,0,29889,0,0,0,16424
2023-03-16 02:56:00,0,33289,224635,0,30595,0,0,0,16049
2023-03-16 03:00:00,0,34777,5943,0,31181,0,0,0,16529
2023-03-16 03:04:00,0,249418,226617,0,98258,0,0,0,15698
2023-03-16 03:08:00,0,32868,230433,0,33069,0,0,0,15827
2023-03-16 03:12:00,0,35445,226379,0,29504,0,0,0,15884
2023-03-16 03:16:00,0,33361,223079,0,30053,0,0,0,16975
2023-03-16 03:20:00,0,33976,5856,0,33350,0,0,0,15621
2023-03-16 03:24:00,0,34901,233698,0,31019,0,0,0,16312
2023-03-16 03:28:00,0,34593,233587,0,30136,0,0,0,16222
2023-03-16 03:32:00,0,35965,225215,0,66212,0,0,0,15890
2023-03-16 03:36:00,0,36706,218744,0,30362,0,0,0,16825
2023-03-16 03:40:00,0,35562,6006,0,29174,0,0,0,15312
2023-03-16 03:44:00,0,36445,225141,0,67831,0,0,0,16302
2023-03-16 03:48:00,0,32950,229611,0,28684,0,0,0,16069
2023-03-16 03:52:00,0,34939,232634,0,29561,0,0,0,16161
2023-03-16 03:56:00,0,33962,221411,0,30918,0,0,0,16788
2023-03-16 04:00:00,0,33091,5872,0,32572,0,0,0,15880
2023-03-16 04:04:00,0,541246,227540,0,334527,0,0,0,15602
2023-03-16 04:08:00,0,38029,230360,0,32200,0,0,0,16254
2023-03-16 04:12:00,0,35009,230003,0,27811,0,0,0,15939
2023-03-16 04:16:00,0,33302,224668,0,32066,0,0,0,16169
2023-03-16 04:20:00,0,33843,5937,0,29408,0,0,0,16162
2023-03-16 04:24:00,0,34391,223417,0,29514,0,0,0,15912
2023-03-16 04:28:00,0,32025,228181,0,31751,0,0,0,16159
2023-03-16 04:32:00,0,35030,234306,0,65409,0,0,0,16152
2023-03-16 04:36:00,0,34553,222954,0,32998,0,0,0,16049
2023-03-16 04:40:00,0,36292,5861,0,28391,0,0,0,15896
2023-03-16 04:44:00,0,33253,230092,0,32407,0,0,0,16234
2023-03-16 04:48:00,0,34314,227737,0,29749,0,0,0,16059
2023-03-16 04:52:00,0,34921,228025,0,31497,0,0,0,15867
2023-03-16 04:56:00,0,32274,224377,0,31007,0,0,0,15488
2023-03-16 05:00:00,0,36218,5987,0,31034,0,0,0,17005
2023-03-16 05:04:00,0,239093,236433,0,96436,0,0,0,15038
2023-03-16 05:08:00,0,36814,224648,0,33415,0,0,0,16073
2023-03-16 05:12:00,0,34072,231594,0,29032,0,0,0,16416
2023-03-16 05:16:00,0,34877,219458,0,32102,0,0,0,15550
2023-03-16 05:20:00,0,33433,6063,0,30818,0,0,0,16825
2023-03-16 05:24:00,0,37217,226099,0,30074,0,0,0,15530
2023-03-16 05:28:00,0,33398,225009,0,29541,0,0,0,16125
2023-03-16 05:32:00,0,36381,233738,0,64798,0,0,0,16263
2023-03-16 05:36:00,0,33384,219416,0,29797,0,0,0,15322
2023-03-16 05:40:00,0,33633,5963,0,32855,0,0,0,16578
2023-03-16 05:44:00,0,35085,228191,0,67535,0,0,0,15513
2023-03-16 05:48:00,0,34847,231117,0,30497,0,0,0,15462
2023-03-16 05:52:00,0,32066,224072,0,31039,0,0,0,16376
2023-03-16 05:56:00,0,34908,226447,0,30518,0,0,0,15365
2023-03-16 06:00:00,0,34898,5992,0,28832,0,0,0,16257
2023-03-16 06:04:00,0,1455668,223543,0,999391,0,0,0,15522
2023-03-16 06:08:00,0,39461,309509,0,27726,0,0,0,15927
2023-03-16 06:12:00,0,35389,235871,0,32662,0,0,0,16649
2023-03-16 06:16:00,0,35483,219076,0,64546,0,0,0,15802
2023-03-16 06:20:00,0,37111,5899,0,30513,0,0,0,15937
2023-03-16 06:24:00,0,36473,232576,0,30626,0,0,0,15969
2023-03-16 06:28:00,0,33348,224157,0,27596,0,0,0,15531
2023-03-16 06:32:00,0,35025,225007,0,64695,0,0,0,16306
2023-03-16 06:36:00,0,33645,224843,0,31800,0,0,0,16034
2023-03-16 06:40:00,0,35781,5891,0,28909,0,0,0,15669
2023-03-16 06:44:00,0,34676,233639,0,29812,0,0,0,15949
2023-03-16 06:48:00,0,34289,233965,0,31285,0,0,0,15332
2023-03-16 06:52:00,0,37549,219765,0,32085,0,0,0,16612
2023-03-16 06:56:00,0,36648,228263,0,29853,0,0,0,15922
2023-03-16 07:00:00,0,34001,5829,0,30298,0,0,0,15447
2023-03-16 07:04:00,0,237005,228869,0,98141,0,0,0,16157
2023-03-16 07:08:00,0,37491,231854,0,32267,0,0,0,15455
2023-03-16 07:12:00,0,33637,227914,0,30133,0,0,0,16015
2023-03-16 07:16:00,0,36480,224118,0,28991,0,0,0,16364
2023-03-16 07:20:00,0,34747,6053,0,30185,0,0,0,15553
2023-03-16 07:24:00,0,35843,226417,0,31000,0,0,0,15865
2023-03-16 07:28:00,0,33465,234278,0,27869,0,0,0,15660
2023-03-16 07:32:00,0,36706,223100,0,67827,0,0,0,16167
2023-03-16 07:36:00,0,38069,229064,0,28962,0,0,0,16434
2023-03-16 07:40:00,0,33752,5662,0,29728,0,0,0,15515
2023-03-16 07:44:00,0,34150,235063,0,68776,0,0,0,16024
2023-03-16 07:48:00,0,36458,227918,0,29532,0,0,0,15970
2023-03-16 07:52:00,0,37882,232861,0,30012,0,0,0,15788
2023-03-16 07:56:00,0,36340,218808,0,31512,0,0,0,16565
2023-03-16 08:00:00,0,34262,6035,0,31233,0,0,0,15644
2023-03-16 08:04:00,0,517463,222626,0,298610,0,0,0,16083
2023-03-16 08:08:00,0,35349,234945,0,31964,0,0,0,16082
2023-03-16 08:12:00,0,32988,223104,0,27618,0,0,0,15680
2023-03-16 08:16:00,0,33907,225215,0,66476,0,0,0,16525
2023-03-16 08:20:00,0,34304,5935,0,28909,0,0,0,15669
2023-03-16 08:24:00,0,34163,222993,0,33463,0,0,0,15533
2023-03-16 08:28:00,0,33301,230757,0,28589,0,0,0,15761
2023-03-16 08:32:00,0,32766,226848,0,67588,0,0,0,15987
2023-03-16 08:36:00,0,36491,225407,0,28134,0,0,0,16665
2023-03-16 08:40:00,0,33411,6007,0,31006,0,0,0,15526
2023-03-16 08:44:00,0,34444,231670,0,32599,0,0,0,15668
2023-03-16 08:48:00,0,36453,225989,0,29666,0,0,0,15995
2023-03-16 08:52:00,0,32703,230866,0,31952,0,0,0,16136
2023-03-16 08:56:00,0,36707,226929,0,30322,0,0,0,16202
2023-03-16 09:00:00,0,33986,5867,0,31088,0,0,0,15665
2023-03-16 09:04:00,0,252836,228050,0,97937,0,0,0,15334
2023-03-16 09:08:00,0,36593,229254,0,27905,0,0,0,16110
2023-03-16 09:12:00,0,37203,230279,0,33436,0,0,0,15700
2023-03-16 09:16:00,0,33505,223528,0,27982,0,0,0,15983
2023-03-16 09:20:00,0,34105,5960,0,32137,0,0,0,15961
2023-03-16 09:24:00,0,34963,225568,0,29800,0,0,0,15448
2023-03-16 09:28:00,0,36904,225136,0,31359,0,0,0,16196
2023-03-16 09:32:00,0,35754,232067,0,64384,0,0,0,15837
2023-03-16 09:36:00,0,36116,227329,0,32101,0,0,0,16109
2023-03-16 09:40:00,0,36157,5996,0,29606,0,0,0,16270
2023-03-16 09:44:00,0,33916,223327,0,68308,0,0,0,15673
2023-03-16 09:48:00,0,33423,234131,0,29299,0,0,0,15985
2023-03-16 09:52:00,0,32810,224772,0,28991,0,0,0,16336
2023-03-16 09:56:00,0,33680,226510,0,32756,0,0,0,15530
2023-03-16 10:00:00,0,35123,5853,0,29603,0,0,0,16555
2023-03-16 10:04:00,0,544419,234176,0,316407,0,0,0,15626
2023-03-16 10:08:00,0,35032,222068,0,32275,0,0,0,16424
2023-03-16 10:12:00,0,32308,234265,0,31811,0,0,0,16450
2023-03-16 10:16:00,0,35739,222514,0,60278,0,0,0,15674
2023-03-16 10:20:00,0,33796,5981,0,33860,0,0,0,16529
2023-03-16 10:24:00,0,35152,227349,0,29593,0,0,0,15852
2023-03-16 10:28:00,0,34286,244394,0,32560,0,0,0,15677
2023-03-16 10:32:00,0,36012,229044,0,61522,0,0,0,16556
2023-03-16 10:36:00,0,35857,223603,0,29773,0,0,0,15766
2023-03-16 10:40:00,0,33152,5992,0,31830,0,0,0,16606
2023-03-16 10:44:00,0,35489,227927,0,32835,0,0,0,15791
2023-03-16 10:48:00,0,33316,231495,0,28042,0,0,0,15745
2023-03-16 10:52:00,0,35657,219839,0,33040,0,0,0,16535
2023-03-16 10:56:00,0,35489,227708,0,28504,0,0,0,16357
2023-03-16 11:00:00,0,35466,5887,0,32880,0,0,0,16245
2023-03-16 11:04:00,0,252227,229627,0,101008,0,0,0,15905
2023-03-16 11:08:00,0,34073,226499,0,31415,0,0,534,15639
2023-03-16 11:12:00,0,36386,233371,0,30918,0,0,0,16262
2023-03-16 11:16:00,0,34277,219186,0,27846,0,0,0,16272
2023-03-16 11:20:00,0,33228,6086,0,32639,0,0,0,15901
2023-03-16 11:24:00,0,34454,226325,0,29994,0,0,0,16212
2023-03-16 11:28:00,0,35845,226344,0,28898,0,0,0,15725
2023-03-16 11:32:00,0,34939,232394,0,69393,0,0,0,16235
2023-03-16 11:36:00,0,33490,219683,0,29262,0,0,0,15966
2023-03-16 11:40:00,0,34324,6129,0,31578,0,0,0,16338
2023-03-16 11:44:00,0,34984,223235,0,63763,0,0,0,16233
2023-03-16 11:48:00,0,35033,228370,0,30846,0,0,0,15563
2023-03-16 11:52:00,0,35184,229114,0,33112,0,0,0,16592
2023-03-16 11:56:00,0,34461,225585,0,31628,0,0,0,15744
2023-03-16 12:00:00,0,33160,5929,0,30557,0,0,0,15898
2023-03-16 12:04:00,0,1405571,230018,0,960105,0,0,0,16073
2023-03-16 12:08:00,0,34653,223349,0,30893,0,0,0,15786
2023-03-16 12:12:00,0,33354,228440,0,31125,0,0,0,16356
2023-03-16 12:16:00,0,35681,226402,0,63307,0,0,0,16593
