"Time","Drop","PolicyVerdict","Trace"
2023-02-22 11:00:00,0.0200,1.30,91.7
2023-02-22 11:02:00,0.0200,1.10,86.7
2023-02-22 11:04:00,0.100,1.34,89.6
2023-02-22 11:06:00,0.300,1.10,87.2
2023-02-22 11:08:00,0.140,1.30,86.7
2023-02-22 11:10:00,0.0400,1.30,90.6
2023-02-22 11:12:00,0.0200,1.30,117
2023-02-22 11:14:00,0,1.34,89.7
2023-02-22 11:16:00,0.100,1.30,87.6
2023-02-22 11:18:00,0.100,1.30,86.6
2023-02-22 11:20:00,0.180,1.10,89.6
2023-02-22 11:22:00,0.100,1.30,154
2023-02-22 11:24:00,0.0800,1.14,88.9
2023-02-22 11:26:00,0,1.30,88.6
2023-02-22 11:28:00,0,1.10,86.3
2023-02-22 11:30:00,0,1.30,89.7
2023-02-22 11:32:00,0,1.10,184
2023-02-22 11:34:00,0,1.36,89.1
2023-02-22 11:36:00,0,1.10,88.1
2023-02-22 11:38:00,0.0200,1.30,86.5
2023-02-22 11:40:00,0.0400,1.10,89.8
2023-02-22 11:42:00,0.0400,1.30,215
2023-02-22 11:44:00,0.100,1.34,89.4
2023-02-22 11:46:00,0.0600,1.30,90.3
2023-02-22 11:48:00,0,1.34,87.4
2023-02-22 11:50:00,0,1.10,89.9
2023-02-22 11:52:00,0,1.30,216
2023-02-22 11:54:00,0,1.14,88.6
2023-02-22 11:56:00,0,1.30,88.8
2023-02-22 11:58:00,0,1.10,86.1
2023-02-22 12:00:00,0.0400,1.30,90.4
2023-02-22 12:02:00,0.120,1.10,186
2023-02-22 12:04:00,0.160,1.34,89.2
2023-02-22 12:06:00,0.0400,1.10,88
2023-02-22 12:08:00,0.0800,1.30,86.7
2023-02-22 12:10:00,0.0200,1.10,88.5
2023-02-22 12:12:00,0,1.30,153
2023-02-22 12:14:00,0,1.14,88.1
2023-02-22 12:16:00,0,1.30,87.6
2023-02-22 12:18:00,0,1.10,84.6
2023-02-22 12:20:00,0,1.30,89.3
2023-02-22 12:22:00,0,1.30,120
2023-02-22 12:24:00,0,1.32,89.4
2023-02-22 12:26:00,0,1.30,88.3
