"Time","10250/TCP","443/TCP","53/UDP","6443/TCP","80/TCP","8079/TCP","8080/TCP","8181/TCP","8443/TCP","8500/TCP","9093/TCP","9443/TCP"
2023-02-22 11:00:00,3.44,1.82,,6.26,8.94,3.12,2.66,2.40,,5.24,1.98,1.66
2023-02-22 11:02:00,3.20,1.60,,6.22,8.88,3.28,2.64,2.38,,5.24,1.98,1.66
2023-02-22 11:04:00,3.54,1.54,,6.12,8.88,3.26,2.64,2.38,,5.24,1.98,1.66
2023-02-22 11:06:00,3.36,1.64,,5.94,8.90,3.26,2.56,2.34,,5.24,1.92,1.66
2023-02-22 11:08:00,3.32,1.68,,6,8.90,3.16,2.60,2.38,,5.20,1.94,1.66
2023-02-22 11:10:00,3.38,1.78,,6.10,8.82,3.22,2.62,2.38,,5.24,1.96,1.68
2023-02-22 11:12:00,3.32,,2.20,6.02,12.7,3.26,2.58,2.38,18.4,5.24,1.98,
2023-02-22 11:14:00,3.54,1.54,,6.38,8.76,3.08,2.62,2.40,,5.22,2,1.66
2023-02-22 11:16:00,3.32,1.64,,5.80,8.96,3.26,2.66,2.40,,5.24,1.94,1.66
2023-02-22 11:18:00,3.34,1.70,,5.86,8.86,3.18,2.62,2.44,,5.22,1.90,1.66
2023-02-22 11:20:00,3.48,1.78,,5.94,8.86,3.26,2.66,2.38,,5.22,2.04,1.68
2023-02-22 11:22:00,3.28,,2.16,5.82,12.7,3.46,2.62,2.40,49.4,5.24,2,
2023-02-22 11:24:00,3.54,1.54,,6.16,8.98,3.30,2.62,2.44,,5.24,2,1.66
2023-02-22 11:26:00,3.28,1.64,,6.04,8.88,3.20,2.60,2.42,,5.22,2.02,1.64
2023-02-22 11:28:00,3.26,1.70,,5.90,9.02,3.24,2.62,2.38,,5.22,1.96,1.66
2023-02-22 11:30:00,3.32,1.78,,6.22,8.80,3.14,2.66,2.42,,5.20,2,1.66
2023-02-22 11:32:00,3.18,,1.84,6,12.6,3.40,2.68,2.42,74.8,5.24,1.98,
2023-02-22 11:34:00,3.48,1.54,,6.42,8.90,3.34,2.58,2.44,,5.22,1.94,1.66
2023-02-22 11:36:00,3.24,1.64,,6,8.58,3.06,2.62,2.46,,5.24,1.94,1.66
2023-02-22 11:38:00,3.32,1.68,,6.08,8.78,3.12,2.64,2.34,,5.22,1.98,1.64
2023-02-22 11:40:00,3.38,2.04,,6.04,8.76,3.14,2.60,2.22,,5.24,1.94,1.66
2023-02-22 11:42:00,3.30,,2.20,6.10,12.7,3.44,2.62,2.48,99.8,5.24,1.92,
2023-02-22 11:44:00,3.48,1.54,,6.32,8.74,3.24,2.64,2.40,,5.22,1.96,1.64
2023-02-22 11:46:00,3.32,1.64,,6.14,8.96,3.24,2.66,2.48,,5.24,1.98,1.68
2023-02-22 11:48:00,3.34,1.68,,6.16,8.94,3.22,2.66,2.44,,5.24,2.04,1.76
2023-02-22 11:50:00,3.36,1.78,,6.24,9.02,3.18,2.66,2.44,,5.24,1.94,1.66
2023-02-22 11:52:00,3.22,,2.16,6.06,12.7,3.50,2.60,2.42,101,5.22,2,
2023-02-22 11:54:00,3.50,1.54,,6.20,8.96,3.36,2.62,2.32,,5.24,2,1.66
2023-02-22 11:56:00,3.32,1.64,,5.92,8.64,3.24,2.68,2.38,,5.24,1.90,1.70
2023-02-22 11:58:00,3.30,1.68,,6.10,8.92,3.20,2.62,2.46,,5.24,1.98,1.66
2023-02-22 12:00:00,3.40,1.78,,6.22,9.06,3.28,2.60,2.40,,5.22,2.04,1.66
2023-02-22 12:02:00,3.06,,,6.28,8.66,3.50,2.64,2.40,83.9,5.22,2,1.72
2023-02-22 12:04:00,3.44,1.54,,6.34,8.84,3.26,2.68,2.46,,5.22,1.96,1.66
2023-02-22 12:06:00,3.24,1.64,,6.12,8.84,3.06,2.62,2.40,,5.24,2.02,1.68
2023-02-22 12:08:00,3.24,1.68,,6.06,8.66,3.06,2.54,2.28,,5.24,2.04,1.66
2023-02-22 12:10:00,3.36,1.78,,6.12,8.56,3.20,2.62,2.42,,5.16,1.96,1.64
2023-02-22 12:12:00,3,,,6.02,8.46,3.42,2.60,2.20,56.4,5.20,1.96,1.66
2023-02-22 12:14:00,3.32,1.54,,6.12,8.82,3.40,2.68,2.24,,5.22,1.78,1.66
2023-02-22 12:16:00,3.16,1.64,,6.04,8.60,3.14,2.52,2.40,,5.16,1.96,1.64
2023-02-22 12:18:00,3.18,1.68,,6,8.40,3.18,2.58,2.20,,5.22,2.04,1.66
2023-02-22 12:20:00,3.42,1.78,,6.34,8.58,3.04,2.60,2.44,,5.20,1.96,1.66
2023-02-22 12:22:00,3.30,,,6,8.80,3.44,2.56,2.36,27.8,5.18,1.94,1.64
2023-02-22 12:24:00,3.48,1.54,,6.32,9,3.36,2.62,2.40,,5.20,2,1.66
2023-02-22 12:26:00,3.32,1.64,,6,8.92,3.16,2.66,2.42,,5.24,2.02,1.66
2023-02-22 12:28:00,3.30,1.68,,5.98,8.80,3.04,2.68,2.46,,5.24,1.98,1.66
2023-02-22 12:30:00,3.36,1.78,,6.08,8.82,3.30,2.66,2.34,,5.24,2.04,1.66
2023-02-22 12:32:00,3.26,,,5.86,8.96,3.30,2.60,2.38,5.80,5.24,2.02,1.68
2023-02-22 12:34:00,3.46,1.54,,6.14,8.84,3.26,2.62,2.40,,5.24,1.90,1.66
2023-02-22 12:36:00,3.24,1.64,,6.10,8.78,3.10,2.66,2.32,,5.20,2.02,1.66
2023-02-22 12:38:00,3.34,1.68,,6.26,8.78,3.22,2.70,2.36,,5.22,1.90,1.66
2023-02-22 12:40:00,3.34,2.04,,5.98,8.70,3.28,2.56,2.40,,5.22,2.02,1.66
2023-02-22 12:42:00,3.24,1.54,,6.02,8.62,3.24,2.66,2.38,,5.24,1.94,1.70
2023-02-22 12:44:00,3.36,1.54,,6.24,8.68,3.16,2.64,2.40,,5.22,1.94,1.66
2023-02-22 12:46:00,3.10,1.64,,6.08,8.80,3.06,2.64,2.44,,5.24,1.96,1.66
2023-02-22 12:48:00,3.22,1.68,,5.78,8.70,3.14,2.54,2.44,,5.22,2.02,1.66
2023-02-22 12:50:00,3.36,1.88,,6,8.48,3.26,2.64,2.42,,5.20,1.96,1.62
2023-02-22 12:52:00,3.30,1.54,,5.96,8.72,3.24,2.64,2.36,,5.20,2,1.68
2023-02-22 12:54:00,3.44,1.54,,6.22,8.88,3.16,2.58,2.34,,5.22,2.02,1.66
2023-02-22 12:56:00,3.22,1.64,,6.06,8.48,3.14,2.58,2.34,,5.20,1.88,1.66
2023-02-22 12:58:00,3.22,1.68,,6.04,8.58,3.24,2.64,2.42,,5.22,1.96,1.66
2023-02-22 13:00:00,3.32,1.78,,6.02,8.46,3.08,2.62,2.34,,5.16,2.04,1.72
2023-02-22 13:02:00,3.22,1.54,,5.98,8.50,3.20,2.62,2.38,,5.22,1.92,1.66
2023-02-22 13:04:00,3.44,1.54,,6.16,8.90,3.22,2.72,2.32,,5.20,1.90,1.66
2023-02-22 13:06:00,3.18,1.64,,5.92,8.58,3.18,2.60,2.32,,5.22,2.02,1.66
2023-02-22 13:08:00,3.32,1.68,,6.02,8.44,2.96,2.58,2.36,,5.18,1.94,1.62
2023-02-22 13:10:00,3.26,1.78,,6.10,8.44,3.12,2.66,2.26,,5.18,2.04,1.64
2023-02-22 13:12:00,3.26,1.54,,5.94,8.32,3.26,2.66,2.12,,5.26,1.96,1.66
2023-02-22 13:14:00,3.30,1.54,,6.16,8.36,2.96,2.66,2.40,,5.20,1.96,1.66
2023-02-22 13:16:00,3.32,1.64,,5.98,8.44,3.10,2.72,2.42,,5.22,1.90,1.64
2023-02-22 13:18:00,3.32,1.68,,5.96,8.36,3.20,2.62,2.42,,5.20,1.92,1.68
2023-02-22 13:20:00,3.46,1.78,,6.18,8.56,2.98,2.58,2.34,,5.20,2.02,1.66
2023-02-22 13:22:00,3.34,1.52,,6.22,8.86,3.10,2.60,2.38,,5.24,2.02,1.66
2023-02-22 13:24:00,3.50,,,6.30,8.98,3.24,2.62,2.34,2.74,5.24,1.98,1.66
2023-02-22 13:26:00,3.36,1.64,,6.04,8.82,3.22,2.58,2.38,,5.20,2,1.66
2023-02-22 13:28:00,3.32,1.68,,6.08,8.96,3.20,2.70,2.42,,5.24,1.96,1.70
2023-02-22 13:30:00,3.42,1.78,,6.30,8.90,3.24,2.60,2.46,,5.20,1.98,1.66
2023-02-22 13:32:00,3.36,1.54,,6.02,8.90,3.24,2.60,2.42,,5.22,1.94,1.66
2023-02-22 13:34:00,3.44,,2.20,6.26,12.9,3.22,2.72,2.46,20.7,5.20,1.94,
2023-02-22 13:36:00,3.38,1.64,,6.08,8.90,3.20,2.58,2.42,,5.24,1.96,1.66
2023-02-22 13:38:00,3.32,1.68,,5.98,8.86,3.18,2.64,2.48,,5.24,1.90,1.68
2023-02-22 13:40:00,3.32,2.02,,5.82,8.98,3.28,2.72,2.34,,5.20,1.94,1.72
2023-02-22 13:42:00,3.34,1.54,,6.10,8.60,3.16,2.66,2.34,,5.24,1.94,1.66
2023-02-22 13:44:00,3.48,,1.84,6.20,12.5,3.30,2.64,2.30,39.8,5.22,1.96,
2023-02-22 13:46:00,3.28,1.64,,5.94,8.70,2.98,2.64,2.34,,5.18,1.94,1.66
2023-02-22 13:48:00,3.36,1.68,,6.10,8.44,3.20,2.74,2.40,,5.20,1.96,1.68
2023-02-22 13:50:00,3.38,1.90,,6,8.58,3.08,2.60,2.44,,5.18,2.04,1.64
2023-02-22 13:52:00,3.32,1.54,,5.90,8.68,3.04,2.60,2.34,,5.20,1.94,1.66
2023-02-22 13:54:00,3.58,,2.16,6.38,12.4,3.26,2.60,2.40,60.6,5.20,2,
2023-02-22 13:56:00,3.06,1.64,,6.12,8.70,3.12,2.62,2.40,,5.16,1.90,1.66
2023-02-22 13:58:00,3.26,1.68,,5.94,8.60,3.20,2.68,2.40,,5.22,1.88,1.66
2023-02-22 14:00:00,3.12,1.78,,6.20,8,3.24,2.64,2.34,,5.20,1.86,1.66
2023-02-22 14:02:00,3.22,1.54,,5.98,8.62,3.04,2.64,2.44,,5.20,1.86,1.72
2023-02-22 14:04:00,3.58,,2.20,6.26,12.4,3.08,2.68,2.40,88.3,5.20,1.98,
2023-02-22 14:06:00,3.24,1.64,,5.92,8.56,2.80,2.62,2.20,,5.18,2,1.62
2023-02-22 14:08:00,3.22,1.68,,5.94,8.36,3.30,2.56,2.30,,5.20,1.96,1.66
2023-02-22 14:10:00,3.24,1.78,,5.98,8.70,3.02,2.52,2.34,,5.20,1.88,1.64
2023-02-22 14:12:00,3.12,1.54,,6.10,8.44,3.06,2.54,2.30,,5.22,2.04,1.64
2023-02-22 14:14:00,3.40,,1.84,6.42,12.7,3.12,2.54,2.40,99.1,5.16,1.94,
2023-02-22 14:16:00,3.12,1.64,,6.12,7.84,3.20,2.48,2.34,,5.16,1.88,1.64
2023-02-22 14:18:00,3.28,1.68,,6,8.32,3.10,2.64,2.12,,5.20,1.96,1.64
2023-02-22 14:20:00,3.18,1.78,,6.14,8.32,3.10,2.62,2.26,,5.22,1.96,1.62
2023-02-22 14:22:00,3.14,1.54,,5.96,8.52,3.12,2.64,2.14,,5.18,2,1.66
2023-02-22 14:24:00,3.22,,2.16,6.34,12.6,3.42,2.62,2.28,98.5,5.18,2.04,
2023-02-22 14:26:00,3.02,1.64,,5.98,8.08,3.28,2.60,2.40,,5.18,1.96,1.66
2023-02-22 14:28:00,3.14,1.68,,5.90,8.38,2.96,2.68,2.24,,5.20,1.98,1.66
2023-02-22 14:30:00,3.22,1.78,,5.98,8.50,3.22,2.60,2.30,,5.20,1.98,1.66
2023-02-22 14:32:00,2.96,1.54,,6.02,7.68,3.06,2.60,2.28,,5.16,2,1.66
2023-02-22 14:34:00,3.22,,,6.22,9.14,3.34,2.60,2.34,83.7,5.18,2.04,1.64
2023-02-22 14:36:00,3.08,1.64,,5.94,8.38,3.10,2.66,2.18,,5.12,1.98,1.62
2023-02-22 14:38:00,3.14,1.70,,5.78,8.26,3.02,2.62,2.18,,5.16,1.96,1.64
2023-02-22 14:40:00,3.14,2.02,,6,8.48,2.82,2.54,2.16,,5.16,1.88,1.64
2023-02-22 14:42:00,3.34,1.54,,6.08,8.38,2.98,2.50,2.44,,5.20,1.92,1.74
2023-02-22 14:44:00,3.52,,,6.34,8.50,3.06,2.62,2.40,64.5,5.18,1.90,1.66
2023-02-22 14:46:00,3.30,1.64,,5.92,8.56,3.16,2.64,2.36,,5.22,2.02,1.66
2023-02-22 14:48:00,3.32,1.70,,5.74,8.98,3.16,2.68,2.40,,5.24,1.96,1.74
2023-02-22 14:50:00,3.40,1.90,,6.18,8.84,3.18,2.68,2.32,,5.24,1.94,1.68
2023-02-22 14:52:00,3.26,1.54,,5.80,8.88,3.28,2.68,2.42,,5.20,1.92,1.66
2023-02-22 14:54:00,3.52,,,6.10,9.10,3.32,2.66,2.42,40.9,5.22,2,1.66
2023-02-22 14:56:00,3.22,1.64,,5.94,8.88,3.38,2.64,2.44,,5.24,1.98,1.66
2023-02-22 14:58:00,3.32,1.68,,5.82,8.74,3.24,2.64,2.38,,5.22,1.98,1.66
2023-02-22 15:00:00,3.34,1.78,,6.14,8.76,3.30,2.64,2.40,,5.22,2,1.64
2023-02-22 15:02:00,3.32,1.54,,6.06,8.80,3.26,2.60,2.32,,5.22,2,1.66
2023-02-22 15:04:00,3.42,,,6.28,8.72,3.46,2.66,2.38,22.9,5.24,1.92,1.66
2023-02-22 15:06:00,3.24,1.64,,5.98,8.70,3.34,2.62,2.44,,5.24,2.04,1.66
