"Time","10250/TCP","443/TCP","53/UDP","6443/TCP","80/TCP","8079/TCP","8080/TCP","8181/TCP","8443/TCP","8500/TCP","9093/TCP","9443/TCP"
2023-02-22 15:08:00,3.30,1.70,,5.84,8.86,3.24,2.66,2.42,,5.18,1.98,1.66
2023-02-22 15:10:00,3.38,1.78,,6.16,8.66,3.14,2.60,2.32,,5.22,1.98,1.68
2023-02-22 15:12:00,3.14,1.54,,6.34,8.60,3.12,2.58,2.24,,5.22,1.98,1.66
2023-02-22 15:14:00,3.48,,,6.18,8.48,3.20,2.66,2.36,3.70,5.18,1.94,1.62
2023-02-22 15:16:00,3.26,1.64,,5.80,8.72,3.12,2.62,2.20,,5.24,1.98,1.64
2023-02-22 15:18:00,3.28,1.70,,5.86,8.60,3.08,2.64,2.30,,5.16,2,1.66
2023-02-22 15:20:00,3.28,1.78,,6.04,8.42,3.12,2.58,2.22,,5.22,1.92,1.66
2023-02-22 15:22:00,3.16,1.54,,6.16,8.56,3.10,2.64,2.36,,5.22,1.88,1.66
2023-02-22 15:24:00,3.36,1.54,,6.16,8.56,3.16,2.64,2.36,,5.22,1.98,1.64
2023-02-22 15:26:00,3.30,1.64,,6.08,8.50,3.14,2.66,2.28,,5.18,2.02,1.68
2023-02-22 15:28:00,3.26,1.70,,5.86,8.48,3.10,2.62,2.36,,5.26,1.88,1.66
2023-02-22 15:30:00,3.24,1.78,,6.20,8.52,3.02,2.60,2.30,,5.24,2,1.68
2023-02-22 15:32:00,3.08,1.54,,5.98,8.28,2.94,2.64,2.40,,5.14,1.92,1.66
2023-02-22 15:34:00,3.40,1.54,,6.26,8.52,3.24,2.70,2.18,,5.24,1.80,1.66
2023-02-22 15:36:00,3.08,1.64,,5.72,8.58,3.10,2.66,2.22,,5.18,1.88,1.66
2023-02-22 15:38:00,3.14,1.68,,5.96,8.64,2.96,2.70,2.30,,5.14,2.02,1.74
2023-02-22 15:40:00,3.24,2.04,,6.20,8.36,3.20,2.64,2.34,,5.16,1.98,1.66
2023-02-22 15:42:00,2.94,1.54,,5.96,8.62,3.26,2.62,2.34,,5.20,1.94,1.62
2023-02-22 15:44:00,3.12,1.54,,6.14,8.46,3.08,2.60,2.28,,5.16,1.94,1.66
2023-02-22 15:46:00,3.02,1.62,,6,8.52,3.04,2.62,2.24,,5.16,1.94,1.66
2023-02-22 15:48:00,3.28,1.68,,6.06,8.08,3.06,2.66,2.36,,5.22,1.98,1.66
2023-02-22 15:50:00,3.26,1.90,,6.20,8.40,2.96,2.58,2.18,,5.14,1.86,1.66
2023-02-22 15:52:00,2.84,1.54,,6.20,8.22,3.12,2.62,2.12,,5.18,1.86,1.66
2023-02-22 15:54:00,3.34,1.54,,6.10,8.18,3,2.64,2.28,,5.04,1.98,1.66
2023-02-22 15:56:00,3.18,1.64,,6.12,8.32,3.10,2.68,2.30,,5.22,1.92,1.68
2023-02-22 15:58:00,3.16,1.68,,6.06,7.86,2.80,2.58,2.28,,5.20,2.02,1.66
2023-02-22 16:00:00,3.18,1.78,,5.96,8.34,2.98,2.60,2.22,,5.10,1.98,1.66
2023-02-22 16:02:00,3.16,1.54,,5.94,8.42,3.22,2.68,2.24,,5.14,1.86,1.70
2023-02-22 16:04:00,3.26,1.54,,6.18,8.30,3.06,2.66,2.26,,5.08,1.92,1.64
2023-02-22 16:06:00,3.04,,,6.10,7.96,3.06,2.54,2.22,2.36,5.24,1.86,1.68
2023-02-22 16:08:00,3.08,1.70,,6.08,8.20,2.92,2.62,2.30,,5.06,1.98,1.64
2023-02-22 16:10:00,3.22,1.78,,6,7.82,2.94,2.66,2.20,,5.14,2,1.64
2023-02-22 16:12:00,3.16,1.54,,5.90,8.12,2.98,2.56,2.14,,5.16,1.92,1.64
2023-02-22 16:14:00,3.38,1.54,,6.24,7.74,3.06,2.54,2.26,,5.20,1.92,1.60
2023-02-22 16:16:00,3.22,,2.74,5.76,11.7,2.96,2.68,2.14,18.8,5.16,1.98,
2023-02-22 16:18:00,3.24,1.70,,6.04,7.98,2.66,2.62,1.94,,5.16,2,1.66
2023-02-22 16:20:00,3.06,1.78,,6.10,8.06,2.82,2.64,2.22,,5.14,1.98,1.64
2023-02-22 16:22:00,3.12,1.54,,5.84,8.06,2.94,2.52,2.10,,5.16,1.88,1.66
2023-02-22 16:24:00,3.08,1.54,,6.28,7.98,2.90,2.60,2.42,,5.14,2,1.62
2023-02-22 16:26:00,3.22,,2.68,5.88,11.9,3.08,2.56,2.24,37.0,5.10,1.92,
2023-02-22 16:28:00,3.20,1.68,,6.06,7.72,2.92,2.64,2.06,,5.14,1.94,1.66
2023-02-22 16:30:00,3.28,1.78,,6.14,8.16,2.70,2.68,2.22,,5.18,1.94,1.64
2023-02-22 16:32:00,2.90,1.54,,6.04,7.62,3.06,2.62,2.14,,5.20,1.92,1.66
2023-02-22 16:34:00,3.22,1.54,,6.24,8.06,2.96,2.48,2.26,,5.10,1.90,1.62
2023-02-22 16:36:00,3.18,,2.38,5.88,11.2,3.06,2.62,2.06,53.9,5.12,1.98,
2023-02-22 16:38:00,2.96,1.70,,5.92,7.74,2.90,2.56,2.26,,5.10,1.96,1.66
2023-02-22 16:40:00,3.22,2,,6.14,7.64,2.84,2.54,2.40,,5.22,1.98,1.64
2023-02-22 16:42:00,2.94,1.54,,5.82,7.90,2.90,2.56,2.02,,5.14,1.92,1.66
2023-02-22 16:44:00,3.32,1.54,,6.12,7.80,2.68,2.52,2.18,,5.08,1.80,1.64
2023-02-22 16:46:00,3.14,,2.72,5.90,10.9,3.14,2.50,2.06,70.9,5.18,1.80,
2023-02-22 16:48:00,2.88,1.68,,6.08,7.74,3.02,2.52,2.36,,5.10,1.90,1.62
2023-02-22 16:50:00,3.40,1.90,,6.02,8.34,2.72,2.58,2.42,,5.20,1.92,1.66
2023-02-22 16:52:00,3.32,1.54,,6.24,8.28,2.64,2.60,2.40,,5.14,1.98,1.66
2023-02-22 16:54:00,3.50,1.54,,6.02,8.42,2.84,2.62,2.44,,5.12,1.82,1.66
2023-02-22 16:56:00,3.34,,2.72,5.82,12.8,3.54,2.68,2.40,91.5,5.24,1.94,
2023-02-22 16:58:00,3.32,1.70,,6.14,8.94,3.32,2.64,2.42,,5.22,2.02,1.66
2023-02-22 17:00:00,3.44,1.88,1.68,6.16,8.86,3.32,2.56,2.44,,5.24,2,
2023-02-22 17:02:00,3.24,1.54,,5.96,9.02,2.94,2.64,2.44,,5.22,1.94,1.68
2023-02-22 17:04:00,3.36,1.54,,6.14,8.82,3.14,2.58,2.38,,5.22,1.96,1.74
2023-02-22 17:06:00,3.18,,2.38,5.94,12.9,3.66,2.64,2.38,100,5.20,1.98,
2023-02-22 17:08:00,3.20,1.68,,5.98,8.74,3.34,2.62,2.38,,5.22,2,1.64
2023-02-22 17:10:00,3.40,1.88,,6.28,8.92,3.16,2.70,2.38,,5.20,2,1.66
2023-02-22 17:12:00,3.18,1.54,,5.98,8.86,3.08,2.64,2.28,,5.24,1.98,1.66
2023-02-22 17:14:00,3.48,1.54,,6.20,8.94,3.28,2.70,2.32,,5.22,1.86,1.66
2023-02-22 17:16:00,3.24,,2.74,5.96,12.4,3.36,2.62,2.36,99.7,5.24,2.02,
2023-02-22 17:18:00,3.26,1.68,,6.24,8.50,3.26,2.62,2.38,,5.20,1.94,1.68
2023-02-22 17:20:00,3.40,1.78,,6.10,8.34,3.18,2.56,2.44,,5.20,2,1.64
2023-02-22 17:22:00,3.24,1.54,,5.80,8.40,2.98,2.70,2.34,,5.18,2,1.66
2023-02-22 17:24:00,3.38,1.54,,6.20,8.72,3.04,2.66,2.28,,5.26,2.04,1.66
2023-02-22 17:26:00,3.26,,1.82,5.96,12.5,3.54,2.66,2.36,90.2,5.22,1.92,
2023-02-22 17:28:00,3.18,1.68,,5.96,8.70,3.20,2.64,2.08,,5.24,1.96,1.70
2023-02-22 17:30:00,3.36,1.78,,6.08,8.62,3.32,2.64,2.30,,5.20,1.90,1.66
2023-02-22 17:32:00,3.16,1.54,,5.92,8.34,3.04,2.66,2.42,,5.24,1.98,1.66
2023-02-22 17:34:00,3.46,1.54,,6.34,8.76,2.88,2.66,2.36,,5.14,1.98,1.64
2023-02-22 17:36:00,3.12,,,6,8.64,3.42,2.62,2.44,73.0,5.20,2,1.66
2023-02-22 17:38:00,3.24,1.70,,5.98,8.54,3.26,2.68,2.28,,5.14,2.02,1.68
2023-02-22 17:40:00,3.34,2.04,,6.24,8.60,3.30,2.62,2.14,,5.18,1.94,1.66
2023-02-22 17:42:00,3.20,1.54,,5.88,8.44,3.14,2.56,2.36,,5.22,1.98,1.64
2023-02-22 17:44:00,3.22,1.54,,6.16,8.46,3.16,2.64,2.38,,5.20,1.86,1.64
2023-02-22 17:46:00,3.28,,,5.96,8.40,3.34,2.58,2.32,54.7,5.20,1.94,1.66
2023-02-22 17:48:00,3.20,1.68,,6,8.60,3.22,2.54,2.30,,5.18,1.96,1.66
2023-02-22 17:50:00,2.92,1.90,,6.10,8.56,3.20,2.54,2.16,,5.24,1.88,1.66
2023-02-22 17:52:00,3.26,1.54,,5.86,8.28,3,2.68,2.24,,5.16,1.88,1.66
2023-02-22 17:54:00,3.30,1.54,,6.10,8.46,3.08,2.68,2.32,,5.22,2,1.66
2023-02-22 17:56:00,3.20,1.64,,5.86,8.36,3.08,2.60,2.26,36.3,5.22,1.96,
2023-02-22 17:58:00,2.98,1.68,,6.12,8.60,3.14,2.68,2.26,,5.18,2.02,1.66
2023-02-22 18:00:00,3.14,1.78,,6.16,8.24,3,2.62,2.24,,5.24,1.96,1.66
2023-02-22 18:02:00,3.12,1.54,,6.16,8.08,2.88,2.76,2.26,,5.16,1.88,1.66
2023-02-22 18:04:00,3.18,1.54,,6.22,8.30,2.98,2.62,2.32,,5.20,1.92,1.66
2023-02-22 18:06:00,3.24,,,5.86,8.14,3.28,2.58,2.20,18.3,5.14,2.04,1.66
2023-02-22 18:08:00,3.10,1.68,,5.96,7.72,3.12,2.56,2.22,,5.20,1.84,1.66
2023-02-22 18:10:00,3.08,1.96,1.68,6.14,8.06,2.88,2.64,2.16,,5.20,1.82,
2023-02-22 18:12:00,3.16,1.54,,5.88,8.30,3.16,2.64,2.20,,5.12,1.86,1.66
2023-02-22 18:14:00,3.34,1.54,,6.34,8.06,3.14,2.56,2.24,,5.16,1.96,1.68
2023-02-22 18:16:00,3.10,1.64,,5.96,8.40,2.90,2.54,2.24,1.72,5.14,1.80,
2023-02-22 18:18:00,3.10,1.70,,5.76,8.34,3.06,2.58,2.20,,5.22,1.96,1.60
2023-02-22 18:20:00,2.86,1.78,,6.16,8.44,2.88,2.64,2.22,,5.12,1.84,1.64
2023-02-22 18:22:00,3,1.54,,5.98,8.50,3.02,2.62,2.18,,5.16,1.98,1.64
2023-02-22 18:24:00,3.06,1.54,,6.04,7.90,3.04,2.64,2.18,,5.16,1.80,1.66
2023-02-22 18:26:00,3.04,1.64,,5.98,7.84,2.92,2.62,2.40,,5.16,1.92,1.66
2023-02-22 18:28:00,3,1.70,,5.96,8.16,3.14,2.64,2.30,,5.12,1.98,1.66
2023-02-22 18:30:00,3.12,1.78,,6.18,7.94,2.78,2.62,2.24,,5.08,1.94,1.66
2023-02-22 18:32:00,3.04,1.54,,6.06,7.94,3,2.52,2.20,,5.18,2,1.66
2023-02-22 18:34:00,3.02,1.54,,6.16,7.80,2.88,2.64,1.98,,5.08,1.92,1.64
2023-02-22 18:36:00,2.92,1.64,,5.92,7.90,3.02,2.50,2.30,,5.24,1.94,1.64
2023-02-22 18:38:00,3.22,1.68,,6.28,7.70,2.94,2.66,2.20,,5.06,1.78,1.70
2023-02-22 18:40:00,2.90,2.04,,6.16,7.98,2.78,2.60,2.28,,5.12,1.78,1.66
2023-02-22 18:42:00,3.16,1.54,,6,7.04,2.80,2.58,2.26,,5.12,1.90,1.64
2023-02-22 18:44:00,3.24,1.54,,6.06,7.96,2.68,2.66,2.18,,5.18,1.98,1.68
2023-02-22 18:46:00,3.12,1.64,,5.86,7.74,3.02,2.58,2.26,,5.14,1.92,1.64
2023-02-22 18:48:00,3.18,1.68,,5.88,7.62,2.82,2.60,2.38,,5.18,1.92,1.64
2023-02-22 18:50:00,3.02,1.90,,6.10,7.82,3.16,2.62,2.30,,5,1.92,1.64
2023-02-22 18:52:00,2.92,1.54,,5.92,7.92,2.82,2.58,2.10,,5.20,2.04,1.64
2023-02-22 18:54:00,2.96,1.54,,6.00,7.98,2.76,2.58,2.24,,5.10,1.88,1.66
2023-02-22 18:56:00,3.16,1.64,,6.02,8.08,3,2.56,2.12,,5.18,1.82,1.62
2023-02-22 18:58:00,2.96,1.68,,5.80,7.82,3.16,2.72,2.18,,5.10,2.02,1.62
2023-02-22 19:00:00,2.98,1.78,,6.04,7.30,2.82,2.68,2.34,,5.04,1.98,1.60
2023-02-22 19:02:00,2.82,1.54,,5.86,8.18,3.06,2.66,2.08,,5.14,1.86,1.64
2023-02-22 19:04:00,3.16,1.54,,6.18,7.56,2.90,2.48,2.14,,5.14,1.86,1.66
2023-02-22 19:06:00,2.80,1.64,,5.98,7.66,2.74,2.66,2.30,,5.16,1.78,1.64
2023-02-22 19:08:00,3.04,1.68,,5.88,7.70,2.88,2.68,2.24,,5.08,1.84,1.66
2023-02-22 19:10:00,3,1.78,,6.02,7.58,2.64,2.58,2.10,,5.14,2.02,1.68
2023-02-22 19:12:00,2.96,1.54,,5.96,7.52,2.86,2.60,2.04,,5.06,1.98,1.62
2023-02-22 19:14:00,3.12,1.54,,6.16,7.76,2.90,2.58,2.24,,5.12,1.92,1.64
2023-02-22 19:16:00,3.10,1.64,,5.84,7.76,2.64,2.72,2.02,,5.10,1.82,1.62
2023-02-22 19:18:00,2.86,,1.82,6.08,10.3,2.88,2.56,2.30,14.3,5.06,1.80,
2023-02-22 19:20:00,2.78,1.78,,6.10,7.88,2.80,2.58,2.14,,5.14,1.84,1.66
2023-02-22 19:22:00,2.86,1.54,,5.80,7.46,2.74,2.62,2.30,,5.04,1.88,1.62
2023-02-22 19:24:00,3.16,1.54,,6.22,7.44,2.78,2.62,2.18,,5.02,1.80,1.74
