"Time","DROPPED","FORWARDED"
2023-02-22 11:00:00,0.0200,93
2023-02-22 11:02:00,0.0200,87.8
2023-02-22 11:04:00,0.100,90.9
2023-02-22 11:06:00,0.300,88.3
2023-02-22 11:08:00,0.140,88.0
2023-02-22 11:10:00,0.0400,91.9
2023-02-22 11:12:00,0.0200,119
2023-02-22 11:14:00,0,91.1
2023-02-22 11:16:00,0.100,88.9
2023-02-22 11:18:00,0.100,87.9
2023-02-22 11:20:00,0.180,90.7
2023-02-22 11:22:00,0.100,156
2023-02-22 11:24:00,0.0800,90.0
2023-02-22 11:26:00,0,89.9
2023-02-22 11:28:00,0,87.4
2023-02-22 11:30:00,0,91.0
2023-02-22 11:32:00,0,185
2023-02-22 11:34:00,0,90.4
2023-02-22 11:36:00,0,89.2
2023-02-22 11:38:00,0.0200,87.8
2023-02-22 11:40:00,0.0400,90.9
2023-02-22 11:42:00,0.0400,217
2023-02-22 11:44:00,0.100,90.7
2023-02-22 11:46:00,0.0600,91.6
2023-02-22 11:48:00,0,88.7
2023-02-22 11:50:00,0,91.0
2023-02-22 11:52:00,0,217
2023-02-22 11:54:00,0,89.7
2023-02-22 11:56:00,0,90.1
2023-02-22 11:58:00,0,87.2
2023-02-22 12:00:00,0.0400,91.7
2023-02-22 12:02:00,0.120,188
2023-02-22 12:04:00,0.160,90.5
2023-02-22 12:06:00,0.0400,89.1
2023-02-22 12:08:00,0.0800,88.0
2023-02-22 12:10:00,0.0200,89.6
2023-02-22 12:12:00,0,155
2023-02-22 12:14:00,0,89.2
2023-02-22 12:16:00,0,88.9
2023-02-22 12:18:00,0,85.7
2023-02-22 12:20:00,0,90.6
2023-02-22 12:22:00,0,122
2023-02-22 12:24:00,0,90.7
2023-02-22 12:26:00,0,89.6
2023-02-22 12:28:00,0.0200,87.2
2023-02-22 12:30:00,0,91.1
2023-02-22 12:32:00,0.0400,96.1
2023-02-22 12:34:00,0,90.2
2023-02-22 12:36:00,0,87.9
2023-02-22 12:38:00,0,88.2
2023-02-22 12:40:00,0,90.5
2023-02-22 12:42:00,0,89.4
2023-02-22 12:44:00,0,88.7
2023-02-22 12:46:00,0,89.1
2023-02-22 12:48:00,0.0400,86
2023-02-22 12:50:00,0,90.3
2023-02-22 12:52:00,0.260,88.3
2023-02-22 12:54:00,0.100,90.4
2023-02-22 12:56:00,0.0400,88.6
2023-02-22 12:58:00,0.0200,87.8
2023-02-22 13:00:00,0,89.5
2023-02-22 13:02:00,0,86.4
2023-02-22 13:04:00,0,90.2
2023-02-22 13:06:00,0,87.5
2023-02-22 13:08:00,0,86.8
2023-02-22 13:10:00,0,88.9
2023-02-22 13:12:00,0.0200,86.5
2023-02-22 13:14:00,0.0200,87.9
2023-02-22 13:16:00,0.0200,88.4
2023-02-22 13:18:00,0,87.8
2023-02-22 13:20:00,0,90.1
2023-02-22 13:22:00,0,87.3
2023-02-22 13:24:00,0,93.3
2023-02-22 13:26:00,0,89.1
2023-02-22 13:28:00,0,89.6
2023-02-22 13:30:00,0,91.3
2023-02-22 13:32:00,0,87.3
2023-02-22 13:34:00,0,125
2023-02-22 13:36:00,0,88.9
2023-02-22 13:38:00,0.0600,89.4
2023-02-22 13:40:00,0.0200,90.5
2023-02-22 13:42:00,0.0400,87.4
2023-02-22 13:44:00,0.0600,146
2023-02-22 13:46:00,0.0200,88.4
2023-02-22 13:48:00,0,87.3
2023-02-22 13:50:00,0,90.6
2023-02-22 13:52:00,0,87.0
2023-02-22 13:54:00,0,172
2023-02-22 13:56:00,0,88.0
2023-02-22 13:58:00,0.0600,87.1
2023-02-22 14:00:00,0.0400,88.7
2023-02-22 14:02:00,0.160,86.2
2023-02-22 14:04:00,0.0800,204
2023-02-22 14:06:00,0.120,86.7
2023-02-22 14:08:00,0.0200,85.9
2023-02-22 14:10:00,0.0200,87.6
2023-02-22 14:12:00,0,85.4
2023-02-22 14:14:00,0,216
2023-02-22 14:16:00,0,86.3
2023-02-22 14:18:00,0,84.3
2023-02-22 14:20:00,0,88.0
2023-02-22 14:22:00,0,85.2
2023-02-22 14:24:00,0.0200,216
2023-02-22 14:26:00,0,86.6
2023-02-22 14:28:00,0.0200,84.4
2023-02-22 14:30:00,0,88.2
2023-02-22 14:32:00,0,83.0
2023-02-22 14:34:00,0,190
2023-02-22 14:36:00,0,85.2
2023-02-22 14:38:00,0,84.6
2023-02-22 14:40:00,0,88.4
2023-02-22 14:42:00,0,86.5
2023-02-22 14:44:00,0,165
2023-02-22 14:46:00,0,87.6
2023-02-22 14:48:00,0.0800,86.4
2023-02-22 14:50:00,0.0400,91.1
2023-02-22 14:52:00,0.0600,86.5
2023-02-22 14:54:00,0.120,138
2023-02-22 14:56:00,0.0800,88.2
2023-02-22 14:58:00,0,86.0
2023-02-22 15:00:00,0,91.2
2023-02-22 15:02:00,0,86.1
2023-02-22 15:04:00,0,117
2023-02-22 15:06:00,0,87.2
2023-02-22 15:08:00,0,87.2
2023-02-22 15:10:00,0.0600,89.6
2023-02-22 15:12:00,0.0400,86.7
2023-02-22 15:14:00,0.0200,93.9
2023-02-22 15:16:00,0.0600,86.7
2023-02-22 15:18:00,0,86.4
2023-02-22 15:20:00,0,88.4
2023-02-22 15:22:00,0,86.1
2023-02-22 15:24:00,0,87.7
2023-02-22 15:26:00,0,87.9
2023-02-22 15:28:00,0,85.4
2023-02-22 15:30:00,0,89.7
2023-02-22 15:32:00,0,84.1
2023-02-22 15:34:00,0,88.1
2023-02-22 15:36:00,0.0400,85.9
2023-02-22 15:38:00,0.0200,86.5
2023-02-22 15:40:00,0.100,88.7
2023-02-22 15:42:00,0.0200,85.4
2023-02-22 15:44:00,0.0200,87.1
2023-02-22 15:46:00,0,88.0
2023-02-22 15:48:00,0,85.9
2023-02-22 15:50:00,0,88.8
2023-02-22 15:52:00,0,85.5
2023-02-22 15:54:00,0,88.2
2023-02-22 15:56:00,0,89.2
2023-02-22 15:58:00,0.0600,84.5
2023-02-22 16:00:00,0.100,88.6
2023-02-22 16:02:00,0.0400,84.9
2023-02-22 16:04:00,0.100,88.4
2023-02-22 16:06:00,0.0200,89.0
2023-02-22 16:08:00,0.0400,85.8
2023-02-22 16:10:00,0,87.3
2023-02-22 16:12:00,0,85.7
2023-02-22 16:14:00,0,87.7
2023-02-22 16:16:00,0,118
2023-02-22 16:18:00,0,84.9
2023-02-22 16:20:00,0,87.2
2023-02-22 16:22:00,0,85.2
2023-02-22 16:24:00,0.0200,87.2
2023-02-22 16:26:00,0.0200,139
2023-02-22 16:28:00,0,84.3
2023-02-22 16:30:00,0,88.6
2023-02-22 16:32:00,0,84.7
2023-02-22 16:34:00,0,87.8
2023-02-22 16:36:00,0,157
2023-02-22 16:38:00,0,84.2
2023-02-22 16:40:00,0,88.3
2023-02-22 16:42:00,0,85.4
2023-02-22 16:44:00,0.0200,87.7
2023-02-22 16:46:00,0.0800,177
2023-02-22 16:48:00,0.140,84.9
2023-02-22 16:50:00,0.0800,89.2
2023-02-22 16:52:00,0.0800,87.2
2023-02-22 16:54:00,0,87.6
2023-02-22 16:56:00,0.0600,207
2023-02-22 16:58:00,0,88.5
2023-02-22 17:00:00,0,92.3
2023-02-22 17:02:00,0,87.3
2023-02-22 17:04:00,0,89.4
2023-02-22 17:06:00,0,217
2023-02-22 17:08:00,0,88.5
2023-02-22 17:10:00,0.0200,91.0
2023-02-22 17:12:00,0.0600,87.3
2023-02-22 17:14:00,0.0800,89.7
2023-02-22 17:16:00,0.120,217
2023-02-22 17:18:00,0.0400,88.4
2023-02-22 17:20:00,0,90.1
2023-02-22 17:22:00,0,86.2
2023-02-22 17:24:00,0,89.1
2023-02-22 17:26:00,0,204
2023-02-22 17:28:00,0,87.7
2023-02-22 17:30:00,0,89.8
2023-02-22 17:32:00,0,85.6
2023-02-22 17:34:00,0,90.0
2023-02-22 17:36:00,0,175
2023-02-22 17:38:00,0.0400,88.4
2023-02-22 17:40:00,0.0200,90.6
2023-02-22 17:42:00,0,86.4
2023-02-22 17:44:00,0,88.4
2023-02-22 17:46:00,0,154
2023-02-22 17:48:00,0,87.7
2023-02-22 17:50:00,0,88.8
2023-02-22 17:52:00,0,85.6
2023-02-22 17:54:00,0,89.6
2023-02-22 17:56:00,0.0400,131
2023-02-22 17:58:00,0,86.2
2023-02-22 18:00:00,0.0800,88.9
2023-02-22 18:02:00,0.100,84.8
2023-02-22 18:04:00,0,89.7
2023-02-22 18:06:00,0.0800,108
2023-02-22 18:08:00,0,85.1
2023-02-22 18:10:00,0,88.5
2023-02-22 18:12:00,0,85.5
2023-02-22 18:14:00,0,89.6
2023-02-22 18:16:00,0,88.8
2023-02-22 18:18:00,0,85.7
2023-02-22 18:20:00,0.0800,87.6
2023-02-22 18:22:00,0.0200,85.5
2023-02-22 18:24:00,0.0200,87.7
2023-02-22 18:26:00,0.0400,86.4
2023-02-22 18:28:00,0.0200,85.0
2023-02-22 18:30:00,0,88.3
2023-02-22 18:32:00,0,84.0
2023-02-22 18:34:00,0,87.3
2023-02-22 18:36:00,0,84.8
2023-02-22 18:38:00,0,85.3
2023-02-22 18:40:00,0,88.4
2023-02-22 18:42:00,0,83.4
2023-02-22 18:44:00,0.100,87.9
2023-02-22 18:46:00,0.0400,86.0
2023-02-22 18:48:00,0.0400,84.7
2023-02-22 18:50:00,0.100,87.8
2023-02-22 18:52:00,0.100,84.1
2023-02-22 18:54:00,0.0400,85
2023-02-22 18:56:00,0,86.2
2023-02-22 18:58:00,0,83.7
2023-02-22 19:00:00,0,87.4
2023-02-22 19:02:00,0,83.2
2023-02-22 19:04:00,0,86.4
2023-02-22 19:06:00,0.0200,84.1
2023-02-22 19:08:00,0.0800,84.1
2023-02-22 19:10:00,0.100,87.2
2023-02-22 19:12:00,0.0600,83.6
2023-02-22 19:14:00,0.100,85.5
2023-02-22 19:16:00,0.0400,83
2023-02-22 19:18:00,0.0200,106
