"Time","FIN","RST","SYN","SYN-ACK"
2023-02-22 11:00:00,13.7,2.76,9.48,8
2023-02-22 11:02:00,13.6,2.70,9.32,7.92
2023-02-22 11:04:00,13.7,2.76,9.60,8.04
2023-02-22 11:06:00,13.5,2.66,9.34,7.94
2023-02-22 11:08:00,13.6,2.68,9.44,7.96
2023-02-22 11:10:00,13.7,2.72,9.48,8
2023-02-22 11:12:00,18.0,6.74,12.4,9.66
2023-02-22 11:14:00,13.6,2.80,9.60,8.04
2023-02-22 11:16:00,13.6,2.68,9.46,7.98
2023-02-22 11:18:00,13.6,2.68,9.44,7.96
2023-02-22 11:20:00,13.7,2.84,9.36,7.96
2023-02-22 11:22:00,23.6,14.2,16.2,11.6
2023-02-22 11:24:00,13.6,2.76,9.48,8
2023-02-22 11:26:00,13.6,2.62,9.46,7.98
2023-02-22 11:28:00,13.5,2.74,9.32,7.92
2023-02-22 11:30:00,13.7,2.82,9.48,8
2023-02-22 11:32:00,28.1,20.3,19.1,13.0
2023-02-22 11:34:00,13.6,2.84,9.64,8.06
2023-02-22 11:36:00,13.5,2.66,9.34,7.94
2023-02-22 11:38:00,13.6,2.74,9.44,7.96
2023-02-22 11:40:00,13.7,2.74,9.42,8.02
2023-02-22 11:42:00,33.2,26.8,22.5,14.9
2023-02-22 11:44:00,13.6,2.60,9.60,8.04
2023-02-22 11:46:00,13.6,2.64,9.46,7.98
2023-02-22 11:48:00,13.7,2.80,9.52,8
2023-02-22 11:50:00,13.7,2.76,9.36,7.96
2023-02-22 11:52:00,33.3,26.8,22.5,15.0
2023-02-22 11:54:00,13.7,2.72,9.48,8
2023-02-22 11:56:00,13.6,2.62,9.46,7.98
2023-02-22 11:58:00,13.5,2.70,9.32,7.92
2023-02-22 12:00:00,13.7,2.72,9.48,8
2023-02-22 12:02:00,29.3,23.4,19.8,13.4
2023-02-22 12:04:00,13.8,2.80,9.60,8.04
2023-02-22 12:06:00,13.5,2.62,9.34,7.94
2023-02-22 12:08:00,13.7,2.76,9.44,7.96
2023-02-22 12:10:00,13.6,2.78,9.36,7.96
2023-02-22 12:12:00,24.5,16.9,16.6,11.8
2023-02-22 12:14:00,13.6,2.80,9.48,8
2023-02-22 12:16:00,13.7,2.66,9.46,7.98
2023-02-22 12:18:00,13.5,2.68,9.32,7.92
2023-02-22 12:20:00,13.7,2.84,9.48,8
2023-02-22 12:22:00,19.0,9.66,13,9.98
2023-02-22 12:24:00,13.7,2.74,9.60,8.04
2023-02-22 12:26:00,13.7,2.62,9.46,7.98
2023-02-22 12:28:00,13.6,2.72,9.32,7.92
2023-02-22 12:30:00,13.7,2.82,9.48,8
2023-02-22 12:32:00,14.9,4.26,10.2,8.58
2023-02-22 12:34:00,13.7,2.70,9.60,8.04
2023-02-22 12:36:00,13.6,2.68,9.34,7.94
2023-02-22 12:38:00,13.6,2.80,9.52,8
2023-02-22 12:40:00,13.7,2.72,9.42,8.02
2023-02-22 12:42:00,13.5,2.66,9.44,7.96
2023-02-22 12:44:00,13.6,2.76,9.48,8
2023-02-22 12:46:00,13.6,2.64,9.46,7.98
2023-02-22 12:48:00,13.5,2.68,9.32,7.92
2023-02-22 12:50:00,13.8,2.76,9.56,8.04
2023-02-22 12:52:00,13.5,2.64,9.44,7.96
2023-02-22 12:54:00,13.7,2.76,9.60,8.04
2023-02-22 12:56:00,13.6,2.62,9.46,7.98
2023-02-22 12:58:00,13.7,2.70,9.44,7.96
2023-02-22 13:00:00,13.7,2.74,9.48,8
2023-02-22 13:02:00,13.5,2.62,9.32,7.92
2023-02-22 13:04:00,13.6,2.74,9.60,8.04
2023-02-22 13:06:00,13.6,2.68,9.34,7.94
2023-02-22 13:08:00,13.7,2.74,9.42,7.94
2023-02-22 13:10:00,13.7,2.72,9.36,7.96
2023-02-22 13:12:00,13.5,2.64,9.44,7.96
2023-02-22 13:14:00,13.6,2.60,9.48,8
2023-02-22 13:16:00,13.6,2.64,9.46,7.98
2023-02-22 13:18:00,13.5,2.74,9.40,7.96
2023-02-22 13:20:00,13.7,2.80,9.48,8
2023-02-22 13:22:00,13.5,2.66,9.32,7.92
2023-02-22 13:24:00,13.7,2.96,9.76,8.04
2023-02-22 13:26:00,13.6,2.72,9.46,7.98
2023-02-22 13:28:00,13.6,2.74,9.32,7.92
2023-02-22 13:30:00,13.8,2.84,9.48,8
2023-02-22 13:32:00,13.5,2.64,9.32,7.92
2023-02-22 13:34:00,18.4,7.12,12.8,9.86
2023-02-22 13:36:00,13.5,2.74,9.34,7.94
2023-02-22 13:38:00,13.7,2.72,9.44,7.96
