"Time","Receive Errors","Receive Total","Transmit Errors","Receive Dropped","Transmit Dropped","Transmit Total"
2023-02-23 01:18:00,0,508,0,0,0,505
2023-02-23 01:20:00,0,472,0,0,0,477
2023-02-23 01:22:00,0,638,0,0,0,654
2023-02-23 01:24:00,0,588,0,0,0,600
2023-02-23 01:26:00,0,461,0,0,0,465
2023-02-23 01:28:00,0,454,0,0,0,462
2023-02-23 01:30:00,0,459,0,0,0,471
2023-02-23 01:32:00,0,627,0,0,0,644
2023-02-23 01:34:00,0,641,0,0,0,651
2023-02-23 01:36:00,0,463,0,0,0,465
2023-02-23 01:38:00,0,460,0,0,0,464
2023-02-23 01:40:00,0,464,0,0,0,475
2023-02-23 01:42:00,0,639,0,0,0,655
2023-02-23 01:44:00,0,626,0,0,0,640
2023-02-23 01:46:00,0,469,0,0,0,471
2023-02-23 01:48:00,0,457,0,0,0,461
2023-02-23 01:50:00,0,461,0,0,0,473
2023-02-23 01:52:00,0,633,0,0,0,651
2023-02-23 01:54:00,0,673,0,0,0,693
2023-02-23 01:56:00,0,469,0,0,0,474
2023-02-23 01:58:00,0,448,0,0,0,453
2023-02-23 02:00:00,0,457,0,0,0,472
2023-02-23 02:02:00,0,616,0,0,0,637
2023-02-23 02:04:00,0,638,0,0,0,658
2023-02-23 02:06:00,0,471,0,0,0,476
2023-02-23 02:08:00,0,450,0,0,0,453
2023-02-23 02:10:00,0,471,0,0,0,474
2023-02-23 02:12:00,0,621,0,0,0,635
2023-02-23 02:14:00,0,641,0,0,0,660
2023-02-23 02:16:00,0,684,0,0,0,492
2023-02-23 02:18:00,0,688,0,0,0,498
2023-02-23 02:20:00,0,468,0,0,0,469
2023-02-23 02:22:00,0,605,0,0,0,612
2023-02-23 02:24:00,0,638,0,0,0,654
2023-02-23 02:26:00,0,471,0,0,0,475
2023-02-23 02:28:00,0,450,0,0,0,453
2023-02-23 02:30:00,0,527,0,0,0,486
2023-02-23 02:32:00,0,628,0,0,0,592
2023-02-23 02:34:00,0,634,0,0,0,649
2023-02-23 02:36:00,0,472,0,0,0,477
2023-02-23 02:38:00,0,482,0,0,0,484
2023-02-23 02:40:00,0,499,0,0,0,504
2023-02-23 02:42:00,0,550,0,0,0,566
2023-02-23 02:44:00,0,630,0,0,0,650
2023-02-23 02:46:00,0,475,0,0,0,474
2023-02-23 02:48:00,0,452,0,0,0,455
2023-02-23 02:50:00,0,460,0,0,0,470
2023-02-23 02:52:00,0,520,0,0,0,538
2023-02-23 02:54:00,0,614,0,0,0,638
2023-02-23 02:56:00,0,468,0,0,0,477
2023-02-23 02:58:00,0,449,0,0,0,455
2023-02-23 03:00:00,0,486,0,0,0,502
2023-02-23 03:02:00,0,524,0,0,0,541
2023-02-23 03:04:00,0,620,0,0,0,644
2023-02-23 03:06:00,0,465,0,0,0,476
2023-02-23 03:08:00,0,441,0,0,0,453
2023-02-23 03:10:00,0,459,0,0,0,468
2023-02-23 03:12:00,0,486,0,0,0,496
2023-02-23 03:14:00,0,614,0,0,0,639
2023-02-23 03:16:00,0,464,0,0,0,474
2023-02-23 03:18:00,0,462,0,0,0,465
2023-02-23 03:20:00,0,456,0,0,0,465
2023-02-23 03:22:00,0,499,0,0,0,512
2023-02-23 03:24:00,0,650,0,0,0,672
2023-02-23 03:26:00,0,465,0,0,0,479
2023-02-23 03:28:00,0,451,0,0,0,463
2023-02-23 03:30:00,0,446,0,0,0,463
2023-02-23 03:32:00,0,455,0,0,0,472
2023-02-23 03:34:00,0,612,0,0,0,640
2023-02-23 03:36:00,0,470,0,0,0,483
2023-02-23 03:38:00,0,455,0,0,0,468
