"Time","Transmit Total","Receive Total"
2023-02-22 11:00:00,377388,281833
2023-02-22 11:02:00,533727,432892
2023-02-22 11:04:00,378682,292197
2023-02-22 11:06:00,394273,296595
2023-02-22 11:08:00,371895,277881
2023-02-22 11:10:00,421199,303339
2023-02-22 11:12:00,589599,463956
2023-02-22 11:14:00,452064,373421
2023-02-22 11:16:00,394597,299472
2023-02-22 11:18:00,403585,297163
2023-02-22 11:20:00,376119,282743
2023-02-22 11:22:00,577465,462253
2023-02-22 11:24:00,488169,400206
2023-02-22 11:26:00,407087,307057
2023-02-22 11:28:00,393876,292400
2023-02-22 11:30:00,368523,274582
2023-02-22 11:32:00,533666,433381
2023-02-22 11:34:00,518333,421545
2023-02-22 11:36:00,451822,324943
2023-02-22 11:38:00,437756,315141
2023-02-22 11:40:00,394787,277800
2023-02-22 11:42:00,672514,501034
2023-02-22 11:44:00,522042,428115
2023-02-22 11:46:00,713711,433760
2023-02-22 11:48:00,700371,419154
2023-02-22 11:50:00,446869,310221
2023-02-22 11:52:00,586643,443698
2023-02-22 11:54:00,557951,442728
2023-02-22 11:56:00,404109,304063
2023-02-22 11:58:00,393252,292005
2023-02-22 12:00:00,372790,279025
2023-02-22 12:02:00,490961,377656
2023-02-22 12:04:00,522920,427881
2023-02-22 12:06:00,380945,282329
2023-02-22 12:08:00,386614,286097
2023-02-22 12:10:00,362897,269544
2023-02-22 12:12:00,458270,342940
2023-02-22 12:14:00,520847,426812
2023-02-22 12:16:00,424215,306045
2023-02-22 12:18:00,435217,313602
2023-02-22 12:20:00,364129,270514
2023-02-22 12:22:00,416928,310174
2023-02-22 12:24:00,527467,431238
2023-02-22 12:26:00,382371,284145
2023-02-22 12:28:00,392810,290440
2023-02-22 12:30:00,368103,274180
2023-02-22 12:32:00,391505,289984
2023-02-22 12:34:00,535175,438395
2023-02-22 12:36:00,372891,276747
2023-02-22 12:38:00,415836,305365
2023-02-22 12:40:00,428751,303079
2023-02-22 12:42:00,443323,319323
2023-02-22 12:44:00,527202,430966
2023-02-22 12:46:00,373397,278248
2023-02-22 12:48:00,387875,287591
2023-02-22 12:50:00,369042,274013
2023-02-22 12:52:00,378527,279137
2023-02-22 12:54:00,531466,436234
2023-02-22 12:56:00,386094,295536
2023-02-22 12:58:00,393867,294491
2023-02-22 13:00:00,376649,285772
2023-02-22 13:02:00,375727,280307
2023-02-22 13:04:00,537131,443737
2023-02-22 13:06:00,433859,327166
2023-02-22 13:08:00,397756,298131
2023-02-22 13:10:00,380913,284464
2023-02-22 13:12:00,377052,276998
2023-02-22 13:14:00,530099,433692
2023-02-22 13:16:00,406942,323607
2023-02-22 13:18:00,407190,299402
2023-02-22 13:20:00,400832,294971
2023-02-22 13:22:00,371119,274057
2023-02-22 13:24:00,531342,435623
2023-02-22 13:26:00,440283,355138
2023-02-22 13:28:00,391615,289613
2023-02-22 13:30:00,385444,288253
2023-02-22 13:32:00,370336,272878
2023-02-22 13:34:00,582215,464026
2023-02-22 13:36:00,463217,378214
2023-02-22 13:38:00,382348,283106
2023-02-22 13:40:00,381077,284542
2023-02-22 13:42:00,378705,278044
2023-02-22 13:44:00,529110,432299
2023-02-22 13:46:00,490998,402405
2023-02-22 13:48:00,375398,281585
2023-02-22 13:50:00,382466,287206
2023-02-22 13:52:00,369790,273400
