"Time","Load[5m]","Load[1m]","Load[15m]"
2023-02-22 11:00:00,2.32,1.37,2.43
2023-02-22 11:02:00,2.10,1.77,2.34
2023-02-22 11:04:00,1.73,1.17,2.18
2023-02-22 11:06:00,1.75,1.48,2.12
2023-02-22 11:08:00,1.52,1.16,1.99
2023-02-22 11:10:00,1.59,1.74,1.94
2023-02-22 11:12:00,1.31,0.790,1.79
2023-02-22 11:14:00,1.12,0.840,1.65
2023-02-22 11:16:00,1.27,1.25,1.65
2023-02-22 11:18:00,2.61,5.71,2.07
2023-02-22 11:20:00,2.36,2.26,2.05
2023-02-22 11:22:00,2.33,2.21,2.07
2023-02-22 11:24:00,1.96,1.17,1.96
2023-02-22 11:26:00,1.58,0.910,1.83
2023-02-22 11:28:00,1.52,1.17,1.78
2023-02-22 11:30:00,1.66,2.24,1.79
2023-02-22 11:32:00,3.36,8.26,2.34
2023-02-22 11:34:00,2.62,1.96,2.19
2023-02-22 11:36:00,2.33,1.88,2.13
2023-02-22 11:38:00,1.91,1.15,1.99
2023-02-22 11:40:00,2.31,3.18,2.12
2023-02-22 11:42:00,2.52,2.07,2.23
2023-02-22 11:44:00,2.08,1.35,2.10
2023-02-22 11:46:00,1.97,1.49,2.06
2023-02-22 11:48:00,1.67,1.10,1.94
2023-02-22 11:50:00,2.07,2.39,2.06
2023-02-22 11:52:00,1.73,1.31,1.92
2023-02-22 11:54:00,1.29,0.500,1.72
2023-02-22 11:56:00,1.40,1.51,1.71
2023-02-22 11:58:00,1.79,2.70,1.81
2023-02-22 12:00:00,1.66,1.49,1.75
2023-02-22 12:02:00,1.49,1.13,1.68
2023-02-22 12:04:00,1.23,0.720,1.55
2023-02-22 12:06:00,1.33,1.29,1.54
2023-02-22 12:08:00,1.63,1.94,1.63
2023-02-22 12:10:00,1.35,0.950,1.52
2023-02-22 12:12:00,2.11,3.04,1.78
2023-02-22 12:14:00,1.74,1.34,1.67
2023-02-22 12:16:00,1.68,1.50,1.66
2023-02-22 12:18:00,2.25,2.46,1.91
2023-02-22 12:20:00,2.01,1.55,1.85
2023-02-22 12:22:00,1.96,1.68,1.85
2023-02-22 12:24:00,1.60,1.04,1.73
2023-02-22 12:26:00,2.07,2.34,1.90
2023-02-22 12:28:00,2.19,1.94,1.96
2023-02-22 12:30:00,2.10,1.86,1.96
2023-02-22 12:32:00,2.23,2.40,2.03
2023-02-22 12:34:00,1.92,1.35,1.93
2023-02-22 12:36:00,1.61,1.04,1.81
2023-02-22 12:38:00,1.48,1.21,1.73
2023-02-22 12:40:00,1.38,1.28,1.66
2023-02-22 12:42:00,1.19,1.02,1.54
2023-02-22 12:44:00,1.39,1.75,1.57
2023-02-22 12:46:00,1.23,1.02,1.49
2023-02-22 12:48:00,1.72,2.77,1.62
2023-02-22 12:50:00,1.46,1.24,1.54
2023-02-22 12:52:00,1.48,1.46,1.53
2023-02-22 12:54:00,1.32,1.16,1.46
2023-02-22 12:56:00,1.21,1.06,1.40
2023-02-22 12:58:00,1.23,1.33,1.38
2023-02-22 13:00:00,1.29,1.16,1.38
2023-02-22 13:02:00,2.06,4.45,1.61
2023-02-22 13:04:00,2.27,2.98,1.74
2023-02-22 13:06:00,1.92,1.48,1.69
2023-02-22 13:08:00,2.48,2.57,1.95
2023-02-22 13:10:00,2.15,1.36,1.88
2023-02-22 13:12:00,1.87,1.35,1.82
2023-02-22 13:14:00,1.82,2,1.79
2023-02-22 13:16:00,2.74,3.96,2.14
2023-02-22 13:18:00,2.34,1.90,2.06
2023-02-22 13:20:00,1.91,1.17,1.94
2023-02-22 13:22:00,1.80,1.84,1.89
2023-02-22 13:24:00,1.77,1.81,1.86
2023-02-22 13:26:00,1.70,1.57,1.83
2023-02-22 13:28:00,1.91,1.99,1.88
2023-02-22 13:30:00,1.67,1.23,1.80
2023-02-22 13:32:00,1.61,1.53,1.75
2023-02-22 13:34:00,1.42,1.10,1.67
2023-02-22 13:36:00,1.27,1.03,1.58
2023-02-22 13:38:00,1.19,0.860,1.52
2023-02-22 13:40:00,1.65,2.80,1.63
2023-02-22 13:42:00,1.77,2.38,1.67
2023-02-22 13:44:00,1.63,1.43,1.63
2023-02-22 13:46:00,1.58,1.54,1.60
2023-02-22 13:48:00,1.44,1.34,1.54
