"Time","Read (sda)","Write (sda)"
2023-03-11 09:30:00,0,90045
2023-03-11 09:32:00,0,95300
2023-03-11 09:34:00,0,51883
2023-03-11 09:36:00,0,88838
2023-03-11 09:38:00,0,43349
2023-03-11 09:40:00,0,90250
2023-03-11 09:42:00,0,93161
2023-03-11 09:44:00,0,51223
2023-03-11 09:46:00,0,93138
2023-03-11 09:48:00,0,48287
2023-03-11 09:50:00,0,92888
2023-03-11 09:52:00,0,92137
2023-03-11 09:54:00,0,49357
2023-03-11 09:56:00,0,91273
2023-03-11 09:58:00,0,46285
2023-03-11 10:00:00,0,91226
2023-03-11 10:02:00,0,91524
2023-03-11 10:04:00,0,48720
2023-03-11 10:06:00,0,92023
2023-03-11 10:08:00,0,46194
2023-03-11 10:10:00,0,92069
2023-03-11 10:12:00,0,90340
2023-03-11 10:14:00,0,46820
2023-03-11 10:16:00,0,91819
2023-03-11 10:18:00,0,47718
2023-03-11 10:20:00,0,92956
2023-03-11 10:22:00,0,90681
2023-03-11 10:24:00,0,47013
2023-03-11 10:26:00,0,91728
2023-03-11 10:28:00,0,45943
2023-03-11 10:30:00,0,92774
2023-03-11 10:32:00,0,91932
2023-03-11 10:34:00,0,45044
2023-03-11 10:36:00,0,89429
2023-03-11 10:38:00,0,43713
2023-03-11 10:40:00,0,89042
2023-03-11 10:42:00,0,91978
2023-03-11 10:44:00,0,48242
2023-03-11 10:46:00,0,92911
2023-03-11 10:48:00,0,45488
2023-03-11 10:50:00,0,91022
2023-03-11 10:52:00,0,91204
2023-03-11 10:54:00,0,47013
2023-03-11 10:56:00,0,92365
2023-03-11 10:58:00,0,43281
2023-03-11 11:00:00,0,87677
2023-03-11 11:02:00,0,87745
2023-03-11 11:04:00,0,43076
2023-03-11 11:06:00,0,89225
2023-03-11 11:08:00,0,41314
2023-03-11 11:10:00,0,87927
2023-03-11 11:12:00,0,87427
2023-03-11 11:14:00,0,45193
2023-03-11 11:16:00,0,90908
2023-03-11 11:18:00,0,43680
2023-03-11 11:20:00,0,89293
2023-03-11 11:22:00,0,87450
2023-03-11 11:24:00,0,43736
2023-03-11 11:26:00,0,89134
2023-03-11 11:28:00,0,41837
2023-03-11 11:30:00,0,87199
2023-03-11 11:32:00,0,88724
2023-03-11 11:34:00,0,44669
2023-03-11 11:36:00,0,90294
2023-03-11 11:38:00,0,43713
2023-03-11 11:40:00,0,87927
2023-03-11 11:42:00,0,87950
2023-03-11 11:44:00,0,43281
2023-03-11 11:46:00,0,88223
2023-03-11 11:48:00,0,42540
2023-03-11 11:50:00,0,87723
2023-03-11 11:52:00,0,88405
2023-03-11 11:54:00,0,43031
2023-03-11 11:56:00,0,89338
2023-03-11 11:58:00,0,41506
2023-03-11 12:00:00,0,88110
2023-03-11 12:02:00,0,88337
2023-03-11 12:04:00,0,43850
2023-03-11 12:06:00,0,90158
2023-03-11 12:08:00,0,43873
2023-03-11 12:10:00,0,88542
2023-03-11 12:12:00,0,89158
2023-03-11 12:14:00,0,44078
2023-03-11 12:16:00,0,90726
2023-03-11 12:18:00,0,43713
2023-03-11 12:20:00,0,90499
2023-03-11 12:22:00,0,89270
2023-03-11 12:24:00,0,41188
2023-03-11 12:26:00,0,90544
2023-03-11 12:28:00,0,43122
2023-03-11 12:30:00,0,88155
2023-03-11 12:32:00,0,88041
2023-03-11 12:34:00,0,41961
2023-03-11 12:36:00,0,90431
2023-03-11 12:38:00,0,43395
2023-03-11 12:40:00,0,89907
2023-03-11 12:42:00,0,89065
2023-03-11 12:44:00,0,43076
2023-03-11 12:46:00,0,91182
2023-03-11 12:48:00,0,41916
2023-03-11 12:50:00,0,88519
2023-03-11 12:52:00,0,90180
2023-03-11 12:54:00,0,41392
2023-03-11 12:56:00,0,89702
2023-03-11 12:58:00,0,42803
2023-03-11 13:00:00,0,87495
2023-03-11 13:02:00,0,87632
2023-03-11 13:04:00,0,40892
2023-03-11 13:06:00,0,89384
2023-03-11 13:08:00,0,41643
2023-03-11 13:10:00,0,87359
2023-03-11 13:12:00,0,87199
2023-03-11 13:14:00,0,41552
2023-03-11 13:16:00,0,89998
2023-03-11 13:18:00,0,43577
2023-03-11 13:20:00,0,89042
2023-03-11 13:22:00,0,87177
2023-03-11 13:24:00,0,42052
2023-03-11 13:26:00,0,88587
2023-03-11 13:28:00,0,43213
2023-03-11 13:30:00,0,89247
2023-03-11 13:32:00,0,88313
2023-03-11 13:34:00,0,41415
2023-03-11 13:36:00,0,88087
2023-03-11 13:38:00,0,42985
2023-03-11 13:40:00,0,87996
2023-03-11 13:42:00,0,87744
2023-03-11 13:44:00,0,42030
2023-03-11 13:46:00,0,89498
2023-03-11 13:48:00,0,43190
2023-03-11 13:50:00,0,87313
2023-03-11 13:52:00,0,87175
2023-03-11 13:54:00,0,41938
2023-03-11 13:56:00,0,89225
2023-03-11 13:58:00,0,45739
2023-03-11 14:00:00,0,88201
2023-03-11 14:02:00,0,88132
2023-03-11 14:04:00,0,41256
2023-03-11 14:06:00,0,89179
2023-03-11 14:08:00,0,43804
2023-03-11 14:10:00,0,87404
2023-03-11 14:12:00,0,87357
2023-03-11 14:14:00,91.0,43054
2023-03-11 14:16:00,91.0,90476
2023-03-11 14:18:00,0,43804
2023-03-11 14:20:00,0,88565
2023-03-11 14:22:00,3938,90020
2023-03-11 14:24:00,0,40846
2023-03-11 14:26:00,71179,128319
2023-03-11 14:28:00,0,43736
2023-03-11 14:30:00,0,87017
2023-03-11 14:32:00,0,87518
2023-03-11 14:34:00,0,41665
2023-03-11 14:36:00,0,89384
2023-03-11 14:38:00,0,43349
2023-03-11 14:40:00,0,86517
2023-03-11 14:42:00,0,87402
2023-03-11 14:44:00,0,41006
2023-03-11 14:46:00,0,90180
2023-03-11 14:48:00,0,42189
2023-03-11 14:50:00,0,88906
2023-03-11 14:52:00,0,89518
2023-03-11 14:54:00,0,44715
2023-03-11 14:56:00,0,90180
2023-03-11 14:58:00,0,45830
2023-03-11 15:00:00,0,90567
2023-03-11 15:02:00,0,87973
2023-03-11 15:04:00,0,40573
2023-03-11 15:06:00,0,87859
2023-03-11 15:08:00,0,42667
2023-03-11 15:10:00,0,87609
2023-03-11 15:12:00,0,87950
2023-03-11 15:14:00,0,41597
2023-03-11 15:16:00,0,86837
2023-03-11 15:18:00,0,44305
2023-03-11 15:20:00,0,88314
2023-03-11 15:22:00,0,86357
2023-03-11 15:24:00,0,41347
2023-03-11 15:26:00,0,87949
2023-03-11 15:28:00,0,41529
2023-03-11 15:30:00,0,87177
2023-03-11 15:32:00,0,85970
2023-03-11 15:34:00,0,41233
2023-03-11 15:36:00,0,87768
2023-03-11 15:38:00,0,42894
2023-03-11 15:40:00,0,88747
2023-03-11 15:42:00,0,87427
2023-03-11 15:44:00,0,42143
2023-03-11 15:46:00,0,87994
2023-03-11 15:48:00,0,43645
2023-03-11 15:50:00,0,88724
2023-03-11 15:52:00,0,86926
2023-03-11 15:54:00,0,40823
2023-03-11 15:56:00,0,87042
2023-03-11 15:58:00,0,43509
