"Time","idle","iowait","irq","nice","softirq","steal","system","user"
2023-03-20 13:00:00,0.931,0.000708,0,0,0.00187,0.00283,0.0127,0.0465
2023-03-20 13:02:00,0.932,0.000750,0,0,0.00142,0.00279,0.0125,0.0459
2023-03-20 13:04:00,0.935,0.000792,0,0,0.00146,0.00283,0.0113,0.0438
2023-03-20 13:06:00,0.926,0.000667,0,0,0.00154,0.00279,0.0116,0.0533
2023-03-20 13:08:00,0.934,0.000958,0,0,0.00104,0.00296,0.0121,0.0432
2023-03-20 13:10:00,0.943,0.000750,0,0,0.00108,0.00275,0.0128,0.0333
2023-03-20 13:12:00,0.926,0.000792,0,0,0.00167,0.00350,0.0127,0.0530
2023-03-20 13:14:00,0.933,0.000750,0,0,0.000875,0.00267,0.0125,0.0458
2023-03-20 13:16:00,0.931,0.000917,0,0,0.000917,0.00267,0.0114,0.0486
2023-03-20 13:18:00,0.925,0.000833,0,0,0.00133,0.00304,0.0127,0.0525
2023-03-20 13:20:00,0.945,0.000833,0,0,0.00125,0.00279,0.0120,0.0334
2023-03-20 13:22:00,0.934,0.000750,0,0,0.00183,0.00350,0.0127,0.0436
2023-03-20 13:24:00,0.922,0.000708,0,0,0.00200,0.00267,0.0122,0.0557
2023-03-20 13:26:00,0.935,0.000875,0,0,0.00179,0.00292,0.0128,0.0432
2023-03-20 13:28:00,0.939,0.000917,0,0,0.00158,0.00229,0.0111,0.0406
2023-03-20 13:30:00,0.935,0.000750,0,0,0.00129,0.00296,0.0117,0.0440
2023-03-20 13:32:00,0.934,0.000833,0,0,0.00221,0.00321,0.0117,0.0434
2023-03-20 13:34:00,0.936,0.000624,0,0,0.00158,0.00287,0.0135,0.0417
2023-03-20 13:36:00,0.925,0.000917,0,0,0.00175,0.00308,0.0126,0.0540
2023-03-20 13:38:00,0.936,0.000667,0,0,0.00167,0.00308,0.0117,0.0428
2023-03-20 13:40:00,0.937,0.000833,0,0,0.00150,0.00279,0.0113,0.0430
2023-03-20 13:42:00,0.930,0.000750,0,0,0.00171,0.00271,0.0118,0.0501
2023-03-20 13:44:00,0.941,0.000875,0,0,0.000792,0.00292,0.0127,0.0367
