"Time","Read (dm-0)","Read (vda)","Read (vdb)","Write (dm-0)","Write (vda)","Write (vdb)"
2023-03-20 13:00:00,0,0,0,41400,41400,0
2023-03-20 13:02:00,0,0,0,227533,227533,0
2023-03-20 13:04:00,0,0,0,184070,184070,0
2023-03-20 13:06:00,0,0,0,86539,86539,0
2023-03-20 13:08:00,0,0,0,88542,88542,0
2023-03-20 13:10:00,0,0,0,41097,41097,0
2023-03-20 13:12:00,0,0,0,85424,85424,0
2023-03-20 13:14:00,0,0,0,42985,42985,0
2023-03-20 13:16:00,0,0,0,82216,82216,0
2023-03-20 13:18:00,0,0,0,88451,88451,0
2023-03-20 13:20:00,0,0,0,46990,46990,0
2023-03-20 13:22:00,0,0,0,88678,88678,0
2023-03-20 13:24:00,0,0,0,47900,47900,0
2023-03-20 13:26:00,0,0,0,84446,84446,0
2023-03-20 13:28:00,0,0,0,89907,89907,0
2023-03-20 13:30:00,0,0,0,40687,40687,0
2023-03-20 13:32:00,0,0,0,85265,85265,0
2023-03-20 13:34:00,0,0,0,41807,41807,0
2023-03-20 13:36:00,0,0,0,86062,86062,0
2023-03-20 13:38:00,0,0,0,90613,90613,0
2023-03-20 13:40:00,0,0,0,47309,47309,0
2023-03-20 13:42:00,0,0,0,91136,91136,0
2023-03-20 13:44:00,0,0,0,42917,42917,0
2023-03-20 13:46:00,0,0,0,88519,88519,0
2023-03-20 13:48:00,0,0,0,87586,87586,0
2023-03-20 13:50:00,0,0,0,46763,46763,0
2023-03-20 13:52:00,0,0,0,90726,90726,0
2023-03-20 13:54:00,0,0,0,46649,46649,0
2023-03-20 13:56:00,0,0,0,90772,90772,0
2023-03-20 13:58:00,0,0,0,91045,91045,0
2023-03-20 14:00:00,0,0,0,47081,47081,0
2023-03-20 14:02:00,0,0,0,448284,448284,0
2023-03-20 14:04:00,0,0,0,42621,42621,0
2023-03-20 14:06:00,0,0,0,96142,96142,0
2023-03-20 14:08:00,0,0,0,109067,109067,0
2023-03-20 14:10:00,0,0,0,40528,40528,0
2023-03-20 14:12:00,0,0,0,88018,88018,0
2023-03-20 14:14:00,0,0,0,43577,43577,0
2023-03-20 14:16:00,0,0,0,86289,86289,0
2023-03-20 14:18:00,0,0,0,88633,88633,0
2023-03-20 14:20:00,0,0,0,41574,41574,0
2023-03-20 14:22:00,0,0,0,86289,86289,0
2023-03-20 14:24:00,0,0,0,46558,46558,0
2023-03-20 14:26:00,0,0,0,73865,73865,0
2023-03-20 14:28:00,0,0,0,77710,77710,0
2023-03-20 14:30:00,0,0,0,46808,46808,0
2023-03-20 14:32:00,0,0,0,88487,88487,0
2023-03-20 14:34:00,0,0,0,41256,41256,0
2023-03-20 14:36:00,0,0,0,83809,83809,0
2023-03-20 14:38:00,0,0,0,85356,85356,0
2023-03-20 14:40:00,0,0,0,41051,41051,0
2023-03-20 14:42:00,0,0,0,75025,75025,0
2023-03-20 14:44:00,0,0,0,42280,42280,0
2023-03-20 14:46:00,0,0,0,83740,83740,0
2023-03-20 14:48:00,0,0,0,88110,88110,0
2023-03-20 14:50:00,0,0,0,41643,41643,0
2023-03-20 14:52:00,0,0,0,84878,84878,0
2023-03-20 14:54:00,0,0,0,44282,44282,0
2023-03-20 14:56:00,0,0,0,87063,87063,0
2023-03-20 14:58:00,0,0,0,86562,86562,0
2023-03-20 15:00:00,0,0,0,43918,43918,0
2023-03-20 15:02:00,0,0,0,225599,225599,0
2023-03-20 15:04:00,0,0,0,183068,183068,0
2023-03-20 15:06:00,0,0,0,86994,86994,0
2023-03-20 15:08:00,0,0,0,86630,86630,0
2023-03-20 15:10:00,0,0,0,39299,39299,0
2023-03-20 15:12:00,0,0,0,86994,86994,0
2023-03-20 15:14:00,0,0,0,40687,40687,0
2023-03-20 15:16:00,0,0,0,87427,87427,0
2023-03-20 15:18:00,0,0,0,91090,91090,0
2023-03-20 15:20:00,0,0,0,46763,46763,0
2023-03-20 15:22:00,0,0,0,77528,77528,0
2023-03-20 15:24:00,0,0,0,45466,45466,0
2023-03-20 15:26:00,0,0,0,88155,88155,0
2023-03-20 15:28:00,0,0,0,89589,89589,0
2023-03-20 15:30:00,0,0,0,45852,45852,0
