"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc08f9bbcf2cc2)","Transmit Total (lxc18b2a9fae4e6)","Transmit Total (lxc2d0cb026a340)","Transmit Total (lxc32ecf1ec23fa)","Transmit Total (lxc38d81bba1941)","Transmit Total (lxc536989e0bbe0)","Transmit Total (lxc7b55c12eff69)","Transmit Total (lxc815054fad3e3)","Transmit Total (lxc896636513d9b)","Transmit Total (lxc898970f2c474)","Transmit Total (lxc89bd03f98afc)","Transmit Total (lxc98325d012b94)","Transmit Total (lxc9a6f6d3b6e50)","Transmit Total (lxc9e5774929ec6)","Transmit Total (lxc_health)","Transmit Total (lxcb1aea5f13203)","Transmit Total (lxcc010f2457e82)","Transmit Total (lxcc255ada0b5e4)","Transmit Total (lxcc306a8298bc0)","Transmit Total (lxcd67315019948)","Transmit Total (lxcd95baf1a2e26)","Transmit Total (lxcdcee95369ec3)","Transmit Total (lxce37cface0780)","Transmit Total (lxcedcc30932457)","Transmit Total (lxcf1e7004cd84c)","Transmit Total (lxcf2b5505183fa)","Transmit Total (lxcf31ee673b547)","Transmit Total (lxcf97c652df312)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc08f9bbcf2cc2)","Receive Total (lxc18b2a9fae4e6)","Receive Total (lxc2d0cb026a340)","Receive Total (lxc32ecf1ec23fa)","Receive Total (lxc38d81bba1941)","Receive Total (lxc536989e0bbe0)","Receive Total (lxc7b55c12eff69)","Receive Total (lxc815054fad3e3)","Receive Total (lxc896636513d9b)","Receive Total (lxc898970f2c474)","Receive Total (lxc89bd03f98afc)","Receive Total (lxc98325d012b94)","Receive Total (lxc9a6f6d3b6e50)","Receive Total (lxc9e5774929ec6)","Receive Total (lxc_health)","Receive Total (lxcb1aea5f13203)","Receive Total (lxcc010f2457e82)","Receive Total (lxcc255ada0b5e4)","Receive Total (lxcc306a8298bc0)","Receive Total (lxcd67315019948)","Receive Total (lxcd95baf1a2e26)","Receive Total (lxcdcee95369ec3)","Receive Total (lxce37cface0780)","Receive Total (lxcedcc30932457)","Receive Total (lxcf1e7004cd84c)","Receive Total (lxcf2b5505183fa)","Receive Total (lxcf31ee673b547)","Receive Total (lxcf97c652df312)"
2023-03-21 04:38:00,0,76.7,25567,78719,0,0,0,0,62,178,288,130,455,66.1,447,751,0,588,32.0,0,38.5,1720,4.27,449,0.389,65.7,41857,81.6,19,1743,6845,1078,76.7,0,58949,89031,0,0,0,0,151,223,113,30.3,255,41,252,472,0,700,26.0,0,19,154,4.13,251,0,40.3,18086,74.7,38.5,179,1084,1070
2023-03-21 04:40:00,0,87.7,33324,62473,0,0,0,0,0,175,285,118,455,65.7,449,38.5,0,586,32.0,0,38.5,1956,4.27,450,0,65.8,41898,297,19,1966,7159,1872,87.7,0,36353,62244,0,0,0,0,0,224,105,27.7,254,40.3,255,19,0,701,26.0,0,19,183,4.13,253,0,40.3,27873,80.6,38.5,207,1099,1863
2023-03-21 04:42:00,0,80.4,25458,54036,0.389,0,0,0,0,172,292,130,455,65.7,447,38.5,0,584,31.6,0,38.5,1880,4.27,448,0,65.8,41842,214,19,1906,7107,1603,80.4,0,36023,61844,0,0,0,0,0,225,120,30.3,255,40.3,251,19,0,699,25.5,0,19,160,4.13,249,0.389,40.6,20251,73.5,38.5,193,1131,1606
2023-03-21 04:44:00,0,77.4,31956,60930,0,0,0,0,0,173,287,136,454,65.8,449,38.5,0,589,31.6,0.389,38.5,1793,4.27,451,0,65.8,41841,153,19,1833,6892,1335,77.4,0,35764,61715,0,0,0,0,0,224,109,31.6,254,40.6,254,19,0,699,25.5,0,19,153,4.13,252,0,41,27019,76.9,38.5,191,1106,1335
2023-03-21 04:46:00,0,85.5,25783,54366,0,0,0,0,0,174,287,130,452,65.7,438,38.5,0,582,32.0,0,38.5,1953,4.66,450,0,66.0,41836,295,19,2018,7204,1863,85.5,0,36296,62389,0,0,0,0,0,224,110,30.3,252,40.6,248,19,0,703,26.0,0,19.4,175,4.13,252,0,41,20310,79.5,38.5,205,1121,1859
2023-03-21 04:48:00,0,78.9,25458,78434,0,0,0,0,62,173,281,130,454,65.3,434,751,0,584,32.3,0,38.5,1751,4.27,449,0,66.0,41812,71.3,19,1757,6803,1075,78.9,0,58718,88432,0,0,0,0,151,224,103,30.3,254,40.3,243,472,0,702,26.2,0,19,167,4.13,251,0,41,17965,70.2,38.5,183,1109,1076
2023-03-21 04:50:00,0,75.6,33450,62622,0,0,0,0,0,173,287,124,455,65.7,449,38.5,0,585,32.7,0,38.5,1967,4.27,449,0,66.1,41871,296,19,1992,7182,1869,75.6,0,36321,62851,0,0,0,0,0,224,114,29.0,255,41,255,19,0,702,26.2,0,19,171,4.13,251,0,40.6,27990,80.2,38.5,204,1098,1867
2023-03-21 04:52:00,0,75.2,25438,53953,0,0,0,0,0,175,292,130,455,66.1,450,38.5,0,587,32.7,0,38.5,1941,4.50,449,0,65.7,41837,287,19,1968,7269,1875,75.2,0,36284,63120,0,0,0,0,0,222,115,30.3,255,40.6,255,19,0,701,26.2,0.389,19,159,4.37,252,0,40.6,19974,75.0,38.5,191,1097,1870
2023-03-21 04:54:00,0,78.9,33426,62515,0,0,0,0,0,175,284,136,454,66.2,447,38.5,0,586,32.3,0,38.9,1739,4.50,449,0,66.9,42225,80.1,19,1743,6760,1080,78.9,0,35866,60915,0,0,0,0,0,223,111,31.6,253,41,251,19,0,702,26.2,0.389,19,159,4.37,250,0,42.2,28789,75.1,38.5,161,1088,1078
2023-03-21 04:56:00,0,79.6,25828,54411,0,0,0,0,0,176,290,141,454,65.7,444,38.5,0,585,32.0,0,38.9,1951,4.50,439,0,66.1,41841,1650,19,1967,7243,1874,79.6,0,36297,64223,0,0,0,0,0,223,117,38,259,40.6,248,19,0.389,701,26.0,0,19,171,4.37,247,0,41.4,20372,97.0,38.9,186,1124,1862
2023-03-21 04:58:00,0,77.1,27093,80343,0,0,0,0,62,174,291,130,455,65.8,450,751,0,585,32.0,0,38.5,1742,4.27,438,0,65.7,41846,2369,19,1766,6841,1083,77.1,0,58824,91798,0,0,0,0,151,224,111,30.3,255,40.3,261,471,0.389,701,26.0,0,19,179,4.13,246,0,41.4,19596,101,38.9,209,1121,1075
2023-03-21 05:00:00,0,74.1,37535,82705,0,0,0.389,0.389,62,175,285,124,452,66.1,448,751,0,587,32.5,0,38.5,1958,4.27,447,0,66.1,41925,296,19,1986,7178,1876,74.1,0,51440,85065,0,0,0,0,151,224,112,29.0,252,40.6,253,471,0,698,26.4,0,19,188,4.13,249,0,41,30070,79.9,38.5,217,1125,1866
2023-03-21 05:02:00,0,74.5,24762,53453,0,0,0,0,0,177,287,136,454,66.1,446,38.5,0,588,32.5,0,38.5,1939,4.73,449,0,66.2,41846,295,19,1965,7220,1877,74.5,0,36280,69837,0,0,0,0,0.389,223,114,31.6,254,41,249,19,0,699,26.4,0,19,190,4.60,251,0,41.8,19295,78.8,38.5,219,1204,1871
2023-03-21 05:04:00,0,77.1,33724,62970,0,0,0,0,0,175,289,118,456,66.4,448,38.5,0,586,32.3,0,38.5,1730,4.97,449,0,66.1,41921,599,19,1756,6794,1080,77.1,0,35542,61179,0,0,0,0,0,224,110,27.7,261,40.6,253,19,0,702,26.2,0,19,200,5.22,251,0,43.0,29077,86.0,38.5,225,1155,1075
2023-03-21 05:06:00,0.389,75.6,25808,54524,0,0,0,0,0,174,290,125,454,66.0,447,38.5,0,587,32.3,0,38.5,1941,4.50,449,0,66.5,41886,1338,19,1973,7198,1872,75.6,0.389,36315,63470,0,0,0,0,0,224,118,30.9,254,40.6,256,19,0,700,26.2,0,19,206,4.37,262,0,43.2,20351,120,38.5,239,1121,1862
2023-03-21 05:08:00,0,77.4,26436,79637,0,0,0,0,62.4,175,286,124,454,65.7,449,752,0,590,32.5,0,38.5,1743,4.27,449,0,66.1,41880,585,19,1760,6853,1069,77.4,0,58797,89637,0,0,0,0,151,223,108,29.4,254,40.3,253,472,0,696,26.4,0,19,196,4.13,262,0,40.6,18960,94.5,38.5,219,1135,1070
2023-03-21 05:10:00,0,77.0,32115,85723,0,0,0,0,62.0,174,296,136,454,66.0,448,752,0,588,32.9,0,38.5,1880,4.27,449,0,66.1,41876,227,19.0,1892,7038,1601,77.0,0,59332,89548,0,0,0,0,151,223,125,31.6,254,41.0,252,472,0,698,26.8,0,19.0,192,4.13,251,0,41.0,24117,85.4,38.5,218,1172,1606
2023-03-21 05:12:00,0,77.1,23997,52562,0,0,0,0,0,173,292,136,456,65.8,447,38.5,0.389,583,32.3,0,38.5,1982,4.73,449,0,66.4,41828,295,19,1978,7292,1875,77.1,0,36288,62650,0,0,0,0,0,226,119,31.6,256,40.6,251,19,0,697,26.2,0,19,214,4.60,251,0,41.7,18519,78.4,38.5,227,1186,1866
2023-03-21 05:14:00,0,75.2,32981,62149,0,0,0,0,0,174,290,136,452,66.1,447,38.5,0.389,586,32.3,0,38.5,1736,4.97,449,0,66.0,42085,71.0,19,1743,6732,1080,75.2,0,35713,60723,0,0,0.389,0,0,225,116,31.6,252,41.0,251,19,0,700,26.2,0,19,203,4.83,251,0,41,28324,69.8,38.5,212,1138,1074
2023-03-21 05:16:00,0,79.6,25792,54583,0,0,0,0,0,173,289,113,454,66.1,449,38.5,0,587,32.3,0,38.5,1962,4.50,450,0,65.8,42074,1886,19,1987,7268,1875,79.6,0,36491,64133,0,0,0.389,0,0,225,114,26.3,254,41.1,254,19,0,700,26.2,0,19,196,4.37,252,0,40.6,20329,104,38.5,229,1186,1867
2023-03-21 05:18:00,0,83.3,30835,79901,0,0,0,0,0,173,287,119,452,65.7,449,38.5,0,588,32.3,0,38.5,1796,4.27,450,0,65.8,41885,151,19,1821,6927,1347,83.3,0,54338,83890,0,0.389,0,0.389,0,225,107,27.7,252,40.6,256,19,0,700,26.2,0,19,191,4.13,252,0,40.6,24124,75.5,38.5,226,1146,1339
2023-03-21 05:20:00,0,81.5,28380,81787,0,0,0,0,62,174,293,124,443,65.7,447,752,0,586,32.3,0,38.5,1877,4.27,449,0,65.8,41866,215,19,1886,7019,1611,81.5,0,59375,89876,0,0.389,0,0.389,150,225,117,29.0,247,40.6,251,472,0,701,26.2,0,19,204,4.13,251,0,40.6,20384,72.8,38.5,224,1141,1604
2023-03-21 05:22:00,0,80.4,23699,52185,0,0,0,0,0,173,287,118,443,65.8,451,38.9,0,586,32.3,0,38.5,1968,4.27,450,0,65.9,41851,295,19,1977,7255,1875,80.4,0,36300,62654,0,0,0,0,0,225,115,27.7,249,40.7,250,19,0,701,26.2,0,19,212,4.13,251,0,40.6,18226,79.5,38.5,230,1144,1869
2023-03-21 05:24:00,0,76.7,32666,61762,0,0,0,0,0,175,288,124,456,66.1,455,38.5,0,585,32.0,0,38.5,1724,4.27,448,0,65.9,41880,71.0,19,1747,6718,1080,76.7,0,35530,60351,0,0,0,0,0,224,109,29.0,255,41.5,260,19,0,702,26.0,0,19,188,4.13,250,0,40.3,27997,70.6,38.5,233,1159,1072
2023-03-21 05:26:00,0,77.4,25721,54363,0,0.389,0,0,0,173,286,141,452,65.7,449,38.5,0,586,31.8,0,38.5,1957,4.50,450,0,65.8,41814,295,19,1979,7182,1871,77.4,0,36275,62201,0,0,0,0,0,225,113,32.9,252,40.6,259,19,0,701,25.7,0,19,203,4.37,253,0,41.4,20253,80.2,38.5,236,1148,1861
2023-03-21 05:28:00,0,75.6,32484,64489,0,0,0,0,0,173,291,141,454,65.7,447,38.5,0,587,31.6,0,38.5,1896,4.97,450,0,65.8,41903,223,19,1909,7081,1599,75.6,0,38754,65317,0,0,0,0,0,225,118,32.9,254,41,250,19,0,699,25.5,0,19,209,4.83,252,0,42.1,27040,78.4,38.5,223,1121,1596
2023-03-21 05:30:00,0,75.2,28096,81449,0,0,0,0,62,172,290,130,456,65.7,447,751,0,586,31.6,0,38.5,1803,4.97,449,0,65.8,41844,145,19.4,1827,6849,1337,75.2,0,59149,88891,0,0,0,0,151,226,113,30.3,257,40.6,250,471,0,702,25.5,0,19,193,4.83,251,0,41.4,20339,71.7,38.5,229,1116,1336
2023-03-21 05:32:00,0,74.5,23589,52108,0,0,0,0,0,172,282,136,454,65.7,449,38.5,0,583,31.6,0,38.5,1952,4.50,450,0,66.5,41804,295,19,1968,7257,1875,74.5,0,36272,62713,0,0,0,0,0,225,109,31.6,254,40.6,254,19,0,702,25.5,0,19,199,4.37,252,0,41.8,18108,79.5,38.5,225,1206,1875
2023-03-21 05:34:00,0,78.5,32688,61781,0,0,0,0,0,171,292,130,453,65.7,449,38.5,0,585,31.6,0,38.5,1752,4.27,449,0,65.7,41894,79.8,19,1767,6816,1069,78.5,0,35550,60729,0,0,0,0,0,226,115,30.3,253,40.6,254,19,0,703,25.5,0,19,208,4.13,251,0,41.4,28030,75.5,38.5,223,1094,1070
2023-03-21 05:36:00,0,75.2,25280,53877,0,0,0,0,0,175,291,113,454,65.7,451,38.5,0,585,31.8,0,38.5,1940,4.27,450,0,66.0,41825,288,19,1967,7267,1867,75.2,0,36265,62817,0.389,0,0,0,0,225,118,26.3,254,40.3,253,19,0,702,25.7,0,19,205,4.13,252,0,41.7,19823,75.3,38.5,228,1144,1862
2023-03-21 05:38:00,0,74.5,34731,64134,0.389,0,0,0,0,175,288,130,456,65.7,447,38.5,0,583,32.3,0,38.5,1890,4.27,448,0.389,65.9,41900,1571,19,1923,7162,1611,74.5,0,36078,63948,0.389,0,0,0,0,224,114,30.3,257,41,251,19.4,0,702,26.2,0,19,205,4.13,250,0.389,40.6,29535,96.5,38.5,242,1193,1600
2023-03-21 05:40:00,0,76.3,27819,81214,0.389,0,0,0,62,174,287,129,453,65.7,449,750,0,585,32.3,0,38.5,1766,4.27,450,0.389,65.8,41818,1419,19,1805,6793,1082,76.3,0,58805,89782,0,0,0,0,151,224,109,30.3,252,40.6,255,471,0,702,26.2,0,19,198,4.13,258,0.389,40.6,20321,88.7,38.5,244,1165,1073
2023-03-21 05:42:00,0,76.7,24760,53399,0,0,0,0,0,173,285,124,453,65.3,450,38.5,0,583,32.0,0,38.5,1962,4.27,450,0,65.8,41867,296,19,1973,7171,1871,76.7,0,36319,62363,0,0,0,0,0,225,106,29.0,252,39.9,255,19,0,698,26.0,0,19.4,206,4.13,252,0,41.4,19294,81.0,38.5,222,1098,1865
2023-03-21 05:44:00,0,80.3,28823,57783,0,0,0,0,0,170,289,112,455,65.3,444,38.5,0,585,32.0,0.389,38.5,1729,4.27,450,0,66.2,42320,79.7,19.0,1758,6752,1071,80.3,0,35961,60801,0,0,0,0,0,227,116,31.3,261,39.9,248,19.0,0,702,26.0,0,19.4,196,4.13,252,0,41.7,24156,75.4,38.5,229,1171,1073
2023-03-21 05:46:00,0,83.7,23982,52469,0,0,0,0,0,170,286,130,455,66.6,448,38.5,0,586,32.0,0.389,38.5,1963,4.27,449,0,66.1,42251,286,19,2027,7242,1868,83.7,0,36699,62989,0,0,0,0,0,226,109,30.3,260,41.1,258,19,0,700,26.0,0,19,176,4.13,251,0,41.4,18507,74.6,38.5,209,1125,1864
2023-03-21 05:48:00,0,78.5,33723,62952,0,0,0,0,0,172,285,130,454,65.8,447,38.5,0,585,32.9,0,38.5,1954,5.12,449,0,66.1,41917,1889,19,1965,7193,1876,78.5,0,36365,64861,0,0,0,0,0,226,112,30.3,254,40.3,250,19,0,702,26.4,0,19,179,4.60,251,0,41.4,28269,104,38.5,202,1098,1865
2023-03-21 05:50:00,0,78.2,27767,81028,0,0,0,0,62,173,291,130,452,66.1,446,751,0,587,32.3,0,38.5,1720,4.97,450,0,65.8,41846,1674,19,1739,6708,1081,78.2,0,58835,90179,0,0,0,0,151,225,117,30.3,252,40.6,250,472,0,701,26.2,0.389,19,165,4.83,251,0,41,20257,100,38.5,186,1102,1074
2023-03-21 05:52:00,0,79.6,34302,73904,0,0,0,0,62,173,286,136,456,66.4,448,751,0,585,32.0,0,38.5,1953,4.50,447,0,66.6,41901,2808,19,1978,7291,1877,79.6,0,46393,77379,0,0,0,0,151,225,107,31.6,260,41.1,253,472,0,701,26.0,0,19,172,4.37,249,0,41.5,27310,118,38.5,198,1138,1862
2023-03-21 05:54:00,0,80.4,24999,53616,0,0,0,0,0,173,289,130,452,66.4,448,38.5,0,586,32.3,0,38.5,1742,4.27,449,0,66.3,41887,2893,19,1754,6776,1083,80.4,0,35521,63422,0,0,0,0,0,225,117,30.3,257,41.1,259,19,0,701,26.2,0,19,190,4.13,256,0,41.5,20316,129,38.9,203,1118,1079
2023-03-21 05:56:00,0,76.0,22440,50861,0,0,0,0,0,173,284,124,454,65.7,453,38.5,0,586,32.5,0,38.9,1933,4.27,449,0,65.8,41885,1098,19,1949,7145,1873,76.0,0,36306,63155,0,0,0,0,0,225,104,29.0,254,40.3,259,19,0,701,26.4,0,19,194,4.13,256,0,40.6,16962,102,38.5,219,1105,1863
2023-03-21 05:58:00,0,77.8,32297,61362,0,0,0,0.389,0,171,285,124,454,65.7,459,38.5,0,585,32.5,0,38.5,1963,4.50,450,0,65.9,41976,298,19,1976,7205,1874,77.8,0,36385,62981,0,0,0,0,0,227,106,29.0,254,40.6,254,19,0,701,26.4,0,19,172,4.37,252,0,40.3,26845,87.3,38.5,192,1091,1868
2023-03-21 06:00:00,0,78.2,27489,80724,0,0,0.389,0.389,62,171,285,130,455,66.1,446,751,0,586,32.3,0,38.5,1704,4.97,439,0,65.7,41856,82.7,19,1720,6674,1081,78.2,0,58936,89003,0,0,0,0,151,226,112,30.3,255,40.6,250,471,0.389,701,26.2,0,19,151,4.83,247,0,41.4,20000,82.9,38.5,190,1068,1073
2023-03-21 06:02:00,0,84.4,38003,92124,0,0,0.389,0,62,173,291,124,456,66.9,437,751,0,588,32.0,0,38.5,1978,4.50,449,0,65.8,41900,288,19,2010,7158,1874,84.4,0,59762,91056,0,0,0,0,151,225,114,29.0,254,41.8,247,471,0.389,698,26.0,0,19,171,4.37,251,0,42.1,29757,74.2,38.5,219,1095,1863
2023-03-21 06:04:00,0,79.3,25234,53725,0,0,0,0,0,176,289,130,456,66.4,447,38.5,0,588,32.3,0,38.5,1799,4.27,448,0,65.8,41867,152,19,1819,6876,1348,79.3,0,35802,61327,0,0,0,0,0,223,121,30.3,256,41,251,19,0,699,26.2,0,19,165,4.52,250,0,41.0,20279,75.8,38.5,184,1118,1338
2023-03-21 06:06:00,0,77.1,25138,55756,0,0,0,0,0,173,15616,124,454,66.1,448,38.5,0,588,32.5,0,38.5,3386,4.27,450,0,65.7,41799,224,19,2155,21395,4433,77.1,0,36606,97300,0,0,0,0,0,225,692,29.0,254,40.6,253,19,0,700,26.4,0,19,276,4.52,251,0,41.4,19314,78.4,38.5,226,2381,2333
2023-03-21 06:08:00,0,80.4,36206,68341,0,0,0,0,0,173,30949,136,453,66.1,446,38.5,0,587,32.5,0,38.5,3973,4.27,451,0,65.7,41960,287,19,2478,23184,5031,80.4,0,37054,117086,0,0,0,0,0,225,1204,31.6,252,40.3,249,19,0,702,26.4,0,19,311,4.13,254,0,41,30077,74.2,38.5,247,2453,2689
2023-03-21 06:10:00,0,79.6,26194,79336,0,0,0,0,62,171,296,130,456,66.1,448,751,0,586,32.3,0,38.5,1754,4.27,449,0,65.8,41868,80.2,19,1770,6845,1073,79.6,0,58700,89377,0,0,0,0,152,226,117,30.3,256,40.3,252,471,0,700,26.2,0,19,210,4.13,251,0,41.4,18694,75.5,38.5,222,1150,1070
2023-03-21 06:12:00,0.389,79.3,36711,90785,0,0,0,0,62.4,173,296,136,456,65.8,452,751,0,581,32.3,0,38.5,1948,4.27,449,0,66.1,41935,287,19,1975,7224,1873,79.3,0.389,59543,90876,0,0,0,0,152,226,116,31.6,256,40.3,262,471,0,700,26.2,0,19,208,4.13,251,0,41.4,28447,75.3,38.5,237,1174,1862
2023-03-21 06:14:00,0,78.5,25207,53896,0,0,0,0,0,174,288,130,454,66.5,449,38.5,0,581,32.3,0,38.5,1795,4.27,450,0,65.7,41906,151,19,1823,6889,1349,78.5,0,35816,61404,0,0,0,0,0,225,114,30.7,253,40.7,259,19,0,700,26.2,0,19,193,4.13,252,0,40.6,20256,76.2,38.5,231,1143,1339
2023-03-21 06:16:00,0,73.8,32818,62018,0,0,0,0,0,175,280,129,453,66.5,448,38.5,0,587,32.0,0,38.5,1834,4.27,450,0,65.7,42000,152,19,1853,6981,1348,73.8,0,35885,61364,0,0,0.389,0.389,0,225,102,30.3,252,40.7,252,19,0,700,26.0,0,19,200,4.13,251,0,40.6,27878,76.6,38.5,226,1137,1337
2023-03-21 06:18:00,0,74.9,25791,54441,0,0,0,0,0,173,285,130,456,65.7,446,38.5,0.389,587,32.0,0,38.5,1973,4.27,451,0,66.9,41885,287,19,1985,7177,1873,74.9,0,36313,62628,0,0,0,0,0,226,107,30.3,256,40.3,250,19,0,700,26.0,0,19,214,4.13,253,0,42.2,20323,75.0,38.5,229,1118,1867
2023-03-21 06:20:00,0,78.5,22983,59970,0,0,0,0,0,175,284,130,455,65.7,451,38.5,0,586,32.3,0,38.5,1728,4.27,450,0,66.8,41892,80.5,19,1755,6736,1071,78.5,0,43446,69521,0,0,0,0,0,222,111,30.3,254,40.7,257,19,0,700,26.2,0,19,197,4.13,253,0,41.5,17525,75.5,38.5,230,1154,1070
2023-03-21 06:22:00,0,77.4,35668,89674,0,0,0,0,62,174,282,136,454,65.7,449,751,0,588,32.5,0,38.5,1954,4.73,448,0,66.0,41965,297,19,1978,7283,1873,77.4,0,59644,90364,0,0,0,0,152,224,104,31.6,254,40.3,255,472,0,698,26.4,0,19,198,4.60,249,0,40.6,27403,80.6,38.5,230,1167,1867
2023-03-21 06:24:00,0,80.4,25343,54015,0,0,0,0,0,175,285,130,452,65.7,445,38.9,0,587,32.3,0,38.5,1889,4.97,447,0,65.9,41900,215,19,1902,7038,1610,80.4,0,36068,61434,0,0.389,0,0,0,225,106,30.3,252,40.3,249,19,0,698,26.2,0,19,207,4.83,249,0,40.3,20137,73.9,38.5,225,1133,1598
2023-03-21 06:26:00,0,76.3,34767,64200,0,0,0,0,0,172,287,124,455,65.7,451,38.9,0,588,32.3,0,38.5,1798,4.73,450,0,66.6,41934,2461,19,1830,6928,1348,76.3,0,35839,63034,0,0.389,0,0,0,226,110,29.0,255,40.3,255,19,0,699,26.2,0,19,201,4.60,253,0,41.5,29838,108,38.5,232,1142,1340
2023-03-21 06:28:00,0,80.4,25792,54488,0,0,0,0,0,174,289,124,443,65.8,447,38.5,0,587,32.3,0,38.5,1957,4.50,447,0,67.6,41859,2812,19,1975,7241,1879,80.4,0,36301,64890,0,0,0,0,0,225,115,29.0,248,40.3,251,19,0,699,26.2,0,19,199,4.37,249,0,44.0,20334,116,38.5,225,1161,1871
2023-03-21 06:30:00,0,85.5,24079,52515,0,0,0,0,0,173,294,124,447,65.8,450,38.5,0,589,32.3,0,38.5,1740,4.50,448,0,65.8,41827,297,19.4,1761,6743,1079,85.5,0,35500,60653,0,0,0,0,0,226,116,29.0,247,40.6,249,19,0,698,26.2,0,19,184,4.37,250,0,41.4,19395,86.3,38.5,213,1125,1071
2023-03-21 06:32:00,0,86.2,38337,92516,0,0,0,0,62,173,288,124,454,65.7,452,750,0,587,32.0,0,38.5,1939,4.27,447,0,65.7,41938,295,19.4,1964,7180,1874,86.2,0,59846,90515,0,0,0,0,152,226,114,33.9,254,40.6,252,471,0,701,26.0,0,19,174,4.13,249,0,41.4,30076,79.1,38.5,188,1116,1864
2023-03-21 06:34:00,0,82.2,24325,52792,0,0.389,0,0,0,173,291,129,455,66.1,451,38.5,0,586,32.3,0,38.5,1970,4.27,450,0,65.7,41857,579,19,1990,7209,1879,82.2,0,36309,62746,0,0,0,0,0,225,112,30.3,260,40.6,263,19,0,701,26.2,0,19,168,4.13,253,0,41.4,18846,86.9,38.5,179,1127,1868
2023-03-21 06:36:00,0,73.4,33284,62376,0,0,0,0,0,174,292,136,454,65.7,447,38.5,0,586,32.3,0,38.5,1739,4.27,447,0,65.7,41965,373,19,1759,6802,1081,73.4,0,35597,63400,0,0,0,0,0,224,120,31.6,259,40.3,251,19,0,700,26.2,0,19,163,4.13,249,0,40.6,28632,87.4,38.5,182,1073,1072
2023-03-21 06:38:00,0,74.9,25754,54335,0,0,0,0,0,173,293,130,454,65.7,445,38.5,0,586,32.5,0,38.5,1940,4.27,450,0,65.7,41863,1636,19,1958,7219,1876,74.9,0,36315,64785,0,0,0,0,0,225,120,30.3,254,40.3,250,19.4,0,701,26.4,0,19,155,4.13,251,0,40.3,20277,96.9,38.5,184,1108,1861
2023-03-21 06:40:00,0,77.4,28754,57588,0,0,0,0,0,173,289,124,460,65.7,446,38.5,0,587,32.3,0.389,38.5,1734,4.27,451,0,65.7,41892,1935,19,1758,6688,1081,77.4,0,35541,62169,0,0,0,0,0,226,112,29.0,262,40.3,249,19,0,699,26.2,0,19.4,151,4.13,254,0,41,24072,104,38.5,175,1100,1077
2023-03-21 06:42:00,0,79.3,28613,82070,0,0,0,0,62,173,284,130,454,65.7,447,751,0,582,31.8,0,38.5,1960,4.27,450,0.389,66.2,41856,820,19,1984,7190,1878,79.3,0,59658,90941,0.389,0,0,0,151,225,112,30.3,259,40.3,256,471,0,700,25.7,0,19,174,4.13,252,0.389,41.5,20341,96.3,38.5,205,1108,1865
2023-03-21 06:44:00,0,77.8,24180,57484,0.389,0,0,0,62,173,286,130,454,65.3,449,751,0,580,32.2,0,38.5,1944,4.27,447,0,65.8,41898,1888,19,1960,7166,1868,77.8,0,41245,69925,0,0,0,0,151,225,112,30.3,254,39.9,259,471,0,701,25.7,0,19,190,4.13,254,0,40.6,17676,99.6,38.5,214,1121,1861
2023-03-21 06:46:00,0,79.3,32121,61186,0,0,0,0,0,172,287,119,454,65.3,445,38.5,0,582,31.8,0,38.5,1740,4.27,451,0,65.7,41951,78.7,19,1824,6864,1068,79.3,0,35580,60662,0,0,0,0,0,225,108,27.7,254,40.3,249,19,0,705,25.7,0,19,163,4.13,254,0,40.6,27452,74.4,38.5,214,1147,1073
2023-03-21 06:48:00,0,81.1,25642,54227,0,0,0,0,0,172,287,119,456,65.7,448,38.5,0,584,32.0,0,38.5,1964,4.66,451,0,65.8,41865,295,19,1992,7279,1873,81.1,0,36308,62796,0,0,0,0,0,224,115,27.7,256,41,253,19,0,702,26.0,0,19,181,4.13,253,0,40.3,20174,79.9,38.5,206,1132,1874
2023-03-21 06:50:00,0,74.5,33637,62774,0,0,0,0,0,173,285,130,455,65.7,451,38.5,0,585,32.3,0,38.5,1727,4.66,448,0,65.5,41958,72.8,19,1744,6720,1071,74.5,0,35568,61114,0,0,0,0,0,225,113,30.3,255,40.3,256,19,0,702,26.2,0,19,182,4.13,249,0,39.9,28978,77.3,38.5,208,1093,1073
2023-03-21 06:52:00,0,75.2,28351,81595,0,0,0,0,62,172,289,129,453,65.7,445,751,0,585,32.0,0,38.9,1895,4.27,450,0,65.7,41845,223,19,1908,7133,1601,75.2,0,59263,90204,0,0,0,0,151,226,118,30.3,252,40.3,249,472,0,702,26.0,0,19,177,4.13,251,0,41,20342,77.3,38.5,198,1119,1598
2023-03-21 06:54:00,0,78.2,27867,78321,0,0,0,0,62,173,291,136,454,66.1,450,751,0,587,32.3,0,38.9,1958,4.27,451,0,65.8,41893,295,19,1965,7187,1876,78.2,0,57061,87420,0,0,0,0,151,225,113,31.6,254,40.6,255,472,0,699,26.2,0.389,19,163,4.13,254,0,41.7,19831,79.1,38.5,195,1125,1866
