"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc08f9bbcf2cc2)","Transmit Total (lxc18b2a9fae4e6)","Transmit Total (lxc2d0cb026a340)","Transmit Total (lxc32ecf1ec23fa)","Transmit Total (lxc38d81bba1941)","Transmit Total (lxc536989e0bbe0)","Transmit Total (lxc7b55c12eff69)","Transmit Total (lxc815054fad3e3)","Transmit Total (lxc896636513d9b)","Transmit Total (lxc898970f2c474)","Transmit Total (lxc89bd03f98afc)","Transmit Total (lxc98325d012b94)","Transmit Total (lxc9a6f6d3b6e50)","Transmit Total (lxc9e5774929ec6)","Transmit Total (lxc_health)","Transmit Total (lxcb1aea5f13203)","Transmit Total (lxcc010f2457e82)","Transmit Total (lxcc255ada0b5e4)","Transmit Total (lxcc306a8298bc0)","Transmit Total (lxcd67315019948)","Transmit Total (lxcd95baf1a2e26)","Transmit Total (lxcdcee95369ec3)","Transmit Total (lxce37cface0780)","Transmit Total (lxcedcc30932457)","Transmit Total (lxcf1e7004cd84c)","Transmit Total (lxcf2b5505183fa)","Transmit Total (lxcf31ee673b547)","Transmit Total (lxcf97c652df312)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc08f9bbcf2cc2)","Receive Total (lxc18b2a9fae4e6)","Receive Total (lxc2d0cb026a340)","Receive Total (lxc32ecf1ec23fa)","Receive Total (lxc38d81bba1941)","Receive Total (lxc536989e0bbe0)","Receive Total (lxc7b55c12eff69)","Receive Total (lxc815054fad3e3)","Receive Total (lxc896636513d9b)","Receive Total (lxc898970f2c474)","Receive Total (lxc89bd03f98afc)","Receive Total (lxc98325d012b94)","Receive Total (lxc9a6f6d3b6e50)","Receive Total (lxc9e5774929ec6)","Receive Total (lxc_health)","Receive Total (lxcb1aea5f13203)","Receive Total (lxcc010f2457e82)","Receive Total (lxcc255ada0b5e4)","Receive Total (lxcc306a8298bc0)","Receive Total (lxcd67315019948)","Receive Total (lxcd95baf1a2e26)","Receive Total (lxcdcee95369ec3)","Receive Total (lxce37cface0780)","Receive Total (lxcedcc30932457)","Receive Total (lxcf1e7004cd84c)","Receive Total (lxcf2b5505183fa)","Receive Total (lxcf31ee673b547)","Receive Total (lxcf97c652df312)"
2023-03-20 20:04:00,0,77.4,26642,79814,0,0,0.389,0,62,178,283,136,454,65.0,451,751,0,589,31.6,0,38.5,1895,4.27,447,0,66.1,41828,1881,19,1921,7066,1879,77.4,0,59652,93671,0,0,0,0,153,224,110,31.6,254,39.5,261,472,0,698,25.5,0,19,157,4.13,249,0,41,18360,98.5,38.5,166,1076,1868
2023-03-20 20:06:00,0,75.6,34232,65465,0,0,0,0,0,177,15611,130,455,65.7,449,38.5,0,586,31.6,0,38.5,3438,4.27,447,0,65.8,41919,297,19,2201,21511,4690,75.6,0,36958,98747,0,0,0,0,0,224,596,30.3,255,40.3,254,19,0,695,25.5,0,19,262,4.13,249,0,40.3,28178,79.1,38.5,213,2362,2592
2023-03-20 20:08:00,0,76.0,25572,56121,0,0,0,0,0,176,15618,136,454,66.1,446,38.5,0,582,31.8,0,38.5,3263,4.27,450,0,65.7,41855,80.9,19,1992,21160,3893,76.0,0,36116,96407,0,0,0,0.389,0,223,598,32.0,254,40.3,250,19,0,699,25.7,0,19,303,4.13,253,0,40.3,20282,75.1,38.5,224,2328,1797
2023-03-20 20:10:00,0,78.5,33334,63085,0,0,0,0,0,177,15500,129,452,66.1,447,38.5,0,587,32.3,0,38.5,2456,4.27,450,0,65.7,41895,287,19,2208,8753,2213,78.5,0,36404,82967,0,0,0,0.389,0,225,526,30.7,257,40.3,257,19,0,701,26.2,0,19,211,4.13,257,0,41,27790,74.6,38.5,229,1166,1961
2023-03-20 20:12:00,0,80.4,26976,74808,0,0,0,0,0,178,292,119,452,65.8,449,38.5,0,589,32.3,0,38.5,1810,4.27,448,0,65.7,41879,152,19,1825,6963,1348,80.4,0,53439,82976,0,0,0,0,0,224,113,27.7,252,40.6,261,19,0,699,26.2,0,19,198,4.13,255,0,40.6,20358,76.9,38.5,224,1155,1343
2023-03-20 20:14:00,0,77.1,24972,78245,0,0,0,0,62,178,293,124,455,65.8,448,751,0.389,586,32.3,0,38.5,1798,4.73,449,0,65.8,41854,153,19,1828,6901,1333,77.1,0,59194,90036,0,0,0,0,152,223,109,29.0,255,40.6,253,471,0,702,26.2,0,19,186,4.60,251,0,41.4,17220,76.9,38.5,226,1130,1338
2023-03-20 20:16:00,0,81.8,32570,61703,0,0.389,0,0,0,180,296,124,454,66.1,446,38.5,0.389,586,32.3,0,38.5,1945,4.97,452,0,65.8,41856,287,19,1962,7197,1874,81.8,0,36309,63234,0,0,0.389,0,0,219,113,29.0,255,40.7,250,19,0,702,26.2,0,19,202,4.83,254,0,41.7,27121,74.6,38.5,227,1141,1864
2023-03-20 20:18:00,0,78.9,24705,53228,0,0.389,0,0,0,181,294,124,457,66.1,447,38.5,0,584,32.5,0,38.5,1744,4.97,450,0,65.7,41881,80.1,19,1741,6801,1082,78.9,0,35550,60745,0,0,0.389,0,0,221,122,29.0,253,40.7,251,19,0,703,26.4,0,19,202,4.83,252,0,40.6,20023,75.5,38.5,208,1136,1073
2023-03-20 20:20:00,0,75.6,35214,64590,0,0,0,0,0,178,288,124,459,65.7,450,38.5,0,588,32.3,0,38.5,1932,4.97,449,0,65.8,41917,289,19.4,1951,7142,1882,75.6,0,36354,63650,0,0,0,0,0,224,110,29.0,254,40.6,256,19,0,700,26.2,0,19,194,4.83,250,0,40.3,29774,82.8,38.5,228,1128,1867
2023-03-20 20:22:00,0,80.7,25664,55574,0,0,0,0,0,178,290,124,455,65.7,446,38.5,0,587,32.0,0,38.5,1857,4.97,436,0,66.1,41832,223,19,1879,7093,1614,80.7,0,37295,63707,0,0,0,0,0,222,109,29.0,255,40.3,251,19,0,699,26.0,0,19,186,4.83,244,0,40.3,20342,77.7,38.5,216,1125,1602
2023-03-20 20:24:00,0,80.7,26790,79950,0,0,0,0,62,178,293,130,455,65.7,447,751,0,587,31.6,0,38.5,1710,4.97,450,0,65.6,41832,80.9,19,1729,6739,1082,80.7,0,58783,89518,0,0,0,0,154,221,118,30.3,255,40.6,252,472,0,701,25.5,0,19,184,4.83,253,0,40.6,19293,75.5,38.5,208,1115,1078
2023-03-20 20:26:00,0,81.8,35509,64962,0,0,0,0,0,176,284,113,456,65.7,449,38.9,0,587,31.6,0.389,38.5,1941,4.97,449,0,66.3,41951,580,19,1963,7187,1875,81.8,0,36378,63895,0,0,0,0,0,224,105,26.3,255,40.3,254,19,0,701,25.5,0,19,198,4.83,251,0.389,41.7,30058,87.7,38.5,226,1154,1862
2023-03-20 20:28:00,0,79.6,23867,52443,0.389,0,0,0,0,176,284,129,453,65.7,450,38.5,0,587,32.0,0,38.5,1726,4.50,447,0.389,65.7,41926,1713,19,1749,6797,1080,79.6,0,35584,62487,0,0,0,0,0,224,105,30.3,252,40.3,261,19,0,701,26.0,0,19,196,4.37,250,0,41.4,19175,105,38.5,232,1151,1071
2023-03-20 20:30:00,0,77.8,34367,63695,0,0,0,0,0,177,288,119,456,65.7,437,38.5,0,586,32.7,0,38.5,1961,4.27,450,0,65.7,41974,298,19,1972,7167,1870,77.8,0,36399,63581,0,0,0,0,0,224,116,27.7,255,40.3,251,19,0,700,26.2,0,19,213,4.13,253,0,40.6,28915,78.8,38.5,237,1119,1862
2023-03-20 20:32:00,0,86.2,25776,54415,0,0,0,0,0,177,286,118,443,65.7,435,38.5,0,586,32.7,0,38.5,1965,4.27,448,0,65.3,41907,289,19,1979,7215,1867,86.2,0,36336,63082,0.389,0,0,0,0,225,107,27.7,249,40.3,245,19,0,700,26.2,0,19,202,4.13,250,0,40.3,20315,73.9,38.5,215,1126,1866
2023-03-20 20:34:00,0,78.5,26127,79281,0,0,0,0,62,176,290,130,456,65.7,450,750,0,591,32.3,0,38.5,1734,4.27,450,0,65.7,41880,81.6,19,1753,6780,1072,78.5,0,58807,89583,0.389,0,0,0,151,224,117,30.3,255,40.3,255,470,0,697,26.2,0,19,189,4.13,251,0,41,18640,74.7,38.5,219,1119,1079
2023-03-20 20:36:00,0,74.5,25815,54483,0,0,0,0,0,177,288,124,455,65.8,447,38.5,0,583,32.3,0,38.5,1938,4.27,450,0,66.5,41818,2598,19,1954,7210,1864,74.5,0,36264,66124,0,0,0,0,0,224,114,29.0,254,40.3,252,19,0,698,26.2,0,19,196,4.13,253,0,41.5,20351,108,38.5,225,1123,1869
2023-03-20 20:38:00,0,75.2,22861,51254,0,0,0,0,0,176,287,130,456,65.8,447,38.5,0,583,32.3,0,38.5,1719,4.50,451,0,66.2,41845,80.1,19,1750,6839,1072,75.2,0,35505,65472,0,0,0,0,0,225,109,30.3,256,41,251,19,0,697,26.2,0,19,189,4.37,253,0,41.5,18181,74.7,38.5,224,1102,1074
2023-03-20 20:40:00,0,77.1,33380,62601,0,0,0,0,0,176,286,147,456,66.1,448,38.5,0,587,32.3,0,38.5,1941,4.73,448,0,65.8,41926,296,19,1968,7120,1871,77.1,0,36367,70180,0,0,0,0,0,224,114,34.2,256,41.7,254,19,0,699,26.2,0,19,194,4.60,250,0,41,27937,79.9,38.5,229,1106,1866
2023-03-20 20:42:00,0,72.7,25672,54384,0,0,0,0,0,177,293,130,456,66.1,450,38.5,0,589,32.0,0,38.5,1954,4.50,449,0,66.1,41846,1882,19,1964,7225,1872,72.7,0,36285,71630,0,0,0,0,0,223,120,30.3,257,41,256,19,0,699,26.0,0,19.4,209,4.37,251,0,40.6,20211,100,38.5,231,1151,1869
2023-03-20 20:44:00,0.389,84.1,35385,89240,0,0,0,0,62,177,283,124,453,66.1,445,751,0,589,32.0,0,38.5,1728,5.36,449,0,66.0,41892,80.1,19,1738,6720,1074,84.1,0.389,58878,96156,0,0,0,0,151,222,104,29.0,252,41.4,248,472,0,700,26.0,0,19,198,4.83,251,0,40.6,27899,75.5,38.5,216,1095,1080
2023-03-20 20:46:00,0,86.6,27856,72319,0,0,0,0,62,180,282,118,452,66.4,448,751,0,586,32.3,0,38.5,1926,4.97,449,0,65.7,41869,812,19,2004,7151,1874,86.6,0,51422,87322,0,0,0,0,152,223,110,27.7,252,41.4,253,472,0,701,26.2,0,19,191,4.83,251,0,41,20377,96.3,38.5,241,1110,1864
2023-03-20 20:48:00,0,80.4,24616,53171,0,0,0,0,0,178,290,119,456,65.7,451,38.5,0,588,32.3,0,38.5,1731,4.50,449,0,65.3,41865,72.1,19,1748,6794,1081,80.4,0,35508,62419,0,0,0,0,0,224,110,32.6,261,40.6,262,19.4,0,699,26.2,0,19,196,4.37,251,0,39.9,19949,69.8,38.5,227,1152,1069
2023-03-20 20:50:00,0,75.6,35573,64979,0,0,0,0,0.389,178,288,129,456,65.7,445,38.5,0,590,32.3,0,38.9,1954,4.27,449,0,65.8,41981,297,19,1963,7156,1882,75.6,0,36389,63950,0,0,0,0,0,224,109,35.2,260,41.0,249,19,0,698,26.2,0,19,207,4.13,251,0,40.6,30146,80.2,38.5,228,1130,1866
2023-03-20 20:52:00,0,77.8,24480,53015,0,0,0,0.389,0,177,290,124,452,65.8,447,38.5,0,586,32.3,0,38.5,1930,4.27,448,0,65.8,41883,506,19,1948,7238,1880,77.8,0,36319,63549,0,0,0,0,0,224,118,29.0,251,40.3,251,19,0,701,26.2,0,19,194,4.52,250,0,41.4,19008,87.6,38.5,220,1115,1863
2023-03-20 20:54:00,0,77.1,36235,90230,0,0,0,0,62,177,290,112,453,65.8,450,751,0,585,32.3,0,38.5,1728,4.27,452,0,65.7,41904,80.9,19,1779,6759,1080,77.1,0,58897,89513,0,0.389,0,0,152,223,113,26.3,252,40.6,255,471,0.389,700,26.2,0.389,19,183,4.13,254,0,40.6,28764,75.1,38.5,238,1152,1073
2023-03-20 20:56:00,0,86.2,28556,82003,0,0,0,0,62,176,283,124,457,65.3,445,751,0,588,32.3,0,38.5,1949,4.27,439,0,65.7,41894,296,19,1988,7185,1877,86.2,0,59681,91113,0,0.389,0,0,152,223,105,29.0,257,40.6,249,471,0.389,700,26.2,0.389,19,197,4.13,246,0,41,20289,79.5,38.5,238,1155,1873
2023-03-20 20:58:00,0,85.1,23450,51813,0,0,0,0,0,176,287,125,457,65.8,450,38.5,0,586,32.0,0,38.5,1726,4.73,436,0,65.8,41834,73.9,19,1738,6739,1084,85.1,0,35497,61063,0,0,0,0,0,224,113,29.0,263,40.3,265,19,0,701,26.0,0,19,189,4.60,243,0,41.4,18763,76.5,38.5,208,1088,1076
2023-03-20 21:00:00,0,82.2,29321,58068,0,0,0.389,0,0,177,286,125,454,66.4,449,38.5,0,585,31.6,0,38.5,1855,4.97,448,0,65.8,41895,228,19,1880,6929,1607,82.2,0,36080,62116,0,0,0,0,0,224,109,29.0,259,41,264,19,0,701,25.5,0,19,159,4.83,254,0,40.3,24130,85.8,38.9,190,1064,1596
2023-03-20 21:02:00,0,81.5,23947,52438,0,0,0.389,0,0,177,288,124,454,66.4,447,38.5,0,587,31.8,0,38.5,1937,4.73,450,0,65.8,41825,296,19,1961,7154,1877,81.5,0,36281,63435,0,0,0,0,0,224,111,29.0,254,41,251,19,0,700,25.7,0,19,190,4.60,258,0,40.3,18472,79.9,38.9,212,1132,1869
2023-03-20 21:04:00,0,78.2,34366,79789,0,0,0,0,0,177,289,130,455,66.4,449,38.5,0,587,32.3,0,38.5,1729,4.27,450,0,65.4,41955,363,19,1751,6768,1083,78.2,0,50511,79698,0,0,0,0,0,222,115,30.3,255,41,255,19,0,701,26.2,0,19,188,4.13,251,0,39.9,28271,82.9,38.5,221,1138,1074
2023-03-20 21:06:00,0,77.4,28574,81886,0,0,0,0,62,177,285,130,454,66.0,447,751,0,583,32.3,0,38.5,1946,4.27,449,0,65.5,41869,588,19,1948,7204,1877,77.4,0,59553,91335,0,0,0,0,152,223,108,30.3,254,41,251,471,0,700,26.2,0,19,195,4.13,250,0,39.9,20304,92.6,38.5,210,1132,1865
2023-03-20 21:08:00,0,79.3,32808,61928,0,0,0,0,0,177,287,124,452,65.7,447,38.5,0,584,32.3,0,38.5,1863,4.27,447,0,65.7,41892,213,19,1882,7117,1607,79.3,0,36078,62817,0,0,0,0,0,223,108,29.4,252,40.3,255,19,0,698,26.2,0,19,195,4.13,249,0,40.6,27627,73.5,38.5,219,1134,1596
2023-03-20 21:10:00,0,75.6,25299,53767,0,0,0,0,0,176,288,119,440,65.7,448,38.5,0.389,587,32.3,0,38.5,1785,4.27,449,0,65.8,41851,153,19,1800,6821,1345,75.6,0,35778,61186,0,0,0,0.389,0,224,110,27.7,245,40.3,257,19,0,700,26.2,0,19,185,4.13,252,0,40.6,20351,76.9,38.5,208,1077,1334
2023-03-20 21:12:00,0,80.4,22690,51102,0,0,0,0,0,176,291,124,457,66.5,435,38.5,0,589,32.0,0,38.5,1933,4.27,449,0,65.8,41862,295,19,1941,7176,1880,80.4,0,36323,62924,0,0,0,0,0,224,117,29.0,257,41.1,245,19,0,700,26.0,0,19,198,4.13,251,0,40.6,17190,79.9,38.5,213,1127,1873
2023-03-20 21:14:00,0,76.0,31810,60908,0,0.389,0,0,0,180,288,124,456,65.7,447,38.5,0,589,31.6,0,38.5,1711,4.27,451,0,65.7,41929,71.0,19,1740,6745,1085,76.0,0,35573,61006,0,0,0,0,0,223,116,29.0,256,40.3,252,19,0,700,25.5,0,19,196,4.13,253,0,40.6,27128,70.6,38.5,218,1117,1083
2023-03-20 21:16:00,0,76.7,28341,81768,0,0,0,0,62,176,286,118,458,65.7,451,751,0,586,31.6,0,38.5,1923,4.50,453,0,65.7,41890,297,19,1947,7164,1880,76.7,0,59659,91553,0,0,0,0,151,225,108,27.7,252,40.6,255,472,0,703,25.5,0,19,192,4.37,254,0,40.3,20041,80.2,38.5,221,1134,1866
2023-03-20 21:18:00,0,83.7,33313,62577,0,0,0,0,0,177,286,130,465,66.3,447,38.5,0,586,32.0,0,38.5,1928,4.50,451,0,65.3,41924,296,19.4,1945,7150,1879,83.7,0,36377,63435,0,0,0,0,0,226,113,30.3,257,41.4,253,19,0,702,26.0,0,19,192,4.37,254,0,41.4,27844,79.9,38.5,222,1117,1864
2023-03-20 21:20:00,0,80,24965,53570,0,0,0,0,0,178,284,124,460,66.3,444,38.5,0,585,32.3,0,38.5,1730,4.97,449,0,65.4,41839,1413,19.4,1745,6736,1079,80,0,35503,62003,0,0,0,0,0,224,105,29.0,256,41,248,19,0,702,26.2,0,19,196,4.83,251,0,41.4,20281,88.7,38.5,218,1144,1068
2023-03-20 21:22:00,0,77.8,25571,54257,0,0,0,0,0,176,295,130,453,65.3,450,38.5,0,586,32.3,0,38.5,1947,4.73,450,0,65.7,41864,1637,19,1968,7292,1882,77.8,0,36316,64861,0,0,0.389,0,0,225,117,30.3,252,39.9,255,19,0,700,26.2,0,19,205,4.60,251,0,41.4,20117,97.2,38.5,227,1153,1873
2023-03-20 21:24:00,0,72.7,34750,63983,0,0,0,0,0,174,293,130,452,65.3,449,38.5,0,591,32.3,0.389,38.5,1730,4.27,449,0,65.7,41940,70.6,19,1744,6769,1081,72.7,0,35570,61120,0,0,0.389,0,0,224,121,30.3,252,39.9,254,19,0,695,26.2,0,19,191,4.13,252,0,40.6,30107,70.2,38.5,209,1121,1072
2023-03-20 21:26:00,0,71.6,27699,81063,0,0,0,0,62,176,283,130,455,65.7,447,751,0,590,32.7,0.389,38.5,1945,4.27,451,0,65.8,41877,333,19,1957,7190,1874,71.6,0,59608,91092,0,0,0,0,153,224,103,30.3,254,40.6,251,472,0,697,26.2,0,19,200,4.13,254,0,40.6,19418,92.8,38.5,225,1155,1862
2023-03-20 21:28:00,0,77.8,35431,66623,0,0,0,0,62,177,287,124,461,65.8,449,751,0,587,32.7,0,38.5,1948,4.50,447,0,65.7,41946,337,19,1966,7197,1867,77.8,0,38587,67118,0,0,0,0,153,224,107,29.0,256,40.3,260,472,0,701,26.2,0,19,193,4.37,250,0,41,29200,102,38.5,231,1145,1864
2023-03-20 21:30:00,0,80,25001,53541,0.389,0,0,0,0,178,295,129,459,65.8,448,38.9,0,586,32.3,0,38.5,1734,4.97,447,0,65.8,41835,293,19,1751,6718,1068,80,0,35490,60831,0,0,0,0,0,224,121,30.3,254,40.4,251,19,0,701,26.2,0,19,200,4.83,249,0.389,41,20325,90.7,38.5,224,1114,1069
2023-03-20 21:32:00,0,75.6,24404,52936,0,0,0,0,0,178,289,136,452,65.7,445,38.5,0,588,32.3,0,38.5,1942,4.73,449,0.389,65.7,41853,514,19,1957,7200,1874,75.6,0,36301,63497,0.389,0,0,0,0,223,110,31.6,252,40.6,249,19,0,700,26.2,0,19,196,4.60,251,0,40.6,18934,91.4,38.5,221,1138,1872
2023-03-20 21:34:00,0,75.6,28773,57546,0,0,0,0,0,179,284,130,454,65.7,447,38.5,0,587,32.6,0,38.5,1720,4.27,439,0,65.7,41841,2378,19.0,1741,6752,1080,75.6,0,35504,63658,0,0,0,0,0,223,109,30.3,254,41.4,251,19.0,0,700,26.6,0,19.0,172,4.13,247,0,41.0,24106,105,38.5,202,1134,1079
2023-03-20 21:36:00,0,75.2,26576,79833,0,0,0,0,62,179,290,130,455,65.7,448,751,0,587,32.3,0,38.5,1943,4.27,452,0,65.8,41829,2402,19,1965,7170,1876,75.2,0,59660,93379,0,0,0,0,151,222,114,30.3,261,41,253,472,0,699,26.2,0,19,168,4.13,254,0,41,18291,116,38.5,199,1090,1864
2023-03-20 21:38:00,0,83.7,35891,84815,0,0,0,0,62,178,290,130,452,65.7,445,751,0,586,31.8,0,36.4,1943,4.27,453,0,65.8,41970,296,17.9,1955,7235,1868,83.7,0,55150,85946,0,0,0,0,151,223,109,36.0,252,40.6,250,472,0,697,25.7,0,17.9,170,4.13,250,0,41,28077,80.6,36.4,187,1080,1863
2023-03-20 21:40:00,0,81.5,24987,53561,0,0,0,0,0,180,284,136,454,65.7,447,38.5,0,588,32.0,0,36.4,1731,4.27,449,0,66.1,41925,72.1,17.9,1750,6769,1071,81.5,0,35550,60877,0,0,0,0,0,223,111,31.6,253,41,251,19,0,699,26.0,0,18.3,196,4.13,251,0,41,20313,70.2,36.4,225,1129,1073
2023-03-20 21:42:00,0,80.4,33344,62641,0,0,0,0,0,179,288,124,454,65.8,448,38.5,0,589,32.5,0,38.5,1952,4.27,450,0,65.8,41949,588,19,1967,7231,1867,80.4,0,36365,63805,0,0,0,0,0,221,110,29.0,254,40.3,253,19,0,700,26.4,0,19.4,206,4.13,251,0,40.6,27902,92.2,38.5,228,1170,1861
2023-03-20 21:44:00,0,74.9,25023,53522,0,0,0,0,0,177,291,124,443,65.8,447,38.5,0,587,32.5,0,38.5,1730,4.66,448,0,66.1,41805,80.1,19,1744,6756,1072,74.9,0,35460,61112,0,0,0,0,0,222,109,29.0,248,40.6,251,19.4,0,701,26.4,0,19,190,4.13,249,0,40.6,20349,75.1,38.5,214,1127,1078
2023-03-20 21:46:00,0,75.6,26158,79330,0,0,0,0,62,178,285,130,440,65.8,448,751,0,587,32.3,0,38.5,1874,4.66,451,0,65.7,41834,215,19,1941,7032,1603,75.6,0,59267,91857,0,0,0,0,151,224,111,30.3,245,41,258,472,0,700,26.2,0,19,207,4.13,254,0,41,18145,73.5,38.5,242,1131,1601
2023-03-20 21:48:00,0.389,81.5,36343,90376,0,0,0,0.389,62.4,176,287,130,454,65.7,452,751,0,587,32.3,0,38.5,1937,4.27,451,0,65.3,41971,295,19,1973,7210,1877,81.5,0.389,59650,96208,0,0,0,0,151,224,111,30.3,259,40.6,266,471,0,700,26.2,0,19,184,4.13,258,0,40.6,28088,79.9,38.5,225,1121,1867
2023-03-20 21:50:00,0.389,77.8,24651,53037,0,0,0,0.389,0.389,175,289,124,457,66.0,449,38.5,0,587,32.3,0,38.5,1722,4.27,448,0,65.4,41826,79.4,19,1753,6730,1077,77.8,0.389,35499,64253,0,0,0,0,0,224,112,29.0,256,40.6,254,19,0.389,699,26.2,0.389,19,145,4.52,254,0,40.3,19961,74.7,38.5,183,1078,1067
2023-03-20 21:52:00,0,78.2,34195,63342,0,0,0,0,0,176,296,124,455,66.2,437,38.5,0,590,32.0,0,38.5,1931,4.27,449,0,66.0,41874,286,19,1965,7179,1880,78.2,0,36322,63931,0,0,0,0,0,224,122,29.0,255,40.7,248,19,0.389,699,26.0,0.389,19,150,4.52,250,0,41,28746,75.0,38.5,188,1092,1870
2023-03-20 21:54:00,0,81.1,25292,53713,0,0,0,0,0,176,289,136,454,66.1,448,38.5,0,589,32.0,0,38.9,1794,4.27,449,0,65.7,41825,151,19,1808,6867,1353,81.1,0,35765,62067,0,0,0,0,0,225,123,31.6,254,40.6,253,19,0,699,26.0,0,19,159,4.13,251,0,40.6,20357,76.6,38.5,177,1076,1345
2023-03-20 21:56:00,0,84.4,25872,67306,0,0,0,0,0,175,287,136,453,65.7,447,38.5,0,588,32.3,0,38.5,1790,4.27,454,0,65.7,41873,144,19.0,1798,6912,1344,84.4,0,47808,75967,0,0,0,0,0,225,121,31.6,252,41.0,251,19.0,0,698,26.2,0,19.0,165,4.13,251,0,41.4,19780,71.7,38.5,175,1102,1333
2023-03-20 21:58:00,0,74.5,38317,92451,0,0,0,0,62,175,285,135,455,65.7,447,751,0,585,32.0,0,38.5,1942,4.27,452,0,65.8,41927,295,19,1961,7189,1868,74.5,0,59716,91539,0,0,0,0,152,225,108,31.6,256,40.6,252,472,0,703,26.0,0,19,196,4.13,249,0,41,30045,79.9,38.5,220,1110,1860
2023-03-20 22:00:00,0,72.3,23746,52217,0,0,0,0,0,178,288,124,454,66.4,451,38.5,0,586,31.6,0,38.5,1725,4.27,450,0,65.7,41832,80.9,19,1756,6706,1075,72.3,0,35493,60837,0,0.389,0,0,0,223,110,29.0,254,40.6,257,19,0,703,25.5,0,19,190,4.13,251,0,40.6,19065,74.7,38.5,220,1120,1082
2023-03-20 22:02:00,0,75.6,34296,63681,0,0,0,0,0,178,288,124,454,66.4,446,38.5,0,587,31.8,0,38.5,1988,4.27,450,0,65.4,41958,287,19,2015,7218,1869,75.6,0,36362,63538,0,0,0,0,0,223,110,29.0,254,41,249,19,0,700,25.7,0,19,198,4.13,251,0,40.3,28864,75.0,38.9,234,1127,1871
2023-03-20 22:04:00,0,79.6,25462,53999,0,0,0.389,0,0,178,287,130,455,66.9,446,38.5,0,587,32.0,0,38.5,1869,4.73,450,0,66.1,41863,1561,19,1890,6981,1600,79.6,0,36035,63470,0,0,0,0,0,224,115,30.3,255,41.5,249,19,0,700,26.0,0,19,168,4.60,252,0,41,20254,103,38.5,201,1071,1599
2023-03-20 22:06:00,0,84.8,32592,61689,0,0,0.389,0,0,177,283,130,455,66.1,445,38.5,0.389,587,32.3,0,38.5,1732,4.97,447,0,66.4,41924,80.1,19,1775,6853,1073,84.8,0,35563,61491,0,0,0,0,0,224,104,30.3,255,41,248,19,0,699,26.2,0,19,163,4.83,249,0,41.4,27935,74.7,38.5,225,1114,1076
2023-03-20 22:08:00,0,76.3,28620,82014,0,0,0,0,62,179,281,119,453,65.7,449,752,0.389,585,31.8,0,38.5,1969,4.73,449,0,65.8,41842,288,19,1995,7223,1870,76.3,0,59657,91918,0,0,0,0,152,223,101,28.0,252,41,260,472,0,697,25.7,0,19,180,4.60,252,0,40.6,20359,74.6,38.5,207,1116,1864
2023-03-20 22:10:00,0,80.4,22452,50709,0,0.389,0,0,0,178,293,119,455,66.0,451,38.5,0,590,31.6,0,38.5,1715,4.27,437,0,66.1,41795,80.1,19,1765,6710,1071,80.4,0,35475,60553,0,0,0,0,0,223,120,28.0,254,41,261,19,0,698,25.5,0,19,146,4.13,244,0,41.4,17756,75.1,38.5,192,1098,1071
2023-03-20 22:12:00,0,80.4,33044,62145,0,0.389,0,0,0,180,284,119,454,65.8,449,38.5,0,589,31.6,0,38.5,1942,4.27,448,0,65.3,41895,289,19,1968,7168,1872,80.4,0,36328,63384,0,0,0,0.389,0,223,106,27.7,254,40.6,252,19,0,698,25.5,0,19,192,4.13,249,0,40.3,27601,82.8,38.5,215,1103,1870
2023-03-20 22:14:00,0,73.0,25670,54202,0,0,0,0,0,178,287,130,455,65.8,447,38.5,0,590,31.6,0,38.5,1949,4.27,447,0,65.3,41857,297,19,1962,7144,1877,73.0,0,36304,63179,0,0,0,0.389,0,224,108,30.3,255,40.6,251,19,0,699,25.5,0,19,194,4.13,249,0,40.3,20207,86.6,38.5,213,1109,1863
2023-03-20 22:16:00,0,75.2,31647,60586,0,0,0,0,0,176,284,124,453,66.1,448,38.5,0,588,31.6,0,38.5,1722,4.27,450,0,65.3,41892,80.1,19,1746,6770,1080,75.2,0,35550,61605,0,0,0,0,0,225,110,29.0,252,41,252,19,0,700,25.5,0,19,174,4.13,252,0,40.3,26980,75.5,38.5,203,1098,1071
2023-03-20 22:18:00,0,80,28622,82242,0,0,0,0,62,176,289,130,457,66.4,447,752,0,590,32.0,0,38.5,1941,4.50,450,0,65.3,41888,286,19,1950,7202,1881,80,0,59827,92061,0,0,0,0,150,223,108,30.3,256,41.4,252,472,0,698,26.0,0,19,195,4.37,252,0,41,20340,74.6,38.5,208,1131,1865
2023-03-20 22:20:00,0,71.2,23896,57160,0,0,0,0,62,177,287,129,445,65.8,447,752,0,591,32.3,0,38.5,1723,4.97,449,0,66.1,41832,80.1,19,1750,6740,1082,71.2,0,40570,67476,0,0,0,0,150,224,108,30.3,256,40.3,251,472,0,697,26.2,0,19,168,4.83,251,0,40.6,18153,75.1,38.5,206,1106,1073
