"Time","AVG_resident_memory_bytes","MAX_resident_memory_bytes_max","MIN_resident_memory_bytes_min"
2023-03-11 08:00:00,163977899,164761600,163241984
2023-03-11 08:02:00,166709931,168718336,164950016
2023-03-11 08:04:00,169627648,173424640,167649280
2023-03-11 08:06:00,167056725,169893888,162385920
2023-03-11 08:08:00,167716181,170340352,163647488
2023-03-11 08:10:00,167701163,172212224,161460224
2023-03-11 08:12:00,166708565,173834240,159834112
2023-03-11 08:14:00,169945771,174100480,165232640
2023-03-11 08:16:00,170394965,174100480,166580224
2023-03-11 08:18:00,170717184,172638208,169009152
2023-03-11 08:20:00,166561109,171581440,163553280
2023-03-11 08:22:00,166958421,171159552,162127872
2023-03-11 08:24:00,169577131,173588480,164044800
2023-03-11 08:26:00,171124053,174129152,167337984
2023-03-11 08:28:00,169451520,171905024,166842368
2023-03-11 08:30:00,167190528,171905024,160047104
2023-03-11 08:32:00,163853653,168112128,157102080
2023-03-11 08:34:00,167265621,168509440,165679104
2023-03-11 08:36:00,165160277,169791488,159838208
2023-03-11 08:38:00,166038187,166866944,164470784
2023-03-11 08:40:00,170054997,171175936,168792064
2023-03-11 08:42:00,171498155,171708416,171241472
2023-03-11 08:44:00,171854507,172621824,170426368
2023-03-11 08:46:00,169626283,173322240,165134336
2023-03-11 08:48:00,170815488,173862912,168161280
2023-03-11 08:50:00,171003904,173355008,169234432
2023-03-11 08:52:00,168285525,171446272,162988032
2023-03-11 08:54:00,170984789,173875200,168656896
2023-03-11 08:56:00,165092011,168681472,161239040
2023-03-11 08:58:00,168028843,169492480,165511168
2023-03-11 09:00:00,166521515,169549824,162172928
2023-03-11 09:02:00,168179029,174579712,162152448
2023-03-11 09:04:00,167859541,172462080,162234368
2023-03-11 09:06:00,169689088,173006848,165289984
2023-03-11 09:08:00,167302485,169947136,165597184
2023-03-11 09:10:00,167044437,173748224,162615296
2023-03-11 09:12:00,165105664,173748224,157982720
2023-03-11 09:14:00,168060245,174288896,164614144
2023-03-11 09:16:00,166816427,172662784,160358400
2023-03-11 09:18:00,170856448,174272512,168976384
2023-03-11 09:20:00,173376853,175083520,171208704
2023-03-11 09:22:00,169581227,171208704,168722432
2023-03-11 09:24:00,170734933,171872256,170131456
2023-03-11 09:26:00,172530347,173162496,172142592
2023-03-11 09:28:00,169295872,174239744,163315712
2023-03-11 09:30:00,171038037,173289472,168140800
2023-03-11 09:32:00,170699435,172195840,167948288
2023-03-11 09:34:00,171383467,173305856,169336832
2023-03-11 09:36:00,172078421,173662208,170434560
2023-03-11 09:38:00,173334528,175816704,171778048
2023-03-11 09:40:00,171612843,177995776,167747584
2023-03-11 09:42:00,166268928,168116224,164102144
2023-03-11 09:44:00,167936000,169361408,166535168
2023-03-11 09:46:00,169736875,172068864,165363712
2023-03-11 09:48:00,166666240,173416448,162869248
2023-03-11 09:50:00,167933269,170369024,165367808
2023-03-11 09:52:00,163770368,165093376,162975744
2023-03-11 09:54:00,165836117,168243200,161103872
2023-03-11 09:56:00,169422848,173379584,163221504
2023-03-11 09:58:00,171552768,175276032,167714816
2023-03-11 10:00:00,167695701,169594880,165437440
2023-03-11 10:02:00,166393173,171208704,160808960
2023-03-11 10:04:00,166735872,168108032,164052992
2023-03-11 10:06:00,167013035,171880448,163319808
2023-03-11 10:08:00,167381675,175120384,163426304
2023-03-11 10:10:00,168465749,174292992,162938880
2023-03-11 10:12:00,171438080,175906816,167268352
2023-03-11 10:14:00,169249451,172965888,164691968
2023-03-11 10:16:00,171637419,175075328,167063552
2023-03-11 10:18:00,170800469,173580288,166629376
2023-03-11 10:20:00,171103573,171319296,170840064
2023-03-11 10:22:00,171328853,171986944,170450944
2023-03-11 10:24:00,171500885,173068288,169951232
2023-03-11 10:26:00,170104149,172826624,165822464
2023-03-11 10:28:00,170558805,173637632,165564416
2023-03-11 10:30:00,169396907,173903872,160460800
2023-03-11 10:32:00,170453675,176058368,167493632
2023-03-11 10:34:00,169585323,176406528,164200448
2023-03-11 10:36:00,172462080,177213440,169054208
2023-03-11 10:38:00,170205184,174538752,164147200
2023-03-11 10:40:00,168498517,171929600,163844096
2023-03-11 10:42:00,168778411,171180032,165163008
2023-03-11 10:44:00,169870677,171773952,167845888
2023-03-11 10:46:00,171003904,173395968,167198720
2023-03-11 10:48:00,170536960,173678592,165515264
2023-03-11 10:50:00,167926443,170160128,165806080
2023-03-11 10:52:00,165878443,167956480,162107392
2023-03-11 10:54:00,165767851,168378368,161861632
2023-03-11 10:56:00,169080149,171876352,167141376
2023-03-11 10:58:00,172137131,176726016,168493056
