"Time","DELETE /v1/endpoint","DELETE /v1/endpoint","DELETE /v1/endpoint","GET /v1/cluster","GET /v1/cluster","GET /v1/cluster","GET /v1/config","GET /v1/config","GET /v1/config","GET /v1/healthz","GET /v1/healthz","GET /v1/healthz","POST /v1/ipam","POST /v1/ipam","POST /v1/ipam","PUT /v1/endpoint","PUT /v1/endpoint","PUT /v1/endpoint"
2023-03-11 08:00:00,,,,0.0000745,0.000109,0.000156,,,,0.00181,0.00150,0.00185,,,,,,
2023-03-11 08:02:00,,,,0.0000755,0.0000803,0.0000803,,,,0.00177,0.00174,0.00179,,,,,,
2023-03-11 08:04:00,,,,0.0000747,0.0000768,0.0000804,,,,0.00175,0.00166,0.00180,,,,,,
2023-03-11 08:06:00,,,,0.0000858,0.0000512,0.0000787,,,,0.00173,0.00154,0.00183,,,,,,
2023-03-11 08:08:00,,,,0.0000861,0.0000817,0.0000819,,,,0.00165,0.00158,0.00184,,,,,,
2023-03-11 08:10:00,,,,0.0000891,0.000100,0.0000988,,,,0.00175,0.00166,0.00183,,,,,,
2023-03-11 08:12:00,,,,0.0000898,0.0000968,0.0000805,,,,0.00192,0.00161,0.00190,,,,,,
2023-03-11 08:14:00,,,,0.0000838,0.0000885,0.0000809,,,,0.00168,0.00171,0.00189,,,,,,
2023-03-11 08:16:00,,,,0.0000882,0.0000917,0.0000894,,,,0.00140,0.00173,0.00181,,,,,,
2023-03-11 08:18:00,,,,0.0000838,0.000110,0.000113,,,,0.00164,0.00144,0.00187,,,,,,
2023-03-11 08:20:00,,,,0.0000886,0.0000878,0.0000880,,,,0.00172,0.00167,0.00195,,,,,,
2023-03-11 08:22:00,,,,0.0000896,0.0000940,0.0000580,,,,0.00174,0.00160,0.00180,,,,,,
2023-03-11 08:24:00,,,,0.0000910,0.0000835,0.0000865,,,,0.00178,0.00163,0.00173,,,,,,
2023-03-11 08:26:00,,,,0.0000824,0.0000890,0.0000830,,,,0.00172,0.00162,0.00210,,,,,,
2023-03-11 08:28:00,,,,0.0000966,0.0000838,0.0000728,0.00102,0.000547,,0.00165,0.00174,0.00189,,,,,,
2023-03-11 08:30:00,,,,0.0000947,0.0000813,0.0000884,,,,0.00177,0.00143,0.00186,,,,,,
2023-03-11 08:32:00,,,,0.0000840,0.0000965,0.0000927,,,,0.00167,0.00168,0.00186,,,,,,
2023-03-11 08:34:00,,,,0.0000860,0.0000926,0.0000933,,0.000871,,0.00175,0.00167,0.00186,,,,,,
2023-03-11 08:36:00,,,,0.0000891,0.0000899,0.0000909,,,,0.00189,0.00156,0.00184,,,,,,
2023-03-11 08:38:00,,,,0.0000800,0.0000986,0.000108,,,,0.00169,0.00118,0.00208,,,,,,
2023-03-11 08:40:00,,,,0.0000764,0.0000834,0.0000888,,,,0.00175,0.00173,0.00178,,,,,,
2023-03-11 08:42:00,,,,0.0000780,0.0000983,0.0000928,,,,0.00186,0.00140,0.00182,,,,,,
2023-03-11 08:44:00,,,,0.0000695,0.0000814,0.0000765,,,,0.00176,0.00168,0.00179,,,,,,
2023-03-11 08:46:00,,,,0.0000893,0.0000677,0.0000924,,,,0.00172,0.00168,0.00178,,,,,,
2023-03-11 08:48:00,,,,0.000101,0.0000857,0.0000824,,,,0.00168,0.00168,0.00176,,,,,,
2023-03-11 08:50:00,,,,0.0000899,0.0000945,0.0000826,,,,0.00174,0.00161,0.00183,,,,,,
2023-03-11 08:52:00,,,,0.0000857,0.0000888,0.0000813,,,,0.00175,0.00162,0.00183,,,,,,
2023-03-11 08:54:00,,,,0.0000958,0.0000886,0.0000900,,,,0.00209,0.00165,0.00186,,,,,,
2023-03-11 08:56:00,,,,0.0000891,0.0000823,0.0000944,,,,0.00185,0.00169,0.00203,,,,,,
2023-03-11 08:58:00,,,,0.0000897,0.0000909,0.000105,,,,0.00143,0.00195,0.00189,,,,,,
2023-03-11 09:00:00,,,,0.0000826,0.0000859,0.0000598,,,,0.00169,0.00140,0.00207,,,,,,
2023-03-11 09:02:00,,,,0.0000842,0.0000899,0.0000727,,,,0.00178,0.00156,0.00187,,,,,,
2023-03-11 09:04:00,,,,0.0000883,0.0000873,0.0000851,,,,0.00191,0.00141,0.00202,,,,,,
2023-03-11 09:06:00,,,,0.0000855,0.0000936,0.0000942,,,,0.00179,0.00151,0.00185,,,,,,
2023-03-11 09:08:00,,,,0.000111,0.0000932,0.0000853,,,,0.00167,0.00173,0.00182,,,,,,
2023-03-11 09:10:00,,,,0.0000884,0.0000887,0.0000924,,,,0.00168,0.00155,0.00199,,,,,,
2023-03-11 09:12:00,,,,0.0000908,0.0000875,0.0000882,,,,0.00146,0.00165,0.00181,,,,,,
2023-03-11 09:14:00,,,,0.0000878,0.0000881,0.0000929,,,,0.00174,0.00158,0.00182,,,,,,
2023-03-11 09:16:00,,,,0.0000798,0.0000935,0.0000919,,,,0.00176,0.00173,0.00206,,,,,,
2023-03-11 09:18:00,,,,0.0000793,0.0000890,0.0000942,,,,0.00168,0.00171,0.00183,,,,,,
2023-03-11 09:20:00,,,,0.0000786,0.0000829,0.0000987,,,,0.00175,0.00171,0.00180,,,,,,
2023-03-11 09:22:00,,,,0.0000684,0.000119,0.0000884,,,,0.00173,0.00145,0.00184,,,,,,
