"Time","Read (dm-0)","Read (vda)","Read (vdb)","Write (dm-0)","Write (vda)","Write (vdb)"
2023-03-21 20:30:00,0,0,0,46217,46217,0
2023-03-21 20:32:00,0,0,0,88314,88314,0
2023-03-21 20:34:00,0,0,0,45670,45670,0
2023-03-21 20:36:00,0,0,0,83900,83900,0
2023-03-21 20:38:00,0,0,0,85925,85925,0
2023-03-21 20:40:00,0,0,0,44032,44032,0
2023-03-21 20:42:00,0,0,0,89338,89338,0
2023-03-21 20:44:00,0,0,0,42644,42644,0
2023-03-21 20:46:00,0,0,0,86835,86835,0
2023-03-21 20:48:00,0,0,0,89953,89953,0
2023-03-21 20:50:00,0,0,0,48424,48424,0
2023-03-21 20:52:00,0,0,0,87177,87177,0
2023-03-21 20:54:00,0,0,0,43349,43349,0
2023-03-21 20:56:00,0,0,0,85948,85948,0
2023-03-21 20:58:00,0,0,0,85993,85993,0
2023-03-21 21:00:00,0,0,0,46034,46034,0
2023-03-21 21:02:00,0,0,0,227806,227806,0
2023-03-21 21:04:00,0,0,0,185663,185663,0
2023-03-21 21:06:00,0,0,0,87472,87472,0
2023-03-21 21:08:00,0,0,0,88824,88824,0
2023-03-21 21:10:00,0,0,0,45602,45602,0
2023-03-21 21:12:00,0,0,0,87040,87040,0
2023-03-21 21:14:00,0,0,0,41392,41392,0
2023-03-21 21:16:00,0,0,0,88269,88269,0
2023-03-21 21:18:00,0,0,0,86153,86153,0
2023-03-21 21:20:00,0,0,0,42462,42462,0
2023-03-21 21:22:00,0,0,0,85811,85811,0
2023-03-21 21:24:00,0,0,0,82261,82261,0
2023-03-21 21:26:00,0,0,0,120764,120764,0
2023-03-21 21:28:00,0,0,0,87814,87814,0
2023-03-21 21:30:00,0,0,0,45466,45466,0
2023-03-21 21:32:00,0,0,0,91090,91090,0
2023-03-21 21:34:00,0,0,0,43736,43736,0
2023-03-21 21:36:00,0,0,0,86289,86289,0
2023-03-21 21:38:00,0,0,0,91864,91864,0
2023-03-21 21:40:00,0,0,0,48879,48879,0
2023-03-21 21:42:00,0,0,0,87768,87768,0
2023-03-21 21:44:00,0,0,0,42667,42667,0
2023-03-21 21:46:00,0,0,0,82011,82011,0
2023-03-21 21:48:00,0,0,0,86835,86835,0
2023-03-21 21:50:00,0,0,0,43531,43531,0
2023-03-21 21:52:00,0,0,0,87290,87290,0
2023-03-21 21:54:00,0,0,0,45443,45443,0
2023-03-21 21:56:00,0,0,0,90226,90226,0
2023-03-21 21:58:00,0,0,0,90840,90840,0
2023-03-21 22:00:00,0,0,0,42530,42530,0
2023-03-21 22:02:00,0,0,0,456219,456219,0
2023-03-21 22:04:00,0,0,0,44965,44965,0
2023-03-21 22:06:00,0,0,0,85402,85402,0
2023-03-21 22:08:00,0,0,0,84787,84787,0
2023-03-21 22:10:00,0,0,0,40619,40619,0
2023-03-21 22:12:00,0,0,0,86494,86494,0
2023-03-21 22:14:00,0,0,0,46512,46512,0
2023-03-21 22:16:00,0,0,0,91250,91250,0
2023-03-21 22:18:00,0,0,0,93366,93366,0
2023-03-21 22:20:00,0,0,0,45670,45670,0
2023-03-21 22:22:00,0,0,0,84537,84537,0
2023-03-21 22:24:00,0,0,0,45534,45534,0
2023-03-21 22:26:00,0,0,0,81943,81943,0
2023-03-21 22:28:00,0,0,0,87109,87109,0
2023-03-21 22:30:00,0,0,0,46467,46467,0
2023-03-21 22:32:00,0,0,0,89020,89020,0
2023-03-21 22:34:00,0,0,0,47991,47991,0
2023-03-21 22:36:00,0,0,0,87814,87814,0
2023-03-21 22:38:00,0,0,0,89111,89111,0
2023-03-21 22:40:00,0,0,0,44824,44824,0
2023-03-21 22:42:00,0,0,0,89634,89634,0
2023-03-21 22:44:00,0,0,0,45056,45056,0
2023-03-21 22:46:00,0,0,0,85948,85948,0
2023-03-21 22:48:00,0,0,0,91295,91295,0
2023-03-21 22:50:00,0,0,0,43804,43804,0
2023-03-21 22:52:00,0,0,0,89338,89338,0
2023-03-21 22:54:00,0,0,0,43349,43349,0
2023-03-21 22:56:00,0,0,0,87063,87063,0
2023-03-21 22:58:00,0,0,0,91796,91796,0
2023-03-21 23:00:00,0,0,0,47491,47491,0
2023-03-21 23:02:00,0,0,0,228944,228944,0
2023-03-21 23:04:00,0,0,0,185321,185321,0
2023-03-21 23:06:00,0,0,0,87404,87404,0
2023-03-21 23:08:00,0,0,0,86902,86902,0
2023-03-21 23:10:00,0,0,0,45966,45966,0
2023-03-21 23:12:00,0,0,0,90044,90044,0
2023-03-21 23:14:00,308603,308603,0,462130,462221,0
2023-03-21 23:16:00,308474,308474,0,509201,509292,0
2023-03-21 23:18:00,0,0,0,90089,90089,0
2023-03-21 23:20:00,0,0,0,46399,46399,0
2023-03-21 23:22:00,0,0,0,86426,86426,0
2023-03-21 23:24:00,0,0,0,49744,49744,0
2023-03-21 23:26:00,0,0,0,90590,90590,0
2023-03-21 23:28:00,0,0,0,91113,91113,0
2023-03-21 23:30:00,0,0,0,50836,50836,0
2023-03-21 23:32:00,0,0,0,87222,87222,0
2023-03-21 23:34:00,0,0,0,41006,41006,0
2023-03-21 23:36:00,0,0,0,85697,85697,0
2023-03-21 23:38:00,0,0,0,88801,88801,0
2023-03-21 23:40:00,0,0,0,42507,42507,0
2023-03-21 23:42:00,0,0,0,84855,84855,0
2023-03-21 23:44:00,0,0,0,44510,44510,0
2023-03-21 23:46:00,0,0,0,83172,83172,0
2023-03-21 23:48:00,0,0,0,89452,89452,0
2023-03-21 23:50:00,0,0,0,45033,45033,0
2023-03-21 23:52:00,0,0,0,89179,89179,0
2023-03-21 23:54:00,0,0,0,48128,48128,0
2023-03-21 23:56:00,0,0,0,87268,87268,0
2023-03-21 23:58:00,0,0,0,90317,90317,0
2023-03-22 00:00:00,0,0,0,46444,46444,0
2023-03-22 00:02:00,0,0,0,2437461,2437461,0
2023-03-22 00:04:00,0,0,0,44897,44897,0
2023-03-22 00:06:00,0,0,0,85584,85584,0
2023-03-22 00:08:00,0,0,0,91659,91659,0
2023-03-22 00:10:00,0,0,0,44715,44715,0
2023-03-22 00:12:00,0,0,0,88246,88246,0
2023-03-22 00:14:00,0,0,0,48219,48219,0
2023-03-22 00:16:00,0,0,0,89907,89907,0
2023-03-22 00:18:00,0,0,0,95300,95300,0
2023-03-22 00:20:00,0,0,0,49311,49311,0
2023-03-22 00:22:00,0,0,0,87518,87518,0
2023-03-22 00:24:00,0,0,0,41961,41961,0
2023-03-22 00:26:00,0,0,0,84196,84196,0
2023-03-22 00:28:00,0,0,0,86175,86175,0
2023-03-22 00:30:00,0,0,0,43759,43759,0
2023-03-22 00:32:00,0,0,0,87973,87973,0
2023-03-22 00:34:00,0,0,0,44578,44578,0
2023-03-22 00:36:00,0,0,0,89202,89202,0
2023-03-22 00:38:00,0,0,0,88269,88269,0
2023-03-22 00:40:00,0,0,0,42985,42985,0
2023-03-22 00:42:00,0,0,0,86471,86471,0
2023-03-22 00:44:00,0,0,0,46421,46421,0
2023-03-22 00:46:00,0,0,0,86062,86062,0
2023-03-22 00:48:00,0,0,0,82944,82944,0
2023-03-22 00:50:00,0,0,0,42371,42371,0
2023-03-22 00:52:00,0,0,0,84393,84393,0
2023-03-22 00:54:00,0,0,0,47058,47058,0
2023-03-22 00:56:00,0,0,0,91682,91682,0
2023-03-22 00:58:00,0,0,0,91022,91022,0
2023-03-22 01:00:00,0,0,0,47491,47491,0
2023-03-22 01:02:00,0,0,0,227965,227965,0
2023-03-22 01:04:00,0,0,0,186254,186254,0
2023-03-22 01:06:00,0,0,0,83467,83467,0
2023-03-22 01:08:00,0,0,0,87017,87017,0
2023-03-22 01:10:00,0,0,0,47400,47400,0
2023-03-22 01:12:00,0,0,0,90749,90749,0
2023-03-22 01:14:00,0,0,0,49198,49198,0
2023-03-22 01:16:00,0,0,0,88337,88337,0
2023-03-22 01:18:00,0,0,0,92956,92956,0
2023-03-22 01:20:00,0,0,0,45238,45238,0
2023-03-22 01:22:00,0,0,0,85242,85242,0
2023-03-22 01:24:00,0,0,0,45102,45102,0
2023-03-22 01:26:00,0,0,0,86903,86903,0
2023-03-22 01:28:00,0,0,0,86630,86630,0
2023-03-22 01:30:00,0,0,0,43736,43736,0
2023-03-22 01:32:00,0,0,0,82375,82375,0
2023-03-22 01:34:00,0,0,0,42917,42917,0
2023-03-22 01:36:00,0,0,0,91523,91523,0
2023-03-22 01:38:00,0,0,0,92661,92661,0
2023-03-22 01:40:00,0,0,0,44646,44646,0
2023-03-22 01:42:00,0,0,0,84491,84491,0
2023-03-22 01:44:00,0,0,0,42894,42894,0
2023-03-22 01:46:00,0,0,0,89975,89975,0
2023-03-22 01:48:00,0,0,0,92297,92297,0
2023-03-22 01:50:00,0,0,0,46967,46967,0
2023-03-22 01:52:00,0,0,0,85561,85561,0
2023-03-22 01:54:00,0,0,0,41734,41734,0
2023-03-22 01:56:00,0,0,0,85743,85743,0
2023-03-22 01:58:00,0,0,0,87700,87700,0
2023-03-22 02:00:00,0,0,0,43941,43941,0
2023-03-22 02:02:00,0,0,0,461005,461005,0
2023-03-22 02:04:00,0,0,0,50404,50404,0
2023-03-22 02:06:00,0,0,0,113277,113277,0
2023-03-22 02:08:00,0,0,0,108863,108863,0
2023-03-22 02:10:00,0,0,0,44919,44919,0
2023-03-22 02:12:00,0,0,0,88223,88223,0
2023-03-22 02:14:00,0,0,0,60485,60485,0
2023-03-22 02:16:00,0,0,0,77551,77551,0
2023-03-22 02:18:00,0,0,0,89862,89862,0
2023-03-22 02:20:00,0,0,0,45352,45352,0
2023-03-22 02:22:00,0,0,0,87199,87199,0
2023-03-22 02:24:00,0,0,0,57617,57617,0
2023-03-22 02:26:00,0,0,0,75639,75639,0
2023-03-22 02:28:00,0,0,0,90840,90840,0
2023-03-22 02:30:00,0,0,0,48924,48924,0
2023-03-22 02:32:00,0,0,0,91386,91386,0
2023-03-22 02:34:00,0,0,0,58891,58891,0
2023-03-22 02:36:00,0,0,0,77642,77642,0
2023-03-22 02:38:00,0,0,0,95004,95004,0
2023-03-22 02:40:00,0,0,0,46785,46785,0
2023-03-22 02:42:00,0,0,0,83968,83968,0
2023-03-22 02:44:00,0,0,0,58550,58550,0
2023-03-22 02:46:00,0,0,0,76413,76413,0
2023-03-22 02:48:00,0,0,0,91103,91103,0
2023-03-22 02:50:00,0,0,0,48651,48651,0
2023-03-22 02:52:00,0,0,0,88064,88064,0
2023-03-22 02:54:00,0,0,0,54295,54295,0
2023-03-22 02:56:00,0,0,0,75913,75913,0
2023-03-22 02:58:00,0,0,0,86767,86767,0
2023-03-22 03:00:00,0,0,0,44874,44874,0
2023-03-22 03:02:00,0,0,0,225030,225030,0
2023-03-22 03:04:00,0,0,0,197268,197268,0
2023-03-22 03:06:00,0,0,0,72067,72067,0
2023-03-22 03:08:00,0,0,0,92069,92069,0
2023-03-22 03:10:00,0,0,0,47855,47855,0
2023-03-22 03:12:00,0,0,0,90544,90544,0
2023-03-22 03:14:00,0,0,0,60689,60689,0
2023-03-22 03:16:00,0,0,0,72636,72636,0
2023-03-22 03:18:00,0,0,0,87040,87040,0
2023-03-22 03:20:00,0,0,0,47673,47673,0
2023-03-22 03:22:00,0,0,0,88223,88223,0
2023-03-22 03:24:00,0,0,0,54955,54955,0
2023-03-22 03:26:00,0,0,0,75321,75321,0
2023-03-22 03:28:00,0,0,0,89771,89771,0
2023-03-22 03:30:00,0,0,0,44009,44009,0
2023-03-22 03:32:00,0,0,0,84901,84901,0
2023-03-22 03:34:00,0,0,0,54909,54909,0
2023-03-22 03:36:00,0,0,0,75958,75958,0
2023-03-22 03:38:00,0,0,0,92706,92706,0
2023-03-22 03:40:00,0,0,0,47423,47423,0
2023-03-22 03:42:00,0,0,0,88087,88087,0
2023-03-22 03:44:00,0,0,0,62464,62464,0
2023-03-22 03:46:00,0,0,0,75571,75571,0
2023-03-22 03:48:00,0,0,0,89520,89520,0
2023-03-22 03:50:00,0,0,0,46012,46012,0
2023-03-22 03:52:00,0,0,0,89338,89338,0
2023-03-22 03:54:00,0,0,0,52770,52770,0
2023-03-22 03:56:00,0,0,0,69837,69837,0
2023-03-22 03:58:00,0,0,0,90863,90863,0
2023-03-22 04:00:00,0,0,0,44601,44601,0
2023-03-22 04:02:00,0,0,0,436770,436770,0
2023-03-22 04:04:00,0,0,0,58687,58687,0
2023-03-22 04:06:00,0,0,0,75389,75389,0
2023-03-22 04:08:00,0,0,0,85834,85834,0
2023-03-22 04:10:00,0,0,0,42644,42644,0
2023-03-22 04:12:00,0,0,0,88860,88860,0
2023-03-22 04:14:00,0,0,0,57435,57435,0
2023-03-22 04:16:00,0,0,0,72681,72681,0
