"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc08f9bbcf2cc2)","Transmit Total (lxc18b2a9fae4e6)","Transmit Total (lxc2d0cb026a340)","Transmit Total (lxc32ecf1ec23fa)","Transmit Total (lxc38d81bba1941)","Transmit Total (lxc536989e0bbe0)","Transmit Total (lxc7b55c12eff69)","Transmit Total (lxc815054fad3e3)","Transmit Total (lxc896636513d9b)","Transmit Total (lxc898970f2c474)","Transmit Total (lxc89bd03f98afc)","Transmit Total (lxc98325d012b94)","Transmit Total (lxc9a6f6d3b6e50)","Transmit Total (lxc9e5774929ec6)","Transmit Total (lxc_health)","Transmit Total (lxcb1aea5f13203)","Transmit Total (lxcc010f2457e82)","Transmit Total (lxcc255ada0b5e4)","Transmit Total (lxcc306a8298bc0)","Transmit Total (lxcd67315019948)","Transmit Total (lxcd95baf1a2e26)","Transmit Total (lxcdcee95369ec3)","Transmit Total (lxce37cface0780)","Transmit Total (lxcf1e7004cd84c)","Transmit Total (lxcf2b5505183fa)","Transmit Total (lxcf31ee673b547)","Transmit Total (lxcf3de66de77bc)","Transmit Total (lxcf97c652df312)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc08f9bbcf2cc2)","Receive Total (lxc18b2a9fae4e6)","Receive Total (lxc2d0cb026a340)","Receive Total (lxc32ecf1ec23fa)","Receive Total (lxc38d81bba1941)","Receive Total (lxc536989e0bbe0)","Receive Total (lxc7b55c12eff69)","Receive Total (lxc815054fad3e3)","Receive Total (lxc896636513d9b)","Receive Total (lxc898970f2c474)","Receive Total (lxc89bd03f98afc)","Receive Total (lxc98325d012b94)","Receive Total (lxc9a6f6d3b6e50)","Receive Total (lxc9e5774929ec6)","Receive Total (lxc_health)","Receive Total (lxcb1aea5f13203)","Receive Total (lxcc010f2457e82)","Receive Total (lxcc255ada0b5e4)","Receive Total (lxcc306a8298bc0)","Receive Total (lxcd67315019948)","Receive Total (lxcd95baf1a2e26)","Receive Total (lxcdcee95369ec3)","Receive Total (lxce37cface0780)","Receive Total (lxcf1e7004cd84c)","Receive Total (lxcf2b5505183fa)","Receive Total (lxcf31ee673b547)","Receive Total (lxcf3de66de77bc)","Receive Total (lxcf97c652df312)"
2023-03-22 04:24:00,0,79.6,33825,61836,0,0,0,0,0,177,276,136,135,65.7,126,38.5,0,590,31.9,0,38.5,1936,4.27,127,0,65.3,41643,19,1948,7150,0,1878,79.6,0,36048,61427,0,0,0,0,0,223,107,31.6,31.6,41,30.3,19,0,697,25.8,0,19,154,4.13,30.3,0,41,28446,38.5,167,1085,0,1872
2023-03-22 04:26:00,0,89.9,25436,59371,0,0,0,0,0,177,279,124,124,65.7,126,38.5,0,589,32.3,0,38.5,1716,4.27,128,0,66.2,41596,19,1746,6690,0,1079,89.9,0,41338,65873,0,0,0,0,0,225,113,29.0,29.0,41.4,30.3,19,0,698,26.2,0,19,144,4.13,30.3,0,41.8,20234,38.5,180,1077,0,1070
2023-03-22 04:28:00,0,81.5,32522,85176,0,0,0,0,62.0,176,278,130,129,65.7,132,754,0,591,31.9,0,38.5,1929,4.27,116,0,65.8,41763,19.0,1946,7239,0,1870,81.5,0,59542,89999,0,0,0,0,151,224,108,30.3,30.3,40.3,31.6,472,0,697,25.8,0,19.0,160,4.13,27.7,0,41.0,24304,38.5,176,1151,0,1861
2023-03-22 04:30:00,0,72.7,25153,52532,0,0,0,0,0,178,277,136,135,65.7,137,38.5,0,589,31.7,0,38.5,1785,4.27,133,0,65.8,41599,19,1814,6905,0,1332,72.7,0,35455,60488,0,0,0,0,0,222,108,31.6,31.6,40.3,32.9,19,0,699,25.6,0,19,141,4.13,32.0,0,40.6,20286,38.5,187,1116,0,1332
2023-03-22 04:32:00,0,76.3,23157,50390,0,0,0,0,0,176,282,136,135,65.7,132,38.5,0,587,31.2,0,38.5,1856,4.27,133,0,66.1,41858,19,1882,7005,0,1606,76.3,0,35987,60319,0,0,0.389,0,0,222,116,31.6,36.6,40.6,31.6,19,0,698,25.1,0,19,153,4.52,32.0,0,40.6,18018,38.5,186,1086,0,1601
2023-03-22 04:34:00,0,75.2,33120,61167,0,0,0,0,0.389,178,279,129,128,65.7,132,38.5,0,587,31.6,0,38.5,1943,4.27,128,0,65.8,41881,19,1961,7139,0,1870,75.2,0,36271,61258,0,0,0.389,0,0,223,109,30.3,30.3,40.3,31.6,19,0,699,25.5,0,19,178,4.52,30.3,0,41.4,27739,38.5,208,1098,0,1866
2023-03-22 04:36:00,0,75.2,25046,56104,0,0,0,0,0.389,180,279,136,129,65.3,132,38.5,0,590,31.7,0,38.5,1731,4.27,128,0,65.6,41579,19,1754,6803,0,1073,75.2,0,38422,62761,0,0,0,0,0,222,116,31.6,30.3,40.3,37.0,19,0,698,25.6,0,19,196,4.13,30.3,0,41.4,20134,38.5,219,1130,0,1077
2023-03-22 04:38:00,0,76.3,37048,90129,0,0,0,0,62.0,176,281,130,129,66.0,126,752,0,584,32.3,0,38.5,1935,4.27,138,0,65.4,41611,19.0,1951,7253,0,1870,76.3,0,59421,89663,0,0,0,0,151,222,115,30.3,30.3,40.6,35.6,472,0,697,26.2,0,19.0,203,4.13,38.0,0,41.0,28845,38.5,222,1185,0,1862
2023-03-22 04:40:00,0,78.2,25155,52607,0,0,0,0,0,177,278,124,124,66.1,121,38.5,0,590,31.7,0,38.5,1805,4.27,133,0,65.8,41543,19,1827,6902,0,1349,78.2,0,35464,60082,0,0,0,0,0,223,105,29.0,29.0,41.7,29.0,19,0,698,25.6,0,19,205,4.13,36.7,0,41,20271,38.5,227,1144,0,1342
2023-03-22 04:42:00,0,76.0,25019,52417,0,0,0,0,0,177,280,119,118,65.8,110,38.5,0,583,31.6,0,38.5,1867,4.27,122,0,66.1,41521,19,1896,7072,0,1613,76.0,0,35699,60043,0,0,0,0,0,223,123,27.7,27.7,41.7,26.3,19,0,703,25.5,0,19,188,4.13,29.0,0,42.5,19876,38.5,226,1113,0,1604
2023-03-22 04:44:00,0,75.2,35373,63719,0,0,0,0,0,176,281,119,118,65.8,115,38.5,0,584,31.2,0,38.5,1958,4.27,117,0,66.6,41694,19,1975,7241,0,1881,75.2,0,36075,60951,0,0.389,0,0,0,224,123,27.7,27.7,40.6,28.0,19,0,702,25.1,0,19,208,4.13,27.7,0,42.9,30023,38.5,224,1183,0,1866
2023-03-22 04:46:00,0,77.8,23592,51283,0,0,0.389,0,0,175,279,124,129,65.7,121,38.5,0,586,31.8,0,38.5,1750,4.27,122,0,65.8,41607,19,1812,6812,0,1082,77.8,0,35535,59011,0,0,0,0.389,0,224,108,29.4,30.3,40.7,29.0,19,0,701,25.7,0,19,196,4.13,29.0,0,42.1,18960,38.5,246,1159,0,1072
2023-03-22 04:48:00,0,73.8,36850,89835,0,0,0,0,62,174,275,130,129,65.7,120,752,0,588,32.3,0,38.5,1951,4.27,122,0,66.2,41612,19,1974,7275,0,1874,73.8,0,59401,89467,0,0,0,0,151,224,113,30.3,30.3,40.3,29.0,472,0,698,26.2,0,19.4,205,4.13,29.0,0,41.1,28660,38.5,238,1183,0,1861
2023-03-22 04:50:00,0,72.7,25121,52594,0,0,0,0,0,176,279,125,124,65.7,126,38.5,0,588,32.3,0,38.5,1813,4.27,122,0,66.3,41555,19,1834,6936,0,1338,72.7,0,35451,60190,0,0,0,0,0,225,118,29.0,29.0,40.6,30.3,19,0,700,26.2,0,19,198,4.13,29.0,0,41.1,20255,38.5,225,1153,0,1334
2023-03-22 04:52:00,0,74.9,29512,57339,0,0,0,0,0,176,278,118,123,66.1,115,38.5,0,590,31.4,0,38.5,1878,4.27,122,0,65.5,41572,19,1893,7107,0,1599,74.9,0,35719,60038,0,0,0,0,0,225,110,27.7,29.0,41,27.7,19,0,697,25.4,0,19,206,4.13,29.0,0,40.7,24400,38.5,228,1157,0,1604
2023-03-22 04:54:00,0,74.1,25680,53228,0,0,0,0,0,177,280,124,124,65.6,126,38.5,0,589,31.6,0,38.5,1940,4.27,122,0,65.8,41561,19.4,1963,7186,0,1867,74.1,0,35960,60643,0,0,0,0,0,224,116,29.0,29.0,40.3,30.3,19,0,699,25.5,0,19,200,4.13,29.0,0,40.3,20292,38.5,238,1158,0,1867
2023-03-22 04:56:00,0,74.1,22154,49377,0,0,0,0,0,176,275,135,128,66.1,132,38.5,0,586,31.6,0,38.5,1736,4.27,127,0,66.1,41550,19.4,1757,6725,0,1070,74.1,0,35175,58478,0,0,0,0,0,224,113,31.6,30.3,41.5,31.6,19.4,0,700,25.5,0,19,199,4.13,30.3,0,41.7,17545,38.5,232,1128,0,1070
2023-03-22 04:58:00,0,79.6,40814,158352,0,0.389,0,0,46.7,174,278,130,129,65.8,121,573,0,585,31.6,0,38.5,1879,4.27,128,0,66.1,41606,19,1890,7109,0,1600,79.6,0,118446,159837,0,0,0,0,115,226,110,30.3,30.7,41.1,29.0,359,0,700,25.5,0,19,207,4.13,30.3,0,41.7,27316,38.5,221,1198,0,1598
2023-03-22 05:00:00,0,82.2,33492,140364,0,0.389,0,0,155,177,278,124,124,65.7,116,1822,0.389,586,31.2,0,38.9,1806,4.27,121,0.389,66.1,41554,19,1822,6875,0.389,1342,82.2,0,109846,149900,0,0,0,0,380,222,115,29.0,29.4,40.3,27.7,1151,0,701,25.1,0,19,191,4.13,29.0,0,41.4,20060,38.5,219,1108,0,1338
2023-03-22 05:02:00,0,80,33954,62100,0,0,0,0,0,176,276,124,118,66.4,121,38.5,0.389,587,32.0,0,38.9,1876,4.27,117,0.389,65.7,41616,19,1892,7040,0.389,1610,80,0,35769,60118,0,0,0,0,0,223,108,29.0,27.7,41,29.0,19,0,700,26.0,0,19,206,4.13,27.7,0,41.4,28851,38.5,229,1160,0,1604
2023-03-22 05:04:00,0,81.5,25704,53293,0,0,0,0,0,175,277,130,129,65.7,132,38.5,0,587,32.3,0,38.5,1952,4.27,128,0,65.7,41591,19,1979,7205,0,1877,81.5,0,36000,60862,0.389,0,0,0,0.389,223,109,30.3,30.3,40.3,31.6,19,0,700,26.2,0,19,223,4.13,30.3,0,41,20315,38.5,251,1173,0,1869
2023-03-22 05:06:00,0,81.5,24717,52249,0,0,0,0,0,177,279,130,129,66.1,120,38.5,0,587,32.0,0,38.5,1812,4.27,128,0,66.1,41552,19,1830,6992,0,1346,81.5,0,35438,59691,0,0,0,0,0,223,117,30.3,30.3,40.6,29.0,19,0,700,26.0,0,19,211,4.13,30.3,0.389,41.4,19857,38.5,235,1190,0,1337
2023-03-22 05:08:00,0,77.8,35161,63482,0,0,0,0,0,176,281,124,124,65.7,126,38.5,0,582,31.2,0,38.5,1878,4.27,117,0,66.2,41696,19,1905,7151,0,1610,77.8,0,35802,60104,0,0,0,0,0,224,120,33.9,29.0,41,30.3,19,0,699,25.1,0,19,204,4.13,27.7,0,41.4,30071,38.5,241,1181,0,1600
2023-03-22 05:10:00,0,77.1,27115,79399,0,0,0,0,62,175,276,130,129,65.7,126,751,0,582,31.8,0,38.5,1891,4.27,128,0,65.7,41582,19,1908,7089,0,1599,77.1,0,59030,88450,0,0,0,0,151,225,108,35.2,30.3,40.6,30.3,472,0,699,25.7,0,19,230,4.13,30.3,0,41,19188,38.5,241,1171,0.389,1598
2023-03-22 05:12:00,0,76.7,33493,61587,0,0,0,0,0,175,275,119,118,65.3,116,38.5,0,585,32.3,0,38.5,1736,5.12,117,0,65.8,41598,19,1758,6847,0,1071,76.7,0,35219,58786,0,0,0,0,0,224,111,27.7,27.7,39.9,27.7,19,0,702,26.2,0,19,207,4.60,27.7,0,40.6,28916,38.5,231,1174,0,1077
2023-03-22 05:14:00,0,77.4,25678,53267,0,0,0,0,0,175,274,118,123,65.3,115,38.5,0,588,32.3,0,38.5,1943,4.97,122,0,65.8,42303,19,1971,7227,0,1871,77.4,0,36747,62071,0,0,0,0,0,224,105,27.7,29.0,39.9,27.7,19,0,699,26.2,0,19,212,4.83,29.0,0,40.3,20274,38.9,244,1209,0,1870
2023-03-22 05:16:00,0,76.7,23995,51462,0,0,0,0,0,175,281,119,124,65.7,121,38.5,0,587,32.0,0,38.5,1816,4.73,128,0,65.4,41503,19,1841,6890,0,1345,76.7,0,35416,59973,0,0,0,0,0,224,118,27.7,29.0,40.3,29.0,19,0,699,26.0,0.389,19,214,4.60,30.3,0,39.9,19129,38.5,243,1162,0,1336
2023-03-22 05:18:00,0,73.8,35100,63368,0,0,0,0,0,176,284,130,129,66.4,126,38.5,0,586,31.6,0.389,38.5,1902,4.27,127,0,65.9,41638,19,1913,7141,0,1610,73.8,0,35782,60608,0,0,0,0,0,223,120,30.3,30.3,41.4,30.3,19,0.389,701,25.5,0.389,19,217,4.13,30.3,0,40.4,30003,38.5,230,1182,0,1599
2023-03-22 05:20:00,0,74.5,27104,79346,0,0,0,0,62,175,278,124,124,66.4,121,752,0,587,31.6,0.389,38.5,1979,4.27,128,0,66.6,41585,19,1988,7256,0,1870,74.5,0,59250,89081,0,0,0,0,152,224,107,29.0,29.0,41,29.0,472,0.389,700,25.5,0,19,222,4.13,30.3,0,41.2,18907,38.5,239,1210,0,1865
2023-03-22 05:22:00,0.389,74.9,33206,61376,0.389,0,0,0,0,175,279,124,124,66.4,126,38.5,0,586,32.2,0,38.5,1741,4.50,121,0,66.6,41618,19,1768,6895,0,1070,74.9,0.389,35223,59231,0,0,0,0,0,223,116,29.0,33.9,41,30.3,19,0,702,25.7,0,19,201,4.37,29.0,0,41.5,28614,38.5,240,1173,0,1071
2023-03-22 05:24:00,0.389,75.2,25618,53232,0.389,0,0,0,0,174,284,130,129,66.1,126,38.5,0,586,32.4,0,38.5,1964,4.73,128,0,65.7,41569,19,1974,7229,0,1874,75.2,0.389,35988,61310,0,0,0,0,0,223,121,30.3,30.3,41,35.3,19,0,699,26.0,0,19,230,4.60,30.3,0,41,20226,38.5,249,1157,0,1871
2023-03-22 05:26:00,0,76.7,28935,56777,0,0,0,0,0,173,281,124,124,65.7,126,38.5,0,586,32.0,0,38.5,1813,4.73,128,0,65.7,41551,19,1829,6945,0,1347,76.7,0,35446,60122,0,0,0,0,0,225,111,29.0,29.0,40.6,35.3,19,0,700,26.0,0,19,214,4.60,35.2,0,40.6,24074,38.5,230,1157,0,1337
2023-03-22 05:28:00,0,77.8,25389,53009,0,0,0,0.389,0,173,276,130,129,65.7,131,38.5,0,590,31.6,0,38.5,1875,4.97,128,0,65.8,41572,19,1892,7148,0,1610,77.8,0,35724,60110,0,0,0,0,0,224,112,30.3,30.3,40.6,31.6,19,0,696,25.5,0,19,201,4.83,35.2,0,41,20266,38.5,227,1229,0,1597
2023-03-22 05:30:00,0,76.0,25486,77792,0,0,0,0,62,173,282,130,135,65.7,126,751,0,591,31.6,0,38.5,1957,4.97,133,0,65.7,41547,19,1981,7201,0,1875,76.0,0,59409,89265,0,0,0.389,0,151,225,118,30.3,31.6,40.3,30.3,472,0,696,25.5,0,19,215,4.83,32.0,0,40.7,17271,38.5,245,1167,0,1871
2023-03-22 05:32:00,0,78.9,31693,59810,0,0,0,0,0,173,279,129,123,66.1,121,38.5,0,589,31.8,0,38.5,1748,4.50,122,0,66.1,41613,19,1775,6814,0,1073,78.9,0,35231,58892,0,0,0,0,0,227,114,30.3,29.0,41,29.0,19,0,697,25.7,0,19,218,4.37,29.0,0,41,27094,38.5,244,1174,0,1074
2023-03-22 05:34:00,0,78.2,25384,52991,0,0,0,0,0,176,283,124,124,65.7,126,38.5,0,587,32.3,0,38.5,1945,4.27,117,0,66.1,41570,19,1980,7223,0,1875,78.2,0,35990,60972,0,0,0,0,0,223,119,29.0,29.0,40.3,30.3,19,0,699,26.2,0,19,211,4.13,27.7,0,41.4,19981,38.5,244,1137,0,1866
2023-03-22 05:36:00,0,80.4,32448,60607,0,0,0,0,0,176,277,130,129,66.5,126,38.5,0,586,32.0,0,38.5,1824,4.27,127,0,66.1,41669,19,1863,7037,0,1350,80.4,0,35525,60077,0,0,0,0,0,225,107,30.3,30.3,41.5,30.3,19,0,700,26.0,0,19,196,4.13,30.3,0,42.1,27603,38.5,245,1178,0,1341
2023-03-22 05:38:00,0,81.8,25389,52898,0,0,0,0,0,177,276,136,135,65.8,137,38.5,0,585,31.6,0,38.5,1886,4.73,133,0,65.7,41573,19,1909,7182,0,1609,81.8,0,35714,60049,0,0,0,0,0,225,112,31.6,31.6,40.7,32.9,19,0,696,25.5,0,19,201,4.99,31.6,0,42.1,20256,38.5,232,1154,0,1599
2023-03-22 05:40:00,0,81.5,27984,80380,0,0,0,0,62.4,174,282,136,135,65.7,126,751,0,583,31.6,0,38.5,1943,4.97,139,0,65.7,41612,19,1968,7219,0,1872,81.5,0,59401,89530,0,0,0,0,151,226,116,31.6,31.6,40.3,30.3,471,0,697,25.5,0,19,198,5.22,32.9,0,41,19766,38.5,232,1150,0,1867
2023-03-22 05:42:00,0,78.2,34550,62767,0,0,0,0,0.389,174,281,124,129,66.1,120,38.9,0,590,32.0,0,38.5,1744,4.97,128,0,66.1,41685,19,1770,6855,0,1073,78.2,0,35259,59572,0,0,0,0,0,224,117,29.0,30.3,40.6,29.0,19,0,696,26.0,0,19,198,4.83,30.3,0,41,29973,38.5,228,1150,0,1079
2023-03-22 05:44:00,0,76.3,24026,51444,0,0,0,0,0,175,277,124,129,65.3,121,38.9,0,590,32.3,0,38.5,1888,4.97,122,0,65.7,41584,19,1906,7103,0,1604,76.3,0,35716,60211,0,0,0,0,0,224,110,29.0,30.3,40.3,29.0,19,0,696,26.2,0,19,205,4.83,29.0,0,40.3,18892,38.5,224,1161,0,1603
2023-03-22 05:46:00,0,79.3,33456,61646,0,0,0,0,0,175,277,118,123,65.8,126,38.5,0,590,32.0,0,38.5,1802,4.73,123,0,65.8,41643,19,1875,6974,0,1344,79.3,0,35523,59795,0,0,0,0,0,223,108,27.7,29.0,40.7,30.7,19,0,697,26.0,0,19,203,4.60,29.0,0,41,28597,38.5,253,1193,0,1337
2023-03-22 05:48:00,0,75.6,25361,52919,0,0,0,0,0,175,287,136,135,65.8,132,38.5,0,586,31.6,0,38.5,1884,4.27,128,0,66.2,41553,19,1909,7128,0,1606,75.6,0,35711,60070,0,0.389,0,0,0,224,125,31.6,31.6,40.3,32.0,19,0,701,25.5,0,19.4,202,4.13,30.3,0,41,20211,38.5,235,1154,0,1595
2023-03-22 05:50:00,0,79.3,26668,79046,0,0,0,0,62,174,273,136,135,65.7,132,752,0,589,31.6,0,38.5,1967,4.27,138,0,66.1,41577,19,1973,7229,0,1866,79.3,0,59372,89550,0,0.389,0,0,152,224,109,31.6,31.6,40.6,31.6,472,0,698,25.5,0,19.4,209,4.13,32.9,0,42.6,18435,38.5,219,1200,0,1863
2023-03-22 05:52:00,0,76.3,25111,52635,0,0,0.389,0,0,173,273,141,140,65.7,132,38.5,0,587,32.0,0,38.5,1806,4.27,133,0,65.8,41563,19,1824,6975,0,1338,76.3,0,35460,59699,0,0,0,0.389,0,225,102,32.9,32.9,40.6,31.6,19,0,699,26.0,0,19,190,4.13,31.6,0,41.4,20227,38.5,214,1150,0,1344
2023-03-22 05:54:00,0,73.0,22615,49915,0,0,0,0,0,175,281,136,129,66.1,132,38.5,0,585,32.3,0,38.5,1878,4.27,133,0,65.4,41565,19,1910,7128,0,1603,73.0,0,35725,60275,0,0,0,0,0,223,117,32.0,30.3,41,31.6,19,0,700,26.2,0,19,177,4.13,31.6,0,39.9,17453,38.5,211,1134,0,1599
2023-03-22 05:56:00,0,73.0,32092,60129,0,0.389,0,0,0,174,275,136,140,65.7,126,38.5,0,585,32.0,0,38.5,1821,4.50,133,0.389,65.8,41622,19,1843,6996,0,1348,73.0,0,35495,59999,0,0,0,0,0,224,106,31.6,32.9,40.3,31.5,19,0,701,26.0,0,19,180,4.37,31.6,0,41.4,27222,38.5,209,1124,0,1336
2023-03-22 05:58:00,0,78.2,25125,52769,0,0,0,0,0,174,275,141,140,65.7,132,38.5,0,588,31.6,0,38.9,1895,4.50,139,0,66.0,41568,19,1908,7145,0.389,1614,78.2,0,35710,60040,0,0,0,0,0,224,106,37.9,32.9,40.3,31.6,19,0,699,25.5,0,19,213,4.37,32.9,0,41,20000,38.5,226,1182,0,1601
2023-03-22 06:00:00,0,79.3,35818,88685,0,0,0,0,62,174,282,130,129,65.7,126,752,0,586,31.6,0,38.5,1954,4.50,132,0,65.8,41613,19,1967,7207,0,1881,79.3,0,59315,89402,0,0,0,0,152,224,117,30.3,30.3,40.3,30.3,472,0,700,25.5,0,19,201,4.37,31.6,0,41.4,27611,38.5,229,1162,0,1865
2023-03-22 06:02:00,0,77.1,25871,54468,0,0,0,0,62,174,285,130,124,65.7,126,752,0,586,31.6,0,38.5,1848,4.27,122,0,65.7,41560,19.4,1906,7015,0,1349,77.1,0,36915,61974,0,0,0,0,152,224,121,30.3,29.0,40.3,30.3,472,0,701,25.5,0,19,197,4.13,29.0,0,41.4,20286,38.5,258,1131,0,1343
2023-03-22 06:04:00,0,78.5,24946,52477,0,0,0,0,0,174,277,130,129,65.7,126,38.5,0,587,31.6,0,38.5,1895,4.27,133,0,65.8,41545,19.4,1906,7096,0,1610,78.5,0,35714,60280,0,0,0,0,0,224,109,30.3,30.3,40.3,30.3,19.4,0,699,25.5,0,19,206,4.13,31.6,0,40.6,19810,38.5,219,1161,0,1601
2023-03-22 06:06:00,0,77.4,35353,63734,0,0,0,0,0,174,272,124,124,65.7,115,38.5,0.389,587,31.6,0,38.5,1942,4.27,128,0,65.7,41731,19,1954,7222,0,1880,77.4,0,36138,61269,0.389,0,0,0,0,224,107,29.0,29.4,40.3,27.7,19.4,0,699,25.5,0,19,200,4.13,30.3,0,41.4,29979,38.5,220,1182,0.389,1867
2023-03-22 06:08:00,0,81.8,23561,51017,0,0,0,0,0,174,278,136,129,65.8,126,38.5,0.389,583,31.6,0,38.5,1742,4.27,128,0,65.7,41642,19,1767,6885,0,1086,81.8,0,35284,58837,0.389,0,0,0,0.389,224,113,31.6,30.7,40.3,30.3,19,0,703,25.5,0,19,199,4.13,30.3,0.389,41.4,18948,38.5,232,1166,0.389,1077
2023-03-22 06:10:00,0,76.0,36858,89975,0,0,0,0,62,174,282,136,135,65.8,126,751,0,581,31.6,0,38.5,1957,4.27,133,0,65.8,41690,19,1974,7246,0,1869,76.0,0,59435,89730,0,0,0,0,152,223,113,31.6,36.5,40.3,30.3,472,0,701,25.5,0,19,212,4.13,31.6,0.389,40.3,28669,38.5,239,1149,0,1860
2023-03-22 06:12:00,0,76.3,26026,56595,0,0,0,0,62,173,276,136,135,65.7,132,751,0,584,31.6,0,38.5,1797,4.73,139,0,65.8,41592,19,1813,6964,0,1342,76.3,0,38818,63995,0,0,0,0,151,226,112,31.6,31.6,40.3,31.6,472,0.389,703,25.5,0,19,195,4.60,32.9,0,40.6,20261,38.5,218,1169,0,1334
2023-03-22 06:14:00,0,73.8,23784,51185,0,0,0,0,0,176,276,124,123,65.7,116,38.5,0,586,31.6,0,38.5,1873,4.97,121,0,66.1,41559,19,1894,7067,0,1615,73.8,0,35713,60280,0,0,0,0,0,223,107,29.0,29.0,40.3,32.6,19,0.389,700,25.5,0,19,196,4.83,29.0,0,41.7,18640,38.5,223,1158,0,1608
2023-03-22 06:16:00,0,86.6,29400,57213,0,0,0,0,0,174,282,124,123,65.7,126,38.5,0,585,31.6,0,38.5,1963,4.73,122,0,66.0,41591,19.0,1981,7198,0,1878,86.6,0,36008,61161,0,0,0,0,0,223,114,29.0,29.0,40.2,30.3,19.0,0,700,25.5,0,19.0,214,4.60,33.9,0,41.3,24013,38.9,234,1165,0,1862
2023-03-22 06:18:00,0,80.0,22781,50139,0,0,0,0,0,174,282,124,124,65.7,121,38.5,0,583,31.6,0,38.5,1732,4.66,121,0,65.3,41622,19,1760,6818,0,1081,80.0,0,35236,58838,0,0,0,0,0,223,121,29.0,29.0,40.6,29.0,19,0,703,25.5,0,19,197,4.13,29.0,0,40.6,18173,38.5,233,1162,0,1076
2023-03-22 06:20:00,0,72.3,36093,89121,0.389,0,0,0,62,175,276,124,124,66.1,121,753,0,583,32.0,0,38.5,1947,4.27,122,0,65.4,41629,19,1975,7266,0,1876,72.3,0,59399,89756,0,0,0,0,151,224,115,29.0,29.0,40.3,29.0,472,0,703,25.5,0.389,19,213,4.13,29.0,0,40.3,27899,38.5,247,1198,0,1866
2023-03-22 06:22:00,0,72.3,26113,58705,0,0,0,0,62,175,279,130,129,66.1,126,753,0,586,31.6,0.389,38.5,1825,4.27,133,0,65.0,41566,19,1832,7027,0,1336,72.3,0,40626,66652,0,0,0,0,151,226,115,30.3,30.3,40.6,30.3,472,0,700,25.5,0,19,216,4.13,31.6,0,39.9,20174,38.5,228,1163,0,1333
2023-03-22 06:24:00,0,75.2,32156,60219,0,0,0,0,0,173,278,130,129,65.7,120,38.5,0,589,31.6,0,38.5,1897,4.27,122,0,65.4,41586,19,1920,7109,0,1602,75.2,0,35726,60564,0,0,0,0,0,225,110,30.3,30.3,40.3,29.0,19,0,699,25.5,0,19,219,4.13,29.0,0,41,27037,38.5,245,1159,0,1599
2023-03-22 06:26:00,0,80.7,25665,53289,0,0,0,0,0,174,280,130,129,66.1,121,38.5,0,587,31.8,0,38.5,1951,4.27,128,0,65.7,41568,19,1972,7243,0,1875,80.7,0,35987,60966,0,0,0,0,0,224,114,30.3,30.3,40.6,29.0,19,0,698,25.7,0,19,218,4.13,30.3,0,41.4,20271,38.5,246,1188,0,1863
2023-03-22 06:28:00,0.389,76.0,24636,52183,0,0,0,0.389,0,174,282,118,123,66.1,115,38.5,0,589,32.3,0,38.5,1749,4.27,122,0,66.0,41609,19,1775,6892,0,1085,76.0,0.389,35224,58891,0,0,0,0,0,225,116,27.7,29.0,41,27.7,19,0,698,26.2,0,19,207,4.13,29.0,0,41,20013,38.5,238,1197,0,1081
2023-03-22 06:30:00,0.389,79.6,38177,91464,0,0,0,0.389,62,174,281,124,118,65.8,116,753,0,587,32.3,0,38.5,1974,4.27,117,0,66.1,41669,19,2030,7284,0,1876,79.6,0.389,59462,89553,0,0,0.389,0,151,226,110,29.0,27.7,41,27.7,472,0,699,26.2,0,19,216,4.13,28.0,0,41,29973,38.5,271,1201,0,1861
2023-03-22 06:32:00,0,76.3,25587,60149,0,0,0,0,62,174,277,124,123,65.7,121,753,0,586,31.8,0,38.5,1837,4.27,122,0,65.9,41657,19,1880,7021,0,1349,76.3,0,42441,68114,0,0,0.389,0,151,224,113,29.0,29.0,40.6,29.0,472,0,699,25.7,0,19,222,4.13,29.4,0,41.4,19490,38.5,268,1189,0,1339
2023-03-22 06:34:00,0,78.2,34324,62659,0,0,0,0,0,173,276,124,124,65.7,121,38.5,0,587,31.6,0,38.5,1898,4.50,122,0,66.2,41733,19,1921,7129,0,1614,78.2,0,35842,60225,0,0,0,0,0,225,110,29.0,29.0,40.6,29.0,19,0,699,25.5,0,19,222,4.37,29.0,0,41.4,29210,38.5,248,1186,0,1603
2023-03-22 06:36:00,0,73.0,25663,53303,0,0,0,0,0,173,280,124,123,65.7,121,38.5,0,585,31.8,0,38.5,1960,4.27,121,0,66.1,41609,19,1983,7328,0,1865,73.0,0,36009,60962,0,0,0,0,0,226,111,29.0,29.0,40.3,29.0,19,0,700,25.7,0,19,211,4.13,29.0,0,40.6,20257,38.5,245,1197,0,1861
2023-03-22 06:38:00,0,74.5,23827,51316,0,0,0,0,0.389,174,278,130,129,65.7,121,38.5,0,585,31.6,0,38.5,1818,4.27,128,0,66.1,41520,19,1828,7052,0,1335,74.5,0,35415,60168,0,0,0,0,0,225,113,30.3,30.3,40.3,29.0,19,0,703,25.5,0,19,212,4.13,30.3,0,41.1,18942,38.5,227,1182,0,1340
