"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc08f9bbcf2cc2)","Transmit Total (lxc18b2a9fae4e6)","Transmit Total (lxc2d0cb026a340)","Transmit Total (lxc32ecf1ec23fa)","Transmit Total (lxc38d81bba1941)","Transmit Total (lxc536989e0bbe0)","Transmit Total (lxc7b55c12eff69)","Transmit Total (lxc815054fad3e3)","Transmit Total (lxc896636513d9b)","Transmit Total (lxc898970f2c474)","Transmit Total (lxc89bd03f98afc)","Transmit Total (lxc98325d012b94)","Transmit Total (lxc9a6f6d3b6e50)","Transmit Total (lxc9e5774929ec6)","Transmit Total (lxc_health)","Transmit Total (lxcb1aea5f13203)","Transmit Total (lxcc010f2457e82)","Transmit Total (lxcc255ada0b5e4)","Transmit Total (lxcc306a8298bc0)","Transmit Total (lxcd67315019948)","Transmit Total (lxcd95baf1a2e26)","Transmit Total (lxcdcee95369ec3)","Transmit Total (lxce37cface0780)","Transmit Total (lxcf1e7004cd84c)","Transmit Total (lxcf2b5505183fa)","Transmit Total (lxcf31ee673b547)","Transmit Total (lxcf3de66de77bc)","Transmit Total (lxcf97c652df312)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc08f9bbcf2cc2)","Receive Total (lxc18b2a9fae4e6)","Receive Total (lxc2d0cb026a340)","Receive Total (lxc32ecf1ec23fa)","Receive Total (lxc38d81bba1941)","Receive Total (lxc536989e0bbe0)","Receive Total (lxc7b55c12eff69)","Receive Total (lxc815054fad3e3)","Receive Total (lxc896636513d9b)","Receive Total (lxc898970f2c474)","Receive Total (lxc89bd03f98afc)","Receive Total (lxc98325d012b94)","Receive Total (lxc9a6f6d3b6e50)","Receive Total (lxc9e5774929ec6)","Receive Total (lxc_health)","Receive Total (lxcb1aea5f13203)","Receive Total (lxcc010f2457e82)","Receive Total (lxcc255ada0b5e4)","Receive Total (lxcc306a8298bc0)","Receive Total (lxcd67315019948)","Receive Total (lxcd95baf1a2e26)","Receive Total (lxcdcee95369ec3)","Receive Total (lxce37cface0780)","Receive Total (lxcf1e7004cd84c)","Receive Total (lxcf2b5505183fa)","Receive Total (lxcf31ee673b547)","Receive Total (lxcf3de66de77bc)","Receive Total (lxcf97c652df312)"
2023-03-22 18:30:00,0,86.6,33446,61558,0,0,0,0,0,180,274,130,129,65.7,121,38.5,0,590,31.6,0,38.5,1923,4.27,128,0,66.1,41659,19,1948,7172,0,1873,86.6,0,36043,62630,0,0,0,0,0.389,222,110,30.3,30.3,40.3,29.0,19,0,698,25.5,0,19,190,4.13,30.3,0,41,28083,38.9,217,1161,0,1867
2023-03-22 18:32:00,0,90.3,24842,52215,0,0,0,0,0,179,276,118,117,65.7,116,38.5,0,590,32.0,0,38.5,1786,4.27,122,0,65.3,41567,19,1806,6850,0,1349,90.3,0,35451,61906,0,0,0.389,0,0,223,107,28.0,27.7,40.3,27.7,19,0,696,26.0,0,19,195,4.13,29.0,0,41,19982,38.5,216,1110,0,1339
2023-03-22 18:34:00,0,84.4,33828,61928,0,0,0,0,0,179,282,119,118,66.4,116,38.5,0,588,32.3,0,38.5,1881,4.66,117,0,65.3,41688,19,1904,7058,0,1613,84.4,0,35818,62007,0,0,0,0,0,224,114,27.7,27.7,41.7,27.7,19,0,698,26.2,0,19,202,4.13,27.7,0,41,28719,38.5,226,1166,0,1600
2023-03-22 18:36:00,0,84.8,25419,52974,0,0,0,0,0,178,275,129,123,66.0,132,38.5,0,589,32.0,0,38.5,1850,4.27,121,0,65.7,41646,19,1871,7050,0,1607,84.8,0,35775,62720,0,0,0,0,0,224,111,30.3,29.0,41,31.6,19,0,700,26.0,0,19,192,4.13,29.4,0,41,20297,38.5,223,1168,0,1598
2023-03-22 18:38:00,0,75.2,24064,51476,0,0,0,0,0,177,275,147,140,65.3,132,38.5,0,589,31.6,0,38.5,1726,4.27,144,0,66.1,41548,19,1740,6806,0,1072,75.2,0,35168,61344,0,0,0,0,0,224,108,34.2,32.9,40.3,31.6,19,0,698,25.5,0,19,196,4.13,34.2,0,41,19455,38.5,208,1119,0,1081
2023-03-22 18:40:00,0,76.7,35381,63652,0,0,0,0,0,180,283,130,130,65.3,126,38.5,0,587,31.6,0,38.5,1937,4.27,133,0,65.7,41731,19,1953,7134,0,1876,76.7,0,36122,63224,0,0,0,0,0,222,113,30.3,30.3,39.9,30.3,19,0,701,25.5,0,19,199,4.13,31.6,0,41.4,30016,38.5,227,1154,0,1873
2023-03-22 18:42:00,0,80.0,24023,51428,0,0,0,0,0,179,283,136,135,65.3,126,38.5,0,587,32.0,0,38.5,1777,4.50,133,0,65.8,41755,19,1797,6851,0,1340,80.0,0,35609,61560,0,0,0,0,0,222,119,31.6,31.6,39.9,30.3,19,0.389,703,26.0,0,19,186,4.37,31.6,0,41.4,19170,38.5,213,1117,0,1337
2023-03-22 18:44:00,0,80,33971,62168,0,0,0,0,0,180,275,136,135,65.7,126,38.5,0,590,32.3,0,38.5,1882,4.97,128,0,66.1,41736,19,1900,7084,0,1602,80,0,35842,62448,0,0,0,0,0,223,108,31.6,31.6,40.3,30.3,19,0.389,698,26.2,0,19,196,4.83,30.3,0,41,28869,38.5,226,1161,0,1599
2023-03-22 18:46:00,0,77.4,25677,53305,0,0,0,0.389,0,180,278,129,128,65.7,126,38.5,0,589,32.0,0,38.5,1947,4.97,133,0,66.1,41609,19,2007,7257,0,1868,77.4,0,36016,62965,0,0,0,0,0,223,115,30.3,30.3,41,30.3,19,0,700,26.0,0,19,209,4.83,31.6,0,42.1,20275,38.5,246,1208,0,1861
2023-03-22 18:48:00,0.389,79.6,26392,54017,0,0,0.389,0.389,0,177,284,119,124,65.7,116,38.5,0,584,31.6,0,38.5,1783,4.50,122,0,65.8,41664,19,1818,6969,0,1346,79.6,0.389,35527,61685,0,0,0,0,0,224,122,27.7,29.0,40.6,27.7,19,0,696,25.5,0,19,181,4.37,29.0,0,41,21309,38.5,218,1175,0,1344
2023-03-22 18:50:00,0.389,83.7,28499,56268,0,0,0.389,0,0,176,275,124,123,65.3,126,38.5,0,589,31.6,0,38.5,1887,4.27,121,0,65.8,41634,19,1901,7046,0,1611,83.7,0.389,35770,62308,0,0,0,0,0,225,107,29.0,29.0,39.9,30.3,19,0,699,25.5,0,19,204,4.13,29.0,0,41.4,23379,38.5,228,1169,0,1599
2023-03-22 18:52:00,0,91.4,23240,50617,0,0,0,0,0,176,271,136,135,65.3,132,38.5,0,589,31.6,0,38.5,1825,4.50,139,0,65.8,41589,19,1838,7001,0,1338,91.4,0,35467,60990,0,0,0,0,0,224,107,31.6,31.6,39.9,31.6,19,0,699,25.5,0,19,207,4.37,32.9,0,41.4,18388,38.5,219,1158,0,1336
2023-03-22 18:54:00,0,80.4,33237,61364,0,0,0,0,0,177,279,130,129,65.7,126,38.5,0,589,31.6,0,38.5,1875,4.97,133,0,65.7,41702,19,1879,7048,0,1605,80.4,0,35817,60979,0,0,0,0,0,224,111,30.3,30.3,40.6,30.3,19,0,698,25.5,0,19,202,4.83,31.6,0,41.7,28129,38.5,220,1163,0,1600
2023-03-22 18:56:00,0,76.0,25611,53177,0,0,0,0,0,177,282,136,135,65.8,137,38.5,0,587,32.0,0,38.5,1931,4.73,133,0,65.7,41625,19,1958,7216,0,1876,76.0,0,36019,61966,0,0,0,0,0,223,113,31.6,31.6,40.6,32.9,19,0,701,25.5,0,19,193,4.60,31.6,0,41.4,20217,38.5,227,1198,0,1864
2023-03-22 18:58:00,0,76.7,32103,60160,0,0,0,0,0.389,177,276,141,146,65.7,132,38.5,0,592,31.6,0,38.5,1816,4.27,139,0,65.7,41695,19,1830,6969,0,1344,76.7,0,35540,61144,0,0,0,0.389,0,223,113,32.9,34.2,40.3,31.6,19,0,694,25.5,0,19,204,4.13,32.9,0,41,27269,38.5,221,1142,0,1338
2023-03-22 19:00:00,0,72.3,25457,53032,0,0,0,0,0,178,277,129,123,65.7,121,38.5,0,590,31.6,0,38.5,1881,4.27,128,0,65.7,41673,19,1901,7056,0,1606,72.3,0,35781,60555,0,0,0,0,0,221,107,35.2,29.0,41.0,29.0,19,0,697,25.5,0,19,213,4.13,30.3,0,41,20339,38.5,224,1175,0,1605
2023-03-22 19:02:00,0,79.6,22747,50092,0,0,0,0,0,177,285,124,124,65.3,121,38.5,0,588,31.6,0,38.5,1798,4.27,122,0,65.7,41591,19,1828,6928,0,1339,79.6,0,35459,60070,0,0,0,0,0,224,114,29.0,29.0,40.6,29.0,19,0,700,25.5,0,19,200,4.13,29.0,0,40.3,17869,38.5,231,1183,0,1334
2023-03-22 19:04:00,0,73.4,32748,60782,0,0.389,0,0,0,178,282,130,129,66.1,132,38.5,0,588,31.6,0,38.9,1788,4.27,132,0,65.8,41669,19,1819,6920,0,1349,73.4,0,35521,61583,0,0,0,0,0,225,116,30.3,30.3,40.6,31.6,19,0,698,25.5,0,19,189,4.13,31.6,0,41,27899,38.5,221,1152,0,1339
2023-03-22 19:06:00,0,76.0,25149,52658,0,0.389,0,0,0,178,274,136,129,66.1,126,38.9,0,587,31.8,0,38.9,1918,4.27,128,0,66.2,41648,19,1943,7151,0,1869,76.0,0,36029,68072,0,0.389,0,0,0,224,104,31.6,30.3,41,30.3,19,0,699,25.7,0,19.4,185,4.13,30.3,0,40.6,19771,38.5,221,1137,0,1862
2023-03-22 19:08:00,0,80,34328,62506,0,0,0,0,0,177,280,124,124,66.1,126,38.9,0,589,32.3,0,38.5,1791,4.27,128,0,66.4,41694,19,1813,6950,0,1337,80,0,35542,65683,0,0.389,0,0,0,223,111,29.0,33.9,41.4,30.3,19,0,699,26.2,0,19.4,198,4.13,30.3,0.389,41.4,29485,38.5,225,1152,0,1341
2023-03-22 19:10:00,0,73.8,25406,52929,0,0,0,0,0,177,277,130,124,66.1,120,38.5,0,588,32.3,0,38.5,1872,4.27,122,0,65.7,41608,19,1896,7043,0.389,1608,73.8,0,35738,61680,0,0,0,0,0,224,112,30.3,33.9,41.1,33.9,19,0,699,26.2,0,19,203,4.13,29.0,0.389,40.6,20280,38.5,232,1159,0.389,1609
2023-03-22 19:12:00,0,73.8,23925,51307,0.389,0,0,0,0,181,279,130,124,66.5,126,38.5,0,588,31.8,0,38.5,1855,4.27,122,0.389,65.7,41524,19.4,1872,7021,0.389,1610,73.8,0,35686,61740,0,0,0,0,0,221,108,30.3,29.0,41.1,35.2,19,0,701,25.7,0,19,194,4.13,29.0,0,41,18798,38.5,207,1135,0.389,1597
2023-03-22 19:14:00,0,81.5,32156,60147,0.389,0,0,0,0,180,275,125,118,66.1,115,38.5,0,586,31.6,0,38.5,1800,4.27,117,0.389,65.4,41621,19.4,1822,6897,0,1342,81.5,0,35509,60177,0,0,0,0,0,222,106,29.0,27.7,40.6,27.7,19,0,701,25.5,0,19,194,4.13,32.6,0,40.6,27306,38.5,222,1153,0,1333
2023-03-22 19:16:00,0,83.3,23971,51450,0,0,0,0,0,178,279,124,124,65.3,121,38.5,0,589,31.6,0,38.5,1956,4.27,117,0,65.7,41558,19,1979,7205,0,1874,83.3,0,35969,188335,0,0,0,0,0,224,115,29.0,29.0,40.3,29.0,19,0,700,25.5,0,19,209,4.13,32.6,0,40.6,18580,38.5,243,1158,0,1865
2023-03-22 19:18:00,0,76.0,33172,61320,0,0,0,0,0,180,277,135,128,65.7,126,38.5,0,588,31.6,0,38.5,1814,4.27,122,0,65.4,41612,19,1852,6935,0,1352,76.0,0,35477,267026,0,0,0,0,0,222,118,31.6,30.3,40.3,30.3,19,0,695,25.5,0.389,19,192,4.13,29.0,0,41,28326,38.5,235,1140,0,1345
2023-03-22 19:20:00,0,74.5,25388,52855,0,0,0,0,0,180,280,119,124,65.7,116,38.5,0,588,31.6,0,38.5,1844,4.27,122,0,65.8,41607,19,1863,7006,0,1610,74.5,0,35737,231441,0,0,0,0,0,221,118,27.7,29.0,41,27.7,19,0,703,25.5,0,19,186,4.52,29.0,0,40.6,20251,38.5,212,1120,0,1599
2023-03-22 19:22:00,0,81.5,29659,57496,0,0,0,0,0,177,281,124,123,65.7,121,38.5,0,593,31.8,0,38.5,1850,4.50,121,0,66.1,41641,19.0,1864,7088,0,1605,81.5,0,35765,287235,0.389,0,0,0,0,225,113,29.0,29.0,41.0,29.0,19.4,0,697,25.7,0,19.0,196,4.37,29.0,0,41.7,24544,38.5,214,1143,0,1600
2023-03-22 19:24:00,0,80.7,25158,52673,0,0,0,0,0,177,274,130,124,66.1,127,38.5,0,593,32.3,0,38.5,1808,4.97,122,0,66.1,41572,19,1819,6952,0,1345,80.7,0,35453,340656,0,0,0,0,0,224,110,30.3,29.4,40.6,30.7,19,0,695,26.2,0,19,202,4.83,29.0,0,41.4,20291,38.5,224,1201,0,1336
2023-03-22 19:26:00,0,79.6,23195,50628,0,0,0,0,0,179,276,130,129,66.4,132,38.5,0.389,589,32.0,0.389,38.5,1940,4.97,133,0,65.7,41585,19,1958,7167,0,1869,79.6,0,35983,327168,0,0,0,0,0.389,222,108,30.3,30.3,41,31.6,19,0,699,26.3,0,19,198,4.83,31.6,0,40.6,17797,38.5,227,1155,0,1868
2023-03-22 19:28:00,0,77.1,32474,60516,0,0,0,0,0,177,281,124,124,65.7,120,38.5,0,588,31.6,0,38.5,1805,4.50,122,0,65.7,41653,19,1813,6901,0,1338,77.1,0,35519,323078,0,0,0,0,0,223,108,29.0,29.0,40.3,29.0,19,0,700,25.5,0,19,202,4.37,29.0,0,41,27620,38.5,219,1139,0,1343
2023-03-22 19:30:00,0,75.6,25212,52786,0,0,0,0,0,178,277,130,129,66.1,132,38.5,0,589,31.6,0,38.5,1872,4.66,128,0,66.1,41623,19,1899,7073,0,1601,75.6,0,35736,149558,0,0,0,0,0,224,115,30.3,30.3,41,31.6,19,0,700,25.5,0,19,200,4.13,30.3,0,41.4,20094,38.9,238,1174,0,1601
2023-03-22 19:32:00,0,74.1,35243,63579,0,0,0,0,0,177,279,136,135,66.5,137,38.5,0,591,31.8,0,38.5,1953,4.89,133,0,65.5,41744,19,1974,7259,0,1864,74.1,0,36097,68085,0,0,0.389,0,0,223,119,32.0,31.6,42.1,32.9,19,0,699,25.7,0,19,205,4.37,31.6,0,40.3,29892,38.9,231,1172,0,1863
2023-03-22 19:34:00,0,70.1,25149,52608,0,0,0,0,0,176,272,136,130,66.1,126,38.5,0,587,32.3,0,38.5,1790,4.97,133,0,65.8,41596,19,1819,6892,0,1336,70.1,0,35463,67883,0,0,0.389,0,0,224,104,32.0,30.3,40.6,30.3,19,0,700,26.6,0,19,183,4.83,31.6,0,40.6,20278,38.5,222,1135,0,1335
2023-03-22 19:36:00,0,76.4,24439,51898,0,0,0,0,0,178,276,124,118,65.8,121,38.5,0,586,32.3,0,38.5,1881,4.97,121,0,66.1,41579,19,1892,7116,0,1604,76.4,0,35715,67334,0,0,0,0,0,222,111,29.0,27.7,40.6,29.0,19,0,701,26.2,0,19,205,4.83,29.0,0,41.1,19301,38.5,220,1163,0,1599
2023-03-22 19:38:00,0,78.9,34792,63017,0,0,0,0,0,179,279,130,124,65.7,121,38.5,0,587,31.8,0,38.5,1800,4.50,122,0,65.7,41713,19,1826,7003,0,1343,78.9,0,35553,68596,0,0,0,0,0,221,116,30.3,29.0,40.6,29.0,19,0,701,25.7,0,19,198,4.37,29.0,0,40.6,29950,38.5,228,1129,0,1344
2023-03-22 19:40:00,0,74.5,24149,51585,0,0,0,0,0,178,282,119,124,65.9,116,38.5,0,588,31.6,0,38.5,1874,4.27,121,0,65.7,41599,19,1891,7064,0,1603,74.5,0,35723,68780,0,0,0,0,0,222,114,27.7,29.0,40.6,27.7,19,0,699,25.5,0,19,205,4.13,29.0,0,40.6,19018,38.5,225,1150,0,1600
2023-03-22 19:42:00,0,74.1,34101,62326,0,0,0,0,0,178,276,130,129,66.0,121,38.5,0,588,31.6,0,38.5,1940,4.27,122,0,66.1,41660,19,1957,7202,0,1870,74.1,0,36053,69662,0,0,0,0,0,221,111,30.3,30.3,40.6,29.0,19,0.389,701,25.5,0,19,197,4.13,29.4,0,42.5,28714,38.5,223,1161,0,1862
2023-03-22 19:44:00,0,73.8,25095,52609,0,0,0,0.389,0,179,279,141,135,65.7,137,38.5,0,590,31.6,0,38.5,1798,4.27,133,0,66.1,41597,19,1821,6894,0,1338,73.8,0,35478,63275,0,0,0,0,0,223,108,32.9,31.6,40.3,32.9,19,0,698,25.5,0,19,197,4.13,31.6,0,41,20213,38.5,220,1140,0,1337
2023-03-22 19:46:00,0,74.2,29561,57457,0,0,0,0,0,176,281,130,129,65.8,126,38.5,0,591,31.6,0,38.5,1873,4.27,139,0,66.1,41665,19.0,1932,7032,0,1610,74.2,0,35794,66355,0,0,0,0,0,224,113,30.3,30.3,41.0,30.3,19.0,0,695,25.5,0,19.0,201,4.13,32.9,0,41.0,24439,38.5,239,1169,0,1602
2023-03-22 19:48:00,0,77.8,25178,52712,0,0,0.389,0,0,174,285,119,124,66.4,116,38.5,0,586,31.6,0,38.5,1806,4.27,117,0,65.8,41610,19,1821,6948,0,1341,77.8,0,35473,99358,0,0,0,0,0,225,124,33.4,29.0,41.4,27.7,19,0,698,25.5,0,19,196,4.13,27.7,0,41.5,20315,38.5,218,1150,0,1338
2023-03-22 19:50:00,0,85.1,26891,90735,0,0,0,0,62,179,277,129,123,66.4,126,530,0,612,32.4,0,38.5,1799,4.27,122,0,66.2,41565,19,1833,6928,0,1339,85.1,0,69335,129733,0,0,0,0,153,221,110,30.3,29.0,41,30.3,406,0,724,26.3,0,19,191,4.13,29.0,0,41.1,18171,38.5,227,1150,0,1342
2023-03-22 19:52:00,0,81.5,37016,93043,0,0,0,0,124,178,276,119,118,66.1,121,1022,0,631,31.8,0,38.5,1932,4.27,122,0,65.8,41720,19,1964,7293,0,1873,81.5,0,62381,105134,0,0,0,0,304,221,107,27.7,27.7,41,29.0,793,0,753,25.7,0,19,190,4.13,29.0,0,40.6,27980,38.5,232,1194,0,1862
2023-03-22 19:54:00,0,83.7,25040,52420,0,0,0,0,0.389,175,279,130,128,65.8,132,38.5,0,589,31.6,0,38.5,1811,4.27,127,0,65.8,41568,19,1831,6923,0,1337,83.7,0,35447,66319,0,0,0,0,0,224,116,30.3,30.3,40.3,31.6,19,0,700,25.5,0,19,186,4.13,30.3,0,40.6,20187,38.5,213,1092,0,1336
2023-03-22 19:56:00,0.389,74.9,32199,60078,0,0,0,0,0.389,178,278,124,129,65.8,126,38.5,0,589,32.0,0,38.5,1854,4.27,128,0,66.1,41610,19,1863,6932,0,1601,74.9,0.389,35740,77454,0,0,0,0,0,223,110,29.0,35.8,40.7,30.3,19,0,698,25.5,0,19,180,4.13,30.3,0,40.6,27085,38.5,189,1078,0,1598
2023-03-22 19:58:00,0.389,83.3,25397,52813,0,0,0,0,0,177,278,124,118,65.3,121,38.5,0,589,32.0,0,38.5,1843,4.73,116,0,66.1,41540,19,1865,6989,0,1606,83.3,0.389,35688,75094,0,0,0,0,0,223,114,29.0,28.2,40.3,34.2,19,0,699,25.5,0,19,147,4.60,27.7,0,40.6,20263,38.5,189,1112,0,1602
2023-03-22 20:00:00,0,81.1,23439,57595,0,0,0,0,0,180,276,130,129,65.8,126,38.5,0,592,31.6,0,38.9,1789,4.97,128,0,66.1,41553,19,1821,6860,0,1349,81.1,0,41756,91644,0,0,0,0.389,0,223,112,30.3,32.6,40.6,37.3,19,0,699,25.5,0,19,187,4.83,30.9,0,41.4,17950,38.5,228,1131,0,1342
2023-03-22 20:02:00,0,73.4,36026,89047,0,0,0,0,62,178,279,130,129,65.8,121,656,0,590,31.6,0,38.9,1956,4.73,128,0,66.5,41667,19,1987,7221,0,1880,73.4,0,59322,111524,0,0,0,0.389,151,222,109,30.3,30.3,40.3,29.0,437,0,697,25.5,0,19,217,4.60,35.9,0,41,27841,38.5,253,1214,0,1863
2023-03-22 20:04:00,0,79.6,24387,51926,0,0,0,0,0,178,281,130,124,65.7,120,38.5,0,587,31.6,0,38.5,1805,4.27,122,0,65.8,41586,19,1815,6887,0,1347,79.6,0,35484,71426,0,0,0,0,0,223,119,30.3,29.0,40.6,29.0,19,0,703,25.5,0,19,205,4.13,29.0,0,40.6,19518,38.5,221,1185,0,1336
2023-03-22 20:06:00,0,80.7,34374,62623,0,0.389,0,0,0,178,278,136,135,65.7,126,38.5,0,587,31.6,0,38.5,1869,4.27,133,0,65.8,41670,19,1904,7103,0,1615,80.7,0,35828,73580,0,0,0,0,0,223,121,31.6,31.6,42.1,30.3,19,0,700,25.5,0,19,192,4.13,31.6,0,41.4,29261,38.5,225,1159,0,1606
2023-03-22 20:08:00,0,81.1,25434,53000,0,0,0,0,0,178,277,118,117,65.3,121,38.5,0,586,31.6,0,38.5,1860,4.27,122,0,66.6,41609,19,1888,7146,0,1616,81.1,0,35750,70523,0,0,0,0,0,223,114,27.7,27.7,40.3,29.0,19,0,702,25.5,0,19.4,192,4.13,29.0,0,41.8,20306,38.5,228,1168,0,1603
2023-03-22 20:10:00,0,81.1,23995,54665,0,0,0,0,0,177,281,125,118,65.3,126,38.9,0,588,31.6,0,38.5,1818,4.27,117,0,65.3,41578,19,1825,6993,0,1352,81.1,0,38388,76125,0,0,0,0,0,225,112,29.0,27.7,39.9,30.3,19,0,700,25.5,0,19,207,4.13,27.7,0.389,40.6,18827,38.5,224,1207,0,1340
2023-03-22 20:12:00,0,78.5,43701,160785,0.389,0,0,0,46.5,178,279,130,128,66.1,126,569,0,589,31.6,0,38.5,1951,4.27,121,0,65.4,41733,19,1967,7215,0,1881,78.5,0,118046,171275,0,0.389,0,0,115,223,115,30.3,30.3,40.6,30.3,356,0,700,25.5,0,19,219,4.13,29.0,0,40.3,30002,38.5,242,1191,0.389,1862
2023-03-22 20:14:00,0,76.3,31933,136246,0,0,0,0,155,176,277,130,129,65.8,132,1796,0,591,31.2,0,38.5,1808,4.27,122,0.389,66.1,41600,19.4,1829,6984,0,1347,76.3,0,107441,155653,0,0,0,0,381,225,105,30.3,30.3,40.3,31.6,1138,0,698,25.1,0,19,209,4.13,29.0,0,41,18714,38.5,237,1170,0,1334
2023-03-22 20:16:00,0,76.0,33584,61798,0,0,0,0,0,176,280,136,135,65.3,137,38.5,0,590,31.6,0,38.5,1877,4.27,139,0.389,66.1,41646,19.4,1901,7100,0,1616,76.0,0,35764,69314,0.389,0,0,0,0,225,110,31.6,31.6,40.3,32.9,19,0,697,25.5,0,19,199,4.52,32.9,0,41.7,28472,38.5,227,1160,0,1613
2023-03-22 20:18:00,0,74.5,25395,52869,0,0,0,0,0,180,277,124,129,65.4,120,38.5,0,586,31.6,0,38.5,1868,4.27,128,0,66.2,41535,19,1873,7067,0.389,1608,74.5,0,35686,71861,0.389,0,0,0,0,223,114,29.0,30.3,40.3,29.0,19,0,698,25.5,0,19,194,4.52,30.3,0,41.1,20255,38.5,214,1144,0,1599
2023-03-22 20:20:00,0,82.6,29128,56936,0,0,0,0,0,178,271,113,112,65.3,116,38.5,0,586,31.6,0.389,38.5,1805,4.27,111,0,65.8,41662,19,1812,6938,0.389,1344,82.6,0,35516,68481,0,0,0,0,0,225,102,26.3,26.3,39.9,28.0,19,0,698,25.5,0,19,202,4.13,26.3,0,41.1,24283,38.5,220,1158,0,1332
2023-03-22 20:22:00,0,84.0,25448,52943,0,0,0,0,0,178,274,136,129,66.4,132,38.5,0.389,586,31.6,0.389,38.5,1867,4.27,122,0,65.8,41623,19,1895,7126,0,1609,84.0,0,35756,72076,0,0,0,0,0,224,102,31.6,30.7,41,32.0,19.4,0,701,25.5,0.389,19,197,4.13,29.0,0,41,20333,38.5,233,1114,0,1599
2023-03-22 20:24:00,0,77.4,25030,77019,0,0,0,0,62,178,285,141,140,66.1,132,747,0.389,587,31.6,0,38.5,1780,4.27,139,0,65.6,41553,19,1798,6886,0,1352,77.4,0,58743,98930,0,0,0,0,153,223,122,32.9,33.3,41,31.6,468,0,700,25.5,0.389,19,191,4.13,32.9,0,40.3,17340,38.9,203,1105,0,1340
2023-03-22 20:26:00,0,76.3,32261,60280,0,0,0,0,0,179,280,130,128,66.0,126,38.5,0,587,31.6,0,38.5,1868,4.27,127,0,65.3,41663,19,1879,7043,0,1613,76.3,0,35789,69525,0,0,0,0,0,222,113,30.3,30.3,41.4,30.3,19,0,700,25.5,0,19,203,4.13,30.3,0,40.6,27151,38.9,220,1130,0,1602
2023-03-22 20:28:00,0,76.0,25560,53145,0,0,0,0,0,179,276,130,124,65.7,116,38.5,0,589,31.8,0,38.5,1938,4.27,122,0,65.8,41679,19,1952,7214,0,1876,76.0,0,36063,71928,0,0,0,0,0,221,112,30.3,29.0,40.3,27.7,19,0,698,25.7,0,19,207,4.13,29.0,0,40.6,20177,38.5,218,1131,0,1862
2023-03-22 20:30:00,0,76.0,32612,60623,0,0,0,0,0,177,275,124,124,66.4,121,38.5,0,588,32.3,0,38.5,1787,4.27,121,0,65.6,41662,19,1803,6877,0,1336,76.0,0,35508,72315,0,0,0,0,0.389,225,110,29.0,29.0,40.6,29.0,19,0,701,26.2,0,19,195,4.13,29.0,0,40.3,27769,38.5,215,1099,0,1334
2023-03-22 20:32:00,0,77.4,25420,52852,0,0,0,0,0,177,276,124,130,66.1,121,38.5,0,588,32.3,0,38.5,1860,4.27,122,0,65.7,41590,19,1877,7056,0,1612,77.4,0,35725,71382,0,0,0.389,0,0,224,107,29.0,30.3,40.6,29.0,19,0,698,26.2,0,19,187,4.13,29.0,0,40.3,20297,38.5,217,1128,0,1603
2023-03-22 20:34:00,0,81.1,27557,79857,0,0,0,0,62,177,282,136,135,65.3,137,747,0,590,32.0,0,38.5,1789,4.27,128,0,65.7,41600,19,1813,6860,0,1348,81.1,0,58897,97164,0,0,0,0,151,223,120,31.6,31.6,40.3,32.9,467,0,697,26.0,0,19,196,4.13,30.3,0,40.6,19869,38.5,222,1125,0,1336
2023-03-22 20:36:00,0,82.6,35104,63320,0,0,0,0,0,179,270,124,129,66.1,126,38.5,0,592,32.0,0,38.5,1871,4.66,122,0,65.8,41687,19,1902,7121,0,1608,82.6,0,35818,71684,0,0,0,0,0,223,99.6,34.3,30.3,41,30.3,19,0,696,26.0,0,19,197,4.13,29.0,0,41,29996,38.5,226,1141,0,1604
2023-03-22 20:38:00,0,84.0,24375,51775,0,0,0,0,0,181,276,136,135,65.7,132,38.5,0,589,32.0,0,38.5,1934,4.27,128,0,65.8,41591,19,1955,7207,0,1874,84.0,0,35998,68410,0,0,0,0,0,224,105,36.6,31.6,40.3,31.6,19,0,698,26.0,0,19,199,4.13,30.7,0,41,18982,38.5,230,1093,0,1872
2023-03-22 20:40:00,0,78.5,33573,61646,0,0,0,0,0,178,283,118,128,66.1,126,38.5,0,592,31.6,0,38.5,1793,4.27,128,0,65.8,41639,19,1814,6896,0,1341,78.5,0,35497,66123,0,0,0,0,0,223,118,27.7,30.3,41,30.3,19,0.389,696,25.5,0,19,192,4.13,30.7,0,40.6,28724,38.5,210,1135,0,1340
2023-03-22 20:42:00,0,80.7,25396,52842,0,0,0,0,0,178,286,130,129,66.4,121,38.5,0,593,31.6,0,38.5,1869,4.27,128,0,65.8,41588,19,1914,7063,0,1599,80.7,0,35714,67835,0,0,0,0,0,223,123,30.3,30.3,41,29.0,19,0.389,694,25.5,0,19,186,4.13,30.3,0,41.4,20277,38.5,231,1133,0,1594
2023-03-22 20:44:00,0,74.1,32444,84912,0,0,0,0,62,177,280,124,124,66.4,116,746,0,591,32.0,0,38.5,1847,4.27,127,0,65.7,41617,19,1888,7033,0,1606,74.1,0,59064,97829,0,0,0,0,153,223,110,29.0,34,41,27.7,467,0,698,26.0,0,19,158,4.13,30.3,0,42.5,24507,38.5,198,1098,0,1597
