"Time","Receive Errors","Receive Total","Transmit Errors","Receive Dropped","Transmit Dropped","Transmit Total"
2023-03-20 13:00:00,0,643,0,0.206,0,609
2023-03-20 13:02:00,0,839,0,0.233,0,808
2023-03-20 13:04:00,0,704,0,0.233,0,670
2023-03-20 13:06:00,0,653,0,0.233,0,619
2023-03-20 13:08:00,0,671,0,0.233,0,640
2023-03-20 13:10:00,0,640,0,0.233,0,605
2023-03-20 13:12:00,0,799,0,0.233,0,775
2023-03-20 13:14:00,0,775,0,0.233,0,751
2023-03-20 13:16:00,0,666,0,0.233,0,623
2023-03-20 13:18:00,0,671,0,0.233,0,637
2023-03-20 13:20:00,0,661,0,0.233,0,626
2023-03-20 13:22:00,0,794,0,0.239,0,764
2023-03-20 13:24:00,0,792,0,0.233,0,778
2023-03-20 13:26:00,0,657,0,0.233,0,619
2023-03-20 13:28:00,0,656,0,0.239,0,630
2023-03-20 13:30:00,0,628,0,0.233,0,594
2023-03-20 13:32:00,0,695,0,0.239,0,661
2023-03-20 13:34:00,0,795,0,0.233,0,775
2023-03-20 13:36:00,0,674,0,0.233,0,640
2023-03-20 13:38:00,0,656,0,0.233,0,630
2023-03-20 13:40:00,0,637,0,0.233,0,601
2023-03-20 13:42:00,0,656,0,0.233,0,626
2023-03-20 13:44:00,0,801,0,0.211,0,775
2023-03-20 13:46:00,0,691,0,0.233,0,647
2023-03-20 13:48:00,0,682,0,0.233,0,647
2023-03-20 13:50:00,0,660,0,0.233,0,612
2023-03-20 13:52:00,0,701,0,0.211,0,667
2023-03-20 13:54:00,0,970,0,0.189,0,949
2023-03-20 13:56:00,0,1286,0,0.233,0,1283
2023-03-20 13:58:00,0,835,0,0.233,0,818
2023-03-20 14:00:00,0,624,0,0.233,0,611
2023-03-20 14:02:00,0,629,0,0.233,0,631
2023-03-20 14:04:00,0,611,0,0.233,0,615
2023-03-20 14:06:00,0,784,0,0.233,0,777
2023-03-20 14:08:00,0,997,0,0.233,0,967
2023-03-20 14:10:00,0,708,0,0.233,0,685
2023-03-20 14:12:00,0,623,0,0.233,0,624
2023-03-20 14:14:00,0,621,0,0.233,0,618
2023-03-20 14:16:00,0,652,0,0.239,0,650
2023-03-20 14:18:00,0,776,0,0.233,0,778
2023-03-20 14:20:00,0,619,0,0.233,0,620
2023-03-20 14:22:00,0,657,0,0.233,0,660
2023-03-20 14:24:00,0,619,0,0.233,0,617
2023-03-20 14:26:00,0,617,0,0.239,0,613
2023-03-20 14:28:00,0,783,0,0.233,0,783
2023-03-20 14:30:00,0,653,0,0.233,0,637
2023-03-20 14:32:00,0,642,0,0.233,0,619
2023-03-20 14:34:00,0,624,0,0.233,0,621
2023-03-20 14:36:00,0,615,0,0.233,0,618
2023-03-20 14:38:00,0,785,0,0.239,0,793
2023-03-20 14:40:00,0,699,0,0.233,0,714
2023-03-20 14:42:00,0,613,0,0.233,0,612
2023-03-20 14:44:00,0,604,0,0.239,0,609
2023-03-20 14:46:00,0,613,0,0.233,0,613
2023-03-20 14:48:00,0,784,0,0.239,0,783
2023-03-20 14:50:00,0,766,0,0.233,0,792
2023-03-20 14:52:00,0,617,0,0.233,0,610
2023-03-20 14:54:00,0,632,0,0.233,0,620
2023-03-20 14:56:00,0,626,0,0.233,0,629
2023-03-20 14:58:00,0,744,0,0.233,0,742
2023-03-20 15:00:00,0,766,0,0.233,0,783
2023-03-20 15:02:00,0,608,0,0.233,0,607
2023-03-20 15:04:00,0,625,0,0.233,0,623
2023-03-20 15:06:00,0,656,0,0.233,0,655
2023-03-20 15:08:00,0,706,0,0.233,0,694
2023-03-20 15:10:00,0,769,0,0.233,0,788
2023-03-20 15:12:00,0,634,0,0.233,0,614
2023-03-20 15:14:00,0,644,0,0.233,0,636
2023-03-20 15:16:00,0,627,0,0.239,0,625
2023-03-20 15:18:00,0,642,0,0.233,0,620
2023-03-20 15:20:00,0,762,0,0.233,0,784
2023-03-20 15:22:00,0,655,0,0.239,0,648
2023-03-20 15:24:00,0,620,0,0.233,0,627
2023-03-20 15:26:00,0,625,0,0.239,0,630
