"Time","Load[5m]","Load[1m]","Load[15m]"
2023-03-20 13:00:00,0.950,0.700,0.980
2023-03-20 13:02:00,0.900,0.800,0.950
2023-03-20 13:04:00,0.770,0.430,0.890
2023-03-20 13:06:00,1.10,1.31,0.990
2023-03-20 13:08:00,0.850,0.550,0.920
2023-03-20 13:10:00,1.23,1.76,1.05
2023-03-20 13:12:00,1.31,1.72,1.08
2023-03-20 13:14:00,1.23,1.22,1.06
2023-03-20 13:16:00,1.67,2.33,1.24
2023-03-20 13:18:00,1.55,1.35,1.24
2023-03-20 13:20:00,1.38,1.41,1.21
2023-03-20 13:22:00,1.42,1.20,1.24
2023-03-20 13:24:00,1.19,0.900,1.16
2023-03-20 13:26:00,0.960,0.550,1.08
2023-03-20 13:28:00,1.05,1.13,1.09
2023-03-20 13:30:00,1.12,1.29,1.12
2023-03-20 13:32:00,0.930,0.650,1.04
2023-03-20 13:34:00,1.10,1.10,1.09
2023-03-20 13:36:00,1.16,1.05,1.12
2023-03-20 13:38:00,1.16,1.20,1.11
2023-03-20 13:40:00,1.02,0.790,1.06
2023-03-20 13:42:00,0.940,0.590,1.02
2023-03-20 13:44:00,0.900,0.890,1
2023-03-20 13:46:00,0.950,1.07,0.990
2023-03-20 13:48:00,0.870,0.750,0.940
2023-03-20 13:50:00,0.830,0.720,0.910
2023-03-20 13:52:00,0.760,0.590,0.870
2023-03-20 13:54:00,0.830,0.850,0.880
2023-03-20 13:56:00,0.870,1.04,0.880
2023-03-20 13:58:00,0.860,0.870,0.870
2023-03-20 14:00:00,0.900,1.07,0.880
2023-03-20 14:02:00,1.25,1.97,1
2023-03-20 14:04:00,1.21,1.29,1.01
2023-03-20 14:06:00,1.07,0.900,0.980
2023-03-20 14:08:00,1.05,1,0.970
2023-03-20 14:10:00,1.19,1.45,1.03
2023-03-20 14:12:00,1.03,0.700,0.990
2023-03-20 14:14:00,1.10,1.20,1.01
2023-03-20 14:16:00,1.08,1.02,1.02
2023-03-20 14:18:00,0.960,0.810,0.980
2023-03-20 14:20:00,1.45,1.95,1.16
2023-03-20 14:22:00,1.40,1.56,1.16
2023-03-20 14:24:00,1.35,1.25,1.18
2023-03-20 14:26:00,1.20,0.990,1.13
2023-03-20 14:28:00,1.03,0.800,1.08
2023-03-20 14:30:00,0.750,0.230,0.960
2023-03-20 14:32:00,0.870,1.17,0.960
2023-03-20 14:34:00,0.780,0.700,0.920
2023-03-20 14:36:00,0.810,0.810,0.910
2023-03-20 14:38:00,0.860,0.980,0.910
2023-03-20 14:40:00,0.770,0.730,0.870
2023-03-20 14:42:00,0.810,0.750,0.860
2023-03-20 14:44:00,0.870,1.01,0.870
2023-03-20 14:46:00,0.950,1.16,0.890
2023-03-20 14:48:00,1.06,1.33,0.920
2023-03-20 14:50:00,1.29,1.51,1.02
2023-03-20 14:52:00,1.05,0.620,0.960
2023-03-20 14:54:00,1.38,2.12,1.09
2023-03-20 14:56:00,1.11,0.880,1.02
2023-03-20 14:58:00,1.14,1.27,1.02
2023-03-20 15:00:00,1.16,1.10,1.05
2023-03-20 15:02:00,1.10,0.980,1.03
2023-03-20 15:04:00,0.970,0.590,0.990
2023-03-20 15:06:00,1.27,1.27,1.11
2023-03-20 15:08:00,1.23,1.17,1.11
2023-03-20 15:10:00,1.09,0.720,1.07
2023-03-20 15:12:00,1.04,1.12,1.05
2023-03-20 15:14:00,1.09,1.26,1.07
2023-03-20 15:16:00,1.14,1.41,1.08
2023-03-20 15:18:00,0.990,0.690,1.02
2023-03-20 15:20:00,1.10,1.38,1.06
2023-03-20 15:22:00,1.08,1.06,1.05
2023-03-20 15:24:00,0.950,0.700,1
2023-03-20 15:26:00,0.930,0.900,0.980
2023-03-20 15:28:00,0.830,0.550,0.940
2023-03-20 15:30:00,0.880,0.930,0.950
2023-03-20 15:32:00,0.850,0.850,0.920
2023-03-20 15:34:00,0.830,0.910,0.910
2023-03-20 15:36:00,0.830,0.980,0.880
2023-03-20 15:38:00,0.820,1.06,0.860
2023-03-20 15:40:00,0.990,1.43,0.900
2023-03-20 15:42:00,0.910,0.890,0.870
2023-03-20 15:44:00,0.930,0.920,0.870
2023-03-20 15:46:00,1.03,1.37,0.900
2023-03-20 15:48:00,1.14,1.24,0.950
2023-03-20 15:50:00,1.18,1.17,0.980
2023-03-20 15:52:00,1.15,1,0.990
2023-03-20 15:54:00,1.27,1.71,1.05
2023-03-20 15:56:00,1.10,0.920,0.990
2023-03-20 15:58:00,0.950,0.690,0.940
2023-03-20 16:00:00,1.02,1.22,0.970
2023-03-20 16:02:00,0.920,0.730,0.940
2023-03-20 16:04:00,1.10,1.19,1.01
2023-03-20 16:06:00,1.10,0.970,1.02
2023-03-20 16:08:00,1.12,1.18,1.05
2023-03-20 16:10:00,0.950,0.690,1
2023-03-20 16:12:00,0.820,0.480,0.940
2023-03-20 16:14:00,1.01,1.33,0.990
2023-03-20 16:16:00,1.06,1.43,1.01
2023-03-20 16:18:00,0.930,0.780,0.960
2023-03-20 16:20:00,0.950,0.980,0.960
2023-03-20 16:22:00,0.910,0.790,0.940
2023-03-20 16:24:00,0.860,0.640,0.910
2023-03-20 16:26:00,0.980,1.06,0.940
2023-03-20 16:28:00,0.760,0.350,0.870
2023-03-20 16:30:00,0.760,0.770,0.850
2023-03-20 16:32:00,0.790,0.820,0.860
2023-03-20 16:34:00,1.21,2.11,0.990
2023-03-20 16:36:00,1.09,1.03,0.970
2023-03-20 16:38:00,1.25,1.61,1.04
2023-03-20 16:40:00,1.15,1.07,1.03
2023-03-20 16:42:00,1.47,2.41,1.14
2023-03-20 16:44:00,1.47,1.55,1.18
2023-03-20 16:46:00,1.32,1.04,1.14
2023-03-20 16:48:00,1.26,1.01,1.14
2023-03-20 16:50:00,1.62,2.03,1.28
2023-03-20 16:52:00,1.29,0.730,1.20
2023-03-20 16:54:00,1.18,0.880,1.16
2023-03-20 16:56:00,1.02,0.730,1.10
2023-03-20 16:58:00,1.15,1.40,1.13
2023-03-20 17:00:00,1.01,0.680,1.07
2023-03-20 17:02:00,1.10,1.17,1.09
2023-03-20 17:04:00,0.970,0.780,1.04
2023-03-20 17:06:00,0.990,0.960,1.04
2023-03-20 17:08:00,0.920,0.890,0.980
2023-03-20 17:10:00,0.850,0.710,0.930
2023-03-20 17:12:00,0.690,0.470,0.870
2023-03-20 17:14:00,0.750,0.730,0.870
2023-03-20 17:16:00,0.740,0.870,0.850
2023-03-20 17:18:00,0.870,1.08,0.860
2023-03-20 17:20:00,0.800,0.710,0.840
2023-03-20 17:22:00,0.740,0.720,0.800
2023-03-20 17:24:00,0.840,1.06,0.820
2023-03-20 17:26:00,0.780,0.670,0.790
2023-03-20 17:28:00,0.840,0.950,0.810
2023-03-20 17:30:00,0.970,1.35,0.850
2023-03-20 17:32:00,0.950,0.970,0.860
2023-03-20 17:34:00,0.780,0.540,0.790
2023-03-20 17:36:00,0.830,1.05,0.800
2023-03-20 17:38:00,0.900,1.05,0.820
2023-03-20 17:40:00,0.770,0.540,0.780
