"Time","192.168.0.211:10250","192.168.0.221:10250","192.168.0.222:10250"
2023-03-23 03:00:00,0.198,0.0323,0.0350
2023-03-23 03:04:00,0.191,0.0365,0.0372
2023-03-23 03:08:00,0.197,0.0368,0.0363
2023-03-23 03:12:00,0.199,0.0374,0.0364
2023-03-23 03:16:00,0.201,0.0360,0.0362
2023-03-23 03:20:00,0.204,0.0368,0.0372
2023-03-23 03:24:00,0.191,0.0347,0.0355
2023-03-23 03:28:00,0.196,0.0368,0.0371
2023-03-23 03:32:00,0.189,0.0367,0.0361
2023-03-23 03:36:00,0.193,0.0362,0.0357
2023-03-23 03:40:00,0.193,0.0367,0.0360
2023-03-23 03:44:00,0.179,0.0353,0.0355
2023-03-23 03:48:00,0.191,0.0346,0.0356
2023-03-23 03:52:00,0.185,0.0365,0.0366
2023-03-23 03:56:00,0.186,0.0358,0.0359
2023-03-23 04:00:00,0.186,0.0352,0.0347
2023-03-23 04:04:00,0.158,0.0311,0.0296
2023-03-23 04:08:00,0.166,0.0303,0.0308
2023-03-23 04:12:00,0.196,0.0347,0.0348
2023-03-23 04:16:00,0.183,0.0338,0.0329
2023-03-23 04:20:00,0.187,0.0349,0.0352
2023-03-23 04:24:00,0.179,0.0347,0.0345
2023-03-23 04:28:00,0.185,0.0350,0.0347
2023-03-23 04:32:00,0.192,0.0354,0.0354
2023-03-23 04:36:00,0.189,0.0338,0.0352
2023-03-23 04:40:00,0.182,0.0341,0.0348
2023-03-23 04:44:00,0.121,0.0254,0.0250
2023-03-23 04:48:00,0.123,0.0225,0.0231
2023-03-23 04:52:00,0.145,0.0265,0.0271
2023-03-23 04:56:00,0.136,0.0264,0.0261
2023-03-23 05:00:00,0.124,0.0225,0.0239
2023-03-23 05:04:00,0.124,0.0237,0.0238
2023-03-23 05:08:00,0.126,0.0238,0.0245
2023-03-23 05:12:00,0.127,0.0226,0.0235
2023-03-23 05:16:00,0.126,0.0235,0.0243
2023-03-23 05:20:00,0.122,0.0231,0.0238
2023-03-23 05:24:00,0.117,0.0224,0.0240
2023-03-23 05:28:00,0.119,0.0219,0.0239
2023-03-23 05:32:00,0.118,0.0216,0.0228
2023-03-23 05:36:00,0.118,0.0217,0.0230
2023-03-23 05:40:00,0.118,0.0212,0.0233
2023-03-23 05:44:00,0.113,0.0213,0.0230
2023-03-23 05:48:00,0.117,0.0222,0.0230
2023-03-23 05:52:00,0.116,0.0222,0.0228
2023-03-23 05:56:00,0.116,0.0221,0.0230
2023-03-23 06:00:00,0.118,0.0217,0.0232
2023-03-23 06:04:00,0.113,0.0222,0.0228
2023-03-23 06:08:00,0.119,0.0219,0.0231
2023-03-23 06:12:00,0.118,0.0221,0.0225
2023-03-23 06:16:00,0.119,0.0225,0.0229
2023-03-23 06:20:00,0.117,0.0221,0.0231
2023-03-23 06:24:00,0.113,0.0222,0.0227
2023-03-23 06:28:00,0.119,0.0220,0.0229
2023-03-23 06:32:00,0.117,0.0215,0.0227
2023-03-23 06:36:00,0.116,0.0215,0.0233
2023-03-23 06:40:00,0.118,0.0216,0.0235
2023-03-23 06:44:00,0.112,0.0218,0.0231
2023-03-23 06:48:00,0.116,0.0213,0.0226
2023-03-23 06:52:00,0.119,0.0216,0.0232
2023-03-23 06:56:00,0.118,0.0213,0.0233
2023-03-23 07:00:00,0.117,0.0215,0.0233
2023-03-23 07:04:00,0.113,0.0218,0.0230
2023-03-23 07:08:00,0.120,0.0222,0.0226
2023-03-23 07:12:00,0.119,0.0221,0.0228
2023-03-23 07:16:00,0.118,0.0217,0.0228
2023-03-23 07:20:00,0.119,0.0219,0.0227
2023-03-23 07:24:00,0.114,0.0223,0.0233
2023-03-23 07:28:00,0.120,0.0220,0.0228
2023-03-23 07:32:00,0.120,0.0218,0.0226
2023-03-23 07:36:00,0.118,0.0219,0.0224
2023-03-23 07:40:00,0.118,0.0216,0.0227
2023-03-23 07:44:00,0.112,0.0219,0.0231
2023-03-23 07:48:00,0.117,0.0218,0.0233
2023-03-23 07:52:00,0.119,0.0215,0.0229
2023-03-23 07:56:00,0.117,0.0215,0.0230
2023-03-23 08:00:00,0.120,0.0223,0.0235
2023-03-23 08:04:00,0.115,0.0217,0.0232
2023-03-23 08:08:00,0.128,0.0221,0.0235
2023-03-23 08:12:00,0.132,0.0221,0.0229
2023-03-23 08:16:00,0.120,0.0220,0.0230
2023-03-23 08:20:00,0.119,0.0218,0.0229
2023-03-23 08:24:00,0.113,0.0222,0.0234
2023-03-23 08:28:00,0.118,0.0218,0.0223
2023-03-23 08:32:00,0.120,0.0223,0.0225
2023-03-23 08:36:00,0.119,0.0217,0.0230
2023-03-23 08:40:00,0.119,0.0218,0.0230
2023-03-23 08:44:00,0.115,0.0221,0.0228
2023-03-23 08:48:00,0.118,0.0222,0.0232
2023-03-23 08:52:00,0.118,0.0215,0.0226
2023-03-23 08:56:00,0.118,0.0220,0.0230
2023-03-23 09:00:00,0.118,0.0217,0.0235
2023-03-23 09:04:00,0.112,0.0220,0.0233
2023-03-23 09:08:00,0.118,0.0222,0.0231
2023-03-23 09:12:00,0.119,0.0221,0.0230
2023-03-23 09:16:00,0.119,0.0214,0.0237
2023-03-23 09:20:00,0.121,0.0221,0.0230
2023-03-23 09:24:00,0.114,0.0221,0.0231
2023-03-23 09:28:00,0.121,0.0225,0.0233
2023-03-23 09:32:00,0.121,0.0221,0.0234
2023-03-23 09:36:00,0.123,0.0225,0.0230
2023-03-23 09:40:00,0.120,0.0225,0.0233
