"Time","Cluster","172.16.66.116:9796","172.16.66.117:9796","172.16.66.118:9796"
2023-03-11 09:30:00,6.21,6.88,5.71,6.05
2023-03-11 09:32:00,6.25,6.79,5.72,6.23
2023-03-11 09:34:00,6.24,6.76,5.74,6.22
2023-03-11 09:36:00,6.23,6.86,5.75,6.10
2023-03-11 09:38:00,6.32,6.87,5.74,6.33
2023-03-11 09:40:00,6.30,6.96,5.77,6.16
2023-03-11 09:42:00,6.41,7.07,5.78,6.39
2023-03-11 09:44:00,6.37,7.06,5.86,6.18
2023-03-11 09:46:00,6.32,6.94,5.80,6.20
2023-03-11 09:48:00,6.30,6.85,5.80,6.26
2023-03-11 09:50:00,6.25,6.88,5.78,6.08
2023-03-11 09:52:00,6.31,6.96,5.77,6.19
2023-03-11 09:54:00,6.32,6.97,5.76,6.23
2023-03-11 09:56:00,6.30,6.97,5.76,6.17
2023-03-11 09:58:00,6.33,6.93,5.76,6.30
2023-03-11 10:00:00,6.30,6.98,5.77,6.15
2023-03-11 10:02:00,6.33,6.86,5.77,6.36
2023-03-11 10:04:00,6.26,6.86,5.77,6.14
2023-03-11 10:06:00,6.30,6.94,5.78,6.18
2023-03-11 10:08:00,6.30,6.90,5.75,6.25
2023-03-11 10:10:00,6.28,6.95,5.79,6.12
2023-03-11 10:12:00,6.40,6.98,5.80,6.43
2023-03-11 10:14:00,6.29,6.95,5.77,6.14
2023-03-11 10:16:00,6.32,7.01,5.79,6.16
2023-03-11 10:18:00,6.32,6.96,5.78,6.22
2023-03-11 10:20:00,6.27,6.95,5.77,6.09
2023-03-11 10:22:00,6.33,6.97,5.77,6.23
2023-03-11 10:24:00,6.30,6.96,5.77,6.17
2023-03-11 10:26:00,6.38,6.96,5.78,6.38
2023-03-11 10:28:00,6.27,6.88,5.78,6.15
2023-03-11 10:30:00,6.31,6.97,5.79,6.18
2023-03-11 10:32:00,6.35,6.96,5.79,6.29
2023-03-11 10:34:00,6.30,6.96,5.77,6.16
2023-03-11 10:36:00,6.32,6.94,5.79,6.24
2023-03-11 10:38:00,6.27,6.83,5.79,6.21
2023-03-11 10:40:00,6.29,6.88,5.81,6.17
2023-03-11 10:42:00,6.33,6.86,5.79,6.35
2023-03-11 10:44:00,6.32,6.87,5.80,6.30
2023-03-11 10:46:00,6.35,6.86,5.79,6.40
2023-03-11 10:48:00,6.37,6.88,5.81,6.41
2023-03-11 10:50:00,6.24,6.92,5.81,6.01
2023-03-11 10:52:00,6.34,6.95,5.82,6.25
