"Time","sum({__name__=~""node_memory_MemTotal_bytes|windows_cs_physical_memory_bytes""}) - sum({__name__=~""node_memory_MemAvailable_bytes|windows_os_physical_memory_free_bytes""})"
2023-03-11 09:20:00,18545111040
2023-03-11 09:40:00,18826072064
2023-03-11 10:00:00,18836967424
2023-03-11 10:20:00,18744733696
2023-03-11 10:40:00,18796036096
2023-03-11 11:00:00,18996670464
2023-03-11 11:20:00,18896572416
2023-03-11 11:40:00,19046780928
2023-03-11 12:00:00,19281637376
2023-03-11 12:20:00,19267874816
2023-03-11 12:40:00,19351416832
2023-03-11 13:00:00,19492777984
2023-03-11 13:20:00,19498041344
2023-03-11 13:40:00,19436818432
2023-03-11 14:00:00,19445948416
2023-03-11 14:20:00,19329110016
2023-03-11 14:40:00,19723370496
2023-03-11 15:00:00,19815727104
2023-03-11 15:20:00,19822170112
2023-03-11 15:40:00,19735621632
2023-03-11 16:00:00,19795406848
2023-03-11 16:20:00,19998949376
2023-03-11 16:40:00,19976822784
2023-03-11 17:00:00,20071931904
2023-03-11 17:20:00,20123918336
2023-03-11 17:40:00,20000968704
2023-03-11 18:00:00,20130410496
2023-03-11 18:20:00,20132597760
2023-03-11 18:40:00,20165840896
2023-03-11 19:00:00,20561838080
2023-03-11 19:20:00,20199620608
2023-03-11 19:40:00,20316549120
2023-03-11 20:00:00,20400930816
2023-03-11 20:20:00,20331532288
2023-03-11 20:40:00,20417609728
2023-03-11 21:00:00,20375691264
2023-03-11 21:20:00,20072660992
2023-03-11 21:40:00,20282793984
2023-03-11 22:00:00,20195368960
2023-03-11 22:20:00,20165021696
2023-03-11 22:40:00,20254789632
2023-03-11 23:00:00,20372082688
2023-03-11 23:20:00,20151214080
2023-03-11 23:40:00,20227719168
2023-03-12 00:00:00,20384878592
2023-03-12 00:20:00,20452155392
2023-03-12 00:40:00,20331798528
2023-03-12 01:00:00,20399308800
2023-03-12 01:20:00,20365209600
2023-03-12 01:40:00,20330774528
2023-03-12 02:00:00,20495564800
2023-03-12 02:20:00,20427620352
2023-03-12 02:40:00,20146991104
2023-03-12 03:00:00,20261912576
2023-03-12 03:20:00,20148502528
2023-03-12 03:40:00,20053647360
2023-03-12 04:00:00,20235542528
2023-03-12 04:20:00,20186300416
2023-03-12 04:40:00,20192751616
2023-03-12 05:00:00,20512362496
2023-03-12 05:20:00,20100800512
2023-03-12 05:40:00,20175290368
2023-03-12 06:00:00,20345675776
2023-03-12 06:20:00,20178182144
2023-03-12 06:40:00,20195622912
2023-03-12 07:00:00,20453044224
2023-03-12 07:20:00,20350795776
2023-03-12 07:40:00,20391362560
2023-03-12 08:00:00,20430393344
2023-03-12 08:20:00,20488044544
2023-03-12 08:40:00,20354535424
2023-03-12 09:00:00,20887015424
2023-03-12 09:20:00,20496216064
2023-03-12 09:40:00,20422856704
2023-03-12 10:00:00,20267405312
2023-03-12 10:20:00,20299804672
2023-03-12 10:40:00,20139499520
2023-03-12 11:00:00,20309139456
2023-03-12 11:20:00,20097003520
2023-03-12 11:40:00,20321693696
2023-03-12 12:00:00,20381900800
2023-03-12 12:20:00,20340666368
2023-03-12 12:40:00,20182650880
2023-03-12 13:00:00,20323868672
2023-03-12 13:20:00,20208906240
2023-03-12 13:40:00,20328574976
2023-03-12 14:00:00,20233228288
2023-03-12 14:20:00,20161933312
2023-03-12 14:40:00,20415655936
2023-03-12 15:00:00,20782612480
2023-03-12 15:20:00,20289699840

