"Time","(sum(node_filesystem_size_bytes{device!~""rootfs|HarddiskVolume.+""}) - sum(node_filesystem_free_bytes{device!~""rootfs|HarddiskVolume.+""}) OR on() vector(0)) + (sum(windows_logical_disk_size_bytes{volume!~""(HarddiskVolume.+|[A-Z]:.+)""}) - sum(windows_logical_disk_free_bytes{volume!~""(HarddiskVolume.+|[A-Z]:.+)""}) OR on() vector(0))"
2023-03-11 09:20:00,52926889984
2023-03-11 09:40:00,52937052160
2023-03-11 10:00:00,52951707648
2023-03-11 10:20:00,52989415424
2023-03-11 10:40:00,53037490176
2023-03-11 11:00:00,53070815232
2023-03-11 11:20:00,53142675456
2023-03-11 11:40:00,53180080128
2023-03-11 12:00:00,53250158592
2023-03-11 12:20:00,53324652544
2023-03-11 12:40:00,53372915712
2023-03-11 13:00:00,53406334976
2023-03-11 13:20:00,53472870400
2023-03-11 13:40:00,53510647808
2023-03-11 14:00:00,53549309952
2023-03-11 14:20:00,53486981120
2023-03-11 14:40:00,53530476544
2023-03-11 15:00:00,53574389760
2023-03-11 15:20:00,53640773632
2023-03-11 15:40:00,53678432256
2023-03-11 16:00:00,53716135936
2023-03-11 16:20:00,53637165056
2023-03-11 16:40:00,53674885120
2023-03-11 17:00:00,53708439552
2023-03-11 17:20:00,53776916480
2023-03-11 17:40:00,53814595584
2023-03-11 18:00:00,53852090368
2023-03-11 18:20:00,53770256384
2023-03-11 18:40:00,53808160768
2023-03-11 19:00:00,53848817664
2023-03-11 19:20:00,53915766784
2023-03-11 19:40:00,53964922880
2023-03-11 20:00:00,54002851840
2023-03-11 20:20:00,53859655680
2023-03-11 20:40:00,53897408512
2023-03-11 21:00:00,53933867008
2023-03-11 21:20:00,54010097664
2023-03-11 21:40:00,54048608256
2023-03-11 22:00:00,54086942720
2023-03-11 22:20:00,53951299584
2023-03-11 22:40:00,53990551552
2023-03-11 23:00:00,54035124224
2023-03-11 23:20:00,54104518656
2023-03-11 23:40:00,54142287872
2023-03-12 00:00:00,54182268928
2023-03-12 00:20:00,53994369024
2023-03-12 00:40:00,54034739200
2023-03-12 01:00:00,54079131648
2023-03-12 01:20:00,54142709760
2023-03-12 01:40:00,54182035456
2023-03-12 02:00:00,54220587008
2023-03-12 02:20:00,54087581696
2023-03-12 02:40:00,54136926208
2023-03-12 03:00:00,54172647424
2023-03-12 03:20:00,54241386496
2023-03-12 03:40:00,54271737856
2023-03-12 04:00:00,54308679680
2023-03-12 04:20:00,54166683648
2023-03-12 04:40:00,54206562304
2023-03-12 05:00:00,54241910784
2023-03-12 05:20:00,54310535168
2023-03-12 05:40:00,54348853248
2023-03-12 06:00:00,54390243328
2023-03-12 06:20:00,54165274624
2023-03-12 06:40:00,54203727872
2023-03-12 07:00:00,54247870464
2023-03-12 07:20:00,54317006848
2023-03-12 07:40:00,54356238336
2023-03-12 08:00:00,54394519552
2023-03-12 08:20:00,54259118080
2023-03-12 08:40:00,54298185728
2023-03-12 09:00:00,54332579840
2023-03-12 09:20:00,54400802816
2023-03-12 09:40:00,54438359040
2023-03-12 10:00:00,54488195072
2023-03-12 10:20:00,54353895424
2023-03-12 10:40:00,54392254464
2023-03-12 11:00:00,54428057600
2023-03-12 11:20:00,54496124928
2023-03-12 11:40:00,54543777792
2023-03-12 12:00:00,54582693888
2023-03-12 12:20:00,54389960704
2023-03-12 12:40:00,54429274112
2023-03-12 13:00:00,54453784576
2023-03-12 13:20:00,54531969024
2023-03-12 13:40:00,54571573248
2023-03-12 14:00:00,54609920000
2023-03-12 14:20:00,54467026944
2023-03-12 14:40:00,54505074688
2023-03-12 15:00:00,54540496896
2023-03-12 15:20:00,54609760256

