"Time","cattle-fleet-local-system","cattle-fleet-system","cattle-monitoring-system","cattle-system","cert-manager","cilium-monitoring","default","kube-system","longhorn-system","sock-shop","tracee-system"
2023-03-11 09:00:00,5270,3497,3757,7553,178,32822,0,3409,459,119,0
2023-03-11 09:02:00,5270,3497,3757,7553,178,32822,0,3409,459,119,0
2023-03-11 09:04:00,5270,3497,3757,7553,178,32822,0,3409,459,119,0
2023-03-11 09:06:00,4366,3748,4373,7310,177,33583,0,4031,441,228,0
2023-03-11 09:08:00,4366,3748,4373,7310,177,33583,0,4031,441,228,0
2023-03-11 09:10:00,7513,6457,4736,18835,3730,34859,0,3851,1395,121,0
2023-03-11 09:12:00,7513,6457,4736,18835,3730,34859,0,3851,1395,121,0
2023-03-11 09:14:00,7513,6457,4736,18835,3730,34859,0,3851,1395,121,0
2023-03-11 09:16:00,4310,3498,4563,9599,185,32498,0.140,4360,469,232,0.156
2023-03-11 09:18:00,4310,3498,4563,9599,185,32498,0.140,4360,469,232,0.156
2023-03-11 09:20:00,18527,3589,3624,7251,182,34403,0.0467,3001,449,121,0
2023-03-11 09:22:00,18527,3589,3624,7251,182,34403,0.0467,3001,449,121,0
2023-03-11 09:24:00,18527,3589,3624,7251,182,34403,0.0467,3001,449,121,0
2023-03-11 09:26:00,3717,3512,4510,7366,175,32157,0.0467,4246,453,242,0
2023-03-11 09:28:00,3717,3512,4510,7366,175,32157,0.0467,4246,453,242,0
2023-03-11 09:30:00,5864,3707,3573,7844,179,35112,0,3209,450,119,0.0778
2023-03-11 09:32:00,5864,3707,3573,7844,179,35112,0,3209,450,119,0.0778
2023-03-11 09:34:00,5864,3707,3573,7844,179,35112,0,3209,450,119,0.0778
2023-03-11 09:36:00,3653,3293,4259,6918,182,32855,0,4001,451,244,0
2023-03-11 09:38:00,3653,3293,4259,6918,182,32855,0,4001,451,244,0
2023-03-11 09:40:00,17834,3479,3867,7239,180,34409,0,3319,458,110,0
2023-03-11 09:42:00,17834,3479,3867,7239,180,34409,0,3319,458,110,0
2023-03-11 09:44:00,17834,3479,3867,7239,180,34409,0,3319,458,110,0
2023-03-11 09:46:00,4347,3513,4298,7629,180,33976,0,4221,448,238,0
2023-03-11 09:48:00,4347,3513,4298,7629,180,33976,0,4221,448,238,0
2023-03-11 09:50:00,5056,3984,3766,7229,176,33293,0,3128,449,124,0
2023-03-11 09:52:00,5056,3984,3766,7229,176,33293,0,3128,449,124,0
2023-03-11 09:54:00,5056,3984,3766,7229,176,33293,0,3128,449,124,0
2023-03-11 09:56:00,3666,3346,4269,7208,181,32866,0,4051,461,234,0
2023-03-11 09:58:00,3666,3346,4269,7208,181,32866,0,4051,461,234,0
2023-03-11 10:00:00,5129,3536,3503,7558,177,32951,0,3231,442,124,0
2023-03-11 10:02:00,5129,3536,3503,7558,177,32951,0,3231,442,124,0
2023-03-11 10:04:00,5129,3536,3503,7558,177,32951,0,3231,442,124,0
2023-03-11 10:06:00,17825,3292,4575,7182,183,35099,0,4374,453,229,0
2023-03-11 10:08:00,17825,3292,4575,7182,183,35099,0,4374,453,229,0
2023-03-11 10:10:00,4349,3536,3519,7433,175,32936,0.0467,2930,457,127,0.0778
2023-03-11 10:12:00,4349,3536,3519,7433,175,32936,0.0467,2930,457,127,0.0778
2023-03-11 10:14:00,4349,3536,3519,7433,175,32936,0.0467,2930,457,127,0.0778
2023-03-11 10:16:00,4338,3884,4465,7511,183,33251,0,4184,445,240,0.0778
2023-03-11 10:18:00,4338,3884,4465,7511,183,33251,0,4184,445,240,0.0778
2023-03-11 10:20:00,4406,3466,3699,7245,179,32913,0.0933,3229,448,113,0
2023-03-11 10:22:00,4406,3466,3699,7245,179,32913,0.0933,3229,448,113,0
2023-03-11 10:24:00,4406,3466,3699,7245,179,32913,0.0933,3229,448,113,0
2023-03-11 10:26:00,4208,3207,4400,7211,179,35147,0.0467,4091,457,242,0
2023-03-11 10:28:00,4208,3207,4400,7211,179,35147,0.0467,4091,457,242,0
2023-03-11 10:30:00,18740,3892,3678,7948,174,33261,0.0467,3330,442,116,0.0778
2023-03-11 10:32:00,18740,3892,3678,7948,174,33261,0.0467,3330,442,116,0.0778
2023-03-11 10:34:00,18740,3892,3678,7948,174,33261,0.0467,3330,442,116,0.0778
2023-03-11 10:36:00,4373,3499,4452,6838,184,33610,0,4196,469,242,0
2023-03-11 10:38:00,4373,3499,4452,6838,184,33610,0,4196,469,242,0
2023-03-11 10:40:00,4328,3391,3500,7352,176,33694,0,2975,443,116,0
2023-03-11 10:42:00,4328,3391,3500,7352,176,33694,0,2975,443,116,0
2023-03-11 10:44:00,4328,3391,3500,7352,176,33694,0,2975,443,116,0
2023-03-11 10:46:00,4403,3284,4424,7552,177,33623,0,4207,452,242,0
2023-03-11 10:48:00,4403,3284,4424,7552,177,33623,0,4207,452,242,0
2023-03-11 10:50:00,18518,3530,3776,7300,184,33669,0,3160,454,118,0
2023-03-11 10:52:00,18518,3530,3776,7300,184,33669,0,3160,454,118,0
2023-03-11 10:54:00,18518,3530,3776,7300,184,33669,0,3160,454,118,0
2023-03-11 10:56:00,3540,3458,4294,7261,176,34416,0,4350,455,237,0
2023-03-11 10:58:00,3540,3458,4294,7261,176,34416,0,4350,455,237,0
2023-03-11 11:00:00,5227,3636,3619,7544,182,31803,0,3093,451,121,0
2023-03-11 11:02:00,5227,3636,3619,7544,182,31803,0,3093,451,121,0
2023-03-11 11:04:00,5227,3636,3619,7544,182,31803,0,3093,451,121,0
2023-03-11 11:06:00,4200,3501,4204,7047,175,34777,0,4075,443,237,0
2023-03-11 11:08:00,4200,3501,4204,7047,175,34777,0,4075,443,237,0
2023-03-11 11:10:00,17942,3455,3835,7314,182,34434,0.0467,3266,454,120,0
2023-03-11 11:12:00,17942,3455,3835,7314,182,34434,0.0467,3266,454,120,0
2023-03-11 11:14:00,17942,3455,3835,7314,182,34434,0.0467,3266,454,120,0
2023-03-11 11:16:00,5095,3579,4617,7845,174,32849,0.0467,4236,445,236,0.0778
2023-03-11 11:18:00,5095,3579,4617,7845,174,32849,0.0467,4236,445,236,0.0778
2023-03-11 11:20:00,3470,3481,3374,7032,181,33672,0,3006,470,120,0.0778
2023-03-11 11:22:00,3470,3481,3374,7032,181,33672,0,3006,470,120,0.0778
2023-03-11 11:24:00,3470,3481,3374,7032,181,33672,0,3006,470,120,0.0778
2023-03-11 11:26:00,4327,4130,4528,6905,182,33290,0.0933,4335,432,237,0.0778
2023-03-11 11:28:00,4327,4130,4528,6905,182,33290,0.0933,4335,432,237,0.0778
2023-03-11 11:30:00,18808,2921,3591,8171,183,34795,0,3048,447,120,0
2023-03-11 11:32:00,18808,2921,3591,8171,183,34795,0,3048,447,120,0
2023-03-11 11:34:00,18808,2921,3591,8171,183,34795,0,3048,447,120,0
2023-03-11 11:36:00,4354,3896,4354,6888,174,33681,0.0467,4200,452,232,0
2023-03-11 11:38:00,4354,3896,4354,6888,174,33681,0.0467,4200,452,232,0
2023-03-11 11:40:00,4236,3362,3710,6915,180,34002,0,3219,457,128,0
2023-03-11 11:42:00,4236,3362,3710,6915,180,34002,0,3219,457,128,0
2023-03-11 11:44:00,4236,3362,3710,6915,180,34002,0,3219,457,128,0
2023-03-11 11:46:00,18668,3344,4429,7481,180,32578,0,4123,454,232,0
2023-03-11 11:48:00,18668,3344,4429,7481,180,32578,0,4123,454,232,0
2023-03-11 11:50:00,3534,4049,3742,7594,172,33308,0,3324,444,124,0
2023-03-11 11:52:00,3534,4049,3742,7594,172,33308,0,3324,444,124,0
2023-03-11 11:54:00,3534,4049,3742,7594,172,33308,0,3324,444,124,0
2023-03-11 11:56:00,4271,3554,4364,7211,185,34022,0,4017,447,236,0
2023-03-11 11:58:00,4271,3554,4364,7211,185,34022,0,4017,447,236,0
2023-03-11 12:00:00,6071,2961,3583,7897,181,34435,0,3166,455,123,0
2023-03-11 12:02:00,6071,2961,3583,7897,181,34435,0,3166,455,123,0
2023-03-11 12:04:00,6071,2961,3583,7897,181,34435,0,3166,455,123,0
2023-03-11 12:06:00,16984,3681,4659,6717,179,32901,0,4373,449,234,0
2023-03-11 12:08:00,16984,3681,4659,6717,179,32901,0,4373,449,234,0
2023-03-11 12:10:00,4471,3687,3545,7417,177,33653,0.0467,3019,452,120,0
2023-03-11 12:12:00,4471,3687,3545,7417,177,33653,0.0467,3019,452,120,0
2023-03-11 12:14:00,4471,3687,3545,7417,177,33653,0.0467,3019,452,120,0
2023-03-11 12:16:00,4227,3105,4348,7521,181,34454,0.0467,4245,456,235,0.0778
2023-03-11 12:18:00,4227,3105,4348,7521,181,34454,0.0467,4245,456,235,0.0778
2023-03-11 12:20:00,5171,3960,3616,7220,181,34015,0,3060,455,122,0
2023-03-11 12:22:00,5171,3960,3616,7220,181,34015,0,3060,455,122,0
2023-03-11 12:24:00,5171,3960,3616,7220,181,34015,0,3060,455,122,0
2023-03-11 12:26:00,3600,3095,4260,7299,176,32598,0.0933,4087,441,241,0.156
2023-03-11 12:28:00,3600,3095,4260,7299,176,32598,0.0933,4087,441,241,0.156
2023-03-11 12:30:00,5943,3602,3809,7590,177,33634,0,3458,461,120,0
2023-03-11 12:32:00,5943,3602,3809,7590,177,33634,0,3458,461,120,0
2023-03-11 12:34:00,5943,3602,3809,7590,177,33634,0,3458,461,120,0
2023-03-11 12:36:00,16920,3485,4412,7339,180,34095,0,3939,444,230,0
2023-03-11 12:38:00,16920,3485,4412,7339,180,34095,0,3939,444,230,0
2023-03-11 12:40:00,4444,3885,3552,7245,179,34377,0.0467,3433,457,124,0
2023-03-11 12:42:00,4444,3885,3552,7245,179,34377,0.0467,3433,457,124,0
2023-03-11 12:44:00,4444,3885,3552,7245,179,34377,0.0467,3433,457,124,0
2023-03-11 12:46:00,5154,3154,4354,7524,179,33673,0,3980,452,221,0
2023-03-11 12:48:00,5154,3154,4354,7524,179,33673,0,3980,452,221,0
2023-03-11 12:50:00,17865,3604,3775,7362,179,33687,0,3397,450,138,0
2023-03-11 12:52:00,17865,3604,3775,7362,179,33687,0,3397,450,138,0
2023-03-11 12:54:00,17865,3604,3775,7362,179,33687,0,3397,450,138,0
2023-03-11 12:56:00,3545,4062,4414,7198,179,32201,0,4130,454,220,0
2023-03-11 12:58:00,3545,4062,4414,7198,179,32201,0,4130,454,220,0
2023-03-11 13:00:00,5177,2913,3691,7526,179,34454,0,3051,463,134,0
2023-03-11 13:02:00,5177,2913,3691,7526,179,34454,0,3051,463,134,0
2023-03-11 13:04:00,5177,2913,3691,7526,179,34454,0,3051,463,134,0
2023-03-11 13:06:00,4455,3930,4573,7730,176,33286,0,4155,453,205,0
2023-03-11 13:08:00,4455,3930,4573,7730,176,33286,0,4155,453,205,0
2023-03-11 13:10:00,4416,3477,3612,6995,183,32963,0.0467,3323,439,159,0
2023-03-11 13:12:00,4416,3477,3612,6995,183,32963,0.0467,3323,439,159,0
2023-03-11 13:14:00,4416,3477,3612,6995,183,32963,0.0467,3323,439,159,0
2023-03-11 13:16:00,17843,3204,4125,7823,181,35483,0.0467,3739,455,184,0.0778
2023-03-11 13:18:00,17843,3204,4125,7823,181,35483,0.0467,3739,455,184,0.0778
2023-03-11 13:20:00,4210,3870,3953,6932,178,32566,0,3506,453,172,0
2023-03-11 13:22:00,4210,3870,3953,6932,178,32566,0,3506,453,172,0
2023-03-11 13:24:00,4210,3870,3953,6932,178,32566,0,3506,453,172,0
2023-03-11 13:26:00,4483,3134,3929,7669,179,34467,0.0933,3815,453,129,0
2023-03-11 13:28:00,4483,3134,3929,7669,179,34467,0.0933,3815,453,129,0
2023-03-11 13:30:00,5803,3565,3820,7305,173,34016,0,3427,450,234,0.0778
2023-03-11 13:32:00,5803,3565,3820,7305,173,34016,0,3427,450,234,0.0778
2023-03-11 13:34:00,5803,3565,3820,7305,173,34016,0,3427,450,234,0.0778
2023-03-11 13:36:00,17076,3872,4226,7259,187,33325,0,4024,453,116,0.0778
2023-03-11 13:38:00,17076,3872,4226,7259,187,33325,0,4024,453,116,0.0778
2023-03-11 13:40:00,4445,3098,3873,7255,178,33709,0.0467,3564,450,229,0
2023-03-11 13:42:00,4445,3098,3873,7255,178,33709,0.0467,3564,450,229,0
2023-03-11 13:44:00,4445,3098,3873,7255,178,33709,0.0467,3564,450,229,0
2023-03-11 13:46:00,4290,3913,4032,7471,175,32883,0,3132,458,129,0
2023-03-11 13:48:00,4290,3913,4032,7471,175,32883,0,3132,458,129,0
2023-03-11 13:50:00,4445,3448,4128,7698,184,33715,0,4104,446,228,0
2023-03-11 13:52:00,4445,3448,4128,7698,184,33715,0,4104,446,228,0
2023-03-11 13:54:00,4445,3448,4128,7698,184,33715,0,4104,446,228,0
2023-03-11 13:56:00,4213,3672,3639,7033,174,33632,0,3667,456,122,0
2023-03-11 13:58:00,4213,3672,3639,7033,174,33632,0,3667,456,122,0
2023-03-11 14:00:00,18817,3715,4529,7602,182,33732,0,3933,448,239,0
2023-03-11 14:02:00,18817,3715,4529,7602,182,33732,0,3933,448,239,0
2023-03-11 14:04:00,18817,3715,4529,7602,182,33732,0,3933,448,239,0
2023-03-11 14:06:00,4357,3223,3454,7281,179,32554,0,3405,455,116,0
2023-03-11 14:08:00,4357,3223,3454,7281,179,32554,0,3405,455,116,0
2023-03-11 14:10:00,4251,3227,4497,7219,175,34829,0.0467,3784,451,244,0
2023-03-11 14:12:00,4251,3227,4497,7219,175,34829,0.0467,3784,451,244,0
2023-03-11 14:14:00,4251,3227,4497,7219,175,34829,0.0467,3784,451,244,0
2023-03-11 14:16:00,4346,3815,3517,7784,179,34421,0.0467,3053,459,118,0.0778
2023-03-11 14:18:00,4346,3815,3517,7784,179,34421,0.0467,3053,459,118,0.0778
2023-03-11 14:20:00,4389,3883,4471,7378,184,34034,0,4183,459,233,0
2023-03-11 14:22:00,4389,3883,4471,7378,184,34034,0,4183,459,233,0
2023-03-11 14:24:00,4389,3883,4471,7378,184,34034,0,4183,459,233,0
2023-03-11 14:26:00,17861,2916,4040,6958,179,32604,0.0467,3711,448,119,0
2023-03-11 14:28:00,17861,2916,4040,6958,179,32604,0.0467,3711,448,119,0
2023-03-11 14:30:00,5086,4118,4248,7855,175,33696,0.0467,3669,454,241,0
2023-03-11 14:32:00,5086,4118,4248,7855,175,33696,0.0467,3669,454,241,0
2023-03-11 14:34:00,5086,4118,4248,7855,175,33696,0.0467,3669,454,241,0
2023-03-11 14:36:00,4506,3250,3483,7087,184,33697,0,3250,448,118,0.0778
2023-03-11 14:38:00,4506,3250,3483,7087,184,33697,0,3250,448,118,0.0778
2023-03-11 14:40:00,4181,3150,4453,7356,177,34759,0,4231,448,236,0.0778
2023-03-11 14:42:00,4181,3150,4453,7356,177,34759,0,4231,448,236,0.0778
2023-03-11 14:44:00,4181,3150,4453,7356,177,34759,0,4231,448,236,0.0778
2023-03-11 14:46:00,5182,3997,3532,7755,178,32616,0,3233,450,122,0
2023-03-11 14:48:00,5182,3997,3532,7755,178,32616,0,3233,450,122,0
2023-03-11 14:50:00,17810,3484,4517,6925,180,33643,0.0467,4097,455,235,0
2023-03-11 14:52:00,17810,3484,4517,6925,180,33643,0.0467,4097,455,235,0
2023-03-11 14:54:00,17810,3484,4517,6925,180,33643,0.0467,4097,455,235,0
2023-03-11 14:56:00,3551,3735,3535,7414,179,33714,0,3056,463,129,0
2023-03-11 14:58:00,3551,3735,3535,7414,179,33714,0,3056,463,129,0
2023-03-11 15:00:00,5170,3001,4491,7707,183,33720,0,4342,452,228,0
2023-03-11 15:02:00,5170,3001,4491,7707,183,33720,0,4342,452,228,0
2023-03-11 15:04:00,5170,3001,4491,7707,183,33720,0,4342,452,228,0
2023-03-11 15:06:00,4509,3671,3648,7051,177,34053,0.0467,3050,445,125,0
2023-03-11 15:08:00,4509,3671,3648,7051,177,34053,0.0467,3050,445,125,0
2023-03-11 15:10:00,5040,3354,4330,7307,179,34047,0,4066,452,232,0.0778
2023-03-11 15:12:00,5040,3354,4330,7307,179,34047,0,4066,452,232,0.0778
2023-03-11 15:14:00,5040,3354,4330,7307,179,34047,0,4066,452,232,0.0778
2023-03-11 15:16:00,16997,3759,3810,7662,178,33670,0.0467,3341,459,129,0
2023-03-11 15:18:00,16997,3759,3810,7662,178,33670,0.0467,3341,459,129,0
2023-03-11 15:20:00,5239,3227,4241,7471,176,32569,0.0467,4082,455,232,0
2023-03-11 15:22:00,5239,3227,4241,7471,176,32569,0.0467,4082,455,232,0
2023-03-11 15:24:00,5239,3227,4241,7471,176,32569,0.0467,4082,455,232,0
2023-03-11 15:26:00,3473,4139,3720,7007,179,34805,0.0467,3210,435,116,0
2023-03-11 15:28:00,3473,4139,3720,7007,179,34805,0.0467,3210,435,116,0
2023-03-11 15:30:00,5170,2911,4529,7248,184,32571,0,4061,451,245,0
2023-03-11 15:32:00,5170,2911,4529,7248,184,32571,0,4061,451,245,0
2023-03-11 15:34:00,5170,2911,4529,7248,184,32571,0,4061,451,245,0
2023-03-11 15:36:00,17919,3816,3538,7354,175,35128,0,3310,447,120,0.0778
2023-03-11 15:38:00,17919,3816,3538,7354,175,35128,0,3310,447,120,0.0778
2023-03-11 15:40:00,4244,3316,4534,7454,179,32624,0,4126,454,231,0
2023-03-11 15:42:00,4244,3316,4534,7454,179,32624,0,4126,454,231,0
2023-03-11 15:44:00,4244,3316,4534,7454,179,32624,0,4126,454,231,0
2023-03-11 15:46:00,5247,3447,3256,7206,182,33660,0,3102,455,117,0.0778
2023-03-11 15:48:00,5247,3447,3256,7206,182,33660,0,3102,455,117,0.0778
2023-03-11 15:50:00,3481,3704,4633,7214,178,34816,0.0467,4176,446,248,0
2023-03-11 15:52:00,3481,3704,4633,7214,178,34816,0.0467,4176,446,248,0
2023-03-11 15:54:00,3481,3704,4633,7214,178,34816,0.0467,4176,446,248,0
