"Time","cattle-fleet-local-system","cattle-fleet-system","cattle-monitoring-system","cattle-system","cert-manager","cilium-monitoring","default","kube-system","longhorn-system","sock-shop","tracee-system"
2023-03-11 09:00:00,8.66,14.8,1084,42.3,3,22.1,0,773,30.6,17.1,0
2023-03-11 09:01:00,8.66,14.8,1084,42.3,3,22.1,0,773,30.6,17.1,0
2023-03-11 09:02:00,8.66,14.8,1084,42.3,3,22.1,0,773,30.6,17.1,0
2023-03-11 09:03:00,8.66,14.8,1084,42.3,3,22.1,0,773,30.6,17.1,0
2023-03-11 09:04:00,8.66,14.8,1084,42.3,3,22.1,0,773,30.6,17.1,0
2023-03-11 09:05:00,7.87,16.3,1295,42.7,3.01,22.6,0.00333,901,30.6,26.2,0
2023-03-11 09:06:00,7.87,16.3,1295,42.7,3.01,22.6,0.00333,901,30.6,26.2,0
2023-03-11 09:07:00,7.87,16.3,1295,42.7,3.01,22.6,0.00333,901,30.6,26.2,0
2023-03-11 09:08:00,7.87,16.3,1295,42.7,3.01,22.6,0.00333,901,30.6,26.2,0
2023-03-11 09:09:00,7.87,16.3,1295,42.7,3.01,22.6,0.00333,901,30.6,26.2,0
2023-03-11 09:10:00,8.34,14.4,1314,51.9,3.94,23.4,0.00333,909,33.3,17.5,0
2023-03-11 09:11:00,8.34,14.4,1314,51.9,3.94,23.4,0.00333,909,33.3,17.5,0
2023-03-11 09:12:00,8.34,14.4,1314,51.9,3.94,23.4,0.00333,909,33.3,17.5,0
2023-03-11 09:13:00,8.34,14.4,1314,51.9,3.94,23.4,0.00333,909,33.3,17.5,0
2023-03-11 09:14:00,8.34,14.4,1314,51.9,3.94,23.4,0.00333,909,33.3,17.5,0
2023-03-11 09:15:00,7.88,15.1,1357,47.9,3.16,22.0,0.00667,966,32.0,25.9,0
2023-03-11 09:16:00,7.88,15.1,1357,47.9,3.16,22.0,0.00667,966,32.0,25.9,0
2023-03-11 09:17:00,7.88,15.1,1357,47.9,3.16,22.0,0.00667,966,32.0,25.9,0
2023-03-11 09:18:00,7.88,15.1,1357,47.9,3.16,22.0,0.00667,966,32.0,25.9,0
2023-03-11 09:19:00,7.88,15.1,1357,47.9,3.16,22.0,0.00667,966,32.0,25.9,0
2023-03-11 09:20:00,14.0,15.3,1074,42.6,3.07,23.2,0,720,30.5,17.4,0
2023-03-11 09:21:00,14.0,15.3,1074,42.6,3.07,23.2,0,720,30.5,17.4,0
2023-03-11 09:22:00,14.0,15.3,1074,42.6,3.07,23.2,0,720,30.5,17.4,0
2023-03-11 09:23:00,14.0,15.3,1074,42.6,3.07,23.2,0,720,30.5,17.4,0
2023-03-11 09:24:00,14.0,15.3,1074,42.6,3.07,23.2,0,720,30.5,17.4,0
2023-03-11 09:25:00,6.75,15.0,1329,42.8,2.97,21.6,0.00333,916,30.8,26.8,0.00667
2023-03-11 09:26:00,6.75,15.0,1329,42.8,2.97,21.6,0.00333,916,30.8,26.8,0.00667
2023-03-11 09:27:00,6.75,15.0,1329,42.8,2.97,21.6,0.00333,916,30.8,26.8,0.00667
2023-03-11 09:28:00,6.75,15.0,1329,42.8,2.97,21.6,0.00333,916,30.8,26.8,0.00667
2023-03-11 09:29:00,6.75,15.0,1329,42.8,2.97,21.6,0.00333,916,30.8,26.8,0.00667
2023-03-11 09:30:00,9.69,16.1,1030,44.7,2.99,23.8,0,736,30.1,17.2,0.00333
2023-03-11 09:31:00,9.69,16.1,1030,44.7,2.99,23.8,0,736,30.1,17.2,0.00333
2023-03-11 09:32:00,9.69,16.1,1030,44.7,2.99,23.8,0,736,30.1,17.2,0.00333
2023-03-11 09:33:00,9.69,16.1,1030,44.7,2.99,23.8,0,736,30.1,17.2,0.00333
2023-03-11 09:34:00,9.69,16.1,1030,44.7,2.99,23.8,0,736,30.1,17.2,0.00333
2023-03-11 09:35:00,6.62,13.9,1275,40.3,3.07,22.1,0,895,31.1,27.2,0
2023-03-11 09:36:00,6.62,13.9,1275,40.3,3.07,22.1,0,895,31.1,27.2,0
2023-03-11 09:37:00,6.62,13.9,1275,40.3,3.07,22.1,0,895,31.1,27.2,0
2023-03-11 09:38:00,6.62,13.9,1275,40.3,3.07,22.1,0,895,31.1,27.2,0
2023-03-11 09:39:00,6.62,13.9,1275,40.3,3.07,22.1,0,895,31.1,27.2,0
2023-03-11 09:40:00,12.7,14.9,1135,41.9,3.03,23.3,0,754,30.4,15.8,0
2023-03-11 09:41:00,12.7,14.9,1135,41.9,3.03,23.3,0,754,30.4,15.8,0
2023-03-11 09:42:00,12.7,14.9,1135,41.9,3.03,23.3,0,754,30.4,15.8,0
2023-03-11 09:43:00,12.7,14.9,1135,41.9,3.03,23.3,0,754,30.4,15.8,0
