"Time","Read (sda)","Write (sda)"
2023-03-11 08:30:00,0,435564
2023-03-11 08:32:00,0,375762
2023-03-11 08:34:00,0,373191
2023-03-11 08:36:00,0,323743
2023-03-11 08:38:00,0,356875
2023-03-11 08:40:00,0,326269
2023-03-11 08:42:00,0,325404
2023-03-11 08:44:00,0,351482
2023-03-11 08:46:00,0,336987
2023-03-11 08:48:00,0,396447
2023-03-11 08:50:00,0,394445
2023-03-11 08:52:00,0,418202
2023-03-11 08:54:00,0,366000
2023-03-11 08:56:00,0,332982
2023-03-11 08:58:00,0,395947
2023-03-11 09:00:00,0,339194
2023-03-11 09:02:00,0,372122
2023-03-11 09:04:00,0,360698
2023-03-11 09:06:00,0,333437
2023-03-11 09:08:00,0,328489
2023-03-11 09:10:00,0,331253
2023-03-11 09:12:00,0,325063
2023-03-11 09:14:00,0,356557
2023-03-11 09:16:00,18955,335349
2023-03-11 09:18:00,18955,352097
2023-03-11 09:20:00,0,334711
2023-03-11 09:22:00,0,327212
2023-03-11 09:24:00,0,365318
2023-03-11 09:26:00,0,321855
2023-03-11 09:28:00,0,334916
2023-03-11 09:30:00,0,329887
2023-03-11 09:32:00,0,348752
2023-03-11 09:34:00,0,360812
2023-03-11 09:36:00,0,323743
2023-03-11 09:38:00,0,332186
2023-03-11 09:40:00,0,330388
2023-03-11 09:42:00,0,345702
2023-03-11 09:44:00,0,365705
2023-03-11 09:46:00,0,324585
2023-03-11 09:48:00,0,325154
2023-03-11 09:50:00,0,335053
2023-03-11 09:52:00,0,316553
2023-03-11 09:54:00,0,360220
2023-03-11 09:56:00,0,328681
2023-03-11 09:58:00,0,327657
2023-03-11 10:00:00,0,336145
2023-03-11 10:02:00,0,319215
2023-03-11 10:04:00,0,360971
2023-03-11 10:06:00,0,331776
2023-03-11 10:08:00,0,340696
2023-03-11 10:10:00,0,327817
2023-03-11 10:12:00,0,325313
2023-03-11 10:14:00,0,359951
2023-03-11 10:16:00,0,364248
2023-03-11 10:18:00,70793,387777
2023-03-11 10:20:00,70793,365682
2023-03-11 10:22:00,0,313412
2023-03-11 10:24:00,0,369550
2023-03-11 10:26:00,0,328704
2023-03-11 10:28:00,0,452358
2023-03-11 10:30:00,0,339718
2023-03-11 10:32:00,0,345361
2023-03-11 10:34:00,0,359378
2023-03-11 10:36:00,0,325473
2023-03-11 10:38:00,0,323630
2023-03-11 10:40:00,0,335349
2023-03-11 10:42:00,0,316826
2023-03-11 10:44:00,0,369127
2023-03-11 10:46:00,0,330615
2023-03-11 10:48:00,0,329296
2023-03-11 10:50:00,0,333255
2023-03-11 10:52:00,0,321559
2023-03-11 10:54:00,0,361108
2023-03-11 10:56:00,0,331445
2023-03-11 10:58:00,0,335644
2023-03-11 11:00:00,0,332322
2023-03-11 11:02:00,0,372804
2023-03-11 11:04:00,0,366569
2023-03-11 11:06:00,0,322810
2023-03-11 11:08:00,0,331571
2023-03-11 11:10:00,0,331753
2023-03-11 11:12:00,0,322059
2023-03-11 11:14:00,0,365841
2023-03-11 11:16:00,0,332459
2023-03-11 11:18:00,0,332838
2023-03-11 11:20:00,0,332868
2023-03-11 11:22:00,0,332049
2023-03-11 11:24:00,0,366615
2023-03-11 11:26:00,0,332004
2023-03-11 11:28:00,0,332732
2023-03-11 11:30:00,0,339649
2023-03-11 11:32:00,0,341720
2023-03-11 11:34:00,0,356306
2023-03-11 11:36:00,0,336418
2023-03-11 11:38:00,0,320489
2023-03-11 11:40:00,0,333710
2023-03-11 11:42:00,0,343404
2023-03-11 11:44:00,0,363338
2023-03-11 11:46:00,0,335690
2023-03-11 11:48:00,0,328909
2023-03-11 11:50:00,0,331503
2023-03-11 11:52:00,0,325586
2023-03-11 11:54:00,0,359037
2023-03-11 11:56:00,0,325850
2023-03-11 11:58:00,0,324562
2023-03-11 12:00:00,0,332754
2023-03-11 12:02:00,4301,507699
2023-03-11 12:04:00,0,368913
2023-03-11 12:06:00,0,333574
2023-03-11 12:08:00,0,335212
2023-03-11 12:10:00,0,333483
2023-03-11 12:12:00,0,323129
2023-03-11 12:14:00,0,359132
2023-03-11 12:16:00,0,352552
2023-03-11 12:18:00,2571,355328
2023-03-11 12:20:00,2571,330047
2023-03-11 12:22:00,0,326724
2023-03-11 12:24:00,0,362291
2023-03-11 12:26:00,0,325100
2023-03-11 12:28:00,0,328658
2023-03-11 12:30:00,0,330706
2023-03-11 12:32:00,0,354873
