"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc0b50fe0be417)","Transmit Total (lxc0c76d1cbcf21)","Transmit Total (lxc1b365d1aeffb)","Transmit Total (lxc212dabdd3101)","Transmit Total (lxc2261ca0283f4)","Transmit Total (lxc259e871f6d0c)","Transmit Total (lxc291281b603ac)","Transmit Total (lxc35e9bc295a0c)","Transmit Total (lxc4550613e5de3)","Transmit Total (lxc4cf70bf74cce)","Transmit Total (lxc4ff33ab70345)","Transmit Total (lxc578068b371f4)","Transmit Total (lxc8224a39e8700)","Transmit Total (lxc8adbeb750e3f)","Transmit Total (lxc953e6e46c070)","Transmit Total (lxc95f308cab6d1)","Transmit Total (lxc9a229b32004d)","Transmit Total (lxc9c1a42b5409e)","Transmit Total (lxc9fecc55a4ec6)","Transmit Total (lxc_health)","Transmit Total (lxca8909a38a5c3)","Transmit Total (lxcaefae006e0ae)","Transmit Total (lxcbaae61bb59f9)","Transmit Total (lxcbe46e8f92045)","Transmit Total (lxcc98ddd4e021a)","Transmit Total (lxccf80711784ca)","Transmit Total (lxce1132a8b1efa)","Transmit Total (lxcee0aa8190d09)","Transmit Total (lxcee90dc48a2db)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc0b50fe0be417)","Receive Total (lxc0c76d1cbcf21)","Receive Total (lxc1b365d1aeffb)","Receive Total (lxc212dabdd3101)","Receive Total (lxc2261ca0283f4)","Receive Total (lxc259e871f6d0c)","Receive Total (lxc291281b603ac)","Receive Total (lxc35e9bc295a0c)","Receive Total (lxc4550613e5de3)","Receive Total (lxc4cf70bf74cce)","Receive Total (lxc4ff33ab70345)","Receive Total (lxc578068b371f4)","Receive Total (lxc8224a39e8700)","Receive Total (lxc8adbeb750e3f)","Receive Total (lxc953e6e46c070)","Receive Total (lxc95f308cab6d1)","Receive Total (lxc9a229b32004d)","Receive Total (lxc9c1a42b5409e)","Receive Total (lxc9fecc55a4ec6)","Receive Total (lxc_health)","Receive Total (lxca8909a38a5c3)","Receive Total (lxcaefae006e0ae)","Receive Total (lxcbaae61bb59f9)","Receive Total (lxcbe46e8f92045)","Receive Total (lxcc98ddd4e021a)","Receive Total (lxccf80711784ca)","Receive Total (lxce1132a8b1efa)","Receive Total (lxcee0aa8190d09)","Receive Total (lxcee90dc48a2db)"
2023-03-11 15:58:00,0,9536,41404,91293,0,469,1700,135,66397,225,33.3,87.2,0,127,21897,443,6.27,405,0,66.8,161,455,1700,212,31.9,1831,15971,6646,0,155,0,66.1,0,121,9536,0,38515,97793,0,267,165,22.8,2369,233,22.9,66.2,0,26.8,24575,247,6.32,583,0,41.7,99.7,562,190,229,25.8,2266,15900,1030,0,136,0,41,0,3615
2023-03-11 16:00:00,0,10479,18187,96476,0,466,1757,129,66443,221,33.3,87.2,0,127,179,447,3.60,404,0,67.1,159,418,1774,213,32.6,1860,15974,6886,0,156,0,66.4,0,122,10479,0,18019,75601,0,260,152,26.8,2359,223,23.6,66.9,0,21.9,579,251,3.60,582,0,41.7,92.0,488,188,229,26.6,2182,15902,1060,0,135,0,41,0,3616
2023-03-11 16:02:00,0,11930,18689,91360,0,459,1823,123,66487,221,57.7,87.2,0,126,182,448,5,403,0,66.7,163,357,1843,212,32.0,1941,15974,6865,0,156,0,66.1,0,76.4,11930,0,19438,77072,0,253,147,20.9,2367,221,70.1,66.2,0,21.9,583,253,5.39,583,0,41.4,96.2,401,184,228,26.0,2309,15907,1020,0,134,0,40.6,0,3539
2023-03-11 16:04:00,0,11452,18201,70129,0,457,1777,118,66439,225,34.4,87.2,0,111,175,435,6.04,404,0,66.1,164,383,1795,212,31.6,1883,15964,6788,0,155,0,66.4,0,77,11452,0,18968,75833,0,255,154,20.0,2371,227,29.5,66.2,0,19,568,246,6.88,583,0,41.4,97.2,443,172,228,25.5,2293,15902,1013,0,136,0,41,0,3570
2023-03-11 16:06:00,0,10017,18622,72173,0,471,1889,129,66542,219,33.5,87.2,0,121,173,448,4.40,404,0,66.1,164,368,1887,212,31.2,1947,15948,7001,0,156,0,66.4,0,76.7,10017,0,17533,74746,0,263,180,21.9,2370,224,23.8,66.6,0,21.3,566,253,5.18,582,0,41.4,97.1,416,183,229,25.1,2178,15887,1054,0,135,0,41.4,0,3598
2023-03-11 16:08:00,0,10008,41911,93779,0,469,1813,123,66487,222,32.1,87.2,0,122,21894,446,3.50,405,0,65.7,157,455,1838,212,31.7,1927,15961,6925,0.389,155,0,65.7,0,121,10008,0,38976,98591,0,262,161,20.9,2359,229,22.3,66.2,0,20.9,24585,251,3.50,583,0,41,88.0,553,193,228,25.6,2272,15903,1059,0,136,0,40.6,0,3557
2023-03-11 16:10:00,0,9994,18176,69898,0,469,1746,123,66436,223,30.7,87.2,0,122,161,448,4.07,404,0,66.1,161,419,1787,212,33,1842,15961,6767,0,155,0,66.4,0,123,9994,0,17531,74580,0,262,144,20.9,2374,225,20.8,66.2,0,20.9,570,254,4.46,583,0,42.1,98.6,489,197,228,26.9,2170,15900,1019,0,135,0.389,41.7,0,3647
2023-03-11 16:12:00,0,11677,18677,67957,0,469,1810,124,66465,222,32.9,87.2,0,122,159,448,3.93,400,0,66.1,164,354,1822,212,32.0,1934,15965,6814,0,155,0,66.0,0,77.1,11677,0,19175,76323,0,262,165,20.9,2367,223,23.1,66.2,0,20.9,571,253,4.36,581,0,41.4,97.5,391,164,229,26.0,2304,15896,1012,0,135,0,41.4,0.389,3599
2023-03-11 16:14:00,0,10528,17670,70167,0,466,1708,123,66386,218,32.1,86.5,0,127,150,446,5.70,401,0,66.4,158,390,1731,212,31.6,1836,15965,6716,0,155,0,66.1,0,76.1,10528,0,18051,74610,0,260,152,20.9,2362,219,22.3,65.5,0,21.9,564,251,11.6,580,0,41.4,89.7,446,176,229,25.5,2294,15902,1027,0,135,0,41,0,3540
2023-03-11 16:16:00,0,10508,18895,74518,0,466,1866,129,66536,223,30.7,85.7,0,127,170,447,3.93,403,0,66.1,160,366,1892,213,32.3,1946,15971,7042,0,155,0,66.4,0,76.8,10508,0,18020,75550,0,260,156,21.9,2360,230,20.4,64.7,0,21.9,573,256,4.32,582,0,41,91.9,416,188,229,25.9,2174,15910,1030,0,137,0,41.4,0,3539
2023-03-11 16:18:00,0,9816,42361,94379,0,466,1798,123,66495,221,31.5,86.8,0,116,22086,448,3.27,404,0,66.8,166,451,1818,211,32.0,1930,15984,6874,0,153,0,66.1,0,122,9816,0,38976,98828,0,260,156,20.9,2361,229,21.7,65.8,0,20.0,24764,258,3.27,583,0,41.4,104,557,186,229,25.5,2284,15921,1032,0,135,0,41.4,0,3616
2023-03-11 16:20:00,0,10087,18187,69864,0,467,1759,129,66468,223,32.9,87.2,0,127,179,448,4.87,404,0,66.8,163,419,1776,212,32.3,1838,15970,6776,0,153,0,66.5,0,122,10087,0,17631,74519,0,261,166,22.3,2357,226,23.1,66.6,0,21.9,580,253,10.8,583,0,41.4,101,495,180,229,26.2,2190,15907,1037,0.389,134,0,41.4,0,3649
2023-03-11 16:22:00,0,12210,19209,69518,0,465,1873,118,66527,222,33.5,87.3,0,122,171,446,3.70,404,0.389,66.4,160,347,1899,212,31.6,1983,15953,6978,0,152,0.389,66.9,0,76,12210,0,19710,77181,0,260,176,20.3,2374,228,23.7,66.6,0,20.9,569,251,4.46,583,0,41,92.1,393,188,229,25.5,2291,15896,1044,0.389,135,0,41,0,3569
2023-03-11 16:24:00,0,10202,17665,68467,0,467,1694,123,66375,222,32.9,87.2,0,115,159,445,4.67,404,0.389,66.4,161,382,1717,212,31.9,1835,15956,6686,0,156,0.389,67.2,0,77.0,10202,0,17726,74305,0,260,156,20.9,2367,228,22.9,66.2,0,20.0,569,249,5.44,583,0,41,98.8,440,191,229,25.9,2294,15892,1070,0,142,0,41.7,0,3540
2023-03-11 16:26:00,0,10802,18902,72594,0,455,1856,129,66533,221,30.7,87.2,0,127,152,437,4.17,405,0,66.4,163,366,1874,211,31.6,1937,15967,6922,0,156,0,66.4,0,77.9,10802,0,18314,75734,0,254,158,21.9,2364,221,20.1,66.9,0,21.9,561,247,4.08,582,0,41,100,409,182,229,25.5,2170,15894,1011,0,142,0,41.7,0,3593
2023-03-11 16:28:00,0,10231,42094,117345,0,469,1815,123,66468,222,32.1,87.5,0,116,21794,446,4.53,404,0,66.8,158,465,1837,211,31.8,1926,15955,6845,0,154,0,66.1,0,121,10231,0,39119,99542,0,262,173,20.9,2362,223,22.9,66.6,0,20.0,24479,252,4.45,583,0,41.4,90.3,574,185,228,25.7,2269,15895,1037,0,135,0,41.4,0,3603
2023-03-11 16:30:00,0,10417,18198,96458,0,466,1743,123,66417,225,32.1,86.5,0,116,179,446,3.93,403,0,66.4,161,427,1768,212,33,1849,15955,6788,0,155,0,65.7,0,121,10417,0,17960,75623,0,260,163,20.9,2362,228,22.5,65.5,0,20.0,576,249,4.36,582,0,41.7,94.2,504,205,228,26.9,2167,15903,1031,0,136,0,41,0,3610
2023-03-11 16:32:00,0,11796,19207,69893,0,467,1876,123,66517,224,32.9,87.2,0,127,172,449,4.30,404,0,66.1,163,356,1906,211,32.3,1988,15958,7039,0,156,0,66.1,0,77.3,11796,0,19297,76794,0,261,152,20.9,2365,232,22.5,66.9,0.389,21.9,569,255,4.71,582,0.389,41.7,95.7,400,194,228,26.2,2301,15896,1032,0,135,0,41.4,0,3569
2023-03-11 16:34:00,0,10387,17656,68256,0,467,1697,129,66375,221,32.1,87.7,0,133,169,446,5.57,404,0,66.0,162,376,1710,211,31.7,1838,15946,6676,0,155,0,66.4,0,76.0,10387,0,17907,74307,0,261,163,21.9,2365,222,22.3,66.6,0,22.8,561,251,6.78,583,0,41.4,99.0,436,174,229,25.6,2299,15886,1039,0,134,0,41,0,3582
2023-03-11 16:36:00,0.389,10416,18894,72624,0,465,1881,129,66531,220,30.7,87.2,0,127,177,448,4.77,404,0,65.7,161,362,1893,211,31.6,1930,15975,7007,0,153,0,66.4,0,75,10416,0.389,17931,75354,0,260,167,21.9,2369,221,20.8,66.2,0,21.9,574,258,5.19,582,0,41,98.7,408,181,229,25.5,2166,15910,1076,0,135,0,41.4,0,3582
2023-03-11 16:38:00,0,10456,42142,94173,0,467,1798,140,66484,225,32.3,87.2,0,133,21856,446,3.97,404,0,66.1,164,457,1814,212,31.6,1921,15974,6868,0,154,0,65.7,0,120,10456,0,39382,99145,0,261,157,23.8,2364,227,22.2,66.9,0,22.8,24549,251,3.97,583,0,40.6,97.9,558,177,228,25.5,2276,15906,1016,0,135,0,41,0,3556
2023-03-11 16:40:00,0,10318,18173,69916,0,470,1742,123,66418,223,33.7,87.2,0,116,174,445,7.20,404,0,66.1,163,420,1767,214,32.3,1854,15961,6791,0,156,0,65.7,0,122,10318,0,17859,74901,0,262,173,20.9,2362,226,24.0,66.9,0,20.0,573,249,8.39,583,0,40.6,96.1,488,187,227,26.2,2178,15894,1018,0,137,0,41,0,3558
2023-03-11 16:42:00,0,12102,19212,79863,0,467,1893,117,66509,219,54.8,87.2,0,116,173,447,6.40,401,0,66.9,159,352,1939,214,31.2,1986,15963,7037,0,156,0,65.7,0,77.6,12102,0,19600,77265,0,261,170,20.0,2366,219,62.1,66.2,0,20.0,574,252,7.20,580,0,41.4,92.6,390,206,227,25.1,2300,15908,1069,0,135,0,41,0,3599
2023-03-11 16:44:00,0,10109,17679,80217,0,466,1696,129,66358,226,34.8,87.2,0,133,175,449,3.73,402,0,66.1,163,382,1719,212,32.3,1835,15962,6707,0,156,0,66.0,0,77.1,10109,0,17630,74208,0,260,159,21.9,2360,234,25.0,66.2,0,22.8,567,259,3.73,580,0,41.4,101,440,198,228,26.2,2297,15908,1042,0,134,0,41,0,3570
2023-03-11 16:46:00,0,9812,18107,71486,0,467,1739,123,66423,220,31.5,87.2,0,121,163,446,4.40,404,0,66.4,164,362,1762,212,32.7,1841,15970,6768,0,157,0,66.1,0,77,9812,0,17324,74262,0,266,145,20.9,2352,222,21.6,66.2,0,26.5,570,257,4.77,582,0,41.4,102,411,187,229,26.7,2172,15907,1014,0,136,0,41,0,3569
2023-03-11 16:48:00,0,10271,42360,94666,0,466,1803,123,66482,225,32.9,87.2,0.389,122,21971,445,4.03,404,0,65.8,161,449,1822,214,32.6,1921,15973,6831,0,157,0,66.4,0,122,10271,0,39290,99212,0,260,173,26.4,2369,228,29.3,66.2,0,20.9,24520,249,4.40,583,0,40.6,93.4,552,185,228,26.6,2274,15907,1038,0,136,0,41.4,0,3614
2023-03-11 16:50:00,0,10412,22172,97896,0,468,1779,129,66440,222,32.1,86.5,0.389,127,3752,446,5.10,404,0,66.1,163,490,1841,213,31.2,1841,15968,6808,0,155,0,65.7,0,122,10412,0,21516,79598,0,261,161,27.3,2374,223,27.6,65.5,0,21.9,4531,251,5.92,583,0,40.6,96.7,619,202,229,25.1,2169,15902,1039,0,135,0,40.6,0,3616
2023-03-11 16:52:00,0,12322,19221,92873,0,455,1872,135,66532,222,32.1,85,0,127,176,438,3.93,404,0,66.8,162,382,1939,212,31.2,1992,15978,6951,0,155,0,66.1,0,76.1,12322,0,19829,78022,0,254,169,22.8,2364,223,27.9,64,0,21.9,570,250,4.31,582,0,41.4,101,444,203,228,25.1,2305,15913,1038,0,135,0,40.6,0,3569
2023-03-11 16:54:00,0,11874,18750,71702,0,465,1800,112,66570,226,30.7,85.8,0,116,173,446,4.40,406,0,66.1,159,385,1825,212,32.1,1931,15987,6880,0,155,0,66.5,0,76.6,11874,0,19398,76732,0,258,157,19.0,2368,233,20.5,64.8,0,20.0,570,249,4.78,583,0,41.0,95.7,443,183,229,26.0,2302,15932,1038,0,136,0,41.8,0,3573
2023-03-11 16:56:00,0,9971,18122,69530,0,467,1746,129,66457,221,31.5,87.2,0,127,174,443,3.97,405,0,66.1,163,368,1781,213,32.6,1841,15955,6729,0,154,0,65.7,0,76.2,9971,0,17489,74483,0,261,143,21.9,2366,222,21.8,66.2,0,21.9,573,247,3.97,582,0,41,95.4,411,175,228,26.6,2170,15902,1015,0,134,0,41.4,0,3569
2023-03-11 16:58:00,0,10528,42410,94511,0,466,1809,118,66495,223,32.8,87.2,0,116,21892,450,5.57,404,0,66.1,167,458,1822,212,32.3,1922,15963,6849,0,153,0,66.1,0,121,10528,0,39495,99504,0,260,160,20.0,2370,226,23.8,66.2,0,20.0,24554,255,6.38,582,0,41.4,101,562,177,228,26.2,2270,15896,1015,0,135,0,41,0,3585
2023-03-11 17:00:00,0,10628,26229,82526,0,468,1762,123,66426,225,31.9,87.2,0,121,7475,448,4.32,404,0,66.1,160,465,1791,212,31.9,1863,15977,6861,0,157,0,66.4,0.389,122,10628,0,25415,83454,0,261,156,20.9,2351,228,23.1,66.2,0,20.9,8667,253,4.30,583,0,41.4,92.6,568,172,228,25.8,2185,15912,1065,0,136,0,41.4,0,3587
2023-03-11 17:02:00,0,12765,19227,69522,0,467,1866,129,66530,222,30.7,87.2,0,127,157,443,3.27,405,0,66.1,160,352,1897,211,31.9,1994,15958,6951,0,155,0,66.8,0,76.4,12765,0,20260,77772,0,261,155,21.9,2365,227,21.5,66.2,0,21.9,569,247,3.27,582,0,41.4,92.1,392,190,229,25.8,2307,15899,1027,0,135,0,41.5,0,3569
2023-03-11 17:04:00,0,12160,18735,71826,0,468,1810,128,66471,221,32.1,87.2,0,126,173,444,4.53,404,0,66.4,163,385,1830,212,32.6,1940,15972,6901,0,155,0,66.9,0,77.2,12160,0,19675,76974,0,261,171,21.9,2365,223,23.0,66.9,0,21.9,573,247,10.1,583,0,41.4,100,444,195,229,26.6,2302,15897,996,0,135,0,41.1,0,3569
2023-03-11 17:06:00,0,10043,18131,69652,0,467,1743,123,66442,223,32.1,86.5,0,127,172,450,5.84,405,0,66.8,161,363,1765,212,32.3,1855,15969,6751,0,154,0,66.4,0,77.0,10043,0,17557,74427,0,261,170,20.9,2365,225,22.0,66.6,0,21.9,563,261,5.57,583,0,42.5,93.6,408,196,228,26.2,2180,15904,1043,0,135,0.389,41,0,3569
2023-03-11 17:08:00,0,10953,42984,96684,0,465,1893,118,66531,223,31.5,86.5,0,116,21938,446,5.84,403,0,66.4,160,453,1913,214,32.3,1970,15958,7121,0,155,0,66.4,0,120,10953,0,39948,100331,0,260,163,20.0,2372,226,20.9,65.8,0,20.3,24607,251,5.57,583,0,41.4,92.6,551,186,228,26.2,2288,15893,1079,0,136,0.389,41,0.389,3615
2023-03-11 17:10:00,0,9705,30138,82041,0,469,1692,124,66388,222,32.9,87.2,0,122,11514,443,4.63,403,0,66.8,158,467,1707,214,31.9,1784,15966,6677,0.389,155,0,65.7,0,121,9705,0,28455,86396,0,262,162,20.9,2373,224,22.7,66.9,0,21.3,13094,248,10.3,583,0,41,90.7,577,176,228,25.8,2160,15979,1024,0,136,0,40.6,0.389,3617
2023-03-11 17:12:00,0,12099,19225,69659,0,467,1868,135,66545,221,31.5,87.2,0,133,163,448,5.37,403,0,66.4,160,356,1886,213,32.6,1980,15965,6982,0.389,155,0,66.1,0,75.9,12099,0,19605,77338,0,261,159,22.8,2370,226,22.1,66.9,0,22.8,571,253,6.08,582,0,40.6,91.9,400,188,228,26.6,2303,15919,1057,0,134,0,41,0,3569
2023-03-11 17:14:00,0,11489,18722,96899,0,457,1805,140,66499,222,31.5,87.2,0,133,154,437,4.30,400,0,66.1,165,384,1831,213,32.5,1932,15981,6934,0,155,0,66.1,0,76.3,11489,0,19007,77047,0,255,153,23.8,2361,224,21.0,66.2,0,22.8,562,248,5.01,581,0,40.6,110,439,180,228,26.5,2302,15922,1045,0,134,0,41,0,3539
2023-03-11 17:16:00,0,9835,18123,81450,0,470,1744,135,66448,222,33.5,87.2,0,133,156,445,4.30,404,0,66.8,161,366,1782,212,31.6,1856,15961,6751,0,153,0,66.1,0,76.9,9835,0,17349,74320,0,263,164,22.8,2377,223,23.7,66.2,0,22.8,574,249,4.73,583,0,41.4,99.2,409,187,229,25.5,2178,15898,1022,0,135,0,41,0,3569
2023-03-11 17:18:00,0,11086,42938,106373,0,456,1874,123,66530,221,31.5,87.2,0,121,21868,433,4.30,403,0,66.4,160,453,1900,213,32.2,1976,15965,7028,0,155,0,66.4,0,119,11086,0,40021,100590,0,255,172,20.9,2362,224,21.4,66.6,0,20.9,24547,242,4.67,582,0,41,96.8,554,184,229,25.7,2275,15905,1037,0,142,0,41.7,0,3585
2023-03-11 17:20:00,0,9334,37403,90082,0,466,1689,123,66377,221,30.7,87.2,0,116,18240,449,5.57,404,0,66.1,161,466,1705,212,32.6,1791,15983,6653,0,154,0,66.4,0,121,9334,0,34713,93550,0,260,164,20.9,2358,221,20.4,66.2,0,20.0,20523,254,6.32,583,0,41,93.4,577,204,228,26.6,2168,15907,1034,0,135,0,42.1,0,3558
2023-03-11 17:22:00,0,12245,19210,69817,0,467,1878,146,66534,222,30.7,87.2,0,138,172,448,3.97,404,0.389,66.4,163,349,1888,212,32.3,1982,15981,7016,0,154,0,66.8,0,76.7,12245,0,19743,77365,0,261,156,24.7,2362,228,20.1,66.2,0,23.8,571,253,3.97,582,0,41,95.3,392,201,228,26.2,2299,15898,1028,0.389,135,0,41,0,3539
2023-03-11 17:24:00,0,11959,18726,72001,0,466,1840,135,66482,225,54.8,87.4,0,133,175,445,4.30,404,0,65.7,163,388,1836,211,33,1928,15967,6981,0,155,0,66.4,0,76.5,11959,0,19476,76776,0,260,165,23.2,2357,232,62.1,66.1,0,22.8,577,249,4.67,582,0,40.3,96.7,449,194,228,26.9,2300,15895,1057,0,135,0,41.4,0,3539
2023-03-11 17:26:00,0,9778,18107,69490,0,466,1746,135,66449,221,35.9,86.7,0,127,177,448,4.07,404,0,66.1,160,363,1777,212,32.3,1837,15973,6759,0,155,0.389,66.4,0,76.5,9778,0,17295,74069,0,260,166,22.8,2358,221,25.8,65.7,0,21.9,574,258,4.89,583,0,41,97.3,409,217,229,26.2,2169,15908,1045,0,136,0,41.4,0,3569
2023-03-11 17:28:00,0,13694,43470,143447,0,467,1872,117,66537,222,31.5,86.0,0,116,21833,449,4.30,402,0,66.1,160,475,1892,211,32.6,2051,15971,7071,0,156,0,65.7,0,121,13694,0,42599,108162,0,261,172,20.0,2361,224,21.7,65.3,0.389,20.0,24483,260,4.68,582,0,41.7,97.2,588,197,228,26.6,3039,15910,1031,0,136,0,41,0,3615
2023-03-11 17:30:00,0,16049,42019,190127,0,468,2133,123,66388,662,248,89.0,0,127,21900,448,4.77,403,0,66.1,489,470,1925,211,32.3,1957,15954,20836,0,157,0,66.1,0,122,16049,0,44943,112635,0,261,180,20.9,2360,247,26.7,67.2,0.389,21.9,24499,253,5.15,583,0,41.7,103,583,193,228,26.2,3225,15892,2349,0,134,0,42.1,0,3587
2023-03-11 17:32:00,0,14010,19328,133265,0,467,2259,123,66543,614,228,89.5,0,127,185,446,4.77,405,0,66.4,459,355,2075,212,32.3,1984,15957,8350,0,159,0,66.1,0,77.2,14010,0,21498,82556,0,261,173,20.9,2370,245,29.9,67.4,0,21.9,578,256,5.13,583,0,41.4,111,397,198,228,26.2,2309,15890,1097,0,134,0,41.4,0,3598
2023-03-11 17:34:00,0.389,11845,18731,95345,0,468,1806,123,66471,231,32.1,87.2,0,116,157,446,4.30,404,0,65.7,164,378,1824,212,33,1928,15997,6905,0,160,0,66.4,0,77.3,11845,0.389,19370,78120,0,267,149,20.9,2362,229,27.3,66.2,0,25.0,567,256,4.73,582,0,41,97.6,437,180,228,26.9,2289,15927,1049,0,137,0,41,0,3628
2023-03-11 17:36:00,0.389,10365,18104,66717,0,466,1767,123,66430,229,33.5,87.2,0,121,155,446,3.33,404,0,66.4,159,354,1781,211,31.9,1849,15999,6772,0,154,0,66.4,0,76.7,10365,0.389,17876,74996,0,260,156,25.9,2367,225,35.0,66.2,0,20.9,566,250,3.72,583,0.389,41,90.2,394,182,229,25.8,2171,15929,1043,0,135,0,41,0,3628
2023-03-11 17:38:00,0,11349,43075,99728,0,454,1876,129,66519,234,32.1,86.5,0,133,22069,435,5.33,404,0,66.8,162,452,1891,212,31.9,1976,15967,7053,0,156,0,66.1,0,121,11349,0,40491,100959,0,254,171,26.9,2353,233,27.8,65.5,0,22.8,24674,246,6.09,582,0.389,41.7,98.8,560,197,228,25.8,2278,15900,1046,0,135,0,40.6,0,3585
2023-03-11 17:40:00,0,10288,42519,98298,0,457,1811,123,66487,224,32.1,85.7,0,116,22075,434,3.93,405,0,66.1,166,458,1838,212,32.3,1891,15970,6900,0,156,0,66.1,0,123,10288,0,39436,99424,0,255,156,20.9,2363,225,23.7,65.1,0,20.0,24676,244,4.37,583,0,41,99.7,566,201,228,26.2,2164,15911,1028,0,135,0,40.6,0,3646
2023-03-11 17:42:00,0,10815,18152,65929,0,457,1749,123,66427,218,32.9,86.8,0,116,168,435,4.30,404,0,66.1,161,353,1759,212,32.3,1895,15960,6711,0,154,0,66.1,0,76.8,10815,0,18323,75048,0,255,163,20.9,2369,219,24.2,65.8,0,20.0,570,246,4.67,583,0,41.7,94.1,395,176,229,26.2,2300,15896,1038,0,136,0,41,0,3569
2023-03-11 17:44:00,0,11737,18733,73570,0,467,1804,135,66478,225,30.7,87.2,0,133,168,446,5.70,399,0,65.7,159,376,1819,211,33,1932,15964,6921,0,153,0,66.4,0,77.5,11737,0,19253,76590,0,261,152,22.8,2366,232,22.3,66.2,0,22.8,562,251,6.46,580,0,40.3,91.9,436,177,229,26.9,2298,15894,991,0,135,0,41.4,0,3569
2023-03-11 17:46:00,0,10075,18100,66909,0,467,1771,135,66450,225,32.9,87.2,0,133,177,446,4.77,404,0,66.1,161,352,1787,212,31.9,1847,15959,6846,0,154,0,66.4,0,76.8,10075,0,17588,74500,0,260,170,22.8,2361,228,24.5,66.2,0,22.8,579,252,5.16,583,0,40.6,99.0,399,190,229,25.8,2171,15889,1040,0,135,0,41,0,3599
2023-03-11 17:48:00,0,10821,42954,99445,0,467,1864,135,66550,222,31.5,87.2,0,127,21872,446,3.60,405,0,66.4,163,455,1879,211,32.3,1975,15971,6996,0,154,0,66.4,0,118,10821,0,39789,100201,0,261,163,22.8,2375,224,22.0,66.2,0,21.9,24576,252,3.60,582,0,41,103,566,188,228,26.2,2275,15897,1034,0,134,0,41,0,3585
2023-03-11 17:50:00,0,12078,42503,100556,0,468,2834,123,66492,222,1275,87.2,0.389,127,21869,450,6.17,405,0,65.7,161,490,1876,212,32.3,1937,15967,6881,0,155,0,66.4,0,119,12078,0,41056,101334,0,261,245,20.9,2373,223,124,66.2,0,21.9,24575,260,6.97,583,0,40.3,93.7,624,199,228,26.2,2198,15901,1047,0,137,0,41.7,0,3587
2023-03-11 17:52:00,0,12931,18218,68491,0,471,2789,129,66441,226,1275,87.2,0,127,155,448,5,404,0,66.1,161,381,1823,211,32.3,1938,15959,6703,0,156,0,66.1,0,77.3,12931,0,20441,77476,0,263,255,21.9,2357,234,125,66.2,0,21.9,579,258,5.37,583,0,41,94.1,448,207,229,26.2,2331,15901,1013,0,137,0,41,0,3540
2023-03-11 17:54:00,0,12357,19245,73721,0,469,1883,129,66526,222,31.5,86.6,0,127,150,447,4.53,404,0,66.1,160,385,1901,212,31.9,1981,15951,7030,0,156,0,66.4,0,77.7,12357,0,19873,77596,0,262,172,21.9,2367,223,21.6,65.5,0,21.9,573,251,10.1,582,0,41,92.3,453,199,227,25.8,2299,15890,1025,0,135,0,41,0,3569
2023-03-11 17:56:00,0,9432,17573,64553,0,469,1681,118,66394,218,32.5,87.3,0,116,156,448,3.93,404,0,66.1,167,351,1709,213,31.9,1792,15956,6578,0,156,0,66.1,0,76.9,9432,0,16942,73177,0,262,170,20.0,2363,220,22.3,66.9,0,20.0,574,253,9.47,583,0,41.4,107,397,192,228,25.8,2179,15897,1026,0,135,0,41.4,0,3628
2023-03-11 17:58:00,0,11165,43034,124482,0,469,1868,123,66566,222,32.5,87.2,0,116,22010,448,5.86,404,0,66.8,160,461,1885,212,32.3,1975,15960,7031,0,156,0,66.4,0,121,11165,0,40239,101321,0,262,169,20.9,2372,224,22.4,66.6,0,20.0,24649,253,11.9,583,0,41.4,92.3,573,199,229,26.2,2265,15901,1030,0,142,0,41.4,0,3586
2023-03-11 18:00:00,0,10786,42493,125579,0,467,1809,129,66505,220,32.9,87.2,0,127,22016,447,4.79,404,0,66.4,160,459,1826,213,32.6,1911,15970,6958,0,153,0,66.8,0,122,10786,0,39860,100689,0,261,179,21.9,2370,226,23.3,66.6,0,21.9,24650,251,5.16,582,0,41.4,91.5,566,178,228,26.6,2181,15903,1068,0,142,0,41.4,0,3588
2023-03-11 18:02:00,0,11258,18212,66348,0,467,1778,135,66455,223,32.1,87.2,0,138,178,447,4.77,405,0,66.4,167,351,1830,211,32.3,1895,15978,6706,0,153,0,66.4,0,76.2,11258,0,18767,75586,0,261,165,22.8,2373,229,22.7,66.2,0,23.8,575,251,5.16,583,0,41.4,107,391,207,228,26.2,2306,15907,1032,0,135,0,41.4,0,3569
2023-03-11 18:04:00,0,12600,19271,73689,0,453,1886,128,66542,218,30.7,87.2,0,121,159,435,5.57,403,0,66.1,163,376,1920,210,31.9,1989,15965,7002,0,155,0,65.7,0.389,77.6,12600,0,20118,77958,0,253,152,21.9,2373,218,21.5,66.2,0,20.9,574,247,6.39,582,0,41.8,95.4,439,187,228,25.8,2308,15908,1036,0,135,0.389,40.6,0,3628
