"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc0b50fe0be417)","Transmit Total (lxc0c76d1cbcf21)","Transmit Total (lxc1b365d1aeffb)","Transmit Total (lxc212dabdd3101)","Transmit Total (lxc2261ca0283f4)","Transmit Total (lxc259e871f6d0c)","Transmit Total (lxc291281b603ac)","Transmit Total (lxc35e9bc295a0c)","Transmit Total (lxc4550613e5de3)","Transmit Total (lxc4cf70bf74cce)","Transmit Total (lxc4ff33ab70345)","Transmit Total (lxc578068b371f4)","Transmit Total (lxc8224a39e8700)","Transmit Total (lxc8adbeb750e3f)","Transmit Total (lxc953e6e46c070)","Transmit Total (lxc95f308cab6d1)","Transmit Total (lxc9a229b32004d)","Transmit Total (lxc9c1a42b5409e)","Transmit Total (lxc9fecc55a4ec6)","Transmit Total (lxc_health)","Transmit Total (lxca8909a38a5c3)","Transmit Total (lxcaefae006e0ae)","Transmit Total (lxcbaae61bb59f9)","Transmit Total (lxcbe46e8f92045)","Transmit Total (lxcc98ddd4e021a)","Transmit Total (lxccf80711784ca)","Transmit Total (lxce1132a8b1efa)","Transmit Total (lxcee0aa8190d09)","Transmit Total (lxcee90dc48a2db)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc0b50fe0be417)","Receive Total (lxc0c76d1cbcf21)","Receive Total (lxc1b365d1aeffb)","Receive Total (lxc212dabdd3101)","Receive Total (lxc2261ca0283f4)","Receive Total (lxc259e871f6d0c)","Receive Total (lxc291281b603ac)","Receive Total (lxc35e9bc295a0c)","Receive Total (lxc4550613e5de3)","Receive Total (lxc4cf70bf74cce)","Receive Total (lxc4ff33ab70345)","Receive Total (lxc578068b371f4)","Receive Total (lxc8224a39e8700)","Receive Total (lxc8adbeb750e3f)","Receive Total (lxc953e6e46c070)","Receive Total (lxc95f308cab6d1)","Receive Total (lxc9a229b32004d)","Receive Total (lxc9c1a42b5409e)","Receive Total (lxc9fecc55a4ec6)","Receive Total (lxc_health)","Receive Total (lxca8909a38a5c3)","Receive Total (lxcaefae006e0ae)","Receive Total (lxcbaae61bb59f9)","Receive Total (lxcbe46e8f92045)","Receive Total (lxcc98ddd4e021a)","Receive Total (lxccf80711784ca)","Receive Total (lxce1132a8b1efa)","Receive Total (lxcee0aa8190d09)","Receive Total (lxcee90dc48a2db)"
2023-03-11 22:04:00,0,12264,19263,73746,0,468,1891,129,66551,224,33.0,87.2,0,127,161,445,3.97,403,0,66.4,160,379,1913,212,32.3,1981,15981,7076,0,155,0,66.0,0,77.1,12264,0,19785,77578,0,262,176,21.9,2379,237,21.3,67.7,0,21.9,568,249,3.97,582,0,41.7,96.8,440,185,228,26.2,2291,15917,1054,0,135,0,40.6,0,3569
2023-03-11 22:06:00,0,9349,17595,64656,0,468,1698,129,66449,222,33.5,87.2,0,133,157,447,5.14,404,0,66.5,161,351,1707,214,32.3,1787,15992,6573,0,155,0,66.8,0,76.3,9349,0,16868,73204,0,261,161,21.9,2368,224,23.4,67.0,0,22.8,564,251,5.52,583,0,41.8,98.9,391,175,228,26.2,2159,15927,1029,0,135,0.389,41.4,0,3541
2023-03-11 22:08:00,0,11036,19250,72921,0,454,1858,123,66542,226,34.3,87.2,0,116,153,433,6.83,405,0,66.1,166,411,1891,213,32.6,1980,15986,6997,0,153,0,66.4,0,117,11036,0,18569,76265,0,254,155,20.9,2357,229,24.6,66.2,0,20.0,572,242,8.02,582,0,40.6,99.5,484,198,228,26.6,2277,15921,1037,0,135,0,41.4,0,3585
2023-03-11 22:10:00,0,10509,18726,71761,0,469,1816,118,66518,222,31.5,87.2,0,122,151,449,4.79,404,0,66.1,163,419,1832,213,31.9,1892,15993,6898,0,154,0,66.8,0,119,10509,0,18056,75488,0,262,160,20.0,2358,223,22.5,66.6,0,20.9,564,255,4.83,583,0,41.4,95.9,495,196,228,25.8,2169,15931,1060,0,142,0,41.4,0,3646
2023-03-11 22:12:00,0,11674,41901,115893,0,469,1755,123,66478,206,32.1,87.2,0,121,21870,450,3.50,405,0,66.1,148,399,1767,213,31.9,1885,15975,6683,0,154,0,66.1,0,75.2,11674,0,40596,100778,0,262,185,20.9,2365,212,22.5,66.6,0,20.9,24563,256,3.50,583,0,41.7,86.6,474,194,228,25.8,2292,15915,1032,0,135,0,41.4,0,3628
2023-03-11 22:14:00,0,12356,19267,98583,0,467,1852,123,66592,220,31.5,86.5,0,122,172,445,5.33,404,0,66.1,161,384,1885,213,32.3,1980,15976,7040,0,154,0,66.1,0,77.3,12356,0,19881,78114,0,261,153,20.9,2374,226,21.3,66.2,0,20.9,568,249,6.08,582,0,41.4,98.6,444,178,228,26.2,2296,15913,1015,0,135,0,41,0,3628
2023-03-11 22:16:00,0,9625,17593,64954,0,469,1694,129,66438,226,32.1,85,0,126,175,448,3.27,401,0,66.1,164,350,1713,213,32.3,1789,15973,6702,0.389,155,0,65.7,0,76.8,9625,0,17138,73490,0,262,144,21.9,2367,235,22.8,64.4,0,22.2,577,258,3.27,580,0,41.8,97.6,388,182,229,26.2,2154,15914,1066,0,137,0,40.3,0,3598
2023-03-11 22:18:00,0,11187,19263,73117,0,471,1881,129,66567,219,31.5,86.8,0,127,176,448,5.47,401,0,66.4,159,412,1891,211,32.3,1977,15990,7057,0.389,156,0,65.7,0,120,11187,0,18720,76580,0,263,171,21.9,2366,219,21.6,65.8,0,22.2,570,258,6.36,580,0,41.4,90.1,486,183,229,26.2,2275,15934,1063,0,137,0,40.6,0.389,3556
2023-03-11 22:20:00,0,10490,18712,71640,0,468,1810,123,66520,224,31.5,87.2,0,122,176,447,6.13,404,0,66.4,161,414,1827,212,31.9,1887,15976,6869,0,156,0,66.1,0,120,10490,0,18033,75282,0,261,177,20.9,2367,225,21.2,66.2,0,20.9,568,251,7.42,583,0,41.4,93.5,486,195,228,25.8,2162,15916,1008,0,134,0,40.6,0.389,3587
2023-03-11 22:22:00,0,11435,41975,93087,0,466,1754,129,66464,224,32.1,87.2,0,128,21956,445,3.27,404,0,66.4,161,402,1790,212,31.9,1885,15982,6773,0,155,0,66.4,0,76,11435,0,40437,99976,0,260,157,21.9,2364,228,22.7,66.2,0,21.9,24640,250,3.27,583,0,41.4,99.6,474,199,228,25.8,2282,15918,1020,0,135,0,41.4,0,3598
2023-03-11 22:24:00,0,12568,19280,73717,0,467,1862,141,66552,221,34.3,87.2,0,138,166,445,4.07,403,0,66.1,164,378,1890,211,32.6,1988,15977,7028,0,154,0,66.1,0,75.5,12568,0,20090,77912,0,261,150,23.8,2369,227,30.3,66.2,0,28.7,581,249,4.50,583,0,41.7,103,438,187,229,26.6,2296,15911,1072,0,135,0,41,0,3569
2023-03-11 22:26:00,0,9935,18114,66635,0,466,1752,123,66464,218,32.9,87.2,0,122,163,448,3.70,404,0.389,66.1,161,354,1768,211,32.5,1839,15966,6728,0,156,0,66.4,0,76.9,9935,0,17444,74357,0,265,177,20.9,2363,218,28.5,66.2,0,25.8,572,258,4.09,583,0,41,93.5,394,199,229,26.4,2161,15897,1046,0.389,135,0,41,0,3592
2023-03-11 22:28:00,0,10136,18227,81211,0,467,1754,112,66493,223,32.1,87.2,0,111,171,448,5.21,404,0,66.4,163,421,1781,212,32.5,1872,15979,6766,0,156,0,65.7,0,122,10136,0,17672,74682,0,261,164,19,2372,225,26.9,66.2,0,19,563,253,6.34,582,0,41.4,95.7,499,206,228,26.4,2262,15908,1007,0,135,0,40.6,0,3586
2023-03-11 22:30:00,0,10881,18750,75786,0,467,1795,128,66527,222,32.1,86.5,0,121,171,445,3.97,404,0,66.1,159,418,1815,212,31.9,1902,15983,6925,0,155,0,66.4,0,122,10881,0,18421,75762,0,261,151,26.8,2376,223,26.9,66.2,0,20.9,569,249,3.97,582,0,41.7,91.3,501,177,229,25.8,2182,15921,1029,0,134,0,41,0,3616
2023-03-11 22:32:00,0,11035,41984,92646,0,467,1774,123,66515,223,31.5,86.5,0,122,21912,445,3.74,405,0,66.5,160,398,1811,211,31.9,1890,15992,6751,0,153,0,66.5,0,75.4,11035,0,39994,99405,0,261,152,21.3,2371,226,21.2,67.0,0,20.9,24589,249,3.74,583,0,41.4,97.0,475,206,229,25.8,2294,15931,1072,0,134,0,41.0,0,3594
2023-03-11 22:34:00,0.389,12568,19287,96831,0,456,1887,117,66579,219,32.1,87.2,0,121,174,437,5.09,403,0,66.4,163,379,1900,213,33.4,1987,15977,7018,0,155,0.389,66.1,0,78.1,12568,0.389,20086,78404,0,255,163,20.0,2368,224,22.0,67.7,0,20.9,574,247,5.90,582,0,41,101,439,183,228,26.9,2291,15910,1039,0,136,0,40.3,0,3652
2023-03-11 22:36:00,0,10645,18651,68307,0,466,1810,135,66526,225,32.1,87.2,0,138,177,449,4.30,403,0,66.1,164,360,1831,212,32.3,1892,15977,6818,0,154,0,65.7,0,77.1,10645,0,18159,75227,0,260,159,22.8,2363,232,22.7,67.7,0,23.8,571,256,4.69,583,0,41,97.5,401,188,229,26.2,2165,15915,1023,0,136,0,40.3,0,3599
2023-03-11 22:38:00,0,10240,18212,69628,0,469,1738,135,66476,222,32.1,87.6,0,138,171,445,3.73,403,0,66.4,163,416,1760,212,32.3,1887,16003,6822,0,154,0,66.4,0,119,10240,0,17779,74710,0,262,167,22.8,2360,223,22.3,66.9,0,23.8,567,250,3.73,583,0,41,95.2,487,189,229,26.2,2277,15924,1049,0,135,0,41,0,3585
2023-03-11 22:40:00,0,10527,18709,72164,0,469,1825,140,66514,220,33.5,87.6,0,138,154,446,4.77,403,0,66.4,162,418,1851,210,32.6,1888,16001,6960,0,153,0,66.1,0,118,10527,0,18069,75628,0,262,155,23.8,2362,221,24.0,66.2,0,23.8,562,251,10.3,582,0,41.4,96.7,492,186,228,26.6,2168,15917,1042,0,135,0,40.6,0,3587
2023-03-11 22:42:00,0,11161,41954,92574,0,466,1761,129,66460,225,31.5,87.2,0,122,21936,449,5.20,403,0,66.1,162,398,1776,212,32.3,1886,16007,6718,0,155,0,65.7,0,75.0,11161,0,40166,99724,0,260,165,21.9,2358,227,21.1,66.2,0,20.9,24629,255,5.89,583,0.389,41.4,98.6,473,204,229,26.2,2290,15936,1046,0,135,0,40.3,0,3539
2023-03-11 22:44:00,0,12572,21300,77521,0,467,1882,123,66565,226,30.7,87.2,0,122,1926,448,3.27,405,0,66.8,163,423,1886,211,33,1986,16001,7013,0,156,0,66.1,0,76.2,12572,0,21878,80062,0,261,170,20.9,2369,235,20.4,66.2,0,20.9,2543,258,3.27,583,0.389,41.7,95.6,519,192,228,26.9,2301,15931,1012,0,136,0,41.7,0,3570
2023-03-11 22:46:00,0,10723,18644,68338,0,468,1807,123,66519,220,32.1,87.2,0,122,157,445,3.27,405,0,66.1,161,353,1826,212,32.3,1883,15984,6889,0,155,0,66.5,0,76.7,10723,0,18239,75464,0,261,169,20.9,2366,222,22.7,66.2,0,20.9,574,249,3.27,583,0,41.7,93.5,397,190,228,26.2,2169,15915,1028,0,135,0,41.7,0,3629
2023-03-11 22:48:00,0,9951,18214,69338,0,465,1744,117,66493,221,32.8,87.2,0,121,164,447,4.67,401,0,65.7,164,412,1778,213,32.6,1879,15978,6754,0,155,0,66.5,0,120,9951,0,17489,74370,0,260,165,20.0,2362,221,22.7,66.6,0,20.9,564,251,10.2,580,0,41,97.3,489,198,228,26.6,2288,15910,1026,0,135,0,41.7,0,3615
2023-03-11 22:50:00,0,10547,19264,73673,0,467,1887,118,66563,224,31.5,86.5,0,111,174,450,6.27,404,0,66.1,164,442,1951,211,32.3,1935,15975,7097,0,155,0,66.1,0,122,10547,0,18094,75709,0,261,159,20.0,2364,226,20.9,66.2,0.389,19,576,256,6.46,583,0,41,103,536,193,229,26.2,2163,15911,1070,0,137,0,41,0,3675
2023-03-11 22:52:00,0,10411,41493,91038,0,467,1689,117,66382,228,32.9,85,0,116,21993,446,3.27,404,0,66.4,160,426,1762,211,32.3,1839,15964,6580,0,154,0,65.7,0,76.9,10411,0,39458,98492,0,260,159,20.0,2365,236,22.9,64,0,20.0,24667,251,3.27,583,0,41,96.5,524,216,229,26.2,2288,15911,1050,0,137,0,40.6,0,3651
2023-03-11 22:54:00,0,12177,25628,80604,0,467,1877,123,66542,221,32.1,85.7,0,116,5944,445,4.07,404,0,66.8,161,425,1894,212,33,1984,15971,7003,0,154,0,66.1,0.389,75.4,12177,0,25416,83906,0,261,163,20.9,2375,226,21.6,65.1,0,20.0,6952,249,4.45,582,0,41.4,99.9,520,194,229,26.9,2293,15915,1028,0,135,0,40.6,0,3539
2023-03-11 22:56:00,0,10686,18680,68274,0,466,1816,117,66517,223,32.1,87.2,0.389,115,173,445,5.10,403,0,66.8,160,352,1839,212,32.3,1880,15976,6859,0,155,0,66.8,0,75.6,10686,0,18200,75252,0,260,154,20.0,2364,225,22.5,66.2,0,20.0,575,249,5.85,582,0,41.4,92.7,391,182,229,26.2,2160,15924,1044,0,135,0,41.4,0,3539
2023-03-11 22:58:00,0,10237,18220,94536,0,456,1750,124,66494,224,32.1,87.2,0,122,177,437,4.07,404,0,66.5,163,412,1772,212,32.0,1867,16007,6780,0,156,0,66.8,0,120,10237,0,17780,75306,0,255,151,20.9,2358,226,23.0,66.2,0,20.9,575,249,4.50,583,0,41.0,95.1,485,192,229,26.0,2263,15943,1042,0,142,0,41.4,0,3558
2023-03-11 23:00:00,0,11694,19240,77157,0,470,1873,123,66547,220,33.5,87.2,0,116,164,446,4.87,404,0,66.4,163,416,1892,212,31.6,1952,15981,7068,0,156,0,66.8,0,122,11694,0,19224,77029,0,262,173,20.9,2357,221,24.4,66.2,0,20.0,573,251,5.68,582,0,41,95.2,487,194,228,25.5,2174,15915,1038,0,142,0,41.4,0,3558
2023-03-11 23:02:00,0,11175,41481,90883,0,469,1681,118,66412,226,33.3,87.2,0,122,21969,446,3.27,404,0,66.4,161,403,1701,211,31.8,1852,15984,6589,0,153,0,65.7,0,77.6,11175,0,40216,99361,0,262,162,20.0,2357,234,22.8,66.2,0,20.9,24655,250,3.27,583,0,41.4,98.9,484,191,229,25.7,2309,15910,1029,0,135,0,40.3,0,3539
2023-03-11 23:04:00,0,12465,29736,85097,0,469,1865,129,66571,223,32.7,87.2,0,127,9711,448,6.73,403,0,66.4,160,423,1887,209,33,1983,15982,7063,0,154,0,66.1,0,77.0,12465,0,29423,88467,0,262,165,21.9,2366,225,22.7,66.2,0,21.9,11104,252,7.93,583,0,41.4,97.5,519,200,229,26.9,2296,15912,1062,0,135,0.389,41,0,3569
2023-03-11 23:06:00,0,10686,18647,68230,0,467,1797,118,66520,222,32.9,86.5,0,116,178,448,6.13,403,0,66.1,164,356,1827,212,31.9,1887,16010,6833,0,157,0,66.8,0,77.8,10686,0,18204,75418,0,260,171,20.0,2371,223,24.1,65.5,0,20.0,578,252,7.33,582,0,41,97.8,400,215,229,25.8,2162,15934,1019,0,137,0.389,41.7,0,3563
2023-03-11 23:08:00,0,10192,18216,69816,0,469,1759,123,66472,223,30.7,86.5,0,122,175,445,3.50,404,0,66.1,162,414,1775,212,32.3,1881,15988,6840,0,155,0,66.8,0,123,10192,0,17734,74740,0,262,176,20.9,2362,225,20.8,65.5,0,20.9,572,254,3.50,583,0,41.4,95.6,487,203,229,26.2,2270,15923,1046,0,135,0,41.7,0,3579
2023-03-11 23:10:00,0,10844,19250,73490,0,467,1860,123,66568,222,31.5,87.2,0,122,168,446,3.60,403,0,66.4,160,420,1884,212,32.3,1941,15967,7046,0,155,0,66.4,0,124,10844,0,18385,76143,0,261,174,20.9,2361,223,26.8,66.2,0,20.9,567,251,3.60,582,0,41.4,91.4,495,191,229,26.2,2167,15910,1019,0,135,0,41,0,3558
2023-03-11 23:12:00,0,11433,42035,116659,0,466,1749,129,66462,221,32.9,87.2,0,122,22001,448,3.73,404,0,67.5,160,398,1772,211,32.6,1875,15990,6766,0,157,0,66.4,0,75.7,11433,0,40488,100829,0,260,164,21.9,2356,227,27.5,66.2,0,20.9,24699,253,3.73,583,0,41.7,96.3,474,200,228,26.6,2277,15930,1037,0,136,0,41,0,3540
2023-03-11 23:14:00,0,11885,33540,113644,0,466,1828,123,66522,222,32.1,87.2,0,126,13663,446,6.50,404,0,66.7,164,424,1835,210,32.6,1925,15969,6973,0,155,0,66.4,0,76.4,11885,0,32733,92520,0,265,162,20.9,2363,226,21.6,66.2,0,27.5,15506,257,7.68,583,0,41.4,103,521,188,228,26.6,2280,15912,1055,0,134,0,41.4,0,3598
2023-03-11 23:16:00,0,10359,18640,68604,0,468,1815,123,66504,222,33.9,87.2,0,122,159,446,5.10,403,0,66.1,159,349,1828,211,31.9,1898,15968,6870,0,154,0,65.8,0,76.2,10359,0,17871,75134,0,261,160,20.9,2365,223,24.4,66.2,0,20.9,572,257,5.90,582,0,41,90.4,392,183,229,25.8,2179,15906,1036,0,135,0,40.3,0,3598
2023-03-11 23:18:00,0,9530,18216,69850,0,467,1774,135,66464,222,32.5,87.2,0,133,156,445,3.66,402,0,66.4,159,410,1794,212,32.3,1886,15976,6829,0,155,0,66.4,0,120,9530,0,17073,74110,0,261,160,28.3,2357,223,22.7,66.2,0,23.2,567,249,3.27,581,0,41,92.1,482,181,229,26.2,2274,15921,1046,0,135,0,41,0,3556
2023-03-11 23:20:00,0,11131,19235,83321,0,469,1871,135,66579,221,31.5,87.2,0,133,151,450,4.87,404,0,65.7,165,413,1885,212,32.6,1941,15973,7049,0.389,155,0,66.4,0,122,11131,0,18666,76501,0,262,170,22.8,2366,227,25.6,66.2,0,22.8,559,255,5.62,582,0,41.0,102,486,201,229,26.6,2167,15912,1061,0,135,0,41,0,3587
2023-03-11 23:22:00,0,11864,42406,94361,0,455,1803,123,66539,225,31.5,87.2,0,117,21887,437,3.70,404,0,66.1,162,405,1821,211,32.6,1939,15987,6852,0,155,0,66.1,0,76.7,11864,0,40809,100636,0,254,179,20.9,2375,232,26.0,66.2,0,20.0,24558,248,4.13,582,0,41.4,101,481,202,229,26.6,2299,15920,998,0.389,135,0,41,0.389,3569
2023-03-11 23:24:00,0,11385,37079,90844,0,467,1745,124,66496,222,32.9,87.5,0,122,17446,445,3.94,404,0,66.1,163,423,1774,210,31.9,1889,16000,6788,0,156,0,66.1,0,76.7,11385,0,35971,95083,0,261,166,20.9,2359,223,22.5,66.1,0,20.9,19627,249,4.37,583,0,41.4,96.5,520,190,229,25.8,2299,15930,1028,0,135,0,41.4,0,3541
2023-03-11 23:26:00,0,10516,18654,68169,0,469,1800,129,66516,222,32.3,86.7,0,133,171,447,4.07,403,0.389,65.7,158,350,1837,212,31.9,1890,15966,6849,0,156,0,65.7,0,77.6,10516,0,18028,75121,0,262,153,21.9,2360,224,22.6,65.3,0,22.8,569,251,4.37,583,0,40.6,90.5,392,201,229,25.8,2168,15911,1048,0,136,0,41.4,0,3599
2023-03-11 23:28:00,0,10214,18229,71459,0,467,1761,129,66470,221,30.7,86.0,0,121,169,448,5.10,403,0.389,65.7,162,424,1783,213,32.4,1881,15971,6818,0,155,0,66.1,0,121,10214,0,17762,74719,0,261,159,22.2,2375,223,20.4,65.3,0,20.9,561,253,6.06,582,0,40.3,93.7,510,173,228,26.3,2271,15907,1048,0,135,0,41,0,3586
2023-03-11 23:30:00,0,11761,19260,77320,0,469,1876,123,66573,223,30.7,88.6,0,116,155,446,3.70,404,0,66.4,167,419,1888,213,31.2,1946,15984,7066,0,155,0,66.4,0,121,11761,0,19304,77149,0,262,170,21.3,2375,230,20.4,67.2,0,20.0,563,251,9.32,583,0,41.4,106,498,178,228,25.1,2170,15915,1056,0,135,0,41.7,0,3588
2023-03-11 23:32:00,0,12168,42391,94354,0,468,1797,128,66535,223,32.1,89.1,0,126,21832,446,3.70,403,0,66.4,161,402,1820,212,32.0,1937,15968,6807,0,156,0.389,66.8,0,77.1,12168,0,41061,100898,0,261,173,21.9,2373,230,22.9,68.1,0,21.9,24532,251,4.18,582,0,41.4,98.5,486,195,229,25.5,2298,15913,1011,0,136,0,41.7,0,3569
2023-03-11 23:34:00,0,11279,41671,95707,0,469,1741,112,66495,219,34.3,87.2,0,116,21625,448,3.73,403,0,66.1,161,424,1767,212,32.1,1891,15985,6764,0,154,0.389,66.8,0,76.4,11279,0,39983,99578,0,262,172,19,2365,219,25.7,66.9,0,20.0,24306,253,3.73,583,0,41.4,94.3,524,194,229,25.6,2306,15923,1058,0,134,0,41.4,0,3598
2023-03-11 23:36:00,0.389,10231,19166,69822,0,471,1862,129,66557,223,30.7,87.2,0,127,160,444,6.03,403,0,66.4,160,357,1884,213,32.6,1945,15975,6959,0,155,0,66.4,0,76.8,10231,0.389,17746,75189,0,262,170,21.8,2364,225,20.8,66.9,0,21.8,575,255,11.5,582,0,41.3,93.3,400,189,228,26.6,2193,15905,1035,0,135,0,41.3,0,3567
2023-03-11 23:38:00,0,9223,17679,91332,0,466,1682,135,66406,229,30.7,86.9,0,127,155,448,3.50,403,0,66.1,163,410,1699,212,33,1834,15976,6640,0,155,0,65.7,0,121,9223,0,16766,73828,0,260,161,22.8,2351,232,20.4,66.2,0,21.9,575,253,3.50,582,0,41,95.1,484,185,229,26.9,2268,15908,1026,0,135,0,41,0,3557
2023-03-11 23:40:00,0,9742,19202,96671,0,468,1871,123,66555,222,32.1,85.7,0,122,163,449,4.31,405,0,66.1,163,410,1889,211,32.3,1932,15979,7005,0,155,0,66.4,0,123,9742,0,17284,75468,0,261,162,20.9,2358,233,22.7,64.7,0,20.9,563,253,4.68,583,0,40.6,106,484,185,228,26.2,2163,15908,1050,0,141,0,41,0,3559
2023-03-11 23:42:00,0,10755,42413,94377,0,468,1815,118,66509,221,33.7,87.1,0,122,22050,449,3.94,403,0,66.1,166,399,1831,209,32.3,1927,15975,6830,0,154,0,66.4,0,77.3,10755,0,39830,99542,0,261,164,20.0,2378,228,25.1,66.6,0,20.9,24610,255,4.32,582,0,41,109,477,199,228,26.2,2289,15911,1048,0,141,0,41,0,3540
2023-03-11 23:44:00,0,11161,41979,98194,0,467,1755,123,66474,219,31.5,87.2,0,122,22046,449,3.73,403,0,66.4,164,426,1778,211,32.6,1885,15974,6756,0,155,0,66.4,0,77.2,11161,0,40255,99850,0,261,152,20.9,2373,219,21.7,66.9,0,20.9,24607,255,3.73,583,0.389,41.7,102,520,187,228,26.6,2287,15915,1036,0,134,0,41,0,3540
2023-03-11 23:46:00,0,10930,19166,70078,0,455,1867,129,66574,224,30.7,87.2,0,127,171,435,6.60,403,0,65.7,162,351,1884,211,31.9,1941,15980,6961,0,155,0,66.8,0,77.0,10930,0,18438,76006,0,254,160,21.9,2370,228,19.7,66.2,0,21.9,562,246,7.79,583,0,40.6,100,391,186,228,25.8,2170,15907,1035,0,135,0,41.4,0,3569
2023-03-11 23:48:00,0,8372,17668,67835,0,468,1677,123,66429,227,32.9,87.2,0,122,176,449,3.93,400,0,66.4,161,411,1700,212,33,1826,15995,6580,0,157,0,66.1,0,121,8372,0,15913,72437,0,261,152,20.9,2362,236,22.8,66.6,0,20.9,573,254,4.32,580,0,41.4,94.3,483,176,229,26.9,2267,15930,1014,0,136,0,41,0,3556
2023-03-11 23:50:00,0,10596,19266,73323,0,464,1862,134,66572,219,31.5,87.2,0,132,169,446,3.27,404,0,66.1,164,444,1945,212,32.3,1942,15988,6991,0,155,0,66.1,0.389,124,10596,0,18146,75903,0,259,144,22.8,2369,225,21.6,67.0,0,22.8,561,251,3.27,583,0,40.6,98.1,538,205,229,26.2,2169,15922,1045,0,136,0,41,0,3588
2023-03-11 23:52:00,0,11808,42328,94390,0,468,1811,129,66512,223,31.5,87.2,0.389,127,21827,446,3.27,404,0,66.1,163,428,1883,211,32.6,1938,15988,6819,0,154,0,66.4,0.389,76.3,11808,0,40701,100494,0,261,170,21.9,2373,225,21.3,66.6,0,21.9,24473,251,3.27,582,0,41,95.8,525,208,228,26.6,2304,15919,1048,0,135,0,41,0,3540
2023-03-11 23:54:00,0,11288,41856,96225,0,467,1748,129,66465,223,31.5,86.5,0.389,122,21841,451,6.50,405,0,66.8,159,437,1769,211,32.6,1888,15985,6740,0,156,0,66.1,0,76.0,11288,0,40191,99730,0,261,163,21.9,2363,225,21.3,65.5,0.389,20.9,24478,262,7.97,583,0,41.4,94.9,534,176,229,26.6,2302,15912,1028,0,136,0,40.6,0,3539
2023-03-11 23:56:00,0,10774,19155,93505,0,467,1881,123,66570,225,34.2,87.2,0,122,174,446,3.70,404,0,66.1,163,352,1898,210,32.3,1943,15998,6987,0,154,0,66.1,0,76.0,10774,0,18290,76468,0,261,168,20.9,2372,228,24.1,66.2,0.389,20.9,575,251,4.42,583,0,41.4,95.7,391,176,229,26.2,2169,15919,1001,0,136,0,40.6,0,3569
2023-03-11 23:58:00,0,9503,17681,69522,0,468,1673,140,66437,225,32.1,87.2,0,138,171,446,3.27,403,0,66.1,163,417,1707,211,33,1829,15987,6669,0,152,0,66.1,0,121,9503,0,17053,73547,0,261,157,23.8,2367,231,22.0,66.2,0,23.8,566,251,3.27,582,0,41.4,96.6,493,199,229,26.9,2264,15909,1042,0,135,0,41,0,3615
2023-03-12 00:00:00,0,11215,18734,75754,0,467,1826,129,66527,220,32.1,87.2,0,133,173,445,5.37,404,0,66.1,162,414,1837,213,32.3,1908,15967,6970,0,155,0,66.4,0,123,11215,0,18749,76361,0,261,170,21.9,2355,226,21.9,66.9,0,22.8,565,249,5.09,583,0,40.6,96.5,488,188,228,26.2,2181,15906,1042,0,135,0,41.4,0,3617
2023-03-12 00:02:00,0,12170,42297,94684,0,467,1826,135,66498,223,32.1,87.2,0,133,21800,446,6.40,404,0,65.3,160,408,1833,213,32.6,1925,15982,6829,0,156,0,66.0,0,77.5,12170,0,41013,101153,0,260,164,22.8,2358,225,22.3,67.6,0,27.9,24470,251,6.51,582,0,40.2,92.0,488,179,228,26.6,2295,15915,1024,0,137,0,41.3,0,3590
2023-03-12 00:04:00,0,11742,41857,96372,0,469,1750,123,66465,223,31.5,87.2,0,121,21807,449,3.70,403,0,66.4,161,426,1770,211,32.3,1879,15994,6739,0,153,0,66.1,0,77.0,11742,0,40611,100463,0,267,149,20.9,2366,226,20.9,67.7,0,26.0,24481,260,4.13,582,0,41.4,97.9,521,174,228,26.2,2290,15931,1015,0,135,0,41.4,0,3540
2023-03-12 00:06:00,0,11123,19174,70290,0,469,1896,135,66559,221,32.5,87.2,0,133,162,445,3.70,404,0,66.8,165,353,1910,212,32.3,1949,15998,6946,0,154,0,65.8,0,77.0,11123,0,18633,76264,0,262,171,27.8,2382,221,28.6,67.3,0,22.8,568,249,4.13,583,0,41.7,104,393,193,229,26.2,2172,15930,1012,0,135,0,40.6,0,3628
2023-03-12 00:08:00,0,10162,18236,79723,0,466,1752,129,66479,222,32.1,87.2,0,133,157,446,5.71,404,0,66.1,161,414,1790,211,33,1874,15971,6740,0,155,0,66.1,0,122,10162,0,17701,74604,0,260,167,26.9,2356,223,27.4,66.6,0,22.8,569,249,6.46,582,0,41.4,95.0,485,212,229,26.9,2274,15907,1004,0,136,0,41,0,3614
2023-03-12 00:10:00,0,10255,18236,79855,0,453,1766,118,66478,223,31.5,87.2,0,122,155,434,4.53,404,0,66.5,161,409,1811,212,31.5,1853,15981,6788,0,155,0,66.8,0,123,10255,0,17796,74753,0,253,157,20.0,2361,230,21.7,66.2,0,20.9,570,244,4.97,583,0,41.4,94.6,485,199,228,25.5,2173,15909,1056,0,137,0.389,41.4,0,3616
