"Time","Receive Errors (192.168.0.211:9796)","Receive Errors (192.168.0.221:9796)","Receive Errors (192.168.0.222:9796)","Receive Total (192.168.0.211:9796)","Receive Total (192.168.0.221:9796)","Receive Total (192.168.0.222:9796)","Transmit Errors (192.168.0.211:9796)","Transmit Errors (192.168.0.221:9796)","Transmit Errors (192.168.0.222:9796)","Receive Dropped (192.168.0.211:9796)","Receive Dropped (192.168.0.221:9796)","Receive Dropped (192.168.0.222:9796)","Transmit Dropped (192.168.0.211:9796)","Transmit Dropped (192.168.0.221:9796)","Transmit Dropped (192.168.0.222:9796)","Transmit Total (192.168.0.211:9796)","Transmit Total (192.168.0.221:9796)","Transmit Total (192.168.0.222:9796)"
2023-03-20 13:00:00,0,0,0,229,144,270,0,0,0,0.0667,0.0777,0.0611,0,0,0,255,132,222
2023-03-20 13:02:00,0,0,0,312,215,311,0,0,0,0.0778,0.0778,0.0778,0,0,0,364,199,246
2023-03-20 13:04:00,0,0,0,279,151,274,0,0,0,0.0778,0.0778,0.0778,0,0,0,309,141,221
2023-03-20 13:06:00,0,0,0,235,143,275,0,0,0,0.0778,0.0778,0.0778,0,0,0,264,131,225
2023-03-20 13:08:00,0,0,0,237,148,286,0,0,0,0.0778,0.0778,0.0778,0,0,0,269,139,232
2023-03-20 13:10:00,0,0,0,228,142,270,0,0,0,0.0778,0.0778,0.0778,0,0,0,254,130,221
2023-03-20 13:12:00,0,0,0,304,211,284,0,0,0,0.0778,0.0778,0.0778,0,0,0,346,198,231
2023-03-20 13:14:00,0,0,0,301,202,272,0,0,0,0.0778,0.0778,0.0778,0,0,0,336,192,223
2023-03-20 13:16:00,0,0,0,233,148,285,0,0,0,0.0778,0.0778,0.0778,0,0,0,261,134,228
2023-03-20 13:18:00,0,0,0,238,152,281,0,0,0,0.0778,0.0778,0.0778,0,0,0,267,142,228
2023-03-20 13:20:00,0,0,0,231,140,290,0,0,0,0.0778,0.0778,0.0778,0,0,0,269,127,230
2023-03-20 13:22:00,0,0,0,274,212,308,0,0,0,0.0778,0.0833,0.0778,0,0,0,323,200,241
2023-03-20 13:24:00,0,0,0,301,216,275,0,0,0,0.0778,0.0778,0.0778,0,0,0,340,211,226
2023-03-20 13:26:00,0,0,0,233,144,280,0,0,0,0.0778,0.0778,0.0778,0,0,0,261,131,227
2023-03-20 13:28:00,0,0,0,234,146,276,0,0,0,0.0778,0.0778,0.0833,0,0,0,265,138,226
2023-03-20 13:30:00,0,0,0,223,140,265,0,0,0,0.0778,0.0778,0.0778,0,0,0,250,128,216
2023-03-20 13:32:00,0,0,0,231,180,284,0,0,0,0.0833,0.0778,0.0778,0,0,0,263,169,229
2023-03-20 13:34:00,0,0,0,306,214,276,0,0,0,0.0778,0.0777,0.0778,0,0,0,344,204,226
2023-03-20 13:36:00,0,0,0,234,139,301,0,0,0,0.0778,0.0778,0.0778,0,0,0,275,127,238
2023-03-20 13:38:00,0,0,0,234,145,277,0,0,0,0.0778,0.0778,0.0778,0,0,0,266,137,227
2023-03-20 13:40:00,0,0,0,229,143,266,0,0,0,0.0778,0.0778,0.0778,0,0,0,252,131,219
2023-03-20 13:42:00,0,0,0,234,147,275,0,0,0,0.0778,0.0778,0.0778,0,0,0,261,140,225
2023-03-20 13:44:00,0,0,0,309,215,277,0,0,0,0.0667,0.0722,0.0722,0,0,0,343,204,228
2023-03-20 13:46:00,0,0,0,256,141,294,0,0,0,0.0778,0.0778,0.0778,0,0,0,284,128,234
2023-03-20 13:48:00,0,0,0,243,150,289,0,0,0,0.0778,0.0778,0.0778,0,0,0,274,141,232
2023-03-20 13:50:00,0,0,0,234,145,280,0,0,0,0.0778,0.0778,0.0778,0,0,0,255,131,226
2023-03-20 13:52:00,0,0,0,246,151,304,0,0,0,0.0722,0.0667,0.0722,0,0,0,282,143,241
