"Time","Read (192.168.0.211:9796)","Read (192.168.0.221:9796)","Read (192.168.0.222:9796)","Write (192.168.0.211:9796)","Write (192.168.0.221:9796)","Write (192.168.0.222:9796)"
2023-03-20 13:00:00,0,0,0,555281,82800,84469
2023-03-20 13:02:00,0,0,0,680346,455066,301602
2023-03-20 13:04:00,0,0,0,561061,368139,259322
2023-03-20 13:06:00,0,0,0,625550,173079,133348
2023-03-20 13:08:00,0,0,0,676659,177084,228648
2023-03-20 13:10:00,0,0,0,546088,82193,90385
2023-03-20 13:12:00,0,0,0,689129,170849,202570
2023-03-20 13:14:00,0,0,0,599791,85970,172487
2023-03-20 13:16:00,0,0,0,606299,164432,137489
2023-03-20 13:18:00,0,0,0,664371,176902,226645
2023-03-20 13:20:00,0,0,0,567615,93980,84924
2023-03-20 13:22:00,0,0,0,654222,177357,205574
2023-03-20 13:24:00,0,0,0,573121,95801,161473
2023-03-20 13:26:00,0,0,0,632149,168892,120104
2023-03-20 13:28:00,0,0,0,672654,179814,212127
2023-03-20 13:30:00,0,0,0,562972,81374,79235
2023-03-20 13:32:00,0,0,0,677478,170530,261734
2023-03-20 13:34:00,0,0,0,566067,83615,210990
2023-03-20 13:36:00,0,0,12106,568707,172123,127613
2023-03-20 13:38:00,0,0,12106,639431,181225,231470
2023-03-20 13:40:00,0,0,3732,514958,94618,102036
2023-03-20 13:42:00,0,0,3732,776693,182272,258321
2023-03-20 13:44:00,0,0,0,596059,85834,212264
2023-03-20 13:46:00,0,0,0,670379,177038,129570
2023-03-20 13:48:00,0,0,0,690995,175172,216041
2023-03-20 13:50:00,0,0,6554,546953,93525,90112
2023-03-20 13:52:00,0,0,6554,671425,181453,220547
2023-03-20 13:54:00,0,0,0,590097,93298,165706
2023-03-20 13:56:00,0,0,0,632013,181544,123244
2023-03-20 13:58:00,0,0,0,680255,182090,219045
2023-03-20 14:00:00,0,0,0,539034,94162,89156
2023-03-20 14:02:00,0,0,0,675021,896569,580995
2023-03-20 14:04:00,0,0,0,602021,85242,162520
2023-03-20 14:06:00,0,0,0,628190,192284,133049
2023-03-20 14:08:00,0,0,0,750842,218135,339695
2023-03-20 14:10:00,0,0,0,553142,81055,81966
2023-03-20 14:12:00,0,0,0,666419,176037,209306
2023-03-20 14:14:00,0,0,0,592691,87154,167754
2023-03-20 14:16:00,0,0,0,611412,172578,125749
2023-03-20 14:18:00,0,0,0,677934,177266,261143
2023-03-20 14:20:00,0,0,0,554689,83149,81692
2023-03-20 14:22:00,0,0,0,673155,172578,215086
2023-03-20 14:24:00,0,0,0,566158,93116,172169
2023-03-20 14:26:00,0,0,0,619998,147729,126430
2023-03-20 14:28:00,0,0,0,666419,155420,176856
2023-03-20 14:30:00,0,0,0,547544,93616,81601
2023-03-20 14:32:00,0,0,0,666237,176974,256774
2023-03-20 14:34:00,0,0,0,580767,82512,207576
2023-03-20 14:36:00,0,0,0,630192,167617,119831
2023-03-20 14:38:00,0,0,0,673974,170712,215131
2023-03-20 14:40:00,0,0,0,542857,82102,83149
2023-03-20 14:42:00,0,0,0,647396,150050,175263
2023-03-20 14:44:00,0,0,0,544404,84560,129752
2023-03-20 14:46:00,0,0,0,598653,167481,129934
2023-03-20 14:48:00,0,0,0,676523,176219,217369
2023-03-20 14:50:00,0,0,0,553523,83285,83012
2023-03-20 14:52:00,0,0,0,674975,169756,210580
2023-03-20 14:54:00,0,0,0,589323,88565,162566
2023-03-20 14:56:00,0,0,20526,633378,174126,130617
2023-03-20 14:58:00,0,0,0,670970,173124,218999
2023-03-20 15:00:00,0,0,0,550002,87836,89155
2023-03-20 15:02:00,0,0,0,655406,451197,301693
2023-03-20 15:04:00,0,0,0,576899,366137,212810
2023-03-20 15:06:00,0,0,364,630010,173987,129889
2023-03-20 15:08:00,0,0,0,645439,173261,212537
2023-03-20 15:10:00,0,0,0,537668,78598,85241
2023-03-20 15:12:00,0,0,0,681210,173989,212992
2023-03-20 15:14:00,0,0,0,586775,81374,171850
2023-03-20 15:16:00,0,0,0,640569,174854,135441
2023-03-20 15:18:00,0,0,0,682621,182181,231060
2023-03-20 15:20:00,0,0,0,560242,93525,90066
2023-03-20 15:22:00,0,0,0,655174,155056,165706
2023-03-20 15:24:00,0,0,0,582997,90931,126384
2023-03-20 15:26:00,0,0,0,638748,176310,131300
2023-03-20 15:28:00,0,0,0,680346,179177,214084
2023-03-20 15:30:00,0,0,0,519691,91705,89293
2023-03-20 15:32:00,0,0,0,684078,182727,259959
2023-03-20 15:34:00,0,0,0,597288,89247,210716
2023-03-20 15:36:00,0,0,0,602795,173534,124882
2023-03-20 15:38:00,0,0,0,640796,179105,208668
2023-03-20 15:40:00,0,0,0,548773,87199,75002
2023-03-20 15:42:00,0,0,0,676341,185685,253679
2023-03-20 15:44:00,0,0,0,583316,91250,220638
2023-03-20 15:46:00,0,0,0,636746,168391,137079
2023-03-20 15:48:00,0,0,0,685352,172806,222371
2023-03-20 15:50:00,0,0,0,549228,80418,94800
2023-03-20 15:52:00,0,0,0,670333,170030,209306
2023-03-20 15:54:00,0,0,0,578219,88018,168346
2023-03-20 15:56:00,0,0,0,637884,165842,123199
2023-03-20 15:58:00,0,0,0,672791,167708,205437
2023-03-20 16:00:00,0,0,0,532662,76777,84924
2023-03-20 16:02:00,0,0,27944,706742,831807,581951
2023-03-20 16:04:00,0,0,0,568843,84787,175127
2023-03-20 16:06:00,0,0,0,635654,169074,136488
2023-03-20 16:08:00,0,0,0,674748,169119,212537
2023-03-20 16:10:00,0,0,0,551322,79007,78552
2023-03-20 16:12:00,0,0,0,658000,175946,207804
2023-03-20 16:14:00,0,0,0,592691,84251,160381
2023-03-20 16:16:00,0,0,0,658364,166025,125656
2023-03-20 16:18:00,0,0,0,698322,170894,261552
2023-03-20 16:20:00,0,0,0,531433,87791,84196
2023-03-20 16:22:00,0,0,0,686990,177675,213174
2023-03-20 16:24:00,0,0,0,592646,89429,178039
2023-03-20 16:26:00,0,0,0,644892,167936,129024
2023-03-20 16:28:00,0,0,0,672745,167071,208350
2023-03-20 16:30:00,0,0,0,560606,76004,83558
2023-03-20 16:32:00,0,0,0,696366,167071,254407
2023-03-20 16:34:00,0,0,0,583908,80191,210261
2023-03-20 16:36:00,0,0,0,609166,168983,135760
2023-03-20 16:38:00,0,0,0,695819,179268,208122
2023-03-20 16:40:00,0,0,0,514412,102446,76595
2023-03-20 16:42:00,0,0,0,628645,156194,175354
2023-03-20 16:44:00,0,0,0,576808,89748,127249
2023-03-20 16:46:00,0,0,0,636291,176419,122470
2023-03-20 16:48:00,0,182,0,678662,177630,217771
2023-03-20 16:50:00,0,182,0,539807,91250,77870
2023-03-20 16:52:00,0,0,0,681620,172351,212218
2023-03-20 16:54:00,0,0,0,572211,86835,167026
2023-03-20 16:56:00,0,0,0,628008,178267,133120
2023-03-20 16:58:00,0,0,0,699779,183592,210489
2023-03-20 17:00:00,0,0,0,552232,89702,75093
2023-03-20 17:02:00,0,0,0,648306,523423,301056
2023-03-20 17:04:00,0,0,0,582952,367912,267059
2023-03-20 17:06:00,0,0,0,643846,165387,123927
2023-03-20 17:08:00,0,0,0,675476,170849,215723
2023-03-20 17:10:00,0,0,0,514685,84878,82876
2023-03-20 17:12:00,0,0,0,700553,177084,212127
2023-03-20 17:14:00,0,0,0,580540,96256,172442
2023-03-20 17:16:00,0,0,0,609166,178085,134258
2023-03-20 17:18:00,0,0,0,676978,180634,210807
2023-03-20 17:20:00,0,0,0,540217,85410,82557
2023-03-20 17:22:00,0,0,0,675977,172351,207758
2023-03-20 17:24:00,0,0,0,583270,83149,164523
2023-03-20 17:26:00,0,0,0,633788,168801,117919
2023-03-20 17:28:00,0,0,319,686353,171304,212719
2023-03-20 17:30:00,0,0,319,543903,83922,79280
2023-03-20 17:32:00,0,0,0,664235,177903,254908
2023-03-20 17:34:00,0,0,0,591371,98441,218317
2023-03-20 17:36:00,0,0,0,634061,173397,127977
2023-03-20 17:38:00,0,0,0,664735,178995,215950
2023-03-20 17:40:00,0,0,0,542083,91432,82193
2023-03-20 17:42:00,0,0,0,685761,169301,248627
2023-03-20 17:44:00,0,0,0,591462,81465,207895
2023-03-20 17:46:00,0,0,0,652538,159914,125793
2023-03-20 17:48:00,0,0,0,698414,168300,207531
2023-03-20 17:50:00,0,0,0,532571,81055,84150
2023-03-20 17:52:00,0,0,0,685579,168255,219227
2023-03-20 17:54:00,0,0,0,594239,85151,161943
2023-03-20 17:56:00,0,0,0,604251,173534,126339
2023-03-20 17:58:00,0,0,0,700735,176583,225872
2023-03-20 18:00:00,0,0,0,541901,82785,79553
2023-03-20 18:02:00,0,0,91.0,674702,2053325,1483662
2023-03-20 18:04:00,0,0,0,591690,86198,173443
2023-03-20 18:06:00,0,0,0,660503,167845,123381
2023-03-20 18:08:00,0,0,0,670333,173852,218726
2023-03-20 18:10:00,0,0,0,545678,84787,89338
2023-03-20 18:12:00,0,0,0,657317,171804,214494
2023-03-20 18:14:00,0,0,0,592509,87381,157650
2023-03-20 18:16:00,0,0,0,666510,168073,127841
2023-03-20 18:18:00,0,0,0,676477,171759,270791
2023-03-20 18:20:00,0,0,0,541537,84211,80646
2023-03-20 18:22:00,0,0,0,684260,172487,205938
2023-03-20 18:24:00,0,0,0,589187,82239,156012
2023-03-20 18:26:00,0,0,0,626916,173943,126885
2023-03-20 18:28:00,0,0,0,668467,178422,216501
2023-03-20 18:30:00,0,0,0,545678,86790,83467
2023-03-20 18:32:00,0,0,0,677842,175309,257456
2023-03-20 18:34:00,0,0,0,591735,85925,208896
2023-03-20 18:36:00,0,0,0,638976,172442,122061
2023-03-20 18:38:00,0,0,0,665873,170303,206711
2023-03-20 18:40:00,0,0,27489,538260,82512,79235
2023-03-20 18:42:00,0,0,27489,681210,175673,215268
2023-03-20 18:44:00,637,0,0,616949,83194,157423
2023-03-20 18:46:00,0,0,0,609940,168346,122652
2023-03-20 18:48:00,0,0,0,678298,175627,212764
2023-03-20 18:50:00,0,0,0,542674,77687,88110
2023-03-20 18:52:00,0,0,0,696229,168300,211763
2023-03-20 18:54:00,0,0,0,579994,83467,162748
2023-03-20 18:56:00,0,0,228,624594,176902,129252
2023-03-20 18:58:00,0,0,0,684396,172624,213311
2023-03-20 19:00:00,0,0,0,558922,85060,82603
2023-03-20 19:02:00,0,0,0,671562,456158,305731
