"Time","cattle-fleet-local-system","cattle-fleet-system","cattle-monitoring-system","cattle-system","cert-manager","cilium-monitoring","default","kube-system","longhorn-system","sock-shop","tracee-system"
2023-03-21 20:28:00,1443,2710,1208731,7870,453,5771,0,804423,2658,8324,0
2023-03-21 20:32:00,1431,2739,1005888,9392,470,6696,0,756378,2690,8255,0
2023-03-21 20:36:00,1787,2760,1271859,6771,508,6169,0,864212,2589,8362,0
2023-03-21 20:40:00,1468,2897,1192604,6513,409,6373,0,826612,2597,8000,0
2023-03-21 20:44:00,1490,2771,1224788,6522,474,5868,0,769066,2565,8365,0
2023-03-21 20:48:00,3259,2725,1382603,7873,396,6641,0,895730,2581,8133,0
2023-03-21 20:52:00,1461,2668,2172490,9233,445,5967,0,1820088,2660,109011,0
2023-03-21 20:56:00,1470,2757,1066796,6632,440,6058,0,765336,2563,8207,0
2023-03-21 21:00:00,1427,2834,1213593,6202,480,5661,0,768471,2428,8216,0
2023-03-21 21:04:00,1401,2713,1557880,7555,437,6155,0,1238383,2442,60515,1.43
2023-03-21 21:08:00,1398,2683,1185113,7645,433,6473,1.16,859490,2446,7998,0
2023-03-21 21:12:00,2961,2695,1409552,6440,440,5915,0,994873,2478,8198,0
2023-03-21 21:16:00,1445,2733,1117822,6681,469,6253,0,773189,2444,8159,0
2023-03-21 21:20:00,1392,2859,1136748,6099,438,6190,0,793840,2474,8299,0
2023-03-21 21:24:00,1483,2712,1943417,8759,440,5809,0,1541476,2570,64459,0
2023-03-21 21:28:00,1470,2743,1238858,9628,456,6283,0,795359,2731,7993,0
2023-03-21 21:32:00,1455,2713,1160018,6535,435,5705,0,818817,2574,8157,0
2023-03-21 21:36:00,1825,2819,1142556,6859,455,6675,0,825629,2834,8287,0
2023-03-21 21:40:00,1456,2871,1051689,7203,456,5986,0,736993,2652,8338,0
2023-03-21 21:44:00,1428,2776,2027975,6510,447,5933,0,1564577,2598,91144,0
2023-03-21 21:48:00,1448,2735,1230962,8938,432,6319,0,870713,2631,8149,0
2023-03-21 21:52:00,1458,2709,1239872,6388,449,5872,0,794025,2605,8067,0
2023-03-21 21:56:00,1471,2743,1670119,6760,454,6982,0,1262780,2631,58840,0
2023-03-21 22:00:00,1452,2863,1186862,7695,439,5885,0,773167,2563,8206,0.883
2023-03-21 22:04:00,1441,2735,1023613,8952,438,5761,0,723103,2653,7985,0
2023-03-21 22:08:00,1436,2699,1224331,6453,482,6490,0,798369,2549,8091,0
2023-03-21 22:12:00,1455,2720,1220044,6611,437,6211,0,852947,2824,8018,0
2023-03-21 22:16:00,1477,2746,1489198,6591,453,6175,0,1086070,2622,37651,0
2023-03-21 22:20:00,1476,2930,1186823,7707,468,6425,0,820003,2709,7959,0
2023-03-21 22:24:00,1457,2719,1202617,9045,490,5908,0,816891,2681,8225,0
2023-03-21 22:28:00,1404,2739,997361,6249,412,7100,0,688503,2407,7927,0
2023-03-21 22:32:00,1405,2654,1213473,6170,421,6226,0,810669,2446,8318,0
2023-03-21 22:36:00,1692,2767,1378410,8286,426,6204,0,943122,2492,25051,0
2023-03-21 22:40:00,1422,2705,1195803,7038,458,5520,1.24,829862,2378,8283,0
2023-03-21 22:44:00,1433,2675,1158548,6794,469,6005,0,819329,2296,7996,0
2023-03-21 22:48:00,1401,2706,1018877,6459,442,6229,0,715556,2506,8049,0
2023-03-21 22:52:00,1430,2700,1202593,6188,439,6021,0,781601,2408,8273,0
2023-03-21 22:56:00,1403,2666,1290307,8265,454,6830,1.25,862473,2473,9651,0
