"Time","cattle-fleet-local-system","cattle-fleet-system","cattle-monitoring-system","cattle-system","cert-manager","cilium-monitoring","default","kube-system","longhorn-system","sock-shop","tracee-system"
2023-03-21 20:28:00,1443,1355,5954,1967,151,2886,0,5705,80.5,595,0
2023-03-21 20:32:00,1431,1369,4955,2348,157,3348,0,5364,81.5,590,0
2023-03-21 20:36:00,1787,1380,6265,1693,169,3085,0,6129,78.5,597,0
2023-03-21 20:40:00,1468,1449,5875,1628,136,3187,0,5862,78.7,571,0
2023-03-21 20:44:00,1490,1386,6033,1631,158,2934,0,5454,77.7,597,0
2023-03-21 20:48:00,3259,1362,6811,1968,132,3320,0,6353,78.2,581,0
2023-03-21 20:52:00,1461,1334,10702,2308,148,2984,0,12908,80.6,7787,0
2023-03-21 20:56:00,1470,1379,5255,1658,147,3029,0,5428,77.7,586,0
2023-03-21 21:00:00,1427,1417,5978,1550,160,2830,0,5450,73.6,587,0
2023-03-21 21:04:00,1401,1356,7674,1889,146,3077,0,8783,74.0,4323,0.475
2023-03-21 21:08:00,1398,1342,5838,1911,144,3236,0.233,6096,74.1,571,0
2023-03-21 21:12:00,2961,1348,6944,1610,147,2957,0,7056,75.1,586,0
2023-03-21 21:16:00,1445,1366,5507,1670,156,3127,0,5484,74.0,583,0
2023-03-21 21:20:00,1392,1430,5600,1525,146,3095,0,5630,75.0,593,0
2023-03-21 21:24:00,1483,1356,9573,2190,147,2905,0,10932,77.9,4604,0
2023-03-21 21:28:00,1470,1371,6103,2407,152,3142,0,5641,82.7,571,0
2023-03-21 21:32:00,1455,1357,5714,1634,145,2852,0,5807,78.0,583,0
2023-03-21 21:36:00,1825,1409,5628,1715,152,3337,0,5856,85.9,592,0
2023-03-21 21:40:00,1456,1436,5181,1801,152,2993,0,5227,80.4,596,0
2023-03-21 21:44:00,1428,1388,9990,1628,149,2967,0,11096,78.7,6510,0
2023-03-21 21:48:00,1448,1367,6064,2235,144,3159,0,6175,79.7,582,0
2023-03-21 21:52:00,1458,1354,6108,1597,150,2936,0,5631,78.9,576,0
2023-03-21 21:56:00,1471,1372,8227,1690,151,3491,0,8956,79.7,4203,0
2023-03-21 22:00:00,1452,1432,5847,1924,146,2943,0,5483,77.7,586,0.294
2023-03-21 22:04:00,1441,1367,5042,2238,146,2881,0,5128,80.4,570,0
2023-03-21 22:08:00,1436,1350,6031,1613,161,3245,0,5662,77.2,578,0
2023-03-21 22:12:00,1455,1360,6010,1653,146,3105,0,6049,85.6,573,0
2023-03-21 22:16:00,1477,1373,7336,1648,151,3088,0,7703,79.4,2689,0
2023-03-21 22:20:00,1476,1465,5846,1927,156,3213,0,5816,82.1,569,0
2023-03-21 22:24:00,1457,1360,5924,2261,163,2954,0,5794,81.2,588,0
2023-03-21 22:28:00,1404,1369,4913,1562,137,3550,0,4883,72.9,566,0
2023-03-21 22:32:00,1405,1327,5978,1543,140,3113,0,5749,74.1,594,0
2023-03-21 22:36:00,1692,1384,6790,2071,142,3102,0,6689,75.5,1789,0
2023-03-21 22:40:00,1422,1353,5891,1759,153,2760,0.248,5886,72.1,592,0
2023-03-21 22:44:00,1433,1337,5707,1698,156,3003,0,5811,69.6,571,0
2023-03-21 22:48:00,1401,1353,5019,1615,147,3114,0,5075,75.9,575,0
2023-03-21 22:52:00,1430,1350,5924,1547,146,3010,0,5543,73.0,591,0
2023-03-21 22:56:00,1403,1333,6356,2066,151,3415,0.251,6117,74.9,689,0
2023-03-21 23:00:00,1453,1468,5994,2279,150,3053,0,6153,78.7,583,0.392
2023-03-21 23:04:00,1397,1364,6088,1558,153,3210,0,5838,73.4,595,0
2023-03-21 23:08:00,1366,1358,5075,1553,149,2963,0.236,5820,73.9,583,0
2023-03-21 23:12:00,1486,1388,5006,1636,146,3208,0,5233,79.2,580,0
2023-03-21 23:16:00,1432,1348,6002,1974,140,3187,0,5943,79.0,577,0
2023-03-21 23:20:00,1459,1438,6122,2334,160,3079,0,5884,79.6,587,0
2023-03-21 23:24:00,1447,1367,5839,1544,143,3047,0,5508,78.7,586,0
2023-03-21 23:28:00,1464,1375,6069,1620,170,2899,0,5596,80.7,676,0
2023-03-21 23:32:00,1505,1368,5240,2001,157,2965,0,5348,80.7,599,0
2023-03-21 23:36:00,1717,1377,5692,2055,144,3035,0,5496,74.7,586,0
2023-03-21 23:40:00,1536,1452,6014,1910,148,3068,0,5766,78.8,590,0
2023-03-21 23:44:00,1416,1368,5623,1601,155,3034,0,5495,77.9,595,0
2023-03-21 23:48:00,1462,1355,6817,1599,152,2895,0,7043,77.1,1121,0
2023-03-21 23:52:00,1470,1363,6585,2045,141,2877,0,6286,81.2,572,0
2023-03-21 23:56:00,1496,1368,5597,2434,148,3321,0,5813,79.7,596,0
2023-03-22 00:00:00,1409,1417,5217,1567,148,2896,0,5019,75.6,574,0
2023-03-22 00:04:00,1386,1348,5689,1569,142,2924,0,5417,71.8,567,0.452
2023-03-22 00:08:00,1387,1379,7299,1943,163,3303,0.197,8399,77.9,3299,0
2023-03-22 00:12:00,2974,1358,7097,1497,156,3024,0,7187,70.3,579,0
2023-03-22 00:16:00,1403,1343,6459,2151,156,3260,0,5815,73.9,575,0
2023-03-22 00:20:00,1410,1414,5534,1544,147,3072,0,5517,70.2,587,0
2023-03-22 00:24:00,1408,1350,4959,1529,147,2971,0,4802,77.9,596,0
2023-03-22 00:28:00,1422,1336,9029,1989,139,3340,0,10080,79.3,4370,0
2023-03-22 00:32:00,1443,1353,6359,2126,147,3000,0,6073,80.3,604,0
2023-03-22 00:36:00,1771,1444,6220,1650,165,3174,0,5910,79.3,567,0
2023-03-22 00:40:00,1432,1471,5636,1655,150,3078,0,5475,80.6,582,0
2023-03-22 00:44:00,1447,1366,5048,1566,156,3199,0,5395,81.3,569,0
2023-03-22 00:48:00,1472,1357,9716,1777,151,3120,0,11966,78.1,5721,0
2023-03-22 00:52:00,1424,1367,6052,2441,150,2768,0,6451,81.3,575,0
2023-03-22 00:56:00,1434,1361,5859,1660,144,2852,0,5789,79.5,581,0
2023-03-22 01:00:00,1428,1485,8177,1575,150,3227,0,9122,75.5,4587,0.347
2023-03-22 01:04:00,1461,1359,5919,1923,140,3093,0,5732,78.2,601,0
2023-03-22 01:08:00,1414,1356,5011,1633,149,2880,0,4993,69.9,592,0
2023-03-22 01:12:00,1461,1388,5657,1997,146,3065,0,5629,79.9,585,0
2023-03-22 01:16:00,1418,1380,5928,1672,156,3207,0,5618,75.3,602,0
2023-03-22 01:20:00,1433,1419,7812,1484,146,2913,0,7918,70.6,2731,0
2023-03-22 01:24:00,1440,1375,6247,1933,163,2807,0,5609,72.6,572,0
2023-03-22 01:28:00,1404,1346,5576,2342,141,3366,0,5652,73.4,584,0
2023-03-22 01:32:00,1411,1394,5350,1605,143,3049,0,5028,74.9,593,0
2023-03-22 01:36:00,1795,1445,5989,1698,144,3152,0,6132,77.9,577,0
2023-03-22 01:40:00,1429,1432,6877,1578,142,3301,0,6425,77.7,1899,0
2023-03-22 01:44:00,1456,1377,6027,1856,138,3261,0.197,5919,78.7,585,0
2023-03-22 01:48:00,1446,1360,6499,2380,143,3087,0,5949,80.0,583,0
2023-03-22 01:52:00,1437,1380,10879,1633,152,2957,0,12997,77.6,8058,0
2023-03-22 01:56:00,1490,1360,5053,1626,150,3159,0,5503,81.0,581,0
2023-03-22 02:00:00,1421,1465,5923,1991,142,2854,0,5828,76.9,589,0
2023-03-22 02:04:00,1466,1368,6232,1971,162,2898,0,5948,80.7,712,0
2023-03-22 02:08:00,1406,1388,6326,1901,145,3064,0,6101,79.1,603,0
2023-03-22 02:12:00,1467,1359,5872,1632,151,2882,0.315,5833,77.9,585,0
2023-03-22 02:16:00,1425,1363,5587,1764,138,2976,0,5625,77.3,574,0
2023-03-22 02:20:00,1478,1445,5541,1930,141,3038,0,5490,78.5,589,0
2023-03-22 02:24:00,1403,1374,6464,2339,146,3043,0,6415,80.1,1137,0
2023-03-22 02:28:00,1451,1354,6108,1559,148,3208,0,5705,78.8,590,0
2023-03-22 02:32:00,1466,1348,5959,1588,157,2999,0,5568,77.8,580,0
2023-03-22 02:36:00,1723,1418,6487,1919,146,2996,0,6205,76.6,594,0
2023-03-22 02:40:00,1470,1433,5333,1700,148,3203,0,5898,79.3,588,0
2023-03-22 02:44:00,1451,1351,6546,2019,150,3184,0,6910,79.0,2251,0
2023-03-22 02:48:00,1383,1362,5766,1644,144,3074,0,5545,79.8,607,0
2023-03-22 02:52:00,1437,1362,6048,1566,156,2991,0,5729,77.5,582,0
2023-03-22 02:56:00,3072,1438,7764,2110,147,3054,0.222,7554,79.7,594,0
2023-03-22 03:00:00,1410,1473,5899,2278,150,3073,0,5909,79.6,580,0
2023-03-22 03:04:00,1388,1333,7124,1575,151,3096,0,7426,74.1,3679,0
2023-03-22 03:08:00,1425,1339,5280,1633,151,3194,0,5427,75.1,588,0
2023-03-22 03:12:00,1398,1357,6755,1605,154,3156,0,6067,79.9,595,0
2023-03-22 03:16:00,1420,1367,6245,2017,157,3121,0,5974,80.2,578,0
2023-03-22 03:20:00,1411,1427,6341,2370,161,3060,0,6067,84.9,583,0
2023-03-22 03:24:00,1416,1343,8267,1642,160,3033,0,9114,78.3,4797,0
2023-03-22 03:28:00,3318,1363,6875,1615,149,3057,0,6115,77.8,589,0
2023-03-22 03:32:00,1398,1379,6110,1974,167,2851,0,6023,78.0,575,0
2023-03-22 03:36:00,1725,1405,6342,1736,165,2835,0,6367,71.3,580,0
2023-03-22 03:40:00,1378,1417,5941,1758,167,3281,0,5790,76.4,593,0
2023-03-22 03:44:00,1381,1341,9428,1541,148,3130,0,9290,73.1,4829,0
2023-03-22 03:48:00,1403,1346,5160,1693,160,2907,0,5421,76.9,586,0
2023-03-22 03:52:00,1458,1338,5507,1953,146,2821,0,5284,78.5,588,0
2023-03-22 03:56:00,2858,1392,12970,2327,145,3137,0,14354,79.9,8115,0
2023-03-22 04:00:00,1406,1454,5925,1666,144,3063,0,5624,78.3,583,0
2023-03-22 04:04:00,1443,1385,6130,1586,161,3335,0,5689,78.9,587,0
2023-03-22 04:08:00,1454,1361,5605,1664,152,3117,0,5488,79.4,582,0
2023-03-22 04:12:00,1457,1367,5400,1765,138,3168,0.236,5104,79.3,576,0
2023-03-22 04:16:00,1436,1384,8626,2288,150,3084,0,9674,79.3,4018,0
2023-03-22 04:20:00,1402,1428,5805,1503,147,3450,0,5602,73.2,582,0
2023-03-22 04:24:00,3224,1318,7310,1521,152,3084,0,7200,72.0,597,0
2023-03-22 04:28:00,1375,1333,6056,1884,134,3325,0,6121,74.2,583,0
2023-03-22 04:32:00,1402,1362,5745,1941,134,3213,0,5867,75.8,589,0
2023-03-22 04:36:00,1783,1423,6790,1698,148,3153,0.204,7656,78.7,2846,0
2023-03-22 04:40:00,1466,1463,5774,1610,145,2943,0,5663,78.2,602,0
2023-03-22 04:44:00,1426,1355,6141,1642,161,3245,0,5663,78.9,577,0
2023-03-22 04:48:00,1433,1377,6033,2042,152,3098,0,5609,80.6,584,0
2023-03-22 04:52:00,1438,1374,6099,2273,150,2971,0,5829,83.4,577,0
2023-03-22 04:56:00,1464,1398,6518,1640,157,3042,0,7169,79.1,841,0
2023-03-22 05:00:00,1490,1431,5091,1568,148,2973,0,5185,80.5,599,0
2023-03-22 05:04:00,1494,1399,5889,1648,139,3172,0,5581,81.0,585,0
2023-03-22 05:08:00,1467,1383,5965,1615,149,3048,0,5672,81.7,587,0
2023-03-22 05:12:00,1491,1395,6393,2364,154,3073,0,5992,82.3,583,0
2023-03-22 05:16:00,3235,1361,6859,1798,137,3163,0.206,7096,81.4,590,0
2023-03-22 05:20:00,1516,1458,5493,1704,157,3188,0,4975,79.5,594,0
2023-03-22 05:24:00,1470,1374,5029,1899,147,3037,0,5077,84.2,585,0
2023-03-22 05:28:00,1458,1399,5986,2352,150,3043,0,6022,83.3,593,0
2023-03-22 05:32:00,3157,1396,6544,1663,150,3227,0,6385,83.0,599,0
2023-03-22 05:36:00,1760,1419,6433,1661,152,3102,0,6255,79.3,582,0
2023-03-22 05:40:00,1439,1426,6120,1565,151,3315,0,5899,80.5,578,0
2023-03-22 05:44:00,1510,1393,5432,1966,152,3119,0,5491,80.7,569,0
2023-03-22 05:48:00,2931,1384,6467,2400,146,3137,0,7018,78.4,576,0
2023-03-22 05:52:00,1407,1385,5821,1606,150,3065,0,5654,81.6,590,0
2023-03-22 05:56:00,1500,1381,6107,1745,146,3013,0,5957,80.0,604,0
2023-03-22 06:00:00,1458,1460,6204,1903,148,2929,0,6007,80.9,588,0
2023-03-22 06:04:00,1461,1378,5817,1591,153,2980,0,5551,77.5,592,0.387
2023-03-22 06:08:00,1441,1374,5710,2163,151,3293,0,6860,83.5,580,0.327
2023-03-22 06:12:00,1468,1373,5499,1635,151,3336,0.245,5613,80.3,588,0
2023-03-22 06:16:00,1474,1385,6006,1743,153,2971,0,5852,80.7,576,0
2023-03-22 06:20:00,1493,1467,6185,2017,151,3187,0,5661,83.3,646,0
2023-03-22 06:24:00,1481,1384,6128,2285,146,3173,0,5606,84.2,598,0
2023-03-22 06:28:00,1476,1388,5839,1661,142,3072,0,5627,80.0,591,0
2023-03-22 06:32:00,1460,1364,5298,1656,153,3086,0,5527,82.7,571,0
2023-03-22 06:36:00,1782,1435,5401,1946,155,2923,0,5605,79.6,595,0
2023-03-22 06:40:00,1433,1473,6370,1897,145,3148,0.170,6391,82.7,779,0
2023-03-22 06:44:00,1469,1410,6038,2384,151,3063,0,5632,82.6,594,0
2023-03-22 06:48:00,1437,1386,5929,1676,157,3262,0,5593,80.5,598,0
2023-03-22 06:52:00,3328,1408,6956,1639,145,3118,0,7199,91.8,582,0
2023-03-22 06:56:00,1435,1374,5339,2077,149,3370,0,5324,82.3,589,0
2023-03-22 07:00:00,1402,1446,5793,1699,142,3145,0,5735,78.5,1485,0.320
2023-03-22 07:04:00,1433,1396,6144,1795,143,3173,0,5889,81.7,584,0
2023-03-22 07:08:00,1453,1419,5955,1665,159,3215,0,5714,78.6,575,0
2023-03-22 07:12:00,1467,1393,5876,1682,154,3065,0.221,5672,78.2,582,0
2023-03-22 07:16:00,1442,1394,5856,2052,145,2919,0.245,5436,76.6,579,0
2023-03-22 07:20:00,1430,1416,5500,2371,160,3285,0.208,6238,72.0,2506,0
2023-03-22 07:24:00,1381,1352,5916,1577,147,3399,0,5670,72.1,600,0
2023-03-22 07:28:00,1380,1358,6162,1710,147,3254,0,5295,73.6,594,0
2023-03-22 07:32:00,1408,1352,5930,1967,138,3272,0,5838,73.8,583,0
2023-03-22 07:36:00,1767,1425,6308,1676,163,3129,0,6010,79.3,601,0
2023-03-22 07:40:00,3043,1425,8315,2382,151,2954,0.190,8785,81.1,2849,0
2023-03-22 07:44:00,1495,1374,4899,1586,153,3070,0,5237,81.3,591,0
2023-03-22 07:48:00,1459,1384,5927,1609,138,3077,0,5596,80.4,590,0
2023-03-22 07:52:00,1488,1382,6030,2050,149,2959,0,5763,82.6,572,0
2023-03-22 07:56:00,1481,1369,6177,2384,144,3071,0,6077,82.1,560,0
2023-03-22 08:00:00,1461,1459,8106,1592,156,3172,0,8069,81.3,2806,0
2023-03-22 08:04:00,1471,1408,5707,1634,151,2988,0,4831,80.9,592,0.365
2023-03-22 08:08:00,1465,1417,5008,1673,148,2750,0,5272,81.2,567,0.331
2023-03-22 08:12:00,1482,1371,6158,2131,146,3218,0,5822,81.2,586,0
2023-03-22 08:16:00,1492,1394,6343,2459,147,3035,0,6367,82.5,596,0
2023-03-22 08:20:00,1474,1483,8441,1609,150,3158,0,9071,81.7,4320,0
2023-03-22 08:24:00,1522,1403,5753,1609,148,2788,0,5329,83.1,586,0
2023-03-22 08:28:00,1491,1398,5119,2073,154,3142,0,5307,82.4,592,0
2023-03-22 08:32:00,1430,1383,5248,1781,151,3122,0,4763,78.9,601,0
2023-03-22 08:36:00,1829,1435,6481,2229,154,3175,0.254,6328,80.7,594,0
2023-03-22 08:40:00,2875,1456,10231,1639,144,3070,0,11343,78.6,4294,0
2023-03-22 08:44:00,1451,1383,6031,1591,140,3284,0,5485,78.4,587,0
2023-03-22 08:48:00,1475,1393,6517,2043,145,2986,0,6055,77.1,591,0
2023-03-22 08:52:00,1469,1370,5328,2310,166,3090,0,5270,80.1,589,0
2023-03-22 08:56:00,1435,1328,5816,1616,146,3025,0,5828,70.1,575,0
2023-03-22 09:00:00,1470,1436,8768,1580,156,3184,0,10341,79.7,5425,0
2023-03-22 09:04:00,1475,1409,6113,1648,145,3232,0,5725,84.9,587,0
2023-03-22 09:08:00,1478,1404,6046,1977,145,3249,0,5751,80.0,588,0
2023-03-22 09:12:00,1439,1356,5608,2301,155,3100,0,5411,83.1,568,0
2023-03-22 09:16:00,1445,1396,5437,1723,142,3149,0,4964,80.5,588,0
2023-03-22 09:20:00,1458,1468,9171,1618,158,2787,0,9911,79.2,5095,0
2023-03-22 09:24:00,1416,1414,6052,1956,148,2995,0,5825,79.3,583,0
2023-03-22 09:28:00,1455,1383,6040,1782,150,3117,0,5499,79.5,567,0
2023-03-22 09:32:00,1435,1363,5705,2015,149,3046,0,5626,79.2,577,0
2023-03-22 09:36:00,1779,1436,5585,1748,146,3043,0,5585,81.1,577,0
2023-03-22 09:40:00,1498,1465,9005,1624,144,2919,0,10429,81.7,6052,0
2023-03-22 09:44:00,1519,1395,6068,1954,155,3194,0,5933,83.0,580,0
2023-03-22 09:48:00,1438,1393,6195,2510,154,2992,0,5948,82.2,585,0
2023-03-22 09:52:00,1488,1378,6003,1572,159,2892,0,5805,80.0,601,0
2023-03-22 09:56:00,1467,1429,5803,1735,152,3051,0,5396,79.7,583,0
2023-03-22 10:00:00,1476,1432,8047,1816,148,3033,0,9469,81.2,5339,0
2023-03-22 10:04:00,1427,1384,5854,1560,143,3084,0,5819,79.7,587,0
2023-03-22 10:08:00,1410,1356,6064,2345,157,3248,0,5863,74.1,584,0.361
2023-03-22 10:12:00,1391,1338,5882,1578,135,3105,0,5731,74.3,592,0.421
2023-03-22 10:16:00,1411,1349,6116,1623,158,2976,0,5737,75.2,585,0
2023-03-22 10:20:00,1394,1423,8406,1898,151,3302,0,9159,78.7,4424,0
2023-03-22 10:24:00,1449,1383,5261,2022,146,3088,0,4953,81.9,585,0
2023-03-22 10:28:00,1387,1355,5624,2000,146,3497,0.264,5830,75.3,571,0
2023-03-22 10:32:00,1413,1394,6164,1614,136,3187,0,5637,79.9,572,0
