"Time","cattle-fleet-local-system","cattle-fleet-system","cattle-monitoring-system","cattle-system","cert-manager","cilium-monitoring","default","kube-system","longhorn-system","sock-shop","tracee-system"
2023-03-21 20:30:00,0.00233,0.00392,0.421,0.0382,0.00227,0.00899,8.21e-7,0.0608,0.0319,0.0315,0.125
2023-03-21 20:32:00,0.00223,0.00372,0.347,0.0447,0.00185,0.00900,0.0000296,0.110,0.0285,0.0435,0.127
2023-03-21 20:34:00,0.00282,0.00453,0.283,0.0392,0.00223,0.00926,5.09e-7,0.0618,0.0298,0.0311,0.124
2023-03-21 20:36:00,0.00236,0.00434,0.413,0.0364,0.00199,0.00848,2.28e-7,0.0621,0.0280,0.0315,0.119
2023-03-21 20:38:00,0.00288,0.00503,0.248,0.0419,0.00215,0.00966,0.0000165,0.0654,0.0346,0.0353,0.136
2023-03-21 20:40:00,0.00257,0.00390,0.402,0.0388,0.00228,0.00814,0.00000167,0.0633,0.0323,0.0317,0.123
2023-03-21 20:42:00,0.00301,0.00488,0.391,0.0512,0.00225,0.00873,0.0000397,0.117,0.0324,0.0421,0.125
2023-03-21 20:44:00,0.00253,0.00448,0.353,0.0402,0.00213,0.00916,0.0000180,0.0600,0.0323,0.0321,0.124
2023-03-21 20:46:00,0.00279,0.00405,0.372,0.0367,0.00187,0.00943,5.84e-7,0.0615,0.0315,0.0309,0.129
2023-03-21 20:48:00,0.00313,0.00454,0.286,0.0399,0.00199,0.00955,8.1e-7,0.0621,0.0301,0.0325,0.126
2023-03-21 20:50:00,0.00667,0.00430,0.341,0.0374,0.00204,0.00921,0.00000178,0.0618,0.0306,0.0316,0.123
2023-03-21 20:52:00,0.00272,0.00443,0.265,0.0505,0.00219,0.00977,0.00000147,0.122,0.0347,0.0422,0.139
2023-03-21 20:54:00,0.00226,0.00429,0.389,0.0372,0.00200,0.00829,0.0000693,0.127,0.0300,0.0472,0.122
2023-03-21 20:56:00,0.00239,0.00443,0.368,0.0379,0.00193,0.00898,0.0000796,0.0617,0.0323,0.0309,0.123
