"Time","cattle-fleet-local-system","cattle-fleet-system","cattle-monitoring-system","cattle-system","cert-manager","cilium-monitoring","default","kube-system","longhorn-system","sock-shop","tracee-system"
2023-03-21 20:28:00,10.2,18.1,1410,50.9,3.26,21.7,0,915,30.6,21.0,0
2023-03-21 20:32:00,10.3,18.6,1184,51.8,3.35,22.5,0,818,31.0,21.2,0
2023-03-21 20:36:00,12.7,18.5,1433,51.7,3.49,22.9,0,966,29.9,21.3,0
2023-03-21 20:40:00,10.3,19.7,1239,48.3,3.05,21.5,0,838,29.6,20.6,0
2023-03-21 20:44:00,10.4,18.8,1264,48.4,3.26,22.7,0.0151,832,30.1,21.0,0
2023-03-21 20:48:00,32.0,18.6,1381,51.3,3.03,23.5,0,911,30.5,20.9,0
2023-03-21 20:52:00,10.7,18.2,2666,51.7,3.25,23.4,0,2011,31.4,54.2,0
2023-03-21 20:56:00,10.4,18.8,1257,52.8,3.23,22.0,0,842,30.2,20.5,0
2023-03-21 21:00:00,10.3,19.2,1232,47.9,3.35,21.7,0.0148,818,29.6,21.2,0
2023-03-21 21:04:00,10.1,18.3,1826,48.9,3.15,22.3,0,1390,29.6,60.4,0.0136
2023-03-21 21:08:00,10.2,18.2,1310,49.9,3.04,22.8,0,908,30.0,20.6,0
2023-03-21 21:12:00,28.8,18.1,1364,48.0,3.26,20.3,0,933,29.9,20.9,0
2023-03-21 21:16:00,10.4,18.2,1164,51.7,3.33,23.0,0,831,29.9,20.8,0
2023-03-21 21:20:00,9.78,19.1,1229,46.3,3.15,20.3,0,822,28.6,21.0,0
2023-03-21 21:24:00,10.1,18.1,2228,70.6,3.27,20.8,0,1676,29.7,61.6,0
2023-03-21 21:28:00,10.5,18.1,1382,51.5,3.32,20.7,0,893,31.2,20.9,0
2023-03-21 21:32:00,10.4,18.2,1226,47.9,3.30,21.2,0,841,29.6,20.8,0
2023-03-21 21:36:00,13.1,18.3,1230,53.7,3.42,22.1,0,884,30.7,21.1,0
2023-03-21 21:40:00,10.3,19.5,1149,49.2,3.32,23.0,0,787,30.4,21.0,0
2023-03-21 21:44:00,10.3,18.5,2295,48.8,3.32,19.9,0,1705,30.4,43.7,0
2023-03-21 21:48:00,10.4,18.3,1300,50.8,3.21,20.9,0.0175,886,30.7,20.6,0
2023-03-21 21:52:00,10.1,18.2,1274,47.5,3.31,23.1,0.0173,846,29.9,21.0,0.0168
2023-03-21 21:56:00,10.2,18.6,1885,53.7,3.29,22.3,0,1356,29.9,38.5,0
2023-03-21 22:00:00,10.4,19.3,1333,48.1,3.26,21.2,0,870,29.3,21.1,0
2023-03-21 22:04:00,10.2,17.9,1243,50.4,3.21,20.0,0,835,30.3,20.7,0
