"Time","0(192.168.0.211:10250)","0(192.168.0.211:6443)","200(192.168.0.211:10250)","200(192.168.0.211:6443)","201(192.168.0.211:10250)","201(192.168.0.211:6443)","403(192.168.0.211:10250)","403(192.168.0.211:6443)","404(192.168.0.211:10250)","404(192.168.0.211:6443)","409(192.168.0.211:10250)","409(192.168.0.211:6443)","422(192.168.0.211:10250)","422(192.168.0.211:6443)","500(192.168.0.211:10250)","500(192.168.0.211:6443)","503(192.168.0.211:10250)","503(192.168.0.211:6443)","504(192.168.0.211:10250)","504(192.168.0.211:6443)"
2023-03-23 09:14:00,0,0,22.7,22.7,0.389,0.383,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 09:16:00,0,0,23.0,23.1,0.378,0.378,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 09:18:00,0,0,22.9,22.7,0.411,0.406,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 09:20:00,0,0,23.1,23.0,0.400,0.394,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 09:22:00,0,0,23.2,23.3,0.406,0.411,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 09:24:00,0,0,22.9,22.8,0.406,0.400,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 09:26:00,0,0,23.0,23.0,0.378,0.378,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 09:28:00,0,0,23.0,23.1,0.422,0.422,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 09:30:00,0,0,23.7,23.6,0.378,0.378,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 09:32:00,0,0,23.7,23.7,0.372,0.372,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 09:34:00,0,0,22.9,22.9,0.378,0.378,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 09:36:00,0,0,23.4,23.3,0.389,0.389,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 09:38:00,0,0,23.1,23.1,0.400,0.411,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 09:40:00,0,0,23.5,23.6,0.389,0.389,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 09:42:00,0,0,23.5,23.4,0.383,0.383,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 09:44:00,0,0,22.8,22.8,0.406,0.406,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 09:46:00,0,0,23.8,23.9,0.406,0.405,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 09:48:00,0,0,23.7,23.6,0.400,0.394,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 09:50:00,0,0,22.8,22.8,0.444,0.439,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 09:52:00,0,0,23.0,23.0,0.383,0.389,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 09:54:00,0,0,22.9,22.9,0.372,0.372,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 09:56:00,0,0,23.2,23.2,0.394,0.389,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 09:58:00,0,0,22.9,22.9,0.356,0.361,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 10:00:00,0,0,23.1,23.1,0.389,0.389,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 10:02:00,0,0,23.3,23.3,0.356,0.350,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 10:04:00,0,0,22.7,22.8,0.383,0.383,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 10:06:00,0,0,23.1,23.1,0.400,0.400,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 10:08:00,0,0,23.0,23.0,0.372,0.378,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 10:10:00,0,0,23.3,23.4,0.422,0.428,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 10:12:00,0,0,23.2,23.2,0.394,0.378,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 10:14:00,0,0,23.3,23.2,0.378,0.378,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 10:16:00,0,0,23.4,23.4,0.417,0.400,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 10:18:00,0,0,23.1,23.0,0.394,0.400,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 10:20:00,0,0,22.9,22.9,0.400,0.411,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 10:22:00,0,0,23.0,22.9,0.372,0.372,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 10:24:00,0,0,22.8,22.9,0.367,0.378,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 10:26:00,0,0,23.3,23.3,0.406,0.417,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 10:28:00,0,0,23.3,23.4,0.367,0.372,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 10:30:00,0,0,23.0,23.0,0.389,0.383,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 10:32:00,0,0,23.1,23.0,0.389,0.383,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 10:34:00,0,0,22.8,22.9,0.367,0.372,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 10:36:00,0,0,23.2,23.1,0.417,0.422,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 10:38:00,0,0,23.1,23.1,0.428,0.422,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 10:40:00,0,0,22.9,23.0,0.400,0.394,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 10:42:00,0,0,23.6,23.7,0.389,0.383,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 10:44:00,0,0,23.4,23.4,0.361,0.378,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 10:46:00,0,0,22.8,22.8,0.411,0.411,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 10:48:00,0,0,22.9,23.0,0.394,0.406,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 10:50:00,0,0,23.0,22.9,0.394,0.394,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 10:52:00,0,0,23.1,23.1,0.394,0.389,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 10:54:00,0,0,22.8,22.7,0.367,0.361,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 10:56:00,0,0,22.8,22.8,0.400,0.417,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 10:58:00,0,0,22.8,22.7,0.400,0.406,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 11:00:00,0,0,22.8,22.8,0.389,0.400,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 11:02:00,0,0,23.2,23.1,0.405,0.406,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 11:04:00,0,0,23.5,23.6,0.378,0.378,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 11:06:00,0,0,23.1,23.0,0.400,0.406,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 11:08:00,0,0,23.2,23.1,0.394,0.389,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 11:10:00,0,0,22.9,22.8,0.372,0.356,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 11:12:00,0,0,23.7,23.7,0.400,0.400,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 11:14:00,0,0,23.7,23.5,0.400,0.394,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 11:16:00,0,0,22.9,22.9,0.400,0.394,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 11:18:00,0,0,22.6,22.7,0.389,0.400,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 11:20:00,0,0,23.0,22.9,0.356,0.367,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 11:22:00,0,0,22.9,22.9,0.383,0.394,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 11:24:00,0,0,22.7,22.7,0.378,0.389,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 11:26:00,0,0,23.0,23.2,0.422,0.422,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 11:28:00,0,0,23.6,23.6,0.417,0.417,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 11:30:00,0,0,23.1,23.1,0.378,0.378,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 11:32:00,0,0,23.0,23.0,0.406,0.400,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 11:34:00,0,0,22.6,22.8,0.367,0.356,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 11:36:00,0,0,23.1,23.1,0.406,0.411,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 11:38:00,0,0,23.1,23.2,0.422,0.417,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 11:40:00,0,0,22.9,23.0,0.367,0.372,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 11:42:00,0,0,22.7,22.7,0.406,0.406,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 11:44:00,0,0,22.7,22.7,0.372,0.372,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 11:46:00,0,0,23.1,23.2,0.406,0.406,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 11:48:00,0,0,22.7,22.8,0.450,0.461,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 11:50:00,0,0,22.9,23.1,0.394,0.400,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 11:52:00,0,0,23.8,23.8,0.400,0.411,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 11:54:00,0,0,23.4,23.5,0.383,0.372,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 11:56:00,0,0,22.9,22.9,0.367,0.372,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 11:58:00,0,0,23.1,23.3,0.378,0.378,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 12:00:00,0,0,23.8,23.7,0.361,0.356,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 12:02:00,0,0,23.0,23.1,0.394,0.389,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 12:04:00,0,0,23.0,23.0,0.400,0.400,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 12:06:00,0,0,23.1,23.1,0.417,0.411,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 12:08:00,0,0,23.0,23.2,0.422,0.422,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 12:10:00,0,0,23.1,23.0,0.400,0.406,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 12:12:00,0,0,23.0,23.1,0.383,0.394,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 12:14:00,0,0,23.0,22.9,0.400,0.400,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 12:16:00,0,0,23.1,23.0,0.406,0.406,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 12:18:00,0,0,22.7,22.7,0.389,0.389,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 12:20:00,0,0,23.1,23.0,0.389,0.394,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 12:22:00,0,0,23.0,23.0,0.378,0.367,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 12:24:00,0,0,22.7,22.8,0.389,0.389,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 12:26:00,0,0,24.5,24.4,0.378,0.367,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 12:28:00,0,0,24.0,24.1,0.356,0.333,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 12:30:00,0,0,22.8,22.7,0.400,0.400,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 12:32:00,0,0,23.2,23.1,0.389,0.372,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 12:34:00,0,0,22.8,22.7,0.389,0.389,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 12:36:00,0,0,23.1,23.2,0.456,0.450,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 12:38:00,0,0,22.8,22.8,0.428,0.428,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 12:40:00,0,0,22.9,23.0,0.428,0.439,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 12:42:00,0,0,23.0,23.1,0.389,0.389,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 12:44:00,0,0,22.6,22.7,0.383,0.378,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 12:46:00,0,0,22.7,22.8,0.400,0.400,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 12:48:00,0,0,23.4,23.5,0.339,0.344,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 12:50:00,0,0,23.1,23.0,0.383,0.378,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 12:52:00,0,0,22.9,23.0,0.378,0.372,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 12:54:00,0,0,22.8,22.8,0.372,0.372,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 12:56:00,0,0,22.9,22.9,0.406,0.406,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 12:58:00,0,0,22.9,22.9,0.383,0.372,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 13:00:00,0,0,23.8,23.8,0.394,0.400,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 13:02:00,0,0,23.8,23.7,0.411,0.417,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 13:04:00,0,0,22.9,22.9,0.383,0.383,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 13:06:00,0,0,23.3,23.3,0.428,0.428,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 13:08:00,0,0,22.9,22.9,0.394,0.394,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 13:10:00,0,0,23.1,23.3,0.383,0.394,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 13:12:00,0,0,23.1,23.1,0.378,0.378,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 13:14:00,0,0,22.8,22.7,0.372,0.367,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 13:16:00,0,0,22.9,23.0,0.383,0.383,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 13:18:00,0,0,22.9,22.8,0.378,0.383,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 13:20:00,0,0,22.9,22.9,0.367,0.361,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 13:22:00,0,0,23.4,23.4,0.389,0.389,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 13:24:00,0,0,23.7,23.6,0.400,0.389,0,0,0.00556,0.00556,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 13:26:00,0,0,23.8,23.7,0.411,0.411,0,0,0.0167,0.0167,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 13:28:00,0,0,22.9,23.0,0.411,0.394,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 13:30:00,0,0,23.1,23.1,0.389,0.389,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 13:32:00,0,0,23.1,23.1,0.411,0.411,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 13:34:00,0,0,22.7,22.8,0.400,0.400,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 13:36:00,0,0,23.3,23.2,0.394,0.400,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 13:38:00,0,0,23.2,23.1,0.417,0.417,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 13:40:00,0,0,23.9,24.0,0.367,0.378,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 13:42:00,0,0,22.9,22.8,0.389,0.394,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 13:44:00,0,0,22.6,22.6,0.394,0.394,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 13:46:00,0,0,24.0,24.1,0.378,0.378,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 13:48:00,0,0,23.1,23.0,0.400,0.389,0,0,0.0167,0.0167,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 13:50:00,0,0,22.7,22.7,0.406,0.389,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 13:52:00,0,0,23.3,23.4,0.433,0.434,0,0,0.0167,0.0167,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 13:54:00,0,0,23.0,23.0,0.428,0.428,0,0,0.00556,0.00556,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 13:56:00,0,0,23.6,23.6,0.406,0.400,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 13:58:00,0,0,23.5,23.7,0.389,0.394,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 14:00:00,0,0,22.9,22.9,0.383,0.383,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 14:02:00,0,0,23.1,23.1,0.406,0.406,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 14:04:00,0,0,22.7,22.8,0.378,0.378,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 14:06:00,0,0,23.1,23.1,0.383,0.383,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 14:08:00,0,0,23.0,22.9,0.411,0.406,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 14:10:00,0,0,23.0,23.0,0.367,0.372,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 14:12:00,0,0,23.0,23.0,0.394,0.400,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 14:14:00,0,0,23.0,22.9,0.406,0.411,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 14:16:00,0,0,23.0,23.0,0.406,0.400,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 14:18:00,0,0,23.0,23.0,0.389,0.389,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 14:20:00,0,0,23.1,23.0,0.361,0.356,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 14:22:00,0,0,23.1,23.2,0.378,0.378,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 14:24:00,0,0,22.5,22.6,0.344,0.344,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 14:26:00,0,0,23.2,23.1,0.372,0.372,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 14:28:00,0,0,23.1,23.1,0.372,0.378,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 14:30:00,0,0,23.8,23.7,0.350,0.344,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 14:32:00,0,0,23.2,23.1,0.394,0.389,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 14:34:00,0,0,22.6,22.7,0.400,0.400,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 14:36:00,0,0,23.2,23.3,0.417,0.417,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 14:38:00,0,0,24.5,24.4,0.417,0.422,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 14:40:00,0,0,23.0,23.0,0.383,0.400,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 14:42:00,0,0,23.2,23.2,0.411,0.417,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 14:44:00,0,0,22.7,22.6,0.372,0.372,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 14:46:00,0,0,22.9,23.0,0.367,0.367,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 14:48:00,0,0,22.9,22.9,0.378,0.378,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 14:50:00,0,0,22.9,22.8,0.378,0.372,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 14:52:00,0,0,23.0,23.0,0.394,0.378,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 14:54:00,0,0,22.8,22.8,0.367,0.367,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 14:56:00,0,0,22.8,22.8,0.394,0.389,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 14:58:00,0,0,22.9,22.9,0.394,0.389,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 15:00:00,0,0,23.0,23.0,0.356,0.356,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 15:02:00,0,0,23.2,23.2,0.411,0.422,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 15:04:00,0,0,22.8,22.8,0.378,0.378,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 15:06:00,0,0,23.1,23.2,0.406,0.411,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 15:08:00,0,0,23.2,23.3,0.389,0.389,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 15:10:00,0,0,23.0,23.0,0.350,0.350,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 15:12:00,0,0,23.7,23.9,0.350,0.350,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 15:14:00,0,0,23.7,23.7,0.361,0.350,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 15:16:00,0,0,23.2,23.1,0.383,0.372,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 15:18:00,0,0,23.5,23.6,0.389,0.361,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 15:20:00,0,0,23.0,22.8,0.394,0.389,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 15:22:00,0,0,23.8,23.8,0.383,0.394,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 15:24:00,0,0,22.7,22.8,0.389,0.389,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 15:26:00,0,0,23.0,22.9,0.383,0.383,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 15:28:00,0,0,23.0,23.0,0.394,0.394,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 15:30:00,0,0,22.9,23.0,0.394,0.400,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 15:32:00,0,0,23.1,23.0,0.389,0.389,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 15:34:00,0,0,22.8,22.8,0.367,0.372,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 15:36:00,0,0,22.9,23.0,0.406,0.400,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 15:38:00,0,0,23.1,23.1,0.383,0.394,0,0,0.0111,0.0111,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-23 15:40:00,0,0,23.1,23.0,0.372,0.372,0,0,0,0,0,0,0.0111,0.0111,0,0,0,0,0,0
