"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc065c53ebb186)","Transmit Total (lxc112201e91bdd)","Transmit Total (lxc31a18ef1c7a9)","Transmit Total (lxc4bc7dd70a645)","Transmit Total (lxc56ca4202df8d)","Transmit Total (lxc5a79d5ba43a7)","Transmit Total (lxc60183762415c)","Transmit Total (lxc671f68b87d4c)","Transmit Total (lxc6742cb9c73e8)","Transmit Total (lxc677514151648)","Transmit Total (lxc6878f18c3bad)","Transmit Total (lxc6a5ee68e74ae)","Transmit Total (lxc6df0a0a9ae16)","Transmit Total (lxc711d9d9ccaed)","Transmit Total (lxc77e316fd9553)","Transmit Total (lxc7b296e734ec5)","Transmit Total (lxc7dc8d2fe1b5f)","Transmit Total (lxc7de4e72c399e)","Transmit Total (lxc886931b76f29)","Transmit Total (lxc_health)","Transmit Total (lxcba5d8dc031d5)","Transmit Total (lxcbf44a8db0d00)","Transmit Total (lxcd1a0550bd660)","Transmit Total (lxcd980b65d7e59)","Transmit Total (lxcda5bb31ba605)","Transmit Total (lxcdea961bf232d)","Transmit Total (lxceb50a9da2ffb)","Transmit Total (lxceec6fd46dfaf)","Transmit Total (lxcf2945b926349)","Transmit Total (lxcfae62b1bb3cc)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc065c53ebb186)","Receive Total (lxc112201e91bdd)","Receive Total (lxc31a18ef1c7a9)","Receive Total (lxc4bc7dd70a645)","Receive Total (lxc56ca4202df8d)","Receive Total (lxc5a79d5ba43a7)","Receive Total (lxc60183762415c)","Receive Total (lxc671f68b87d4c)","Receive Total (lxc6742cb9c73e8)","Receive Total (lxc677514151648)","Receive Total (lxc6878f18c3bad)","Receive Total (lxc6a5ee68e74ae)","Receive Total (lxc6df0a0a9ae16)","Receive Total (lxc711d9d9ccaed)","Receive Total (lxc77e316fd9553)","Receive Total (lxc7b296e734ec5)","Receive Total (lxc7dc8d2fe1b5f)","Receive Total (lxc7de4e72c399e)","Receive Total (lxc886931b76f29)","Receive Total (lxc_health)","Receive Total (lxcba5d8dc031d5)","Receive Total (lxcbf44a8db0d00)","Receive Total (lxcd1a0550bd660)","Receive Total (lxcd980b65d7e59)","Receive Total (lxcda5bb31ba605)","Receive Total (lxcdea961bf232d)","Receive Total (lxceb50a9da2ffb)","Receive Total (lxceec6fd46dfaf)","Receive Total (lxcf2945b926349)","Receive Total (lxcfae62b1bb3cc)"
2023-03-11 15:46:00,0,71.5,5109,33738,0,1695,0,66.4,0,38.9,1078,4.13,0,446,19,19,1710,193,0,90.5,466,33.0,0,73.2,31.6,127,1724,143,0,456,38.5,6610,408,65.7,4249,71.5,0,1331,20656,0,166,0,42.1,0,19,1071,4.27,0,257,38.5,38.5,192,265,0,95,264,21.6,0,70.6,25.5,26.8,186,96.3,0,258,19,1077,583,40.6,1375
2023-03-11 15:48:00,0,70.4,9070,63389,0,1884,38.0,63.9,0,38.5,2659,3.90,0,448,19,375,1897,105,0.389,89.8,466,32.1,0,270,31.9,121,1914,143,0,453,752,7035,408,63.9,27781,70.4,0,25876,75865,0,163,30.6,39.8,0,19,2661,4.03,0,253,38.5,669,192,234,0,95,259,21.6,0,81.2,25.7,20.9,194,95.9,0,254,475,1047,582,39.8,1978
2023-03-11 15:50:00,0,70,5559,37193,0,1696,38.0,63.9,0,38.5,1074,3.43,0,447,19,375,1716,102,0,89.8,465,32.1,0,593,32.3,116,1716,143,0.389,454,752,6635,409,63.9,4249,70,0,4159,24598,0,172,30.6,39.1,0,19,1075,3.57,0.389,253,38.5,669,183,231,0.389,95,260,21.6,0.389,85.2,26.2,20.0,177,96.3,0,253,475,1059,583,39.8,1368
2023-03-11 15:52:00,0,70.4,6678,35425,0,1897,0,66.1,0,38.5,2649,3.43,0,448,19,19.4,1940,102,0,90.5,467,33.3,0,793,32.3,121,1934,143,0.389,455,38.9,7137,406,66.4,4505,70.4,0,2889,24537,0,189,0,40.6,0.389,19,2651,3.57,0.389,252,38.9,38.9,196,232,0.389,95.4,261,22.7,0.389,96.2,26.2,20.9,193,95.9,0,255,19,1050,583,41.4,1390
2023-03-11 15:54:00,0,71.1,6683,35407,0,1872,0.989,65.7,0,38.5,2650,3.90,0,446,19,19,1897,188,0,91.3,467,32.5,0,273,32.3,122,1910,142,0,455,38.9,7063,404,65.7,4438,71.1,0,2908,23780,0,184,0.989,40.6,0.389,19,2653,4.03,0,251,38.9,38.9,192,261,0,95.0,260,21.9,0,88.7,26.2,20.9,184,94.9,0,255,19,1052,581,40.3,1363
2023-03-11 15:56:00,0,71.1,5104,33708,0,1683,0.389,67.5,0,38.5,1071,4.13,0,448,19,19,1710,192,0,90.2,469,30.7,0,72.5,32.3,122,1717,142,0,452,38.5,6648,405,66.4,4250,71.1,0,1323,20635,0,178,0.389,42.1,0,19,1071,4.27,0,253,38.5,38.5,206,265,0,95,261,19.7,0,70.6,26.2,20.9,202,94.9,0,252,19,1051,580,41,1367
2023-03-11 15:58:00,0,70,9072,62806,0,1884,38.0,66.1,0,38.5,2652,4.13,0,448,19,376,1902,105,0,89.4,468,32.9,0,525,32.3,127,1890,143,0,455,752,7084,408,65.0,6071,70,0,25705,53703,0,183,30.6,41.0,0,19,2658,4.66,0,253,38.5,669,219,235,0,95,261,22.4,0,92.8,26.2,21.9,185,95.9,0,255,475,1058,582,39.5,1495
2023-03-11 16:00:00,0,70.4,5956,42255,0,1687,38.0,66.8,0,38.5,1071,4.13,0.389,446,19.0,376,1710,103,0,90.5,466,32.9,0,259,32.3,122,1706,143,0,455,752,6626,408,66.8,5872,70.4,0,8333,31001,0,176,30.6,41.5,0,19.0,1076,4.66,0,250,38.5,669,198,231,0,95.0,260,22.3,0,81.1,26.2,20.9,171,96.3,0,255,475,1026,583,40.7,1493
2023-03-11 16:02:00,0,71.1,6147,34801,0,1833,0,65.6,0,38.5,2124,4.13,0.389,447,19,19,1856,102,0,90.1,466,31.5,0,2991,32.3,127,1877,143,0,454,38.5,6965,409,66.1,4402,71.1,0,2353,25657,0,182,0,40.3,0,19,2126,4.27,0,251,38.5,38.5,201,232,0,95,259,20.6,0,102,26.2,21.9,180,96.3,0,253,19,1047,583,40.6,1378
2023-03-11 16:04:00,0,70,6685,35499,0,1876,0.600,66.1,0,38.5,2652,3.67,0,435,19,19,1897,193,0,89.4,453,32.1,0,3070,31.9,127,1908,143,0,442,38.5,7017,408,65.7,4427,70,0,2909,26651,0,192,0.600,40.6,0,19,2653,3.80,0,252,38.5,38.5,215,262,0,95,252,21.4,0,110,25.7,21.9,193,95.9,0,248,19,1051,582,40.3,1365
2023-03-11 16:06:00,0,70.7,5102,33650,0,1690,0,67.5,0,38.5,1074,3.43,0,448,19,19,1711,197,0,89.8,468,32.9,0,71.7,31.6,127,1717,143,0,453,38.5,6571,407,67.2,4242,70.7,0,1323,20554,0,177,0,42.1,0,19,1076,3.57,0,253,38.5,38.5,200,266,0,95,260,22.3,0,70.6,25.5,21.9,183,96.3,0,253,19,1023,583,41.7,1365
2023-03-11 16:08:00,0,71.1,9072,62502,0,1862,38.3,64.2,0,38.5,2654,3.43,0,446,19,376,1896,105,0,89.8,464,32.9,0,271,31.9,122,1907,143,0,455,751,7018,408,64.2,4431,71.1,0,25608,51472,0,171,30.6,39.8,0,19,2653,3.57,0,251,38.5,669,212,234,0,95,259,22.5,0,81.6,25.7,20.9,198,95.9,0,255,475,1030,582,39.4,1382
2023-03-11 16:10:00,0,70.7,6898,48333,0,1755,38.3,66.4,0,38.5,1605,3.43,0,445,19,376,1775,102,0,89.8,465,31.5,0,151,32.3,116,1793,143,0,453,751,6771,408,66.4,27708,70.7,0,13051,59485,0,161,30.6,41.4,0,19,1598,3.57,0,249,38.5,669,183,232,0,95,259,20.5,0,79.0,26.2,20.0,187,96.3,0,253,475,1068,582,41.4,1999
2023-03-11 16:12:00,0,70.7,6143,34770,0,1813,0,63.9,0,38.5,2131,3.43,0,448,19,19,1821,103,0,91.2,468,32.9,0,192,32.3,127,1838,143,0,452,38.5,6891,409,63.9,4359,70.7,0,2358,22780,0,167,0,39.1,0,19,2131,3.57,0,253,38.5,38.5,184,232,0,95.4,260,22.5,0,72.8,26.2,21.9,177,96.3,0,252,19,1038,583,39.1,1364
2023-03-11 16:14:00,0,70.4,6688,35410,0,1884,0.600,66.8,0,38.5,2654,3.43,0,447,19.0,19.0,1895,188,0,90.9,468,31.5,0,271,32.3,116,1904,143,0,455,38.5,7069,407,66.8,4452,70.4,0,2911,23916,0,186,0.600,41.4,0,19.0,2656,3.57,0,251,38.5,38.5,198,260,0,95.4,261,20.6,0,81.2,26.2,20.0,181,95.9,0,255,19.0,1038,582,41.4,1382
2023-03-11 16:16:00,0,70.4,5106,33611,0,1671,0,65.7,0,38.5,1073,3.43,0,445,19,19,1724,191,0,89.8,467,30.7,0,73.2,32.3,122,1712,143,0,455,38.5,6584,409,65.3,4242,70.4,0,1323,20517,0,167,0,40.3,0,19,1074,3.57,0,249,38.5,38.5,198,264,0,95,260,19.7,0,70.6,26.2,20.9,175,96.3,0,255,19,1028,583,39.9,1365
2023-03-11 16:18:00,0,70,9062,62732,0,1876,37.6,65.7,0,38.5,2651,3.43,0,448,19,375,1902,105,0,90.5,467,32.1,0,257,32.3,121,1906,143,0,453,752,7038,408,65.0,4422,70,0,25784,51764,0,172,30.6,41,0,19,2652,3.57,0,253,38.5,669,203,235,0,95,260,21.4,0,74.2,26.2,20.9,192,95.9,0,253,473,1093,582,39.9,1367
2023-03-11 16:20:00,0,70.4,7283,52520,0,1772,37.6,63.9,0,38.5,1598,3.43,0,446,19,375,1767,102,0,90.9,467,31.5,0,151,32.3,133,1783,143,0,453,752,6704,409,63.5,4307,70.4,0,17126,40207,0,176,30.6,39.8,0,19,1600,3.57,0,251,38.5,669,188,232,0,94.6,260,20.6,0,79.0,26.2,22.8,186,96.3,0,258,473,1042,583,39.1,1364
2023-03-11 16:22:00,0,71.1,5620,34213,0,1751,0,66.8,0,38.5,1600,3.43,0,448,19,19,1766,104,0,90.1,465,31.5,0,135,32.3,127,1784,143,0,454,38.5,6716,408,66.4,4304,71.1,0,1827,21447,0,159,0,41.7,0,19,1608,3.57,0,259,38.5,38.5,194,232,0,94.6,259,20.8,0,71.7,26.2,21.9,196,96.7,0,254,19,996,583,41.4,1380
2023-03-11 16:24:00,0,71.1,6687,35570,0,1889,0.600,69.0,0,38.5,2650,3.43,0,446,19,19,1920,9797,0,90.5,467,32.8,0,271,32.3,133,1905,143,0,453,38.5,7048,406,68.2,4453,71.1,0,2910,33970,0,153,0.600,42.9,0,19,2658,3.57,0,257,38.5,38.5,194,320,0,95,260,26.6,0,81.2,26.2,22.8,202,96.3,0,253,19,1080,582,42.9,1394
2023-03-11 16:26:00,0,71.5,5108,33725,0,1703,0,65.7,0,38.5,1071,3.43,0,432,19,19,1720,9800,0,90.1,455,32.8,0,85.3,32.3,116,1720,142,0,441,38.5,6590,405,66.1,4259,71.5,0,1334,30724,0,157,0,41,0,19,1076,3.57,0,242,38.5,38.5,178,325,0,95,253,26.6,0,77.6,26.2,20.0,195,94.9,0,247,19,1042,580,40.6,1370
2023-03-11 16:28:00,0,70.7,9060,62857,0,1881,37.6,63.9,0,38.5,2651,3.43,0,435,19,375,1894,119,0,89.8,454,33.5,0,777,32.3,116,1902,143,0,439,752,7088,409,63.9,6064,70.7,0,25732,54000,0,190,30.6,39.8,0,19,2652,3.57,0,244,38.5,669,203,250,0,95,253,23.6,0,88.8,26.2,20.0,194,96.3,0,245,474,1066,583,39.4,1482
2023-03-11 16:30:00,0.389,70,8724,58612,0,1902,37.6,64.6,0,38.5,2651,3.43,0,446,19,375,1929,102,0,89.8,465,32.1,0,788,32.3,127,1937,143,0,455,752,7080,408,63.9,6125,70,0.389,22223,49746,0,174,30.6,39.8,0,19.4,2651,3.57,0,251,38.5,669,207,231,0,95,259,21.6,0,95.4,26.2,21.9,197,95.9,0,255,474,1057,582,39.1,1483
2023-03-11 16:32:00,0,71.1,5095,33694,0,1728,0,66.1,0.389,38.5,1073,3.43,0,446,19,19,1749,103,0,90.5,468,30.7,0,72.1,32.3,121,1750,143,0,456,38.5,6747,411,65.7,4321,71.1,0,1303,20766,0,152,0,41,0,19,1074,3.57,0,256,38.5,38.5,184,232,0,95,260,19.7,0,70.6,26.2,26.6,197,96.3,0,260,19,1052,583,40.3,1385
2023-03-11 16:34:00,0,71.1,6679,35433,0,1875,0.600,65.7,0,38.5,2650,3.90,0,445,19,19,1907,194,0,89.8,467,32.3,0,256,32.7,122,1896,143,0,453,38.5,7063,406,65.0,4438,71.1,0,2898,23905,0,150,0.600,40.3,0,19,2650,4.03,0,254,38.5,38.5,206,262,0,95,266,26.4,0,73.9,26.2,26.6,183,95.9,0,253,19,1071,582,39.5,1374
2023-03-11 16:36:00,0,71.1,5118,33714,0,1700,0,66.1,0,38.5,1074,4.13,0,446,19,19,1764,197,0,90.5,466,30.7,0,1398,32.1,122,1720,143,0,453,38.5,6615,408,65.3,4239,71.1,0,1350,22077,0,178,0,41,0,19,1081,4.27,0,251,38.5,38.5,197,266,0,94.6,259,19.7,0,93.0,26.0,20.9,173,96.3,0,253,19,1050,583,39.9,1368
2023-03-11 16:38:00,0,70.7,9088,63115,0,1871,43.1,67.2,0,38.5,2652,4.13,0,450,19.4,380,1944,106,0,90.1,468,32.1,0,257,32.1,133,1899,143,0,453,751,7036,407,67.2,27777,70.7,0,25615,75611,0,172,30.6,42.1,0,19,2652,4.27,0,256,38.5,669,203,234,0,95,260,21.6,0,74.2,26.0,23.2,187,96.3,0,253,478,1040,583,41.4,1953
2023-03-11 16:40:00,0,70.7,9086,63171,0,1891,43.1,65.0,0,38.5,2651,4.13,0,445,19.4,380,1916,104,0,90.1,465,31.5,0,2042,31.9,122,1924,143,0,453,751,7003,408,65.0,27827,70.7,0,25612,77549,0,175,30.6,40.5,0,19,2651,4.27,0,249,38.5,669,207,232,0,95,259,20.6,0,116,25.7,21.3,196,95.9,0,254,478,1014,582,39.8,1970
2023-03-11 16:42:00,0,70.7,5102,33676,0,1687,0,66.1,0,38.5,1074,4.52,0,444,19,19,1708,103,0,89.8,468,32.9,0,271,31.6,128,1713,143,0,454,38.5,6651,408,65.7,4242,70.7,0,1315,20864,0,161,0,41,0,19,1075,4.27,0,247,38.5,38.5,197,232,0,95,260,22.3,0,88.0,25.5,21.9,179,96.3,0,253,19,1032,583,40.3,1378
2023-03-11 16:44:00,0,71.1,6680,35407,0,1893,0.600,65.3,0,38.5,2656,4.06,0,448,19,19,1904,187,0,89.8,465,30.7,0.389,257,31.9,122,1912,143,0,455,38.5,7099,408,65.7,4450,71.1,0,2897,23923,0,165,0.600,39.9,0,19,2660,3.80,0,254,38.5,38.5,177,261,0,95,259,19.7,0,73.9,25.7,20.9,172,95.9,0.389,255,19,1076,582,40.3,1376
2023-03-11 16:46:00,0,70.0,5109,33623,0,1708,0,68.2,0,38.5,1071,3.43,0,448,19,19,1714,190,0,90.1,469,31.5,0.389,84.9,32.3,122,1723,143,0.389,455,38.5,6595,410,67.9,4247,70.0,0,1336,20606,0,170,0,42.2,0,19,1076,3.57,0,253,38.9,38.5,191,264,0,94.6,261,20.6,0.389,77.9,26.2,20.9,176,96.3,0.389,255,19,1018,583,42.2,1374
2023-03-11 16:48:00,0,70,8546,62018,0,1829,38.7,66.8,0,38.5,2126,3.43,0,444,19,378,1839,105,0,89.8,467,32.1,0,191,32.3,127,1841,143,0.389,452,756,6949,410,66.4,4409,70,0,25131,50595,0,175,30.6,41.7,0,19,2133,3.57,0,248,38.9,669,206,235,0,94.6,260,21.7,0.389,72.8,26.2,21.9,177,96.3,0,252,478,1039,583,41.4,1387
2023-03-11 16:50:00,0,71.1,9074,62578,0,1864,38.7,68.3,0,38.5,2651,3.43,0,444,19,378,1889,103,0,89.4,465,32.5,0,257,32.3,132,1903,143,0,453,756,7002,408,67.9,4424,71.1,0,25655,51458,0,163,30.6,42.6,0,19,2654,3.57,0.389,247,38.5,669,186,232,0,95.4,260,21.4,0,73.9,26.2,22.8,194,95.9,0,253,478,1058,582,42.2,1374
2023-03-11 16:52:00,0,70.4,5101,33610,0,1692,0,64.2,0,38.9,1072,3.43,0,438,19,19.4,1707,102,0,89.4,457,32.1,0,85.3,32.3,127,1710,143,0,444,38.9,6629,410,63.9,4240,70.4,0,1315,20612,0,169,0,40.2,0,19,1073,3.57,0,254,38.5,38.5,186,232,0,95,254,21.4,0,77.9,26.2,21.9,164,96.3,0,250,19,1052,583,39.1,1365
2023-03-11 16:54:00,0,70,6678,35293,0,1890,0.600,66.4,0,38.5,2656,3.67,0,449,19,19,1908,189,0.389,89.4,467,31.5,0,257,32.1,116,1899,143,0,452,38.5,6946,409,66.1,4428,70,0,2900,23746,0,166,0.600,41.8,0.389,19,2655,3.80,0,259,38.5,38.9,186,261,0.389,95,260,21.0,0,74.2,26.0,20.0,178,96.3,0,252,19,996,583,41.0,1365
2023-03-11 16:56:00,0,71.8,5637,34245,0,1755,0.622,66.4,0,38.5,1604,4.13,0,444,19,19,1788,193,0,90.9,467,32.3,0,151,31.6,127,1780,142,0,453,38.5,6753,405,65.7,4309,71.8,0,1866,21834,0,159,0.233,41.4,0,19,1596,4.27,0,247,38.5,38.5,200,265,0,95,260,21.5,0,79.0,25.5,21.9,180,94.5,0,252,19,1046,581,41,1367
2023-03-11 16:58:00,0,71.1,8550,62160,0,1799,37.6,66.1,0,38.5,2132,4.13,0,448,19,375,1827,104,0,91.2,469,30.7,0,1489,31.6,133,1849,143,0,453,752,7024,406,65.3,6003,71.1,0,25105,53781,0,171,30.6,41.4,0,19,2133,4.27,0,253,38.5,669,189,235,0,95,261,19.7,0,94.7,25.5,22.8,199,96.3,0,253,473,1096,583,41,1490
2023-03-11 17:00:00,0,71.1,9068,62615,0,1892,37.6,66.4,0,38.5,2655,3.67,0,449,19,375,1909,102,0,90.2,467,32.1,0,257,32.1,133,1930,143,0,455,752,7004,408,66.1,6068,71.1,0,25613,53195,0,172,31.0,41.7,0,19,2654,4.19,0,255,38.5,669,177,231,0,95,260,21.4,0,74.3,26.0,22.8,185,95.9,0,255,473,1059,582,41.4,1487
2023-03-11 17:02:00,0,71.8,5103,33558,0,1690,0,63.9,0,36.4,1069,3.43,0.389,445,17.9,19,1719,102,0,90.1,468,32.1,0,84.9,32.3,139,1712,143,0,455,38.5,6577,408,63.9,4242,71.8,0,1316,20426,0,145,0,39.8,0,17.9,1068,3.57,0,249,36.4,38.5,204,232,0,94.6,260,21.4,0,77.9,26.2,23.8,168,96.3,0,255,19,996,583,39.4,1385
2023-03-11 17:04:00,0,70.7,6681,35951,0,1874,0.600,66.4,0,38.5,2652,3.43,0.389,445,19,19,1904,191,0,89.4,467,32.9,0,257,32.3,121,1906,143,0,453,38.5,7005,407,66.1,27780,70.7,0,2899,47803,0,161,0.600,41.7,0,19,2653,3.57,0,249,38.5,38.5,188,261,0,95,260,22.5,0,74.2,26.2,20.9,161,96.3,0,254,19,1061,583,41,1984
2023-03-11 17:06:00,0,70,5631,34268,0,1790,0.600,67.1,0,38.5,1600,3.43,0,448,19,19,1796,195,0,89.4,465,32.9,0,137,32.3,116,1803,143,0,452,38.5,6798,408,68.2,4353,70,0,1849,21843,0,164,0.600,41.8,0,19,1601,3.57,0,254,38.5,38.5,183,265,0,95,259,22.5,0,71.7,26.2,20.0,190,95.9,0,252,19,1073,582,42.2,1376
2023-03-11 17:08:00,0,70.4,8552,62128,0,1812,40.5,65.7,0,36.4,2126,3.43,0,448,17.9,378,1825,9710,0,89.8,466,31.5,0,204,32.3,139,1835,143,0,455,755,6874,407,65.7,4354,70.4,0,25256,60699,0,166,30.6,41.0,0,17.9,2134,3.57,0,253,36.4,669,186,293,0,94.6,259,20.5,0,80.1,26.2,23.8,188,96.3,0,256,478,1013,583,40.6,1365
2023-03-11 17:10:00,0,70.4,9070,62756,0,1873,40.5,67.2,0,38.5,2652,3.90,0,445,19,378,1900,9706,0,90.1,467,31.5,0,256,31.9,139,1904,143,0,456,755,6951,407,66.4,4435,70.4,0,25767,61641,0,174,30.6,42.1,0,19,2660,4.03,0,249,38.5,669,197,291,0,94.6,260,20.9,0,73.9,25.7,23.8,181,95.9,0,257,478,1027,582,41.4,1377
2023-03-11 17:12:00,0,70,5103,33734,0,1678,0,64.6,0,40.6,1071,4.13,0,436,20.1,19,1707,103,0,90.1,455,30.7,0,85.7,31.6,127,1710,143,0,441,38.5,6632,406,64.2,4243,70,0,1315,20622,0,176,0,40.5,0,20.1,1072,4.27,0,251,40.6,38.5,218,233,0,95,253,20.1,0,77.9,25.5,21.9,190,96.3,0,246,19,1067,583,39.8,1370
2023-03-11 17:14:00,0,69.6,6685,35456,0,1891,0.600,65.3,0,38.5,2654,4.13,0,436,19,19,1919,190,0,89.8,454,34.3,0,271,31.9,116,1921,143,0,441,38.5,7101,406,65.3,4502,69.6,0,2910,24137,0,175,0.600,40.6,0,19,2661,4.27,0,252,38.5,38.5,203,262,0,95,253,24.5,0,81.6,25.7,20.0,185,96.3,0,251,19,1050,583,40.3,1394
2023-03-11 17:16:00,0,68.5,6198,34838,0,1820,0.600,63.5,0,38.5,2125,4.13,0,436,19,19,1842,194,0,90.1,456,57.5,0,3022,32.3,122,1855,143,0,439,38.5,6821,407,63.4,4359,68.5,0,2397,25949,0,158,0.600,39.1,0,19,2123,4.27,0,246,38.5,38.5,181,265,0,95,254,64.9,0,102,26.2,20.9,180,95.9,0,245,19,998,582,38.7,1366
2023-03-11 17:18:00,0,69.3,7638,58415,0,1771,0,66.4,0,38.5,1599,4.13,0,445,19,19,1776,106,0,89.8,470,56.9,0,1661,32.3,127,1786,143,0,453,38.5,6787,410,65.3,4298,69.3,0,22235,48077,0,172,0,41.4,0,19,1600,4.27,0,249,38.5,38.5,180,235,0,95,262,62.7,0,93.6,26.2,21.9,175,96.3,0,253,19,1058,582,39.9,1370
2023-03-11 17:20:00,0,71.1,9064,62600,0,1873,37.6,65.0,0,38.5,2650,4.13,0,447,19,375,1910,103,0,89.8,466,30.7,0,256,32.1,116,1907,143,0,453,751,7024,409,65.0,4425,71.1,0,25699,51602,0,166,30.6,39.5,0,19,2649,4.27,0,252,38.5,669,198,232,0,94.6,260,19.7,0,73.9,26.0,20.0,190,95.9,0,259,475,1070,582,39.9,1364
2023-03-11 17:22:00,0,70.4,5098,33688,0,1684,0,66.4,0,38.5,1073,4.13,0,447,19,19,1713,102,0,89.8,467,32.9,0,73.2,32.1,121,1721,143,0,452,38.5,6667,406,66.1,4240,70.4,0,1304,20672,0,189,0,41.4,0,19,1072,4.27,0,257,38.5,38.5,199,232,0,95,266,27.4,0,70.6,26.0,25.9,209,96.3,0,252,19,1027,583,40.6,1372
2023-03-11 17:24:00,0,70,6687,35467,0,1895,0.600,64.2,0,40.6,2653,3.90,0,448,20.1,19,1902,204,0,89.8,467,33.7,0,271,32.1,133,1911,143,0,453,38.5,7025,405,63.5,4468,70,0,2914,23974,0,208,0.600,39.8,0,20.1,2660,4.03,0,253,40.6,38.5,206,276,0,95,260,28.3,0,81.6,26.0,22.8,196,96.7,0,253,19,1006,583,38.7,1393
2023-03-11 17:26:00,0,70.7,6678,35395,0,1868,0.600,68.6,0,38.5,2650,3.43,0,446,19.0,19.0,1898,207,0,89.4,468,31.5,0,782,32.3,116,1896,142,0,453,38.5,6976,402,68.2,4434,70.7,0,2897,24409,0,163,0.600,42.9,0,19.4,2651,3.57,0,251,38.5,38.5,181,280,0,95.0,261,20.6,0,88.1,26.2,20.0,178,94.5,0,253,19.0,1074,580,42.2,1372
2023-03-11 17:28:00,0.389,69.3,7329,56186,0,2125,0,66.4,0,38.5,3889,3.43,0,449,19,19,1958,105,0,89.4,467,273,0,864,32.3,116,1962,143,0,453,38.5,20872,407,65.7,22046,69.3,0.389,18189,78228,0,164,0,41.4,0,19.4,1834,3.57,0,253,38.5,38.5,190,235,0,95,260,68.8,0,103,26.2,20.0,197,96.3,0,253,19,2360,583,40.3,2426
2023-03-11 17:30:00,0.389,69.6,9238,65126,0,2709,38.0,66.4,0,38.5,5222,3.90,0,448,19,376,2321,102,0,90.1,469,442,0,1805,32.6,133,2336,143,0,455,752,9851,410,65.3,39244,69.6,0.389,25840,96901,0,196,30.6,41,0,19,2981,4.03,0,253,38.5,669,202,232,0,94.6,261,32.6,0,107,26.4,22.8,203,96.3,0,255,475,1158,583,39.9,3365
2023-03-11 17:32:00,0,70.7,5096,34268,0,1742,0,68.6,0,38.5,1075,4.13,0,446,19,19,1752,102,0,90.1,467,37.4,0,71.7,32.3,133,1755,143,0,454,38.5,6756,408,67.9,27851,70.7,0,1304,45426,0,166,0,42.9,0,19,1075,4.27,0,251,38.5,38.5,189,232,0,95,260,22.9,0,70.6,26.2,22.8,166,95.9,0,253,19,1053,582,41.8,1982
2023-03-11 17:34:00,0,70.7,6684,35390,0,1883,0.600,65.3,0.389,38.5,2654,3.90,0,446,19.4,19,1904,189,0,90.5,467,31.5,0,273,32.1,127,1907,143,0,453,38.5,7030,406,66.1,4448,70.7,0,2913,24754,0,152,0.600,40.3,0,19,2656,4.03,0,251,38.5,38.5,189,261,0,95,260,20.6,0,89.4,26.0,21.9,159,96.3,0,254,19,1053,583,40.6,1369
2023-03-11 17:36:00,0,69.6,6683,35613,0,2930,0.600,66.4,0.389,38.5,2656,3.67,0,449,19.4,19,1945,192,0,89.4,467,1281,0,260,31.6,121,2860,143,0,455,38.5,6997,406,65.0,4447,69.6,0,2916,27463,0,249,0.600,41.7,0,19,2652,3.80,0,255,38.5,38.5,190,266,0,95,260,123,0,81.7,25.5,20.9,242,95.9,0,256,19,1057,582,39.5,1393
2023-03-11 17:38:00,0,71.1,6282,48392,0,2737,0,65.7,0,38.5,1078,3.67,0,437,19,19,1757,105,0,90.1,456,1282,0,72.8,31.6,133,2658,143,0,441,38.5,6644,407,65.7,4239,71.1,0,13555,38809,0,259,0,40.3,0,19,1071,3.80,0,248,38.5,38.5,221,235,0,95,254,124,0,70.6,25.5,22.8,252,96.3,0,246,19,1020,583,40.3,1378
2023-03-11 17:40:00,0,71.1,9078,62413,0,1889,39.8,65.0,0,38.5,2656,3.43,0,434,19,377,1898,102,0,90.9,455,34.3,0,457,32.3,127,1896,143,0,441,755,6938,405,65.7,4433,71.1,0,25540,51616,0,164,30.6,39.9,0,19,2661,3.57,0,250,38.5,669,188,232,0,95,253,24.4,0,91.7,25.7,21.9,172,96.3,0,247,478,1035,583,40.3,1368
2023-03-11 17:42:00,0,72.2,5626,34208,0,1760,0,67.5,0,38.5,1597,3.82,0,449,19,19,1782,103,0,89.8,467,32.1,0,137,32.1,122,1782,143,0,454,38.5,6781,406,67.9,4315,72.2,0,1828,21696,0,161,0,42.6,0,19,1605,3.57,0,259,38.5,38.5,187,232,0,95,260,21.5,0,71.7,26.0,21.3,162,95.9,0,253,19,1053,582,41.5,1365
2023-03-11 17:44:00,0,71.5,6168,34861,0,1810,0.600,65.7,0,38.5,2123,3.43,0,448,19,19,1832,193,0,89.8,468,30.7,0,205,32.1,122,1844,143,0,455,38.5,6889,407,65.3,4397,71.5,0,2390,22799,0,186,0.600,40.6,0,19,2124,3.57,0,253,38.5,38.5,197,262,0,95,260,19.7,0,80.1,26.0,20.9,184,96.3,0,255,19,1029,583,39.9,1378
