"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc065c53ebb186)","Transmit Total (lxc112201e91bdd)","Transmit Total (lxc31a18ef1c7a9)","Transmit Total (lxc4bc7dd70a645)","Transmit Total (lxc56ca4202df8d)","Transmit Total (lxc5a79d5ba43a7)","Transmit Total (lxc60183762415c)","Transmit Total (lxc671f68b87d4c)","Transmit Total (lxc6742cb9c73e8)","Transmit Total (lxc677514151648)","Transmit Total (lxc6878f18c3bad)","Transmit Total (lxc6a5ee68e74ae)","Transmit Total (lxc6df0a0a9ae16)","Transmit Total (lxc711d9d9ccaed)","Transmit Total (lxc77e316fd9553)","Transmit Total (lxc7b296e734ec5)","Transmit Total (lxc7dc8d2fe1b5f)","Transmit Total (lxc7de4e72c399e)","Transmit Total (lxc886931b76f29)","Transmit Total (lxc_health)","Transmit Total (lxcba5d8dc031d5)","Transmit Total (lxcbf44a8db0d00)","Transmit Total (lxcd1a0550bd660)","Transmit Total (lxcd980b65d7e59)","Transmit Total (lxcda5bb31ba605)","Transmit Total (lxcdea961bf232d)","Transmit Total (lxceb50a9da2ffb)","Transmit Total (lxceec6fd46dfaf)","Transmit Total (lxcf2945b926349)","Transmit Total (lxcfae62b1bb3cc)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc065c53ebb186)","Receive Total (lxc112201e91bdd)","Receive Total (lxc31a18ef1c7a9)","Receive Total (lxc4bc7dd70a645)","Receive Total (lxc56ca4202df8d)","Receive Total (lxc5a79d5ba43a7)","Receive Total (lxc60183762415c)","Receive Total (lxc671f68b87d4c)","Receive Total (lxc6742cb9c73e8)","Receive Total (lxc677514151648)","Receive Total (lxc6878f18c3bad)","Receive Total (lxc6a5ee68e74ae)","Receive Total (lxc6df0a0a9ae16)","Receive Total (lxc711d9d9ccaed)","Receive Total (lxc77e316fd9553)","Receive Total (lxc7b296e734ec5)","Receive Total (lxc7dc8d2fe1b5f)","Receive Total (lxc7de4e72c399e)","Receive Total (lxc886931b76f29)","Receive Total (lxc_health)","Receive Total (lxcba5d8dc031d5)","Receive Total (lxcbf44a8db0d00)","Receive Total (lxcd1a0550bd660)","Receive Total (lxcd980b65d7e59)","Receive Total (lxcda5bb31ba605)","Receive Total (lxcdea961bf232d)","Receive Total (lxceb50a9da2ffb)","Receive Total (lxceec6fd46dfaf)","Receive Total (lxcf2945b926349)","Receive Total (lxcfae62b1bb3cc)"
2023-03-12 08:44:00,0,70.4,6684,35530,0,1874,0.600,66.4,0,38.5,2656,3.43,0,448,19,19,1893,188,0,89.4,468,30.7,0,260,32.3,127,1909,143,0,453,38.5,7093,409,65.7,4454,70.4,0,2905,24019,0,169,0.600,41.4,0,19,2653,3.57,0,253,38.5,38.5,198,261,0,95,265,19.7,0,81.3,26.2,21.9,188,96.3,0,258,19,1060,583,40.3,1377
2023-03-12 08:46:00,0,70,5115,33668,0,1712,0.600,65.3,0,38.5,1080,3.43,0,444,19,19,1721,192,0,89.8,465,33.7,0,86.4,32.3,127,1729,143,0,455,38.5,6588,409,64.2,4252,70,0,1341,20727,0,172,0.600,40.9,0,19,1074,3.57,0,248,38.5,38.5,169,266,0,95,264,23.4,0,77.9,26.2,27.6,168,96.3,0,255,19,1021,582,39.4,1363
2023-03-12 08:48:00,0,70,8288,55198,0,1873,0,66.4,0,38.5,2655,3.90,0,446,19,19,1899,106,0,91.2,469,31.5,0,1771,32.3,128,1894,143,0,453,38.5,7003,409,65.7,4422,70,0,19566,45573,0,171,0,41,0,19,2653,4.03,0,257,38.5,38.5,202,235,0,95,261,20.6,0,88.1,26.2,27.6,183,95.9,0,253,19,1025,582,40.3,1363
2023-03-12 08:50:00,0,70,9073,62741,0,1867,37.6,66.8,0,38.5,2653,4.13,0,446,19,375,1909,104,0,90.1,468,30.7,0,1542,32.3,139,1925,143,0,452,752,6991,408,65.3,4435,70,0,25746,52832,0,177,30.6,41.7,0,19,2656,4.27,0,251,38.9,669,215,232,0,95,260,19.7,0,88.9,26.2,23.8,189,96.3,0,252,474,1048,583,40.3,1363
2023-03-12 08:52:00,0,70.7,5108,33749,0,1679,0,66.4,0,38.5,1070,3.90,0,447,19,19,1696,102,0,89.8,467,31.5,0,85.7,32.3,139,1719,143,0,455,38.5,6650,407,66.1,4245,70.7,0,1315,20477,0,187,0,41.4,0,19,1071,4.03,0,251,38.9,38.5,192,232,0,95,260,20.6,0,77.9,26.2,23.8,180,95.9,0,255,19,1060,582,40.6,1371
2023-03-12 08:54:00,0,71.1,6685,36058,0,1875,0.600,67.2,0,38.5,2656,3.43,0,446,19,19,1891,189,0,90.1,468,32.9,0,256,32.3,122,1892,143,0,453,38.5,7013,406,66.4,27979,71.1,0,2903,48084,0,169,0.600,41.4,0,19,2660,3.57,0,251,38.5,38.5,182,261,0,95,261,22.4,0,73.9,26.2,20.9,167,96.3,0,252,19,1063,583,41,2016
2023-03-12 08:56:00,0,70.4,5642,34827,0,1775,0.600,67.5,0.389,38.5,1599,3.43,0,445,19,19,1799,193,0,89.8,467,33.5,0,151,32.3,122,1798,143,0,453,38.5,6769,408,66.8,27899,70.4,0,1861,46004,0,163,0.600,42.5,0,19,1599,3.57,0,249,38.5,38.5,201,266,0,95,260,23.4,0,79.0,26.2,20.9,171,96.3,0,254,19,1026,583,41.4,2018
2023-03-12 08:58:00,0,70.7,7377,49842,0,1806,0,64.2,0.389,38.5,2123,3.43,0,434,19,19,1817,105,0,90.2,454,30.7,0,205,31.9,121,1836,143,0,441,38.5,6932,408,63.5,6448,70.7,0,14958,40123,0,190,0,40.9,0,19,2126,3.57,0,244,38.5,38.5,211,235,0,95,253,19.7,0,80.5,25.7,20.9,196,95.9,0,247,19,1042,582,38.7,1463
2023-03-12 09:00:00,0,70.4,9071,62754,0,1871,38.0,67.5,0,38.5,2647,3.43,0,447,19,376,1897,102,0,90.1,466,31.5,0,257,31.6,116,1906,143,0,455,752,7051,410,66.8,6524,70.4,0,25666,53646,0,172,30.6,42.6,0,19,2652,3.57,0,252,38.5,669,205,233,0,95,259,20.6,0,74.3,25.5,20.0,188,96.3,0,255,474,1075,583,40.7,1472
2023-03-12 09:02:00,0,71.5,5106,33725,0,1714,0,66.4,0,38.5,1074,3.67,0,435,19,19,1746,9717,0,90.5,453,31.1,0,87.1,31.9,110,1739,143,0,441,38.5,6688,408,65.7,4252,71.5,0,1316,30608,0,153,0,41.4,0,19,1075,3.80,0,246,38.5,38.5,197,289,0,95.4,252,19.7,0,77.9,25.7,19,165,95.9,0,246,19,1054,582,40.6,1367
2023-03-12 09:04:00,0,70.4,6685,35440,0,1899,0.600,65.7,0,38.5,2653,4.52,0,445,19.4,19,1905,189,0,90.5,469,32.9,0,257,32.3,122,1925,143,0,452,38.5,7052,408,65.3,4428,70.4,0,2902,23959,0,173,0.600,40.7,0,19,2654,4.27,0,249,38.5,38.5,195,261,0,95,261,22.4,0,74.2,26.2,20.9,195,96.3,0,252,19,1043,583,40.6,1366
2023-03-12 09:06:00,0,70.7,5633,34312,0,1780,0.600,65.3,0,38.5,1604,4.13,0,446,19,19,1789,193,0,90.1,470,32.1,0.389,392,32.3,128,1801,142,0,455,38.5,6781,404,65.3,4355,70.7,0,1852,22239,0,178,0.600,40.3,0,19,1604,4.27,0,251,38.5,38.5,198,265,0,95,263,21.6,0,83.3,26.2,21.9,188,94.9,0,255,19,1048,580,40.3,1374
2023-03-12 09:08:00,0,70.7,6970,44983,0,1826,0,67.9,0,38.5,2134,3.67,0,449,19,19.4,1841,105,0.389,89.8,465,33.5,0,206,32.7,122,1843,142,0.389,453,38.5,6924,403,67.1,4361,70.7,0,10933,33169,0,174,0,42.6,0,19,2131,3.80,0,260,38.5,38.9,203,236,0,95,259,23.7,0,80.1,26.2,20.9,175,94.5,0,253,19,1078,580,41.1,1368
2023-03-12 09:10:00,0,70.7,9081,62816,0,1881,37.6,66.4,0,38.5,2650,3.43,0,446,19,376,1888,103,0,90.1,468,32.1,0,257,32.3,133,1907,143,0,455,752,6962,408,66.1,4438,70.7,0,25860,51702,0,181,30.6,41.4,0,19,2651,3.57,0,251,38.5,669,193,232,0.389,95,260,21.5,0,73.9,26.2,22.8,193,96.3,0,255,474,1033,583,40.3,1376
2023-03-12 09:12:00,0,70.7,5109,33655,0,1684,0,64.5,0,38.5,1071,3.43,0,445,19,19,1717,102,0,89.8,467,31.5,0,86.0,32.3,139,1730,143,0,453,38.9,6682,409,65.7,4254,70.7,0,1316,20679,0,141,0,39.5,0,19,1071,3.57,0,249,38.5,38.5,176,232,0,95,260,20.6,0,77.9,26.2,23.8,185,96.3,0,253,19,1055,583,40.3,1369
2023-03-12 09:14:00,0,71.1,6697,35537,0,1904,0.600,65.0,0,38.5,2652,3.43,0,446,19,19,1912,204,0,90.1,467,31.5,0,271,32.3,133,1930,143,0,453,38.9,7130,409,66.1,4495,71.1,0,2914,24083,0,171,0.600,39.5,0,19,2654,3.57,0,251,38.5,38.5,187,276,0,95,260,20.6,0.389,81.6,26.2,22.8,191,95.9,0,253,19,1072,582,40.6,1394
2023-03-12 09:16:00,0,71.1,5635,34268,0,1758,0.600,63.9,0,38.9,1599,3.43,0.389,449,19,19,1776,208,0,89.8,468,31.5,0,141,32.3,132,1769,143,0,452,38.5,6713,410,64.2,4311,71.1,0,1848,21653,0,182,0.600,39.1,0,19.4,1607,3.57,0.389,255,38.5,38.5,206,280,0,95,260,20.6,0.389,79.5,26.2,22.8,171,96.3,0,252,19,1022,583,39.8,1368
2023-03-12 09:18:00,0,69.7,6580,40065,0,1816,0,66.1,0,38.9,2125,3.44,0.389,448,19.0,19.0,1832,106,0,90.2,467,32.1,0,207,32.4,128,1838,143,0,455,38.5,6923,410,66.1,4358,69.7,0,6764,28205,0,182,0,41.0,0,19.4,2127,3.57,0.389,253,38.5,38.5,200,235,0,95.1,261,21.5,0,87.6,26.2,21.9,196,96.0,0.389,256,19.0,1042,583,41.0,1370
2023-03-12 09:20:00,0,69.6,9069,62771,0,1875,38.0,67.5,0,38.5,2654,3.43,0,444,19,375,1908,104,0,90.5,469,32.9,0,1541,32.1,127,1902,143,0,453,752,6994,411,67.1,4439,69.6,0,25815,52940,0,195,30.6,41.8,0,19,2650,3.57,0,247,38.5,669,200,232,0,95,261,22.7,0,87.8,26.0,21.9,218,96.3,0.389,254,472,1044,583,41.1,1364
2023-03-12 09:22:00,0,70.7,5100,34314,0,1694,0.389,67.1,0,38.5,1076,3.43,0,434,19,19,1721,102,0,89.4,453,30.7,0,259,32.1,122,1719,143,0,441,38.5,6640,408,68.2,27808,70.7,0,1310,44939,0,170,0,41.5,0,19,1069,3.96,0,244,38.5,38.5,190,232,0,95,252,20.1,0,80.3,26.0,20.9,189,96.3,0,246,19,1044,583,42.2,2017
2023-03-12 09:24:00,0,70.7,6692,35506,0,1885,0.600,64.2,0,38.5,2662,3.43,0,437,19,19,1903,187,0,90.1,454,30.7,0,270,32.3,122,1914,143,0,442,38.5,7050,405,63.1,4429,70.7,0,2919,23916,0,163,0.600,39.4,0,19,2659,3.96,0,248,38.5,38.5,195,260,0,95,253,19.7,0,81.2,26.2,20.9,186,95.9,0,253,19,1075,582,38.3,1381
2023-03-12 09:26:00,0,70.7,5637,34328,0,1774,0.600,64.2,0,38.5,1600,3.43,0,446,19,19,1781,191,0,90.1,466,34.3,0,1454,32.3,127,1786,143,0,452,38.5,6733,408,63.1,4308,70.7,0,1850,23018,0,179,0.600,39.8,0.389,19,1599,3.57,0,257,38.5,38.5,188,264,0,95,259,29.4,0,86.4,26.2,21.9,176,96.3,0,252,19,1057,583,38.3,1374
2023-03-12 09:28:00,0,70.4,5662,34721,0,1762,0,66.1,0,38.5,1595,3.43,0,445,19,19,1773,105,0,90.5,468,33.5,0,148,32.3,133,1781,143,0,452,38.5,6814,410,65.0,6409,70.4,0,2154,24273,0,161,0,41,0,19,1601,3.57,0,249,38.5,38.5,181,235,0,95,261,28.5,0,79.0,26.2,22.8,153,95.9,0,252,19,1021,582,40.3,1490
2023-03-12 09:30:00,0,70.7,9087,62870,0,1875,37.6,66.7,0,38.5,2656,3.43,0,449,19,375,1899,102,0,90.1,467,30.7,0,270,32.3,121,1916,143,0,453,752,7043,409,65.0,6534,70.7,0,25726,53832,0,174,30.6,41.7,0,19,2665,3.57,0,253,38.5,669,192,233,0,95,260,19.7,0,81.2,26.2,20.9,197,96.7,0,253,474,1073,583,40.6,1489
2023-03-12 09:32:00,0,70.4,5100,33791,0,1694,0,65.3,0,38.5,1085,3.67,0,449,19,19,1707,104,0,89.4,466,31.5,0,596,32.3,127,1716,143,0,455,38.5,6637,410,63.9,4241,70.4,0,1308,21118,0,173,0,40.9,0,19,1079,3.80,0,255,38.5,38.5,198,232,0,95,259,25.5,0,85.2,26.2,21.9,188,96.3,0,260,19,1053,583,39.1,1365
2023-03-12 09:34:00,0,70.7,6691,35502,0,1899,0.600,67.5,0,38.5,2653,4.13,0,447,19,19,1927,190,0,89.8,467,33.6,0,271,32.3,133,1920,143,0,452,38.5,7070,409,66.8,4477,70.7,0,2917,24052,0,171,0.600,42.1,0,19,2650,4.27,0,256,38.5,38.5,196,261,0,95,266,22.6,0,81.6,26.2,22.8,180,95.9,0,257,19,1041,582,41.7,1380
2023-03-12 09:36:00,0.389,71.8,6692,35482,0,1868,0.600,66.8,0,38.5,2648,4.13,0,443,19,19,1948,192,0,90.1,464,33.6,0,257,32.3,127,1918,142,0,453,38.5,6958,404,66.4,4425,71.8,0.389,2912,23943,0,184,0.600,41.7,0,19,2650,4.27,0,252,38.5,38.5,223,265,0,95,259,22.6,0,73.9,26.2,26.8,188,94.9,0,253,19,1022,580,41.4,1362
2023-03-12 09:38:00,0.389,71.5,5106,34357,0,1685,0,66.8,0,38.5,1074,3.67,0,449,19,19,1759,105,0,89.8,465,30.7,0,72.8,32.3,122,1721,142,0,454,38.5,6659,403,67.1,27789,71.5,0.389,1314,45024,0,159,0,41.5,0,19,1075,3.80,0,254,38.5,38.5,208,235,0,95,259,19.7,0,70.6,26.2,20.9,167,94.9,0,254,19,1059,581,41.5,2020
2023-03-12 09:40:00,0,71.1,9077,63364,0,1890,37.6,65.3,0,38.5,2656,3.43,0,448,19,375,1905,102,0,90.1,467,32.9,0,271,32.3,122,1906,143,0,456,751,6999,408,65.3,27975,71.1,0,25776,75970,0,172,30.6,40.3,0,19,2661,3.57,0,253,38.5,669,196,232,0,95,260,22.5,0,81.2,26.2,21.3,175,95.9,0,256,474,1066,582,39.9,2006
2023-03-12 09:42:00,0,70.7,5627,34258,0,1761,0,69.3,0,38.5,1598,3.43,0,445,19,19,1785,103,0,90.5,468,33.5,0,1654,32.3,116,1798,143,0,453,38.5,6793,408,68.2,4317,70.7,0,1829,23207,0,161,0,43.3,0,19,1598,3.57,0,250,38.5,38.5,197,231,0,95,260,23.4,0,86.7,26.2,20.3,191,96.3,0,254,19.4,1044,583,42.2,1370
2023-03-12 09:44:00,0,71.1,6168,34827,0,1816,0.600,68.6,0,38.5,2128,3.43,0,446,19,19,1836,203,0,89.8,467,30.7,0,205,32.3,116,1856,143,0,454,38.5,6977,406,68.0,4441,71.1,0,2392,22970,0,145,0.989,42.6,0,19,2127,3.57,0,249,38.5,38.5,172,276,0,95,260,19.7,0,80.1,26.2,20.0,172,95.9,0,254,19,1043,583,41.9,1402
2023-03-12 09:46:00,0,70,6689,35466,0,1883,0.600,64.6,0,38.5,2658,3.43,0,438,19,19,1896,208,0,90.1,456,30.7,0,524,32.3,127,1906,143,0,440,38.5,6965,406,63.5,4433,70,0,2913,24170,0,175,0.989,40.2,0,19,2657,3.57,0,249,38.5,38.5,197,280,0,95,254,19.7,0,92.8,26.2,21.9,173,96.3,0,245,19,1052,583,39.1,1385
2023-03-12 09:48:00,0,70.4,5095,33649,0,1690,0,64.2,0,38.5,1071,3.43,0,433,19,19,1711,106,0,90.9,457,31.5,0,326,32.3,122,1717,143,0,443,38.5,6598,406,63.5,4236,70.4,0,1300,20836,0,166,0,39.8,0,19,1071,3.57,0,243,38.5,38.5,192,235,0,95,255,20.9,0,81.8,26.2,20.9,174,96.3,0,249,19,1041,583,39.4,1376
2023-03-12 09:50:00,0,70.4,9079,62714,0,1869,38.3,66.1,0,38.5,2654,3.43,0,445,19,376,1883,103,0,90.9,467,33.5,0,270,32.3,122,1895,143,0,452,751,6969,406,66.4,4425,70.4,0,25863,51512,0,162,30.6,41.4,0,19,2652,3.57,0,249,38.5,669,192,231,0,95,260,23.3,0,81.6,26.2,20.9,168,96.3,0,252,473,1043,583,41,1364
2023-03-12 09:52:00,0,71.5,5626,34278,0,1748,0,65.7,0,38.5,1608,3.43,0,448,19,19,1769,9707,0,90.9,469,32.1,0,139,32.3,127,1777,143,0,452,38.5,6838,407,65.3,4327,71.5,0,1833,31641,0,152,0,40.6,0,19,1608,3.57,0,253,38.9,38.5,180,288,0,94.6,261,21.5,0,71.7,26.2,21.9,174,96.3,0,252,19,1030,583,39.9,1374
2023-03-12 09:54:00,0,71.1,6160,34933,0,1813,0.367,65.7,0,38.5,2133,3.90,0,449,19.0,19.0,1832,9795,0,90.1,465,30.7,0,193,32.3,133,1833,143,0,453,38.5,6896,408,65.0,4360,71.1,0,2382,32860,0,169,0.367,41.0,0,19.0,2128,4.03,0,260,38.5,38.5,193,317,0,95.0,259,19.7,0,72.8,26.2,22.8,164,95.9,0,253,19.0,1037,582,39.5,1370
2023-03-12 09:56:00,0,69.6,6690,35440,0,1875,0.600,66.4,0,38.5,2655,4.13,0,445,19,19,1903,194,0,90.5,467,32.9,0,271,32.3,127,1902,143,0,455,38.5,6972,409,65.3,4430,69.6,0,2911,23789,0,161,0.600,41.4,0,19,2654,4.27,0,249,38.5,38.5,193,265,0,95,260,22.5,0,81.6,26.2,21.9,180,96.3,0,255,19,1047,582,39.9,1357
2023-03-12 09:58:00,0,68.9,5097,33773,0,1688,0,66.1,0,38.5,1071,4.13,0,447,19.4,19,1700,105,0,91.6,469,30.7,0,73.5,32.3,116,1719,143,0,453,38.5,6723,410,66.1,6338,68.9,0,1299,22737,0,178,0,41,0,19,1072,4.27,0,251,38.5,38.5,207,235,0,95.4,261,19.7,0,70.6,26.2,20.0,190,96.3,0,253,19,1047,582,40.6,1470
2023-03-12 10:00:00,0,69.6,9079,62834,0,1874,39.1,67.2,0,38.5,2651,4.13,0,448,19,376,1892,103,0,90.1,470,31.5,0,271,32.3,116,1923,143,0,453,752,7050,407,66.4,6524,69.6,0,25753,53750,0,172,30.6,41.7,0,19,2655,4.27,0,253,38.5,669,189,232,0,95,262,20.5,0,81.6,26.2,20.0,201,95.9,0,253,476,1058,583,41,1489
2023-03-12 10:02:00,0,70.8,5703,34375,0,1806,0,66.1,0,38.5,1604,3.90,0,448,19,19,1826,102,0,90.5,469,75.0,0,152,32.3,122,1836,143,0,452,38.5,6850,409,65.3,4351,70.8,0,1885,21900,0,158,0,40.3,0,19,1605,4.03,0,253,38.5,38.5,204,232,0,95,261,96.2,0,79.0,26.2,20.9,196,96.3,0,252,19,1056,583,39.9,1379
2023-03-12 10:04:00,0,71.1,6162,35514,0,1814,0,64.6,0.389,38.5,2133,3.43,0,445,19,19,1831,190,0,90.1,467,36.2,0,1483,32.1,139,1838,143,0,453,38.5,6878,408,64.2,27913,71.1,0,2384,48454,0,174,0,40.2,0,19,2127,3.57,0,249,38.5,38.5,195,261,0,95,261,25.1,0,94.1,26.0,23.8,186,96.3,0,253,19,1039,583,39.4,2005
2023-03-12 10:06:00,0,71.1,6692,36039,0,1886,0.600,66.7,0.389,38.5,2653,3.82,0,448,19,19,1908,198,0,89.8,466,34.1,0,1771,32.3,127,1914,143,0,455,38.5,6952,410,66.1,27981,71.1,0,2914,49720,0,166,0.600,41.7,0,19,2649,3.57,0,253,38.5,38.5,182,272,0.389,95,261,23.7,0,107,26.2,21.9,167,95.9,0,255,19,1042,582,41,2002
2023-03-12 10:08:00,0,71.1,5094,33662,0,1686,0,66.7,0,38.5,1072,3.82,0,434,19,19,1720,105,0,89.8,456,31.5,0,1385,31.9,127,1719,142,0,441,38.5,6602,407,66.4,4239,71.1,0,1298,23275,0,158,0,41.8,0,19,1073,3.57,0,245,38.5,38.5,182,234,0.389,95,254,20.6,0,85.3,25.7,21.9,162,94.9,0,246,19,1036,580,41,1384
2023-03-12 10:10:00,0,71.1,9077,62769,0,1883,37.6,66.4,0,38.5,2655,3.43,0,435,19,375,1921,104,0,90.1,454,30.7,0,257,31.9,127,1924,143,0,441,752,7024,409,66.1,4477,71.1,0,25805,51854,0,153,30.6,41.8,0,19,2655,3.57,0,247,38.5,669,192,240,0,95,253,19.7,0,74.2,25.7,21.9,182,95.9,0,246,474,1068,582,40.6,1402
2023-03-12 10:12:00,0,70.4,5910,35427,0,1755,37.6,65.7,0,38.5,1607,3.43,0,447,19,375,1776,104,0.389,90.1,467,32.1,0,151,32.3,128,1782,143,0,452,753,6807,407,65.3,4307,70.4,0,2712,22905,0,160,30.6,40.6,0,19,1600,3.57,0.389,251,38.5,669,188,240,0,95,260,21.5,0,79.0,25.7,21.9,177,96.3,0,252,474,1053,583,39.9,1368
2023-03-12 10:14:00,0,70,5636,34307,0,1748,0,66.4,0,38.5,1605,3.90,0,448,19,19,1775,189,0,90.1,468,33.5,0.389,655,32.3,122,1771,143,0.389,455,38.5,6805,407,65.7,4334,70,0,1857,22192,0,177,0,41,0,19,1603,4.03,0,253,38.5,38.9,197,261,0,95,261,28.5,0,86.3,26.2,20.9,179,96.3,0,255,19,1008,583,40.6,1384
2023-03-12 10:16:00,0,70.7,6688,35498,0,1876,0.600,66.4,0,38.9,2658,4.13,0.389,446,19,19,1898,193,0,89.8,468,32.1,0,791,32.3,116,1916,143,0,455,38.5,6985,408,66.1,4437,70.7,0,2914,24496,0,191,0.600,41.4,0,19,2656,4.27,0,256,38.5,38.5,217,265,0,95,261,21.7,0.389,95.8,26.2,20.0,188,95.9,0,260,19,1050,582,40.6,1357
2023-03-12 10:18:00,0,71.1,5104,33738,0,1703,0,67.5,0,38.5,1070,3.90,0,445,19,19,1721,105,0,89.8,469,31.5,0,86.4,32.3,133,1728,143,0,453,38.5,6657,409,67.9,4242,71.1,0,1312,20894,0,171,0,42.6,0,19.4,1073,4.03,0,249,38.5,38.5,215,235,0,95,261,25.6,0,77.9,26.2,22.8,168,96.3,0,253,19,1048,583,41.8,1360
2023-03-12 10:20:00,0,71.5,9066,63278,0,1880,37.6,63.5,0,38.5,2655,3.43,0,446,19,375,1891,102,0,89.8,470,32.9,0,1767,32.1,127,1912,143,0,455,751,6962,408,63.5,27978,71.5,0,25679,77428,0,175,30.6,39.4,0,19,2659,3.96,0,250,38.5,669,209,232,0,95,262,27.6,0,87.7,26.0,21.9,181,95.9,0.389,255,473,1056,582,38.7,1980
2023-03-12 10:22:00,0,71.1,6824,41542,0,1813,38.0,65.7,0,38.5,2133,3.43,0,447,19,375,1848,102,0,89.8,468,32.1,0,208,32.1,127,1846,143,0,453,751,6901,408,65.0,27915,71.1,0,7375,53311,0,158,30.6,40.6,0,19,2126,3.57,0,252,38.5,669,198,232,0,95,267,21.7,0,80.1,26.0,21.9,179,96.3,0,259,473,1050,583,39.5,1974
2023-03-12 10:24:00,0,70,5111,33671,0,1695,0,67.2,0,38.5,1080,3.43,0,449,19,19,1714,203,0,89.8,468,31.5,0,73.5,32.3,144,1719,143,0,452,38.5,6651,406,66.8,4244,70,0,1333,20705,0,153,0,42.1,0,19,1074,3.57,0,260,38.5,38.5,172,277,0,95,266,20.6,0,70.6,26.2,29.6,179,96.3,0,252,19,1034,583,41.7,1359
2023-03-12 10:26:00,0,68.9,6723,35427,0,1897,0.600,65.0,0,38.5,2654,3.43,0,449,19,19,1906,208,0,89.8,467,54.0,0,257,32.3,133,1908,143,0,453,38.5,6998,406,63.9,4427,68.9,0,2922,23963,0,177,0.600,40.5,0,19,2654,3.57,0,259,38.5,38.5,195,281,0,95,260,60.0,0,73.9,26.2,27.7,172,96.3,0,253,19,1015,582,39.1,1368
2023-03-12 10:28:00,0,70,5147,33869,0,1732,0,69.0,0,38.5,1071,3.43,0,444,19,19,1756,9712,0,89.8,469,58.3,0,85.3,32.3,122,1753,143,0,455,38.5,6796,408,68.2,6391,70,0,1337,33080,0,164,0,43.3,0,19,1069,3.57,0,248,38.5,38.5,183,295,0,95,261,64.2,0,77.9,26.2,20.9,168,96.7,0,255,19,1067,583,42.2,1491
2023-03-12 10:30:00,0,70,8541,62185,0,1806,37.6,69.0,0,38.5,2123,3.43,0,448,19,375,1838,9709,0,89.8,467,33.0,0,193,32.1,128,1849,143,0,453,751,6908,409,69.0,6461,70,0,25180,62634,0,159,30.6,43.3,0.389,19,2129,3.57,0,253,38.5,669,194,292,0,95,260,21.4,0,72.8,26.0,21.9,196,95.9,0,253,472,1027,582,42.9,1479
2023-03-12 10:32:00,0,69.6,7751,46381,0,1888,37.6,66.1,0,38.5,2654,3.43,0,434,19,375,1905,103,0,89.4,454,32.1,0,270,32.1,133,1910,143,0,441,751,7024,410,66.4,4427,69.6,0,12053,34890,0,159,30.6,40.6,0.389,19,2660,3.57,0,244,38.5,669,198,232,0,95,253,21.6,0,81.2,26.0,22.8,190,95.9,0,246,472,1040,582,41.4,1368
2023-03-12 10:34:00,0,70.7,5119,33724,0,1700,0,64.3,0,38.5,1072,3.43,0,435,19,19,1712,189,0,89.8,453,33.5,0,339,32.1,121,1713,143,0,442,38.5,6633,408,63.9,4244,70.7,0,1340,20782,0,179,0,39.4,0,19,1072,3.57,0,246,38.5,38.5,208,261,0,95,252,23.5,0,89.2,26.0,20.9,198,96.3,0,248,19,1035,582,39.1,1358
2023-03-12 10:36:00,0.389,70.7,6690,35477,0,1867,0.600,66.1,0,38.5,2654,3.43,0,447,19,19,1937,192,0,89.8,466,32.1,0,257,32.3,127,1906,143,0,455,38.5,6973,409,66.1,4426,70.7,0.389,2915,23893,0,166,0.600,41,0,19,2653,3.57,0,253,38.5,38.5,205,265,0,95,260,21.6,0,73.9,26.2,21.9,194,95.9,0,255,19,1063,582,41,1379
2023-03-12 10:38:00,0,71.1,5635,34271,0,1770,0,64.6,0,38.5,1605,3.43,0,448,19.0,19.0,1850,105,0,89.8,467,31.5,0,151,32.3,122,1805,142,0,454,38.5,6821,406,63.9,4356,71.1,0,1855,21778,0,145,0,39.8,0,19.0,1601,3.57,0,253,38.5,38.5,203,235,0,95.0,260,20.5,0,79.0,26.2,20.9,177,94.9,0,254,19.0,1044,580,39.4,1397
2023-03-12 10:40:00,0,71.5,8542,62645,0,1823,37.6,66.4,0,38.5,2136,3.43,0,447,19,375,1837,102,0,89.8,468,32.1,0,2972,32.3,122,1839,143,0,454,753,6866,409,66.8,27899,71.5,0,25127,77584,0,159,30.6,41.4,0,19,2131,3.57,0,253,38.5,669,186,232,0,95,261,21.6,0,111,26.2,21.3,171,96.3,0,253,475,1050,582,42.1,2005
2023-03-12 10:42:00,0,70.4,8144,51278,0,1882,37.6,64.6,0,38.5,2657,3.43,0,446,19,375,1900,103,0,89.8,467,32.1,0,1755,32.3,116,1911,143,0,455,753,7045,408,64.2,4426,70.4,0,16104,41570,0,162,31.0,40.2,0,19,2660,3.57,0,251,38.5,669,182,233,0,95,260,21.6,0,98.4,26.2,20.0,177,95.9,0,255,475,1048,582,39.8,1380
