"Time","cattle-monitoring-system","cattle-system","cilium-monitoring","default","kube-system","longhorn-system","sock-shop","tracee-system"
2023-03-12 12:48:00,17868,15024,15869,0,0,0,7115,0
2023-03-12 12:52:00,16347,115813,15453,0,0,0,7229,0
2023-03-12 12:56:00,14126,108934,15371,0,0,0,7093,0
2023-03-12 13:00:00,14856,104525,15356,0,0,0,6785,0
2023-03-12 13:04:00,115797,107158,51135,0,0,0,7369,0
2023-03-12 13:08:00,18134,14143,15594,0,0,0,7144,0
2023-03-12 13:12:00,16668,112163,15381,0,0,0,7126,0
2023-03-12 13:16:00,17380,112895,15649,0,0,0,7160,0
2023-03-12 13:20:00,15507,109245,15582,0,0,0,6860,0
2023-03-12 13:24:00,15060,108712,15313,0,0,0,7274,0
2023-03-12 13:28:00,13010,67364,15539,0,0,0,7083,0
2023-03-12 13:32:00,13918,120469,33428,0,0,0,7239,0
2023-03-12 13:36:00,13340,112673,15263,0,0,0,7095,0
2023-03-12 13:40:00,14152,107334,15777,0,0,0,6931,0
2023-03-12 13:44:00,12831,106079,33488,0,0,0,7423,0
2023-03-12 13:48:00,13377,16887,15468,0,0,0,8058,0
2023-03-12 13:52:00,13130,112950,15527,0,0,0,7152,0
2023-03-12 13:56:00,14461,116974,15799,0,0,0,7726,0
2023-03-12 14:00:00,14370,108558,15413,0,0,0,6914,0
2023-03-12 14:04:00,259558,106900,141304,0,0,0,7386,0
2023-03-12 14:08:00,14853,14207,15833,13342,0,0,7114,0
2023-03-12 14:12:00,14906,113863,15257,0,0,0,7344,0
2023-03-12 14:16:00,14708,114420,15350,0,0,0,7108,0
2023-03-12 14:20:00,13117,105641,33215,0,0,0,7040,0
2023-03-12 14:24:00,16120,100587,15609,0,0,0,8489,0
2023-03-12 14:28:00,13850,14365,15571,0,0,0,7689,0
2023-03-12 14:32:00,13080,111033,33383,0,0,0,7721,0
2023-03-12 14:36:00,14506,114590,15645,0,0,0,7858,0
2023-03-12 14:40:00,14433,106275,15358,0,0,0,7718,0
2023-03-12 14:44:00,14380,107541,15359,0,0,0,7994,0
2023-03-12 14:48:00,14917,43181,15991,0,0,0,7681,0
2023-03-12 14:52:00,13786,85901,15202,0,0,0,7743,0
2023-03-12 14:56:00,14430,114703,15585,0,0,0,7668,0
2023-03-12 15:00:00,13735,106658,15448,0,0,0,7556,0

