"Time","udp:99 ","udp:90","udp:50"
2023-03-11 09:30:00,182,95.4,53.0
2023-03-11 09:40:00,182,95.4,53.0
2023-03-11 09:50:00,182,95.4,53.0
2023-03-11 10:00:00,180,94.8,52.7
2023-03-11 10:10:00,182,95.4,53.0
2023-03-11 10:20:00,182,95.4,53.0
2023-03-11 10:30:00,178,94.3,52.4
2023-03-11 10:40:00,175,93.8,52.1
2023-03-11 10:50:00,175,93.8,52.1
2023-03-11 11:00:00,172,93.3,51.9
2023-03-11 11:10:00,175,93.8,52.1
2023-03-11 11:20:00,175,93.8,52.1
2023-03-11 11:30:00,175,93.8,52.1
2023-03-11 11:40:00,182,95.4,53.0
2023-03-11 11:50:00,182,95.4,53.0
2023-03-11 12:00:00,180,94.8,52.7
2023-03-11 12:10:00,182,95.4,53.0
2023-03-11 12:20:00,182,95.4,53.0
2023-03-11 12:30:00,182,95.4,53.0
2023-03-11 12:40:00,182,95.4,53.0
2023-03-11 12:50:00,182,95.4,53.0
2023-03-11 13:00:00,180,94.8,52.7
2023-03-11 13:10:00,182,95.4,53.0
2023-03-11 13:20:00,182,95.4,53.0
2023-03-11 13:30:00,183,95.5,53.1
2023-03-11 13:40:00,182,95.4,53.0
2023-03-11 13:50:00,182,95.4,53.0
2023-03-11 14:00:00,181,94.9,52.7
2023-03-11 14:10:00,182,95.4,53.0
2023-03-11 14:20:00,182,95.4,53.0
2023-03-11 14:30:00,183,95.5,53.1
2023-03-11 14:40:00,182,95.4,53.0
2023-03-11 14:50:00,182,95.4,53.0
2023-03-11 15:00:00,181,94.9,52.7
2023-03-11 15:10:00,182,95.4,53.0
2023-03-11 15:20:00,182,95.4,53.0
2023-03-11 15:30:00,183,95.5,53.1
2023-03-11 15:40:00,182,95.4,53.0
2023-03-11 15:50:00,182,95.4,53.0
2023-03-11 16:00:00,181,94.9,52.7
2023-03-11 16:10:00,168,92.9,51.6
2023-03-11 16:20:00,168,92.9,51.6
2023-03-11 16:30:00,168,92.9,51.6
2023-03-11 16:40:00,170,93.1,51.7
2023-03-11 16:50:00,168,92.9,51.6
2023-03-11 17:00:00,166,92.7,51.5
2023-03-11 17:10:00,168,92.9,51.6
2023-03-11 17:20:00,170,93.1,51.7
2023-03-11 17:30:00,168,92.9,51.6
2023-03-11 17:40:00,168,92.9,51.6
2023-03-11 17:50:00,168,92.9,51.6
2023-03-11 18:00:00,166,92.7,51.5
2023-03-11 18:10:00,168,92.9,51.6
2023-03-11 18:20:00,170,93.1,51.7
2023-03-11 18:30:00,168,92.9,51.6
2023-03-11 18:40:00,168,92.9,51.6
2023-03-11 18:50:00,168,92.9,51.6
2023-03-11 19:00:00,166,92.7,51.5
2023-03-11 19:10:00,168,92.9,51.6
2023-03-11 19:20:00,168,92.9,51.6
2023-03-11 19:30:00,168,92.9,51.6
2023-03-11 19:40:00,170,93.1,51.7
2023-03-11 19:50:00,168,92.9,51.6
2023-03-11 20:00:00,168,92.9,51.6
2023-03-11 20:10:00,168,92.9,51.6
2023-03-11 20:20:00,168,92.9,51.6
