"Time","udp:99 ","udp:90","udp:50"
2023-03-11 20:30:00,168,92.9,51.6
2023-03-11 20:40:00,168,92.9,51.6
2023-03-11 20:50:00,170,93.1,51.7
2023-03-11 21:00:00,166,92.7,51.5
2023-03-11 21:10:00,168,92.9,51.6
2023-03-11 21:20:00,168,92.9,51.6
2023-03-11 21:30:00,168,92.9,51.6
2023-03-11 21:40:00,170,93.1,51.7
2023-03-11 21:50:00,168,92.9,51.6
2023-03-11 22:00:00,166,92.7,51.5
2023-03-11 22:10:00,182,95.4,53.0
2023-03-11 22:20:00,182,95.4,53.0
2023-03-11 22:30:00,182,95.4,53.0
2023-03-11 22:40:00,184,96.1,53.4
2023-03-11 22:50:00,182,95.4,53.0
2023-03-11 23:00:00,180,94.8,52.7
2023-03-11 23:10:00,182,95.4,53.0
2023-03-11 23:20:00,182,95.4,53.0
2023-03-11 23:30:00,182,95.4,53.0
2023-03-11 23:40:00,182,95.4,53.0
2023-03-11 23:50:00,182,95.4,53.0
2023-03-12 00:00:00,180,94.8,52.7
2023-03-12 00:10:00,182,95.4,53.0
2023-03-12 00:20:00,182,95.4,53.0
2023-03-12 00:30:00,182,95.4,53.0
2023-03-12 00:40:00,182,95.4,53.0
2023-03-12 00:50:00,182,95.4,53.0
2023-03-12 01:00:00,180,94.8,52.7
2023-03-12 01:10:00,182,95.4,53.0
2023-03-12 01:20:00,182,95.4,53.0
2023-03-12 01:30:00,182,95.4,53.0
2023-03-12 01:40:00,182,95.4,53.0
2023-03-12 01:50:00,182,95.4,53.0
2023-03-12 02:00:00,180,94.8,52.7
2023-03-12 02:10:00,178,94.3,52.4
2023-03-12 02:20:00,175,93.8,52.1
2023-03-12 02:30:00,175,93.8,52.1
2023-03-12 02:40:00,175,93.8,52.1
2023-03-12 02:50:00,175,93.8,52.1
2023-03-12 03:00:00,172,93.3,51.9
2023-03-12 03:10:00,176,93.8,52.1
2023-03-12 03:20:00,175,93.8,52.1
2023-03-12 03:30:00,175,93.8,52.1
2023-03-12 03:40:00,183,95.5,53.1
2023-03-12 03:50:00,182,95.4,53.0
2023-03-12 04:00:00,180,94.8,52.7
2023-03-12 04:10:00,183,95.5,53.1
2023-03-12 04:20:00,182,95.4,53.0
2023-03-12 04:30:00,182,95.4,53.0
2023-03-12 04:40:00,183,95.5,53.1
2023-03-12 04:50:00,182,95.4,53.0
2023-03-12 05:00:00,178,94.4,52.4
2023-03-12 05:10:00,183,95.5,53.1
2023-03-12 05:20:00,182,95.4,53.0
2023-03-12 05:30:00,182,95.4,53.0
2023-03-12 05:40:00,183,95.5,53.1
2023-03-12 05:50:00,182,95.4,53.0
2023-03-12 06:00:00,180,94.8,52.7
2023-03-12 06:10:00,183,95.5,53.1
2023-03-12 06:20:00,182,95.4,53.0
2023-03-12 06:30:00,182,95.4,53.0
2023-03-12 06:40:00,183,95.5,53.1
2023-03-12 06:50:00,182,95.4,53.0
2023-03-12 07:00:00,180,94.8,52.7
2023-03-12 07:10:00,183,95.5,53.1
2023-03-12 07:20:00,182,95.4,53.0
2023-03-12 07:30:00,168,92.9,51.6
2023-03-12 07:40:00,168,92.9,51.6
2023-03-12 07:50:00,168,92.9,51.6
2023-03-12 08:00:00,166,92.7,51.5
2023-03-12 08:10:00,168,92.9,51.6
2023-03-12 08:20:00,168,92.9,51.6
2023-03-12 08:30:00,168,92.9,51.6
2023-03-12 08:40:00,144,91.6,50.9
2023-03-12 08:50:00,168,92.9,51.6
2023-03-12 09:00:00,160,92.3,51.3
2023-03-12 09:10:00,156,92.1,51.2
2023-03-12 09:20:00,153,92.0,51.1
2023-03-12 09:30:00,153,92.0,51.1
2023-03-12 09:40:00,153,92.0,51.1
2023-03-12 09:50:00,156,92.1,51.2
2023-03-12 10:00:00,150,91.8,51.0
2023-03-12 10:10:00,156,92.1,51.2
2023-03-12 10:20:00,153,92.0,51.1
2023-03-12 10:30:00,168,92.9,51.6
2023-03-12 10:40:00,168,92.9,51.6
2023-03-12 10:50:00,153,92.0,51.1
2023-03-12 11:00:00,150,91.8,51.0
2023-03-12 11:10:00,168,92.9,51.6
2023-03-12 11:20:00,168,92.9,51.6
2023-03-12 11:30:00,168,92.9,51.6
2023-03-12 11:40:00,168,92.9,51.6
2023-03-12 11:50:00,168,92.9,51.6
2023-03-12 12:00:00,166,92.7,51.5
2023-03-12 12:10:00,168,92.9,51.6
2023-03-12 12:20:00,168,92.9,51.6
2023-03-12 12:30:00,168,92.9,51.6
2023-03-12 12:40:00,168,92.9,51.6
2023-03-12 12:50:00,168,92.9,51.6
2023-03-12 13:00:00,166,92.7,51.5
2023-03-12 13:10:00,168,92.9,51.6
2023-03-12 13:20:00,168,92.9,51.6
2023-03-12 13:30:00,168,92.9,51.6
2023-03-12 13:40:00,182,95.4,53.0
2023-03-12 13:50:00,182,95.4,53.0
2023-03-12 14:00:00,180,94.8,52.7
2023-03-12 14:10:00,182,95.4,53.0
2023-03-12 14:20:00,182,95.4,53.0
2023-03-12 14:30:00,182,95.4,53.0
2023-03-12 14:40:00,182,95.4,53.0
2023-03-12 14:50:00,182,95.4,53.0
2023-03-12 15:00:00,178,94.4,52.4
2023-03-12 15:10:00,182,95.4,53.0
2023-03-12 15:20:00,182,95.4,53.0
2023-03-12 15:30:00,182,95.4,53.0

