"Time","Transmit Total (172.16.66.116:9796)","Transmit Total (172.16.66.117:9796)","Transmit Total (172.16.66.118:9796)","Receive Total (172.16.66.116:9796)","Receive Total (172.16.66.117:9796)","Receive Total (172.16.66.118:9796)"
2023-03-11 09:30:00,329619,111184,133260,131840,73527,114485
2023-03-11 09:32:00,405463,186732,142056,206928,149537,120238
2023-03-11 09:34:00,336439,184661,131853,147775,148596,113343
2023-03-11 09:36:00,331737,111461,137728,135431,74526,118987
2023-03-11 09:38:00,328447,112739,136876,132311,77493,120386
2023-03-11 09:40:00,415637,181030,143146,135995,146586,124505
2023-03-11 09:42:00,600506,224489,168651,207491,198553,153434
2023-03-11 09:44:00,625133,278757,169340,197002,254905,151846
2023-03-11 09:46:00,391782,138390,143781,136920,101829,125162
2023-03-11 09:48:00,339377,115380,143018,130339,79767,134895
2023-03-11 09:50:00,334552,112349,139647,128141,74939,130750
2023-03-11 09:52:00,390150,152943,141349,199273,116333,124782
2023-03-11 09:54:00,384871,184625,131007,200301,148518,113061
2023-03-11 09:56:00,319976,111328,133876,135462,73827,114316
2023-03-11 09:58:00,309548,110630,130015,129426,74751,113216
2023-03-11 10:00:00,341200,117088,137352,131447,79422,119046
2023-03-11 10:02:00,410484,143292,142686,201357,106225,125802
2023-03-11 10:04:00,387848,186113,132983,199951,150124,115522
2023-03-11 10:06:00,323503,112748,135134,134549,75167,115869
2023-03-11 10:08:00,313137,111303,130323,131560,75516,113527
2023-03-11 10:10:00,335835,111745,129681,128610,74089,111704
2023-03-11 10:12:00,410696,113627,133457,197731,76219,117060
2023-03-11 10:14:00,385476,185517,132639,200276,149388,115052
2023-03-11 10:16:00,321639,111592,138177,134835,73909,118640
2023-03-11 10:18:00,311773,110287,129354,131876,74632,112650
2023-03-11 10:20:00,314796,111755,129388,128895,73811,111172
2023-03-11 10:22:00,372945,112646,134139,182515,75226,116987
2023-03-11 10:24:00,392132,185271,132594,201901,149340,122862
2023-03-11 10:26:00,326752,111413,143865,134150,73580,132384
2023-03-11 10:28:00,322290,110580,142312,131311,74716,125639
2023-03-11 10:30:00,337230,112213,143162,131838,82485,123388
2023-03-11 10:32:00,357596,112404,133058,166850,82974,115532
2023-03-11 10:34:00,387532,185302,129825,200761,149290,112665
2023-03-11 10:36:00,316987,111374,138049,132356,73516,118715
2023-03-11 10:38:00,311945,110822,132050,131760,74986,115205
2023-03-11 10:40:00,339369,111945,129432,131289,73996,110761
2023-03-11 10:42:00,359170,112295,131849,150356,74701,114221
2023-03-11 10:44:00,388414,185640,131386,202341,149582,113576
2023-03-11 10:46:00,319233,114790,138923,133687,76178,119668
2023-03-11 10:48:00,312295,110725,132198,131875,74837,115543
2023-03-11 10:50:00,316528,111976,130991,130139,74469,112267
2023-03-11 10:52:00,315224,111648,128804,127798,73649,112280
2023-03-11 10:54:00,387236,186006,131191,199853,149853,114014
2023-03-11 10:56:00,315014,133576,133854,131867,95196,114389
2023-03-11 10:58:00,335044,110309,132417,132655,74385,115664
2023-03-11 11:00:00,320465,112028,135175,131226,74329,116189
2023-03-11 11:02:00,316072,111834,130348,128041,73916,113358
2023-03-11 11:04:00,391084,185579,133270,203621,149696,115355
2023-03-11 11:06:00,321194,147485,134341,132271,109261,122966
2023-03-11 11:08:00,320509,110312,132437,130618,74210,124044
2023-03-11 11:10:00,316913,112044,133734,130606,74576,115052
2023-03-11 11:12:00,321410,111720,130518,127690,73942,113905
2023-03-11 11:14:00,399241,185845,132680,202349,157918,115671
2023-03-11 11:16:00,316919,161282,133203,131979,122958,113031
2023-03-11 11:18:00,309644,110107,132037,130520,74419,115420
2023-03-11 11:20:00,318541,112397,133356,130181,74689,115399
2023-03-11 11:22:00,310515,111591,128410,125207,73240,111373
2023-03-11 11:24:00,389998,185306,134537,202760,149181,116770
2023-03-11 11:26:00,340414,176513,131954,134766,138661,112208
2023-03-11 11:28:00,320050,110607,141304,129905,74851,124803
2023-03-11 11:30:00,333202,112640,145547,133001,75062,126777
2023-03-11 11:32:00,312402,111636,129192,126623,73426,112132
2023-03-11 11:34:00,390819,185903,134191,203375,149747,116893
2023-03-11 11:36:00,326218,187343,136152,145387,149682,114868
2023-03-11 11:38:00,311080,110044,132580,134292,73650,114600
2023-03-11 11:40:00,319960,112388,140953,131538,74795,122418
2023-03-11 11:42:00,331258,111914,129166,125651,73969,112376
2023-03-11 11:44:00,390170,184516,135304,202565,148322,117261
2023-03-11 11:46:00,342991,186459,133741,156455,148750,113847
2023-03-11 11:48:00,310095,110140,130075,130556,73671,113212
2023-03-11 11:50:00,322208,112304,139265,133344,74768,119908
2023-03-11 11:52:00,318589,112029,131731,128239,74499,122171
2023-03-11 11:54:00,390749,185613,134405,203268,149242,116694
2023-03-11 11:56:00,355116,187018,135086,169974,149360,114986
2023-03-11 11:58:00,307990,110290,130048,129401,73841,112737
2023-03-11 12:00:00,325749,112413,133344,132581,75054,115412
2023-03-11 12:02:00,311113,111754,129352,125302,73850,111465
2023-03-11 12:04:00,387618,184636,134986,202297,148386,116898
2023-03-11 12:06:00,394668,186512,135586,185643,149200,116106
2023-03-11 12:08:00,307620,110083,130312,130783,73684,113272
2023-03-11 12:10:00,340043,112475,144232,132948,74820,125824
2023-03-11 12:12:00,320321,112318,129100,128150,82590,111888
2023-03-11 12:14:00,387826,170552,138713,201982,135234,120540
2023-03-11 12:16:00,388092,187283,136188,199016,149879,116597
2023-03-11 12:18:00,307480,110091,130574,129857,73772,113079
2023-03-11 12:20:00,322419,112147,134999,136052,74698,115957
2023-03-11 12:22:00,310313,112119,129763,125062,74461,112551
2023-03-11 12:24:00,389849,154034,136763,204427,118059,118492
2023-03-11 12:26:00,396207,187292,136384,207530,149886,116605
2023-03-11 12:28:00,313925,110068,130532,129221,73755,121568
2023-03-11 12:30:00,348122,112308,133043,134074,74537,114728
2023-03-11 12:32:00,336204,112081,130105,128452,74490,112479
2023-03-11 12:34:00,389221,134773,142526,203961,98298,124372
2023-03-11 12:36:00,398493,187577,136666,209143,149945,117142
2023-03-11 12:38:00,306538,110223,130669,129652,73792,113454
2023-03-11 12:40:00,322032,112137,133608,132259,74483,115265
2023-03-11 12:42:00,312121,112185,128924,126624,74452,111823
2023-03-11 12:44:00,396204,118296,141701,203290,81642,123930
2023-03-11 12:46:00,419649,188274,148067,210417,158777,128566
2023-03-11 12:48:00,316404,110250,138318,129519,73941,121688
2023-03-11 12:50:00,322001,112285,133162,131273,74642,114700
2023-03-11 12:52:00,337494,112548,129493,128295,74932,112182
2023-03-11 12:54:00,397470,110379,142387,191097,73629,124578
2023-03-11 12:56:00,397216,187290,137183,207883,149632,118192
2023-03-11 12:58:00,307336,110481,130277,129331,74006,112391
2023-03-11 13:00:00,323724,112336,132158,132149,74410,113832
2023-03-11 13:02:00,317602,112853,129058,128839,75148,111599
2023-03-11 13:04:00,361847,110581,138323,178221,74156,120458
2023-03-11 13:06:00,398518,187539,138225,209004,149824,118949
2023-03-11 13:08:00,307771,110235,129071,129373,73864,111813
2023-03-11 13:10:00,342345,111561,132085,132434,73875,113057
2023-03-11 13:12:00,346050,112452,129610,129599,75105,120495
2023-03-11 13:14:00,345480,110049,135778,162654,73625,117688
2023-03-11 13:16:00,400286,187352,138326,209508,149801,118861
2023-03-11 13:18:00,308353,110374,130366,130888,74550,113170
2023-03-11 13:20:00,320172,112098,133386,131898,73965,114235
2023-03-11 13:22:00,317869,112577,131820,129929,74860,114015
2023-03-11 13:24:00,328783,110136,138923,146718,73673,121183
2023-03-11 13:26:00,398358,187383,137397,208928,149463,118100
2023-03-11 13:28:00,330304,114754,130500,129854,77553,113058
2023-03-11 13:30:00,346292,111910,133324,132770,73824,114552
2023-03-11 13:32:00,320102,112624,132296,130764,74916,115017
2023-03-11 13:34:00,314553,110369,134583,133403,73839,116074
2023-03-11 13:36:00,397798,186824,148220,208840,149273,128772
2023-03-11 13:38:00,317995,129497,139299,129931,92823,122837
2023-03-11 13:40:00,316938,111551,132443,129823,73591,113918
2023-03-11 13:42:00,317611,112484,132107,129534,74819,114596
2023-03-11 13:44:00,322185,110613,134736,130358,78823,116400
2023-03-11 13:46:00,406926,187955,137909,208624,158163,118399
2023-03-11 13:48:00,333833,143446,130492,132301,106847,113125
