"Time","Receive Errors (172.16.66.116:9796)","Receive Errors (172.16.66.117:9796)","Receive Errors (172.16.66.118:9796)","Receive Total (172.16.66.116:9796)","Receive Total (172.16.66.117:9796)","Receive Total (172.16.66.118:9796)","Transmit Errors (172.16.66.116:9796)","Transmit Errors (172.16.66.117:9796)","Transmit Errors (172.16.66.118:9796)","Receive Dropped (172.16.66.116:9796)","Receive Dropped (172.16.66.117:9796)","Receive Dropped (172.16.66.118:9796)","Transmit Dropped (172.16.66.116:9796)","Transmit Dropped (172.16.66.117:9796)","Transmit Dropped (172.16.66.118:9796)","Transmit Total (172.16.66.116:9796)","Transmit Total (172.16.66.117:9796)","Transmit Total (172.16.66.118:9796)"
2023-03-11 09:30:00,0,0,0,350,133,141,0,0,0,0,0,0,0,0,0,340,152,145
2023-03-11 09:32:00,0,0,0,461,240,156,0,0,0,0,0,0,0,0,0,454,267,163
2023-03-11 09:34:00,0,0,0,387,239,146,0,0,0,0,0,0,0,0,0,378,265,149
2023-03-11 09:36:00,0,0,0,355,137,145,0,0,0,0,0,0,0,0,0,347,153,147
2023-03-11 09:38:00,0,0,0,348,140,146,0,0,0,0,0,0,0,0,0,342,155,146
2023-03-11 09:40:00,0,0,0,382,210,156,0,0,0,0,0,0,0,0,0,416,187,156
2023-03-11 09:42:00,0,0,0,474,274,182,0,0,0,0,0,0,0,0,0,553,262,162
2023-03-11 09:44:00,0,0,0,468,331,182,0,0,0,0,0,0,0,0,0,555,293,165
2023-03-11 09:46:00,0,0,0,381,169,157,0,0,0,0,0,0,0,0,0,386,174,157
2023-03-11 09:48:00,0,0,0,353,145,164,0,0,0,0,0,0,0,0,0,356,160,152
2023-03-11 09:50:00,0,0,0,354,138,159,0,0,0,0,0,0,0,0,0,356,156,150
2023-03-11 09:52:00,0,0,0,441,187,151,0,0,0,0,0,0,0,0,0,432,210,155
2023-03-11 09:54:00,0,0,0,441,238,146,0,0,0,0,0,0,0,0,0,432,264,150
2023-03-11 09:56:00,0,0,0,352,136,141,0,0,0,0,0,0,0,0,0,340,153,143
2023-03-11 09:58:00,0,0,0,335,135,140,0,0,0,0,0,0,0,0,0,325,151,141
2023-03-11 10:00:00,0,0,0,361,142,152,0,0,0,0,0,0,0,0,0,358,161,155
2023-03-11 10:02:00,0,0,0,451,176,157,0,0,0,0,0,0,0,0,0,448,198,159
2023-03-11 10:04:00,0,0,0,443,240,150,0,0,0,0,0,0,0,0,0,433,265,153
2023-03-11 10:06:00,0,0,0,357,140,146,0,0,0,0,0,0,0,0,0,343,156,149
2023-03-11 10:08:00,0,0,0,341,138,140,0,0,0,0,0,0,0,0,0,328,154,141
2023-03-11 10:10:00,0,0,0,355,137,141,0,0,0,0,0,0,0,0,0,338,153,142
2023-03-11 10:12:00,0,0,0,438,139,149,0,0,0,0,0,0,0,0,0,423,155,149
2023-03-11 10:14:00,0,0,0,440,236,147,0,0,0,0,0,0,0,0,0,429,263,151
2023-03-11 10:16:00,0,0,0,350,135,145,0,0,0,0,0,0,0,0,0,337,152,147
2023-03-11 10:18:00,0,0,0,338,135,139,0,0,0,0,0,0,0,0,0,323,150,139
2023-03-11 10:20:00,0,0,0,348,134,140,0,0,0,0,0,0,0,0,0,334,152,142
2023-03-11 10:22:00,0,0,0,410,137,149,0,0,0,0,0,0,0,0,0,401,155,151
2023-03-11 10:24:00,0,0,0,442,237,155,0,0,0,0,0,0,0,0,0,436,263,152
2023-03-11 10:26:00,0,0,0,355,135,156,0,0,0,0,0,0,0,0,0,348,153,153
2023-03-11 10:28:00,0,0,0,340,136,148,0,0,0,0,0,0,0,0,0,334,152,143
2023-03-11 10:30:00,0,0,0,354,144,146,0,0,0,0,0,0,0,0,0,354,157,145
2023-03-11 10:32:00,0,0,0,388,143,139,0,0,0,0,0,0,0,0,0,382,156,142
2023-03-11 10:34:00,0,0,0,438,235,145,0,0,0,0,0,0,0,0,0,429,261,147
2023-03-11 10:36:00,0,0,0,351,135,141,0,0,0,0,0,0,0,0,0,336,153,143
2023-03-11 10:38:00,0,0,0,344,136,139,0,0,0,0,0,0,0,0,0,328,153,140
2023-03-11 10:40:00,0,0,0,363,137,139,0,0,0,0,0,0,0,0,0,344,155,141
2023-03-11 10:42:00,0,0,0,383,138,141,0,0,0,0,0,0,0,0,0,364,156,143
2023-03-11 10:44:00,0,0,0,447,238,146,0,0,0,0,0,0,0,0,0,432,264,150
2023-03-11 10:46:00,0,0,0,357,150,146,0,0,0,0,0,0,0,0,0,339,169,148
2023-03-11 10:48:00,0,0,0,347,137,144,0,0,0,0,0,0,0,0,0,329,154,145
2023-03-11 10:50:00,0,0,0,353,136,141,0,0,0,0,0,0,0,0,0,336,155,144
2023-03-11 10:52:00,0,0,0,343,134,135,0,0,0,0,0,0,0,0,0,329,153,138
2023-03-11 10:54:00,0,0,0,438,235,146,0,0,0,0,0,0,0,0,0,428,261,149
2023-03-11 10:56:00,0,0,0,349,174,141,0,0,0,0,0,0,0,0,0,335,194,144
