"Time","(sum(node_filesystem_size_bytes{device!~""rootfs|HarddiskVolume.+""}) - sum(node_filesystem_free_bytes{device!~""rootfs|HarddiskVolume.+""}) OR on() vector(0)) + (sum(windows_logical_disk_size_bytes{volume!~""(HarddiskVolume.+|[A-Z]:.+)""}) - sum(windows_logical_disk_free_bytes{volume!~""(HarddiskVolume.+|[A-Z]:.+)""}) OR on() vector(0))"
2023-03-11 08:00:00,49922666496
2023-03-11 08:20:00,50103783424
2023-03-11 08:40:00,50086551552
2023-03-11 09:00:00,50121121792
2023-03-11 09:20:00,50180939776
2023-03-11 09:40:00,50219741184
2023-03-11 10:00:00,50258554880
2023-03-11 10:20:00,50297397248
2023-03-11 10:40:00,50405974016
2023-03-11 11:00:00,50440667136
2023-03-11 11:20:00,50508668928
2023-03-11 11:40:00,50547527680
2023-03-11 12:00:00,50586415104
2023-03-11 12:20:00,50642718720
2023-03-11 12:40:00,50681569280
2023-03-11 13:00:00,50716233728
2023-03-11 13:20:00,50784464896
2023-03-11 13:40:00,50823368704
2023-03-11 14:00:00,50862256128
2023-03-11 14:20:00,50640949248
2023-03-11 14:40:00,50679832576
2023-03-11 15:00:00,50714529792
2023-03-11 15:20:00,50778574848
2023-03-11 15:40:00,50817449984
2023-03-11 16:00:00,50856357888
2023-03-11 16:20:00,50918334464
2023-03-11 16:40:00,50957238272
2023-03-11 17:00:00,50991955968
2023-03-11 17:20:00,51065614336
2023-03-11 17:40:00,51104587776
2023-03-11 18:00:00,51143507968
2023-03-11 18:20:00,50813325312
2023-03-11 18:40:00,50852249600
2023-03-11 19:00:00,50887000064
2023-03-11 19:20:00,50955296768
2023-03-11 19:40:00,50994274304
2023-03-11 20:00:00,51033210880
2023-03-11 20:20:00,51091890176
2023-03-11 20:40:00,51130830848
2023-03-11 21:00:00,51165634560
2023-03-11 21:20:00,51229765632
2023-03-11 21:40:00,51268710400
2023-03-11 22:00:00,51307696128
2023-03-11 22:20:00,50977546240
2023-03-11 22:40:00,51016519680
2023-03-11 23:00:00,51051278336
2023-03-11 23:20:00,51119587328
2023-03-11 23:40:00,51158581248
2023-03-12 00:00:00,51197575168
2023-03-12 00:20:00,51217100800
2023-03-12 00:40:00,51256098816
2023-03-12 01:00:00,51290918912
2023-03-12 01:20:00,51359322112
2023-03-12 01:40:00,51398307840
2023-03-12 02:00:00,51437314048
2023-03-12 02:20:00,51093008384
2023-03-12 02:40:00,51121696768
2023-03-12 03:00:00,51156529152
2023-03-12 03:20:00,51224887296
2023-03-12 03:40:00,51263967232
2023-03-12 04:00:00,51302989824
2023-03-12 04:20:00,51361296384
2023-03-12 04:40:00,51400314880
2023-03-12 05:00:00,51435143168
2023-03-12 05:20:00,51503468544
2023-03-12 05:40:00,51542556672
2023-03-12 06:00:00,51581566976
2023-03-12 06:20:00,51158728704
2023-03-12 06:40:00,51197755392
2023-03-12 07:00:00,51232604160
2023-03-12 07:20:00,51300941824
2023-03-12 07:40:00,51339821056
2023-03-12 08:00:00,51378860032
2023-03-12 08:20:00,51437436928
2023-03-12 08:40:00,51476455424
2023-03-12 09:00:00,51511308288
2023-03-12 09:20:00,51579678720
2023-03-12 09:40:00,51618717696
2023-03-12 10:00:00,51657768960
2023-03-12 10:20:00,51323404288
2023-03-12 10:40:00,51362455552
2023-03-12 11:00:00,51397312512
2023-03-12 11:20:00,51461509120
2023-03-12 11:40:00,51491295232
2023-03-12 12:00:00,51530366976
2023-03-12 12:20:00,51537244160
2023-03-12 12:40:00,51576307712
2023-03-12 13:00:00,51611148288
2023-03-12 13:20:00,51679563776
2023-03-12 13:40:00,51718668288
2023-03-12 14:00:00,51757752320

