"Time","sum({__name__=~""node_memory_MemTotal_bytes|windows_cs_physical_memory_bytes""}) - sum({__name__=~""node_memory_MemAvailable_bytes|windows_os_physical_memory_free_bytes""})"
2023-03-11 08:00:00,18601840640
2023-03-11 08:20:00,18473299968
2023-03-11 08:40:00,18740187136
2023-03-11 09:00:00,18590289920
2023-03-11 09:20:00,18663645184
2023-03-11 09:40:00,18571481088
2023-03-11 10:00:00,18447847424
2023-03-11 10:20:00,18581499904
2023-03-11 10:40:00,18644832256
2023-03-11 11:00:00,18556465152
2023-03-11 11:20:00,18584637440
2023-03-11 11:40:00,18651529216
2023-03-11 12:00:00,18749886464
2023-03-11 12:20:00,18679443456
2023-03-11 12:40:00,18632097792
2023-03-11 13:00:00,18771775488
2023-03-11 13:20:00,18609102848
2023-03-11 13:40:00,18579632128
2023-03-11 14:00:00,18488238080
2023-03-11 14:20:00,18706190336
2023-03-11 14:40:00,18622369792
2023-03-11 15:00:00,18590687232
2023-03-11 15:20:00,18720980992
2023-03-11 15:40:00,18698764288
2023-03-11 16:00:00,18659520512
2023-03-11 16:20:00,18618019840
2023-03-11 16:40:00,18488590336
2023-03-11 17:00:00,18599882752
2023-03-11 17:20:00,18705158144
2023-03-11 17:40:00,18668507136
2023-03-11 18:00:00,18737664000
2023-03-11 18:20:00,18836455424
2023-03-11 18:40:00,18772496384
2023-03-11 19:00:00,18845986816
2023-03-11 19:20:00,18598653952
2023-03-11 19:40:00,18680983552
2023-03-11 20:00:00,18669092864
2023-03-11 20:20:00,18551103488
2023-03-11 20:40:00,18693160960
2023-03-11 21:00:00,18754420736
2023-03-11 21:20:00,18895228928
2023-03-11 21:40:00,18595962880
2023-03-11 22:00:00,18637656064
2023-03-11 22:20:00,18765193216
2023-03-11 22:40:00,18711764992
2023-03-11 23:00:00,18635714560
2023-03-11 23:20:00,18695548928
2023-03-11 23:40:00,18902286336
2023-03-12 00:00:00,18793226240
2023-03-12 00:20:00,18631155712
2023-03-12 00:40:00,18757558272
2023-03-12 01:00:00,18833825792
2023-03-12 01:20:00,18737885184
2023-03-12 01:40:00,18841911296
2023-03-12 02:00:00,18905866240
2023-03-12 02:20:00,18590449664
2023-03-12 02:40:00,18668830720
2023-03-12 03:00:00,18842968064
2023-03-12 03:20:00,18545266688
2023-03-12 03:40:00,18679750656
2023-03-12 04:00:00,18752647168
2023-03-12 04:20:00,18800181248
2023-03-12 04:40:00,18842603520
2023-03-12 05:00:00,18880839680
2023-03-12 05:20:00,18651639808
2023-03-12 05:40:00,18713100288
2023-03-12 06:00:00,18839220224
2023-03-12 06:20:00,18876329984
2023-03-12 06:40:00,18681901056
2023-03-12 07:00:00,18863644672
2023-03-12 07:20:00,18866917376
2023-03-12 07:40:00,18756583424
2023-03-12 08:00:00,18656559104
2023-03-12 08:20:00,18789179392
2023-03-12 08:40:00,18879115264
2023-03-12 09:00:00,18925600768
2023-03-12 09:20:00,18744909824
2023-03-12 09:40:00,18871517184
2023-03-12 10:00:00,18834829312
2023-03-12 10:20:00,18655784960
2023-03-12 10:40:00,18813190144
2023-03-12 11:00:00,18761158656
2023-03-12 11:20:00,18737958912
2023-03-12 11:40:00,18691112960
2023-03-12 12:00:00,18707591168
2023-03-12 12:20:00,18718429184
2023-03-12 12:40:00,18814091264
2023-03-12 13:00:00,18806956032
2023-03-12 13:20:00,18775490560
2023-03-12 13:40:00,18618658816
2023-03-12 14:00:00,18789593088

