"Time","DELETE /v1/endpoint","DELETE /v1/endpoint","DELETE /v1/endpoint","GET /v1/cluster","GET /v1/cluster","GET /v1/cluster","GET /v1/config","GET /v1/config","GET /v1/config","GET /v1/healthz","GET /v1/healthz","GET /v1/healthz","POST /v1/ipam","POST /v1/ipam","POST /v1/ipam","PUT /v1/endpoint","PUT /v1/endpoint","PUT /v1/endpoint"
2023-03-20 13:00:00,,,,0.0000349,0.0000349,0.0000842,,,,0.00116,0.000780,0.00104,,,,,,
2023-03-20 13:02:00,,,,0.0000284,0.0000265,0.0000760,,,,0.000765,0.000891,0.00103,,,,,,
2023-03-20 13:04:00,,,,0.0000770,0.0000358,0.0000829,,,,0.000890,0.000643,0.000957,,,,,,
2023-03-20 13:06:00,,,,0.000139,0.0000315,0.0000772,,,,0.00111,0.00101,0.00118,,,,,,
2023-03-20 13:08:00,,,,0.0000281,0.0000352,0.0000300,,,,0.000767,0.000698,0.000908,,,,,,
2023-03-20 13:10:00,,,,0.0000841,0.0000295,0.0000898,,,,0.000953,0.000894,0.000810,,,,,,
2023-03-20 13:12:00,,,,0.000111,0.0000367,0.0000807,,,,0.00104,0.00165,0.000890,,,,,,
2023-03-20 13:14:00,,,,0.0000296,0.0000464,0.0000864,,,,0.000741,0.000905,0.000986,,,,,,
2023-03-20 13:16:00,,,,0.000124,0.0000343,0.0000842,,,,0.000863,0.00105,0.000491,,,,,,
2023-03-20 13:18:00,,,,0.0000938,0.0000443,0.0000439,,,,0.000898,0.000904,0.000680,,,,,,
2023-03-20 13:20:00,,,,0.0000230,0.0000281,0.0000810,,,,0.000877,0.000833,0.00110,,,,,,
2023-03-20 13:22:00,,,,0.0000953,0.0000288,0.0000800,,,,0.000689,0.000865,0.000888,,,,,,
2023-03-20 13:24:00,,,,0.0000296,0.0000283,0.000124,,,,0.000668,0.000985,0.000844,,,,,,
2023-03-20 13:26:00,,,,0.0000458,0.0000368,0.0000724,,,,0.00105,0.000741,0.000907,,,,,,
2023-03-20 13:28:00,,,,0.0000823,0.0000688,0.0000310,,,,0.000654,0.000889,0.000950,,,,,,
2023-03-20 13:30:00,,,,0.0000352,0.0000359,0.0000903,,,,0.000691,0.00109,0.000967,,,,,,
2023-03-20 13:32:00,,,,0.0000294,0.0000370,0.0000287,,,,0.000572,0.000769,0.000951,,,,,,
