"Time","EGRESS","EGRESS","EGRESS","INGRESS","INGRESS","INGRESS"
2023-03-20 13:00:00,235,88.0,187,281,105,221
2023-03-20 13:02:00,170,71.1,158,208,101,196
2023-03-20 13:04:00,185,87.7,162,225,102,196
2023-03-20 13:06:00,200,77.2,176,241,95.3,205
2023-03-20 13:08:00,181,87.1,161,225,106,195
2023-03-20 13:10:00,183,87.3,157,223,102,191
2023-03-20 13:12:00,171,75.0,209,212,103,239
2023-03-20 13:14:00,181,84.9,162,223,101,192
2023-03-20 13:16:00,193,82.8,179,232,108,217
2023-03-20 13:18:00,175,87.3,158,217,103,188
2023-03-20 13:20:00,178,82.5,157,215,95.6,184
2023-03-20 13:22:00,182,237,325,215,252,321
2023-03-20 13:24:00,179,89.2,164,221,107,193
2023-03-20 13:26:00,193,76.4,178,233,95.8,204
2023-03-20 13:28:00,179,87.3,156,222,99.3,185
2023-03-20 13:30:00,181,84.3,161,215,101,191
2023-03-20 13:32:00,186,299,312,222,312,305
2023-03-20 13:34:00,232,80.8,181,270,102,211
2023-03-20 13:36:00,203,78.4,187,237,94.5,214
2023-03-20 13:38:00,185,86.6,161,216,98.4,192
2023-03-20 13:40:00,184,77.7,158,213,94.4,193
2023-03-20 13:42:00,189,152,197,215,164,220
2023-03-20 13:44:00,189,90.1,161,223,101,193
2023-03-20 13:46:00,193,81.1,178,224,99.5,209
2023-03-20 13:48:00,185,92.0,163,226,109,202
2023-03-20 13:50:00,182,75.5,164,205,92.6,192
2023-03-20 13:52:00,188,93,177,215,99,199
2023-03-20 13:54:00,191,374,402,224,388,375
2023-03-20 13:56:00,193,87.3,212,231,108,247
2023-03-20 13:58:00,184,89.6,163,210,99.7,187
2023-03-20 14:00:00,180,80.3,165,205,93.2,193
2023-03-20 14:02:00,183,92.9,171,209,93.7,186
2023-03-20 14:04:00,177,76.7,160,202,80.0,177
2023-03-20 14:06:00,211,350,474,242,407,562
2023-03-20 14:08:00,184,90.3,163,206,92.7,184
2023-03-20 14:10:00,178,80.4,169,207,97.2,197
2023-03-20 14:12:00,190,95.0,172,215,94.8,188
2023-03-20 14:14:00,173,77.3,163,190,80.1,178
2023-03-20 14:16:00,204,294,355,231,299,328
2023-03-20 14:18:00,185,86.3,168,221,89.7,181
2023-03-20 14:20:00,230,74.0,158,255,91.2,185
2023-03-20 14:22:00,198,93.1,172,220,99.0,191
2023-03-20 14:24:00,173,76.9,157,185,80.1,172
2023-03-20 14:26:00,196,166,213,216,167,225
2023-03-20 14:28:00,185,90.7,167,205,95.3,180
2023-03-20 14:30:00,176,87.9,164,209,109,200
2023-03-20 14:32:00,195,95.2,169,216,95.7,187
2023-03-20 14:34:00,177,74.8,164,189,81,179
2023-03-20 14:36:00,209,93.5,178,230,94.3,197
2023-03-20 14:38:00,185,75.7,162,204,79.1,178
2023-03-20 14:40:00,184,89.0,165,214,89.2,183
2023-03-20 14:42:00,186,87.3,163,217,88.1,176
2023-03-20 14:44:00,176,72.6,159,194,80.3,175
2023-03-20 14:46:00,194,85.0,169,221,86.8,185
2023-03-20 14:48:00,183,130,215,203,136,223
2023-03-20 14:50:00,184,85.9,162,204,82.8,177
2023-03-20 14:52:00,189,87.2,163,210,87.1,180
2023-03-20 14:54:00,179,83.9,160,208,88.8,181
2023-03-20 14:56:00,200,90.1,172,228,91.2,192
2023-03-20 14:58:00,192,270,345,212,278,332
2023-03-20 15:00:00,182,89.0,159,208,86.2,175
2023-03-20 15:02:00,183,79.3,163,202,80.6,182
2023-03-20 15:04:00,182,88.9,162,201,88.3,180
2023-03-20 15:06:00,210,88.3,179,251,101,210
2023-03-20 15:08:00,187,239,318,202,242,299
2023-03-20 15:10:00,186,92.5,161,212,93.3,182
2023-03-20 15:12:00,178,80.3,168,194,85.5,182
2023-03-20 15:14:00,183,94.1,163,206,94.7,183
2023-03-20 15:16:00,196,86.0,169,235,104,201
2023-03-20 15:18:00,187,106,198,202,109,208
2023-03-20 15:20:00,183,91.6,163,205,87.6,179
2023-03-20 15:22:00,179,73.0,163,194,80.0,177
2023-03-20 15:24:00,189,90.2,167,215,89.6,182
2023-03-20 15:26:00,198,88.9,172,232,98.8,201
2023-03-20 15:28:00,221,91.4,186,252,91.5,204
2023-03-20 15:30:00,187,92,166,211,91.4,184
2023-03-20 15:32:00,177,74.6,163,191,80.0,176
2023-03-20 15:34:00,189,90.5,170,214,89.4,185
2023-03-20 15:36:00,203,82.1,177,239,101,210
2023-03-20 15:38:00,186,89.6,163,209,89.0,182
2023-03-20 15:40:00,190,166,242,215,166,239
2023-03-20 15:42:00,177,79.6,163,195,80.7,180
2023-03-20 15:44:00,193,93.5,172,216,92.7,190
2023-03-20 15:46:00,192,79.3,168,217,91.6,197
2023-03-20 15:48:00,185,87.5,161,211,92.7,182
2023-03-20 15:50:00,242,296,370,267,297,349
2023-03-20 15:52:00,178,77.0,149,192,81.0,166
2023-03-20 15:54:00,192,93.1,180,219,91,197
2023-03-20 15:56:00,191,73.9,176,213,86.5,196
2023-03-20 15:58:00,188,87.3,171,219,96.6,197
2023-03-20 16:00:00,178,221,263,202,224,263
2023-03-20 16:02:00,177,84.3,164,198,83.5,184
2023-03-20 16:04:00,188,86.8,173,214,87.4,186
2023-03-20 16:06:00,194,74.8,178,228,80.9,198
2023-03-20 16:08:00,182,84.4,163,215,93.9,188
2023-03-20 16:10:00,182,81.7,162,197,83.6,180
2023-03-20 16:12:00,183,87.2,164,208,88.9,190
2023-03-20 16:14:00,192,97.5,176,216,94.2,196
2023-03-20 16:16:00,188,75.2,175,203,78.0,194
2023-03-20 16:18:00,184,89.8,169,213,88.0,187
2023-03-20 16:20:00,181,80.1,177,198,88.3,193
2023-03-20 16:22:00,189,90.1,173,211,96.4,201
2023-03-20 16:24:00,188,90.4,173,210,90.2,191
2023-03-20 16:26:00,191,75.3,177,205,81.1,197
2023-03-20 16:28:00,187,87.5,169,215,96.6,197
2023-03-20 16:30:00,230,80.6,194,245,82.0,217
2023-03-20 16:32:00,195,189,292,232,204,301
2023-03-20 16:34:00,185,89.1,169,208,84.8,187
2023-03-20 16:36:00,204,91.5,185,229,92,206
2023-03-20 16:38:00,188,88.2,171,211,87.5,186
2023-03-20 16:40:00,181,81.5,180,194,84.2,196
2023-03-20 16:42:00,188,262,326,223,279,322
2023-03-20 16:44:00,189,112,209,226,124,221
2023-03-20 16:46:00,199,90.5,177,232,97.4,205
2023-03-20 16:48:00,183,89.8,173,212,87.7,191
2023-03-20 16:50:00,191,83.4,181,207,85.8,200
2023-03-20 16:52:00,186,90.7,172,221,96.6,199
2023-03-20 16:54:00,184,284,312,201,293,306
2023-03-20 16:56:00,197,92.5,179,223,91.6,199
2023-03-20 16:58:00,190,89.4,172,222,99.8,200
2023-03-20 17:00:00,189,81.1,180,205,86.1,199
2023-03-20 17:02:00,238,91.7,193,274,104,234
2023-03-20 17:04:00,179,129,196,201,145,217
2023-03-20 17:06:00,214,92.2,183,235,93.3,206
2023-03-20 17:08:00,185,90.1,169,210,90.1,191
2023-03-20 17:10:00,181,85.3,166,200,86.3,182
2023-03-20 17:12:00,183,86.5,170,216,95.9,195
2023-03-20 17:14:00,174,75.5,165,192,79.9,183
2023-03-20 17:16:00,193,87.5,182,224,95.2,201
2023-03-20 17:18:00,175,75.7,169,199,87.3,186
2023-03-20 17:20:00,185,87.8,164,212,88.4,183
2023-03-20 17:22:00,184,89.4,171,219,107,206
2023-03-20 17:24:00,174,75.3,165,190,82.2,186
2023-03-20 17:26:00,204,137,258,233,138,257
2023-03-20 17:28:00,173,73.4,164,193,81.3,181
2023-03-20 17:30:00,182,90.7,167,215,96.6,190
2023-03-20 17:32:00,181,85.4,168,230,110,203
