"Time","cattle-fleet-local-system","cattle-monitoring-system","cattle-system","cert-manager","cilium-monitoring","default","kube-system","longhorn-system","sock-shop"
2023-03-17 19:28:00,0,35704,225088,0,29991,0,0,0,15528
2023-03-17 19:32:00,0,34264,236249,0,66264,0,0,0,16475
2023-03-17 19:36:00,0,34653,218964,0,29045,0,0,0,16467
2023-03-17 19:40:00,0,36377,6074,0,25920,0,0,0,15081
2023-03-17 19:44:00,0,33410,221448,0,66385,0,0,0,16504
2023-03-17 19:48:00,0,35209,233378,0,27777,0,0,0,15657
2023-03-17 19:52:00,0,34241,226681,0,31024,0,0,0,16828
2023-03-17 19:56:00,0,33462,226737,0,29299,0,1095,0,16095
2023-03-17 20:00:00,0,36819,5840,0,29116,0,0,2729,15680
2023-03-17 20:04:00,0,511613,233604,0,262283,0,0,0,16144
2023-03-17 20:08:00,0,34739,228647,0,30460,0,0,0,15735
2023-03-17 20:12:00,0,33314,224585,0,30655,0,0,0,16071
2023-03-17 20:16:00,0,34409,233280,0,60279,0,0,0,16431
2023-03-17 20:20:00,0,33797,5874,0,31600,0,0,0,15798
2023-03-17 20:24:00,0,34453,231761,0,28841,0,0,0,16379
2023-03-17 20:28:00,0,34914,229939,0,26343,0,0,0,15618
2023-03-17 20:32:00,0,31626,230318,0,65598,0,0,0,16001
2023-03-17 20:36:00,0,35000,223114,0,31611,0,0,0,16546
2023-03-17 20:40:00,0,34592,5891,0,28714,0,0,0,15863
2023-03-17 20:44:00,0,34154,234097,0,26527,0,0,0,15873
2023-03-17 20:48:00,0,34510,223269,0,28416,0,0,0,15727
2023-03-17 20:52:00,0,34850,225559,0,32140,0,0,0,16282
2023-03-17 20:56:00,0,34559,229862,0,28421,0,0,0,16240
2023-03-17 21:00:00,0,32486,5893,0,30287,0,0,0,15972
2023-03-17 21:04:00,0,252772,234795,0,94064,0,0,0,15635
2023-03-17 21:08:00,0,32677,222333,0,30140,0,0,0,16196
2023-03-17 21:12:00,0,32583,231395,0,29488,0,0,0,16179
2023-03-17 21:16:00,0,34795,221297,0,27745,0,0,0,16474
2023-03-17 21:20:00,0,33980,5826,0,29959,0,0,0,15925
2023-03-17 21:24:00,0,35188,236769,0,30399,0,0,0,15286
2023-03-17 21:28:00,0,34600,225060,0,27956,0,0,0,16240
2023-03-17 21:32:00,0,33823,226295,0,66628,0,0,0,15977
2023-03-17 21:36:00,0,33690,225494,0,26628,0,0,0,16338
2023-03-17 21:40:00,0,35601,5939,0,32117,0,0,0,15983
2023-03-17 21:44:00,0,36247,228168,0,61983,0,0,0,15870
2023-03-17 21:48:00,0,34041,228161,0,29136,0,871,0,16530
2023-03-17 21:52:00,0,35247,228326,0,28673,0,0,0,15738
2023-03-17 21:56:00,0,31587,227012,0,29996,0,0,0,16409
2023-03-17 22:00:00,0,34572,5776,0,28875,0,0,0,16251
2023-03-17 22:04:00,0,573553,234007,0,286824,0,0,0,15614
2023-03-17 22:08:00,713,33890,259750,0,27707,0,0,0,16303
2023-03-17 22:12:00,0,35267,226072,0,29734,0,0,0,16366
2023-03-17 22:16:00,0,33606,228857,0,64718,0,0,0,15655
2023-03-17 22:20:00,0,32863,5739,0,28996,0,0,0,16459
2023-03-17 22:24:00,0,32285,226100,0,29668,0,625,0,15305
2023-03-17 22:28:00,0,35298,236537,0,29691,0,0,0,15996
2023-03-17 22:32:00,0,36692,228761,0,63409,0,0,0,16296
2023-03-17 22:36:00,0,33197,223669,0,31057,0,0,0,15541
2023-03-17 22:40:00,0,35790,5767,0,29043,0,0,0,16881
2023-03-17 22:44:00,0,34292,231733,0,27046,0,0,0,15790
2023-03-17 22:48:00,0,32816,236297,0,30172,0,0,0,15876
2023-03-17 22:52:00,0,37884,226262,0,31644,0,0,0,16414
2023-03-17 22:56:00,0,34545,221791,0,29045,0,0,0,15603
2023-03-17 23:00:00,0,33801,5893,0,28755,0,0,0,16473
2023-03-17 23:04:00,0,238775,228333,0,98339,0,0,0,15814
2023-03-17 23:08:00,0,35086,234200,0,29286,0,0,0,15295
2023-03-17 23:12:00,0,34532,222387,0,30218,0,0,0,16618
2023-03-17 23:16:00,0,33671,222167,0,29648,0,0,0,16132
2023-03-17 23:20:00,0,32824,6004,0,28829,0,0,0,16037
2023-03-17 23:24:00,0,36624,231268,0,29221,0,0,0,15898
2023-03-17 23:28:00,0,32866,223342,0,29363,0,0,0,15400
2023-03-17 23:32:00,0,36850,231953,0,64154,0,0,0,16571
2023-03-17 23:36:00,0,38074,223553,0,27053,0,0,0,15925
2023-03-17 23:40:00,0,31785,6136,0,32118,0,0,0,16178
2023-03-17 23:44:00,0,34731,222363,0,62673,0,0,0,16102
2023-03-17 23:48:00,0,37520,231447,0,27070,0,0,0,15993
2023-03-17 23:52:00,0,36056,230913,0,30659,0,0,0,16479
2023-03-17 23:56:00,0,35043,221915,0,28334,0,0,0,15609
2023-03-18 00:00:00,0,32530,5975,0,30311,0,0,0,15702

