"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc045e0df77a65)","Transmit Total (lxc04ba3655f7bb)","Transmit Total (lxc058f11ae84e2)","Transmit Total (lxc101aa30b6d42)","Transmit Total (lxc1055eece523d)","Transmit Total (lxc17545d6a2c13)","Transmit Total (lxc1b3ec4421f95)","Transmit Total (lxc25dc796f779e)","Transmit Total (lxc2cf3504ea230)","Transmit Total (lxc2f20023e145d)","Transmit Total (lxc42de66ecdcc8)","Transmit Total (lxc53962ca4487f)","Transmit Total (lxc586756a19dbd)","Transmit Total (lxc6609bc973c6e)","Transmit Total (lxc8f825b75ba1b)","Transmit Total (lxc901c98c966b2)","Transmit Total (lxc970c5453f2c7)","Transmit Total (lxc9bf9c5e25fda)","Transmit Total (lxc9d9580e18417)","Transmit Total (lxc_health)","Transmit Total (lxca2b0b9903cdc)","Transmit Total (lxca3d1fbc08b7c)","Transmit Total (lxcaee2fab0754f)","Transmit Total (lxcb3f5b6163447)","Transmit Total (lxcbba06f29c914)","Transmit Total (lxccc10b9c35713)","Transmit Total (lxccd3f5d5c9dab)","Transmit Total (lxcd19ab656bbb2)","Transmit Total (lxcd4e1a68a8393)","Transmit Total (lxcf0be76b85bba)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc045e0df77a65)","Receive Total (lxc04ba3655f7bb)","Receive Total (lxc058f11ae84e2)","Receive Total (lxc101aa30b6d42)","Receive Total (lxc1055eece523d)","Receive Total (lxc17545d6a2c13)","Receive Total (lxc1b3ec4421f95)","Receive Total (lxc25dc796f779e)","Receive Total (lxc2cf3504ea230)","Receive Total (lxc2f20023e145d)","Receive Total (lxc42de66ecdcc8)","Receive Total (lxc53962ca4487f)","Receive Total (lxc586756a19dbd)","Receive Total (lxc6609bc973c6e)","Receive Total (lxc8f825b75ba1b)","Receive Total (lxc901c98c966b2)","Receive Total (lxc970c5453f2c7)","Receive Total (lxc9bf9c5e25fda)","Receive Total (lxc9d9580e18417)","Receive Total (lxc_health)","Receive Total (lxca2b0b9903cdc)","Receive Total (lxca3d1fbc08b7c)","Receive Total (lxcaee2fab0754f)","Receive Total (lxcb3f5b6163447)","Receive Total (lxcbba06f29c914)","Receive Total (lxccc10b9c35713)","Receive Total (lxccd3f5d5c9dab)","Receive Total (lxcd19ab656bbb2)","Receive Total (lxcd4e1a68a8393)","Receive Total (lxcf0be76b85bba)"
2023-03-20 18:14:00,0,10639,36394,157767,0,1929,136,160,33.5,126,2005,65.9,418,0,7117,79.9,3.27,148,87,0,17587,1950,118,31.6,1870,1632,66.2,19,339,0,0,117,176,0,10639,0,18474,79112,0,137,31.6,92.1,23.7,30.3,2306,42.8,6288,0,1101,3617,3.27,132,66.2,0,17470,174,27.7,25.5,94.1,16348,41.4,38.5,408,0,0,27.7,599,0
2023-03-20 18:16:00,0,11648,35644,190442,0,1732,119,160,33.5,116,1814,65.5,417,0,6750,81.1,5.10,148,85.2,0,17586,1738,135,32.0,79.4,1465,66.1,19,349,0,0,128,172,0,11648,0,19496,80240,0,189,27.7,92.2,24.1,27.7,2225,41.7,6285,0,1099,3677,6.20,131,64,0,17470,203,31.6,26.0,75.1,16359,41,38.5,430,0,0,30.3,596,0
2023-03-20 18:18:00,0,12797,59783,187132,0,1941,129,161,30.7,120,2012,66.1,1722,0,7131,119,6.50,149,86.2,0,17601,1954,112,32.3,1689,1582,66.7,375,403,0,0,117,21820,0,12797,0,23384,84786,0,203,30.3,98.9,20.4,29.0,2322,41.7,25656,0,1092,3609,8.03,131,65.5,0,17481,213,26.3,26.2,91.7,16381,42.8,669,519,0,0,27.7,24394,0
2023-03-20 18:20:00,0,11019,59416,181628,0,1872,124,196,30.7,121,1912,65.8,1723,0,6969,80.6,3.27,150,87.5,0,17578,1885,123,32.0,221,1576,66.6,375,391,0,0,128,21822,0,11019,0,21634,83318,0,200,29.0,134,20.4,29.0,2192,41,25657,0,1132,3634,3.27,134,66.9,0,17468,225,29.0,26.0,76.6,16387,43.9,669,498,0,0,30.3,24394,0
2023-03-20 18:22:00,0,10150,35852,162126,0,1793,130,159,32.9,126,1897,65.8,421,0,6898,80.2,4.07,147,87.9,0,17584,1806,124,31.6,151,1533,67.3,19,341,0,0,122,155,0,10150,0,18009,77744,0,164,36.1,91.4,22.7,30.3,2305,41.4,6282,0,1121,3656,4.46,132,66.6,0,17465,197,29.0,25.5,76.2,16358,42.1,38.5,413,0,0,29.0,598,0
2023-03-20 18:24:00,0,11851,36404,157984,0.389,1942,119,162,32.1,121,2003,66.3,421,0,7179,80.4,2.67,147,88.4,0,17583,1956,128,31.6,286,1635,66.9,19,330,0,0,116,155,0.389,11851,0,19688,79646,0,164,28.0,93.6,22.3,29.0,2296,42.1,6283,0,1126,3703,2.67,131,67.7,0,17466,181,30.3,25.5,74.6,16360,41.7,38.5,394,0,0,27.7,588,0
2023-03-20 18:26:00,0,11895,35620,155917,0.389,1718,119,166,30.7,116,1807,67.1,419,0,6717,80.8,5.70,146,87.8,0,17584,1745,118,31.6,295,1444,66.7,19,351,0,0,122,151,0.389,11895,0,19725,79071,0,157,28.0,104,20.1,27.7,2217,42.9,6282,0,1104,3687,6.49,133,68.8,0,17449,181,27.7,25.5,85.2,16355,42.1,38.5,435,0,0,29.0,589,0
2023-03-20 18:28:00,0,13278,45203,172674,0,1932,124,160,34.3,121,2017,66.6,780,0,7159,118,5.33,149,87.5,0.389,17586,1947,117,31.6,286,1624,65.7,19.4,357,0,0,116,8520,0,13278,0,21965,82341,0,165,29.0,92.1,26.2,29.0,2311,42.6,13700,0,1129,3625,6.48,132,68.8,0,17460,180,33.2,25.5,73.9,16353,40.6,38.5,448,0,0,27.7,9788,0
2023-03-20 18:30:00,0,11868,59583,184896,0,1930,119,157,32.1,121,1970,66.3,1726,0,7089,81.0,4.30,151,87.5,0.389,17589,1964,118,31.6,289,1601,66.1,375,387,0,0,117,21701,0,11868,0,22451,83800,0,146,27.7,88.0,24.2,29.0,2191,41.8,25554,0,1103,3642,5.08,133,66.6,0,17459,187,33.2,25.5,81.7,16350,40.3,669,493,0,0,27.7,24271,0
2023-03-20 18:32:00,0,11968,35673,181066,0,1719,130,163,30.7,126,1829,66.5,423,0,6699,80.5,3.27,147,87.5,0,17593,1734,118,31.6,83.4,1432,66.6,19,349,0,0,116,154,0,11968,0,19797,79733,0,159,30.3,96.3,21.9,30.3,2300,41.4,6283,0,1094,3685,3.27,132,66.2,0,17468,179,27.7,25.5,83.3,16353,41.4,38.5,435,0,0,27.7,592,0
2023-03-20 18:34:00,0,12669,36438,157898,0,1938,124,167,32.3,116,1998,67.0,421,0,7091,81.0,4.30,145,87.4,0,17568,1961,129,31.8,2858,1591,66.4,19,331,0,0,128,158,0,12669,0,20457,80194,0,172,29.0,107,22.6,33.1,2296,41.7,6283,0,1108,3686,4.67,133,66.9,0,17478,188,30.3,25.7,111,16349,41.1,38.5,390,0,0,30.3,599,0
2023-03-20 18:36:00,0,13710,35686,159074,0,1712,119,163,32.9,120,1800,66.7,422,0,6704,81.3,5.49,147,87.5,0,17571,1726,129,31.8,371,1425,66.3,19,358,0,0,122,153,0,13710,0,21526,80875,0,168,27.7,100,28.2,29.0,2213,41,6284,0,1078,3687,5.89,133,67.7,0,17460,184,30.3,25.7,86.3,16346,42.2,38.5,438,0.389,0,29.4,599,0
2023-03-20 18:38:00,0,13853,36504,165233,0,1907,147,159,30.7,137,2025,65.8,418,0,7145,119,4.07,147,87.9,0,17573,1925,124,31.6,295,1595,66.6,19,375,0,0,117,157,0,13853,0,21686,81693,0,147,34.2,90.0,20.8,32.9,2329,41,6285,0,1071,3648,4.46,130,67.3,0,17467,178,29.0,25.5,79.5,16342,41.8,38.5,470,0,0,27.7,602,0
2023-03-20 18:40:00,0,12724,59807,183844,0,1913,129,161,31.5,120,1965,65.4,1723,0,7032,81.7,3.50,147,87.7,0,17572,1923,141,31.6,286,1597,66.5,375,381,0,0,133,21913,0,12724,0,23318,84832,0,153,30.3,94.6,26.0,29.0,2193,40.6,25762,0,1052,3718,3.50,131,68.4,0.389,17462,178,32.9,25.5,73.9,16345,41.5,669,479,0,0,31.6,24493,0
2023-03-20 18:42:00,0,11710,35654,156374,0,1682,124,164,32.9,121,1823,65.6,419,0,6616,78.9,4.77,146,87.5,0,17565,1713,135,32.0,79.8,1380,66.5,19,352,0,0,133,159,0,11710,0,19512,78891,0,150,29.0,98.5,28.6,29.0,2295,40.6,6283,0,1048,3586,5.13,139,68.8,0,17457,185,31.6,25.5,75.1,16339,41.4,38.5,438,0,0,31.6,604,0
2023-03-20 18:44:00,0,13306,36432,159716,0,1914,124,163,32.8,121,2009,66.3,419,0.389,7059,80,4.77,150,86.8,0,17555,1935,124,31.6,1875,1599,66.2,19,328,0,0,122,160,0,13306,0,21104,80523,0,167,29.0,101,23.3,29.0,2297,41,6282,0,1067,3633,10.3,138,66.9,0,17450,196,29.0,25.5,95.2,16358,41.4,38.9,402,0,0.389,34.7,599,0
2023-03-20 18:46:00,0,11328,35633,158160,0,1693,130,162,30.7,126,1819,66.5,421,0,6660,79.1,3.94,146,88.1,0,17570,1755,123,31.7,71.3,1418,66.1,19,359,0,0,116,150,0,11328,0,19154,78545,0,150,30.3,99.0,20.1,30.3,2229,42.1,6283,0,1044,3609,4.42,132,68.0,0,17455,189,29.0,26.0,69.5,16334,40.6,38.5,453,0,0,33.4,587,0
2023-03-20 18:48:00,0,10544,36426,162659,0,1927,124,161,31.5,121,2019,66.1,418,0,7095,119,3.70,144,87.8,0,17596,1938,124,31.9,1702,1626,66.2,19,376,0,0,128,157,0,10544,0,18404,78002,0,180,29.0,94.5,21.7,29.0,2328,41.4,6285,0,1079,3678,9.21,133,68.0,0,17466,206,29.0,26.2,98.0,16365,42.1,38.5,474,0,0,30.3,598,0
2023-03-20 18:50:00,0,10468,59558,182825,0,1944,130,166,32.9,126,1960,65.9,1722,0,7074,81.6,4.67,147,86.7,0,17581,1974,124,32.3,286,1617,66.6,375,376,0,0,122,21702,0,10468,0,21059,81986,0,194,30.3,100,24.0,30.3,2213,41,25548,0,1091,3664,5.42,132,68.0,0,17471,231,29.0,26.2,74.2,16375,41,669,471,0,0,29.0,24276,0
2023-03-20 18:52:00,0,11259,43370,191304,0,1734,124,161,31.9,116,1821,65.8,1085,0,6734,80.2,4.67,146,85.8,0,17585,1737,129,32.3,79.8,1449,66.2,375,401,0.389,0.389,128,6866,0,11259,0,20363,80734,0,204,29.0,94.2,20.9,27.7,2302,40.6,12379,0.389,1075,3686,5.42,134,65.8,0,17474,205,30.3,26.2,74.4,16367,40.6,669,517,0,0,30.3,7986,0
2023-03-20 18:54:00,0,11014,36404,182220,0,1921,130,159,33.3,120,1998,65.9,421,0,7118,79.6,3.70,145,86.1,0,17595,1936,129,32.3,295,1608,65.8,19,345,0.389,0.389,122,158,0,11014,0,18843,79082,0,175,30.3,95.2,23.6,29.0,2301,40.4,6285,0.389,1072,3692,4.09,133,66.6,0,17477,180,30.3,26.2,78.4,16352,40.3,38.5,418,0,0,29.0,599,0
2023-03-20 18:56:00,0,11949,35621,157117,0,1688,124,163,32.1,121,1813,65.5,419,0,6664,79.8,5.01,147,87.7,0,17587,1711,129,31.8,71.7,1435,65.8,19,338,0,0,128,150,0,11949,0,19789,79314,0,146,29.0,100,22.8,29.0,2222,41,6286,0,1059,3686,4.67,132,66.2,0,17474,179,30.3,25.7,70.6,16346,41.4,38.5,408,0,0,30.3,593,0
2023-03-20 18:58:00,0,13054,36499,160986,0,1905,129,164,32.9,126,2014,66.6,421,0,7069,122,4.30,151,87.8,0,17588,1924,124,31.6,294,1592,65.9,19,377,0,0,117,150,0,13054,0,20894,80530,0,172,30.3,98.1,23.5,30.3,2316,42.1,6283,0,1048,3648,4.72,133,68.0,0,17478,185,29.0,25.5,79.1,16342,41.4,38.5,473,0,0,27.7,586,0
2023-03-20 19:00:00,0,10726,59720,183001,0,1915,136,162,32.9,132,1957,65.8,1719,0,6979,79.6,4.30,147,87.3,0,17588,1934,124,31.8,795,1585,66.0,375,382,0,0,128,21863,0,10726,0,21312,82571,0,168,31.6,94.6,23.5,31.6,2189,40.6,25706,0,1030,3617,4.72,132,66.6,0,17465,181,29.0,25.7,88.1,16338,40.6,669,482,0,0,30.3,24435,0
2023-03-20 19:02:00,0.389,9386,58949,183034,0,1690,130,157,32.1,121,1823,65.9,1716,0,6624,80.1,5.47,145,87.9,0,17573,1708,135,32.3,580,1418,66.3,375,392,0,0,139,21866,0,9386,0.389,19992,80442,0,155,30.3,88.6,23.7,29.0,2287,40.6,25710,0,1048,3716,6.22,133,66.9,0,17458,174,31.6,26.2,83.3,16349,41,669,509,0,0,32.9,24441,0
2023-03-20 19:04:00,0,11710,36436,158169,0,1928,130,161,31.5,126,2004,65.8,422,0,7085,80.2,3.70,147,87.7,0,17594,1943,128,32.3,294,1610,66.3,19,346,0,0,127,171,0,11710,0,19537,79006,0.389,170,30.3,94.0,21.6,30.3,2299,41.4,6287,0,1074,3679,4.09,134,68.4,0,17469,187,30.3,26.2,78.0,16350,41.7,38.5,425,0,0,30.3,600,0
2023-03-20 19:06:00,0,11606,35887,161811,0,1796,130,166,32.9,126,1877,66.1,419,0,6844,80.6,4.77,146,87.8,0,17582,1820,129,31.8,434,1506,65.9,19,341,0,0,122,172,0,11606,0,19432,79309,0,196,30.3,110,23.1,30.3,2232,42.5,6284,0,1098,3693,5.19,133,66.9,0,17470,227,30.3,25.7,83.3,16379,41.4,38.5,418,0,0,29.0,595,0
2023-03-20 19:08:00,0,10880,35939,164644,0,1811,136,159,32.1,132,1901,65.8,418,0,6961,123,3.97,146,87.4,0,17570,1820,129,31.6,153,1489,65.7,19,381,0,0,121,175,0,10880,0,18707,78625,0,199,31.6,97.1,22.7,31.6,2341,42.5,6283,0,1148,3733,3.97,131,66.9,0,17462,215,30.3,25.5,76.9,16371,40.4,38.5,486,0,0,29.0,591,0.389
2023-03-20 19:10:00,0,9920,59846,183225,0,1946,130,159,31.5,126,1968,66.3,1719,0,7124,80.5,4.53,149,87.9,0,17576,1951,129,31.8,510,1604,66.0,375,387,0,0,133,22011,0,9920,0,20501,81409,0,176,35.3,90.5,22.1,30.3,2198,42.1,25850,0,1116,3664,4.92,132,67.3,0,17459,187,30.7,25.7,88.5,16377,41.5,669,496,0,0,31.6,24587,0
2023-03-20 19:12:00,0,9119,59069,182326,0,1718,135,164,30.7,131,1824,66.3,1722,0,6717,79.7,4.07,147,88.1,0,17581,1742,129,32.3,286,1424,66.0,375,383,0,0,128,22008,0,9119,0,19712,80586,0,147,36.6,97.2,20.8,31.6,2288,41.4,25850,0,1084,3686,4.44,133,66.9,0,17464,180,30.7,26.2,79.2,16347,42.9,669,486,0,0,30.3,24584,0
2023-03-20 19:14:00,0,11081,36410,191992,0,1938,130,161,32.1,126,1998,66.1,422,0,7116,80.6,3.27,148,87.9,0,17569,1962,135,32.3,295,1669,66.4,19,346,0,0,128,157,0,11081,0,18939,80942,0,159,30.3,93.9,21.8,30.3,2302,41.4,6283,0,1123,3663,3.27,132,67.7,0,17456,194,31.6,26.2,79.9,16366,41.7,38.5,423,0,0,30.3,597,0
2023-03-20 19:16:00,0,11519,36152,183571,0,1872,136,162,34.9,126,1924,65.8,420,0,6955,81.1,5.33,146,87.6,0,17585,1884,135,32.3,213,1559,66.0,19,342,0,0,128,151,0,11519,0,19337,80551,0,171,31.6,93.9,25.2,30.3,2230,41,6279,0,1076,3686,6.14,133,66.9,0,17467,182,31.6,26.2,72.8,16364,40.6,38.5,420,0,0,30.3,589,0
2023-03-20 19:18:00,0,11927,35699,158007,0,1732,130,158,33.5,126,1833,66.4,421,0,6694,115,3.27,148,87.3,0,17578,1752,128,32.3,70.2,1429,65.8,19,370,0,0,132,156,0,11927,0,19745,80876,0,174,30.3,90.2,24.9,30.3,2313,42.1,6280,0,1094,3631,3.27,132,66.6,0,17472,203,35.3,26.2,69.8,16356,40.3,38.5,457,0,0,31.6,602,0
2023-03-20 19:20:00,0,11345,42761,165765,0,1931,124,163,31.5,121,1964,65.9,680,0,7105,80,3.50,150,86.5,0,17598,1956,129,32.3,294,1607,65.8,19,347,0,0,133,6235,0,11345,0,19783,80755,0,160,29.0,102,21.2,29.0,2198,41.4,11688,0,1085,3640,3.50,133,65.5,0,17476,187,30.3,26.2,77.7,16355,40.6,38.5,426,0,0,31.6,7286,0
2023-03-20 19:22:00,0,10175,58866,185628,0,1722,119,163,32.9,116,1829,65.8,1719,0,6734,78.7,5.79,147,87.2,0,17581,1726,124,32.3,1482,1465,66.2,375,381,0,0,128,21785,0,10175,0,20802,81105,0,164,27.7,95.5,27.8,27.7,2299,41,25631,0,1097,3662,6.59,136,66.9,0,17467,176,29.0,26.2,90.2,16353,41.7,669,484,0,0,30.3,24358,0
2023-03-20 19:24:00,0,10731,36375,160897,0,1913,124,162,32.1,116,1997,66.1,422,0,7071,77,6.17,145,87.3,0,17561,1927,118,32.3,2566,1604,66.3,19,345,0,0,122,156,0,10731,0,18556,78560,0,155,29.0,93.7,27.0,33.3,2299,41.7,6285,0,1071,3593,6.98,132,67.7,0,17451,175,27.7,26.2,104,16342,41.7,38.5,420,0,0,29.0,596,0
2023-03-20 19:26:00,0,12619,36423,160800,0,1925,124,163,54.8,120,1973,65.6,422,0,7075,79.3,3.13,148,87.2,0,17582,1946,124,32.3,295,1615,66.6,19,347,0,0,117,152,0,12619,0,20459,80253,0,165,29.0,95.2,62.2,29.0,2214,40.6,6285,0,1035,3587,3.52,129,66.2,0,17458,195,29.0,26.2,79.1,16354,41.5,38.5,429,0,0,27.7,596,0
2023-03-20 19:28:00,0,10960,35654,156743,0,1718,124,159,59.5,132,1842,66.1,423,0,6676,123,4.30,146,86.2,0,17595,1737,118,32.3,74.6,1417,66.5,19,355,0,0,117,156,0,10960,0,18816,78694,0,162,29.0,96.3,71.3,31.6,2327,41.4,6283,0,1034,3732,4.73,131,65.1,0,17475,189,27.7,26.2,77.6,16335,42.9,38.5,440,0,0,27.7,608,0
2023-03-20 19:30:00,0,9191,36358,181247,0.389,1918,129,163,34.8,121,1963,66.4,420,0,7044,84.7,6.66,147,86.1,0.389,17599,1930,129,32.3,294,1608,65.7,19,350,0,0,122,153,0.389,9191,0,17050,78082,0,160,30.7,102,29.5,29.0,2197,40.7,6281,0,1070,3788,12.7,139,65.1,0,17481,183,30.3,26.2,79.1,16342,41.4,38.5,435,0,0,29.0,599,0
2023-03-20 19:32:00,0,9510,59014,208540,0,1680,130,164,31.5,121,1824,66.3,1719,0,6626,81.3,4.07,149,87.5,0,17581,1712,129,32.3,71.0,1463,65.8,375,383,0,0,128,21823,0,9510,0,20154,80908,0,143,30.3,97.8,21.4,29.0,2282,40.7,25668,0,1044,3716,9.59,137,66.2,0,17463,166,30.3,26.2,70.6,16442,41.7,669,490,0,0,35.2,24422,0
2023-03-20 19:34:00,0,11005,36401,158003,0,1918,129,158,32.1,132,1997,66.2,417,0,7091,79.0,4.67,148,87.6,0,17571,1955,129,32.3,1866,1631,65.8,19.4,334,0,0,122,155,0,11005,0,18836,79069,0,183,30.3,90.5,22.3,32.0,2288,41.4,6288,0,1071,3564,5.42,132,66.9,0,17454,210,30.3,26.2,92.2,16381,41.7,38.5,405,0,0,33.9,596,0
2023-03-20 19:36:00,0,12813,36452,164830,0,1938,130,160,31.5,126,1981,66.5,419,0,7160,77.8,5.47,148,87.4,0,17597,1956,123,32.3,294,1616,65.8,19.4,348,0,0,128,156,0,12813,0,20641,81193,0,202,30.3,92.2,20.5,30.7,2230,41,6287,0,1120,3593,11.7,130,66.9,0,17480,222,29.0,26.2,78.0,16385,41,38.5,433,0,0,30.7,604,0
2023-03-20 19:38:00,0,12340,35703,163306,0,1736,130,164,32.9,132,1862,66.6,419,0,6861,118,5.23,149,88.1,0,17608,1742,135,32.7,70.2,1440,66.2,19,367,0,0,128,149,0,12340,0,20164,80053,0,195,30.3,103,23.9,31.6,2358,42.5,6284,0,1094,3632,11.1,133,67,0,17475,213,31.6,26.2,68.4,16386,41,38.5,448,0,0,30.7,590,0
2023-03-20 19:40:00,0,10385,36386,157210,0,1932,136,162,32.1,132,1979,66.3,419,0,7107,79.9,3.93,143,88.1,0,17587,1947,129,32.4,587,1639,66.4,19,350,0,0,127,151,0,10385,0,18244,78531,0,185,31.6,93.7,23.1,31.6,2215,41.7,6281,0,1106,3664,4.36,134,66.5,0.389,17467,209,30.3,26.0,90.0,16378,42.1,38.5,433,0.389,0,30.3,591,0
2023-03-20 19:42:00,0,9567,58982,182243,0,1721,130,157,31.5,126,1839,66.0,1722,0,6678,79.5,5,145,87.9,0,17561,1751,130,31.6,80.5,1444,66.4,375,392,0,0,128,21903,0,9567,0,20171,81145,0,190,30.3,88.4,21.7,30.3,2305,41,25745,0,1067,3633,5.43,134,65.9,0.389,17454,225,30.3,25.5,75.1,16372,42.8,669,507,0.389,0,30.3,24479,0
2023-03-20 19:44:00,0,10997,47302,169801,0,1943,130,161,33.7,126,2000,65.9,1216,0,7114,79.9,4.40,146,88.0,0,17554,1960,124,31.6,797,1625,66.7,375,377,0,0,122,9954,0,10997,0,20381,81883,0,201,30.3,93.8,24.8,30.3,2302,41.1,15125,0,1091,3656,4.79,135,66.6,0,17457,228,29.0,25.5,88.1,16394,42.5,669,472,0,0,29.0,11376,0
2023-03-20 19:46:00,0,13984,36509,160926,0,1947,124,161,32.9,116,1991,65.8,420,0.389,7159,79.7,5.93,149,88.2,0,17579,2011,129,31.6,806,1620,66.5,19,373,0,0,128,151,0,13984,0,21803,82425,0,203,29.0,93.9,23.5,27.7,2233,41.1,6287,0,1139,3678,6.73,133,66.6,0,17468,249,30.3,25.5,92.6,16411,41.7,38.5,471,0,0,30.3,590,0
2023-03-20 19:48:00,0,13530,35726,158346,0,1716,112,163,30.7,109,1844,66.1,419,0,6729,119,3.03,148,87.7,0,17580,1745,118,31.6,287,1431,66.3,19,362,0,0,122,151,0,13530,0,21345,80678,0,175,26.3,99.7,20.8,26.3,2328,41.7,6288,0,1109,3770,3.03,132,66.2,0,17476,205,27.7,25.5,79.9,16395,41.4,38.5,448,0,0.389,29.0,591,0
2023-03-20 19:50:00,0,11189,36380,158951,0,1936,119,161,33.5,121,1978,66.5,419,0,7087,80.6,3.03,146,87.6,0,17583,1967,118,31.8,285,1622,66.1,19,340,0,0,117,151,0,11189,0,19030,79312,0,154,27.7,99.5,24.5,29.0,2197,41.7,6285,0,1092,3634,3.03,133,66.2,0,17471,196,27.7,25.7,72.0,16353,41.5,38.9,409,0,0,27.7,590,0
2023-03-20 19:52:00,0,9733,58903,185685,0,1727,141,163,33.9,132,1830,66.0,1722,0,6739,78.8,5.70,148,87.5,0,17584,1738,112,32.5,78.3,1450,66.9,375,398,0,0,111,21800,0,9733,0,20351,80813,0,161,32.9,94.5,24.5,31.6,2295,41.4,25647,0.389,1072,3609,6.55,131,66.6,0,17471,180,26.3,26.4,72.9,16356,42.6,669,512,0,0,26.3,24383,0
2023-03-20 19:54:00,0,10458,59426,183547,0,1872,124,164,32.8,121,1941,66.6,1724,0,7084,79.6,5.33,147,87.6,0,17617,1880,140,32.5,216,1559,65.8,375,381,0.389,0,139,21810,0,10458,0,21056,81925,0,149,29.0,97.6,22.6,29.0,2306,41.8,25644,0,1124,3616,6.18,133,66.9,0,17477,176,32.9,26.4,72.0,16367,42.1,669,480,0,0,32.9,24373,0
2023-03-20 19:56:00,0,12950,36436,195634,0,1930,124,162,30.7,116,1983,67.3,419,0,7119,79.1,4.17,146,87.9,0,17580,1950,129,32.3,295,1598,66.0,19,348,0,0.389,133,173,0,12950,0,20756,81387,0,148,29.0,98.8,21.2,27.7,2224,42.1,6283,0,1094,3616,4.59,132,66.9,0,17459,185,30.3,26.2,78.0,16351,40.6,38.5,428,0,0,31.6,592,0
2023-03-20 19:58:00,0,12107,35696,157183,0,1725,130,162,32.3,126,1823,66.8,422,0,6737,121,4.77,148,87.8,0,17566,1745,124,32.3,78.7,1437,65.9,19,370,0,0.389,121,176,0,12107,0,19925,79341,0,187,35.2,94.6,21.9,30.3,2294,42.8,6283,0,1111,3708,5.13,131,66.6,0,17462,210,29.0,26.2,74.0,16364,40.6,38.5,465,0,0,29.0,600,0
2023-03-20 20:00:00,0,11334,36375,157548,0,1936,124,161,31.5,126,1972,66.0,422,0,7138,83.1,8.27,148,87.7,0,17581,1959,129,32.3,1691,1618,66.1,19,335,0,0,128,160,0,11334,0,19154,80889,0.389,193,33.9,94.6,21.3,30.3,2193,41.7,6280,0,1132,3765,8.74,134,66.6,0,17468,212,30.3,26.2,92.5,16375,41,38.5,402,0,0,30.3,594,0
2023-03-20 20:02:00,0,10363,54898,180263,0,1832,136,164,32.1,131,1942,65.4,1184,0,6933,81.1,6.87,148,87.3,0,17578,1847,124,31.9,221,1510,66.1,19,354,0,0,122,18139,0,10363,0,19979,80502,0.389,164,31.6,98.0,21.8,31.6,2293,40.3,22267,0,1056,3700,6.98,129,66.6,0,17464,174,29.0,26.2,77.3,16357,42.1,38.5,435,0,0,29.0,20309,0
2023-03-20 20:04:00,0.389,10493,58984,180095,0,1678,136,160,32.1,126,1824,66.0,1724,0,6620,78.9,4.40,147,88.2,0,17576,1705,129,32.3,71.0,1382,65.8,375,386,0,0,128,21892,0,10493,0.389,21072,81995,0,142,31.6,92.2,23.5,30.3,2295,41,25735,0,1054,3609,4.77,130,67.3,0,17464,174,30.3,26.2,70.6,16329,41.7,669,488,0,0,30.3,24449,0.389
2023-03-20 20:06:00,0.389,14139,36983,181417,0,2930,129,162,33.5,126,2049,66.9,421,0,7130,80,3.97,144,87.9,0,17567,1938,135,32.3,286,1589,65.9,19,345,0,0,133,171,0,14139,0.389,21948,84831,0,245,30.3,98.7,24.9,30.3,2522,42.1,6284,0,1062,3640,3.97,134,67.3,0,17453,204,36.5,26.2,73.9,16351,41,38.5,424,0,0,31.6,611,0.389
2023-03-20 20:08:00,0,19728,36449,251042,0,3240,136,544,1519,126,2049,67.0,419,0,21076,120,5.37,147,86.7,0,17588,1994,128,32.3,2355,1640,66.3,19,381,0,0,128,159,0,19728,0,27533,95179,0,278,31.6,105,122,30.3,3406,42.2,6283,0,2373,3654,5.76,132,66.2,0,17457,220,35.2,26.2,99.4,16386,41.5,38.5,485,0,0,30.3,595,0
2023-03-20 20:10:00,0,12418,36465,200742,0,2451,124,559,290,116,1985,66.2,422,0,8721,82.7,5.57,154,87.5,0,17560,2214,135,32.3,2561,1794,65.3,19,338,0,0,133,153,0,12418,0,20221,83959,0,215,29.0,115,29.2,32.6,2208,41.1,6284,0,1202,3681,6.38,134,67.3,0,17456,227,31.6,26.2,98.9,16373,41,38.5,407,0,0,31.6,589,0
2023-03-20 20:12:00,0,12604,38784,207471,0,2451,119,554,288,116,2015,65.9,512,0,8753,80.2,3.57,149,87.5,0,17586,2220,128,32.3,294,1833,65.8,19,355,0,0,127,2328,0,12604,0,20658,83435,0,215,27.7,112,30.1,32.6,2312,40.3,8207,0,1231,3679,3.96,135,67.7,0,17464,236,30.3,26.2,78.8,16394,40.6,38.5,437,0,0,30.3,2979,0
2023-03-20 20:14:00,0,10449,59015,181359,0,1708,124,159,31.5,121,1814,66.8,1718,0,6739,78.6,2.53,144,86.9,0,17575,1749,124,32.0,79.0,1510,66.8,375,399,0,0,117,21912,0,10449,0,21096,82129,0,183,29.0,91.7,26.8,29.0,2276,41.7,25759,0,1115,3668,2.53,133,66.9,0,17464,227,29.0,26.0,74.0,16379,41.8,669,508,0,0,27.7,24506,0
