"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc045e0df77a65)","Transmit Total (lxc04ba3655f7bb)","Transmit Total (lxc058f11ae84e2)","Transmit Total (lxc101aa30b6d42)","Transmit Total (lxc1055eece523d)","Transmit Total (lxc17545d6a2c13)","Transmit Total (lxc1b3ec4421f95)","Transmit Total (lxc25dc796f779e)","Transmit Total (lxc2cf3504ea230)","Transmit Total (lxc2f20023e145d)","Transmit Total (lxc42de66ecdcc8)","Transmit Total (lxc53962ca4487f)","Transmit Total (lxc586756a19dbd)","Transmit Total (lxc6609bc973c6e)","Transmit Total (lxc8f825b75ba1b)","Transmit Total (lxc901c98c966b2)","Transmit Total (lxc970c5453f2c7)","Transmit Total (lxc9bf9c5e25fda)","Transmit Total (lxc9d9580e18417)","Transmit Total (lxc_health)","Transmit Total (lxca2b0b9903cdc)","Transmit Total (lxca3d1fbc08b7c)","Transmit Total (lxcaee2fab0754f)","Transmit Total (lxcb3f5b6163447)","Transmit Total (lxcbba06f29c914)","Transmit Total (lxccc10b9c35713)","Transmit Total (lxccd3f5d5c9dab)","Transmit Total (lxcd19ab656bbb2)","Transmit Total (lxcd4e1a68a8393)","Transmit Total (lxcf0be76b85bba)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc045e0df77a65)","Receive Total (lxc04ba3655f7bb)","Receive Total (lxc058f11ae84e2)","Receive Total (lxc101aa30b6d42)","Receive Total (lxc1055eece523d)","Receive Total (lxc17545d6a2c13)","Receive Total (lxc1b3ec4421f95)","Receive Total (lxc25dc796f779e)","Receive Total (lxc2cf3504ea230)","Receive Total (lxc2f20023e145d)","Receive Total (lxc42de66ecdcc8)","Receive Total (lxc53962ca4487f)","Receive Total (lxc586756a19dbd)","Receive Total (lxc6609bc973c6e)","Receive Total (lxc8f825b75ba1b)","Receive Total (lxc901c98c966b2)","Receive Total (lxc970c5453f2c7)","Receive Total (lxc9bf9c5e25fda)","Receive Total (lxc9d9580e18417)","Receive Total (lxc_health)","Receive Total (lxca2b0b9903cdc)","Receive Total (lxca3d1fbc08b7c)","Receive Total (lxcaee2fab0754f)","Receive Total (lxcb3f5b6163447)","Receive Total (lxcbba06f29c914)","Receive Total (lxccc10b9c35713)","Receive Total (lxccd3f5d5c9dab)","Receive Total (lxcd19ab656bbb2)","Receive Total (lxcd4e1a68a8393)","Receive Total (lxcf0be76b85bba)"
2023-03-21 05:34:00,0,10404,35607,154733,0,1733,124,161,32.9,116,1827,66.1,417,0,6753,78.8,5.76,143,87.4,0,17575,1743,135,31.6,79.4,1449,66.0,19,343,0,0,128,153,0,10404,0,18225,77372,0,192,29.0,99.3,22.5,27.7,2301,40.6,6287,0,1154,3609,5.79,134,66.2,0,17473,217,31.6,25.5,75.1,16383,40.7,38.5,423,0,0,30.3,594,0
2023-03-21 05:36:00,0,13120,36416,164400,0,1966,118,161,31.5,115,1992,66.3,414,0,7251,79.1,6.56,142,87.5,0,17560,1973,124,31.8,286,1641,66.0,19,335,0,0,122,152,0,13120,0,20927,81034,0,205,27.7,99.2,20.6,27.7,2243,41,6290,0,1166,3633,6.96,133,66.2,0,17451,217,29.0,25.7,74.2,16388,40.7,38.5,413,0,0,29.0,592,0
2023-03-21 05:38:00,0,12981,36478,167024,0,1975,124,161,55.4,121,2024,66.6,417,0,7275,123,5.57,145,87.7,0,17586,1984,117,32.0,1709,1613,65.8,19,373,0,0,111,152,0,12981,0,20807,81262,0,212,29.0,98.7,63.1,29.0,2339,41.4,6286,0,1125,3650,6.32,133,65.9,0,17450,227,27.7,26.0,98.8,16376,40.3,38.5,474,0,0,26.3,601,0
2023-03-21 05:40:00,0,9012,58846,182027,0,1744,136,160,57.3,126,1795,66.4,1719,0,6746,80.8,4.64,141,88.0,0,17570,1757,124,31.6,1485,1453,65.8,375,378,0,0,128,21819,0,9012,0,19606,79546,0,194,31.6,98.1,63.6,30.3,2192,41.4,25670,0,1130,3612,5.02,134,65.8,0,17449,215,29.0,25.5,89.2,16382,40.3,669,482,0,0,30.3,24405,0
2023-03-21 05:42:00,0,11505,47076,175754,0,1966,124,160,33.4,121,2014,66.2,1206,0,7213,81.3,5,143,87.8,0,17586,1990,134,31.6,4171,1661,66.2,375,390,0,0,133,9682,0.389,11505,0,20920,81109,0,198,33.9,92.6,22.2,29.0,2306,41.4,14881,0,1111,3709,5.37,136,65.9,0,17464,235,31.6,25.5,122,16384,41.7,669,511,0,0,31.6,11088,0
2023-03-21 05:44:00,0,11592,35908,154884,0.389,1818,119,170,31.5,116,1897,65.8,420,0,6910,80.1,5.43,143,87.9,0,17577,1831,124,31.6,149,1554,65.8,19.4,344,0,0,122,152,0,11592,0,19444,78581,0,206,32.6,104,21.0,28.0,2305,41.4,6287,0,1145,3669,6.22,134,66.9,0,17459,219,29.4,25.5,75.1,16374,41.7,38.5,430,0,0,29.0,598,0
2023-03-21 05:46:00,0,11422,36565,159585,0,1870,130,164,32.1,132,1931,66.2,419,0,6994,80.7,3.93,143,87.7,0,17589,1947,117,31.6,214,1585,66.2,19,360,0,0,110,152,0,11422,0,19285,78474,0,171,30.3,97.2,22.2,31.6,2236,41,6288,0,1105,3640,4.36,134,66.6,0.389,17463,224,27.7,25.5,72.8,16778,41,38.5,454,0,0,26.3,598,0
2023-03-21 05:48:00,0,11473,36478,187544,0,1953,124,156,31.5,126,2014,65.9,422,0,7191,121,4.67,142,87.7,0,17570,1987,135,31.6,293,1629,66.3,19,372,0,0,128,157,0,11473,0,19304,79733,0,169,29.4,88.1,22.1,30.3,2329,41,6288,0,1080,3672,5.05,135,66.2,0,17459,198,31.6,25.5,78.0,16379,41,38.5,476,0,0,30.7,604,0
2023-03-21 05:50:00,0,9872,58901,180355,0,1737,124,166,32.1,126,1799,66.1,1721,0,6754,80.4,6.36,144,88.0,0,17587,1764,129,31.6,810,1497,66.4,375,387,0,0,128,21816,0,9872,0,20509,80861,0,167,29.4,105,22.3,30.3,2200,41.7,25667,0,1092,3625,7.55,136,66.6,0,17477,201,35.2,25.5,105,16387,40.3,669,499,0,0,30.7,24390,0
2023-03-21 05:52:00,0,11918,59748,191369,0,1939,130,167,34.9,126,2022,66.1,1722,0,7159,79.8,3.93,141,87.9,0,17601,1957,135,32.0,285,1626,66.3,375,387,0,0,128,21838,0,11918,0,22535,83073,0,171,30.3,107,30.7,30.3,2309,41.7,25668,0,1137,3655,4.31,135,66.9,0,17469,186,31.6,25.5,73.1,16366,41.4,669,502,0,0,30.3,24399,0
2023-03-21 05:54:00,0,9888,35873,158695,0,1819,124,163,33.5,115,1888,65.9,420,0,6949,81.5,3.27,143,87.5,0,17601,1834,130,32.0,149,1521,66.3,19,345,0,0,128,173,0,9888,0,17723,76937,0,190,29.0,95.4,29.6,32.6,2300,41.5,6285,0,1112,3725,3.27,134,66.2,0,17467,207,30.3,25.5,75.1,16371,41.7,38.5,428,0,0,30.3,598,0
2023-03-21 05:56:00,0,12083,35879,169524,0,1812,119,159,30.7,116,1869,66.6,420,0.389,6930,79.9,4.90,143,87.3,0,17585,1839,129,31.6,143,1527,66.0,19,337,0,0,128,171,0,12083,0,19902,78914,0,178,27.7,90.4,20.1,32.6,2226,41.8,6283,0,1106,3663,5.33,136,66.2,0,17462,201,30.3,25.5,70.9,16374,40.6,38.5,419,0,0,30.3,594,0
2023-03-21 05:58:00,0,13009,36483,161775,0,1944,130,160,30.7,121,2017,66.2,419,0.389,7149,118,6.07,143,87.6,0,17590,1967,118,31.6,284,1615,66.5,19,361,0.389,0,122,167,0,13009,0,20826,80500,0,163,30.3,92.1,19.7,29.0,2328,41.5,6283,0.389,1090,3578,6.88,136,66.2,0,17462,192,27.7,25.5,72.4,16354,42.5,38.5,458,0,0,29.0,604,0
2023-03-21 06:00:00,0,11056,59022,178614,0,1733,130,163,32.3,126,1796,66.5,1722,0,6714,81.0,3.93,141,87.7,0,17596,1751,128,31.8,371,1439,66.3,375,391,0.389,0,121,21927,0,11056,0,21643,81671,0,165,30.3,101,22.0,30.3,2207,42.2,25772,0.389,1036,3612,4.58,134,66.2,0,17460,180,30.3,25.7,86.7,16345,41.7,669,515,0,0,29.0,24511,0
2023-03-21 06:02:00,0,11860,59884,187192,0,1970,124,163,32.9,121,2004,66.2,1724,0,7168,81.6,4.40,143,87.3,0,17591,1989,129,32.3,286,1604,65.9,375,382,0,0,128,21923,0,11860,0,22448,83069,0,158,29.0,96.6,27.8,29.0,2309,41.4,25772,0,1088,3703,5.05,141,66.6,0,17464,183,30.3,26.2,73.9,16363,40.6,669,500,0,0,30.3,24513,0
2023-03-21 06:04:00,0,10412,36159,156197,0,1885,124,163,32.1,126,1934,65.9,421,0,6978,79.9,3.37,143,87.3,0.389,17585,1909,117,32.3,220,1550,66.0,19,339,0,0,121,155,0,10412,0,18241,77341,0,161,29.0,95.5,27.2,30.3,2287,41,6285,0,1067,3656,3.37,142,66.2,0,17461,194,27.7,26.2,76.6,16355,41.4,38.9,420,0,0.389,33.9,596,0
2023-03-21 06:06:00,0,13819,36466,175146,0,2820,124,166,30.7,126,1933,65.9,422,0,6962,79.1,5.33,143,87.7,0,17579,1843,124,32.0,151,1500,65.9,19,352,0,0,122,166,0,13819,0,21628,82771,0,260,29.0,104,20.8,30.3,2522,41,6283,0,1088,3632,11.4,135,66.2,0,17459,215,29.0,26.0,75.8,16357,40.6,38.5,448,0,0,29.0,594,0
2023-03-21 06:08:00,0,22624,37359,297130,0,3971,136,930,1786,126,2235,66.3,423,0,23160,121,3.27,148,87.0,0,17569,2480,124,31.8,285,2021,65.8,19,370,0,0,122,174,0,22624,0,30412,101867,0,318,31.6,124,120,30.3,3425,41.4,6281,0,2445,3679,3.27,134,66.2,0,17456,235,29.0,25.7,73.5,16400,40.6,38.5,478,0,0,29.0,595,0
2023-03-21 06:10:00,0.389,10434,42867,160960,0,1740,130,164,38.1,126,1795,66.3,719,0,6834,83.8,5.37,149,87.5,0,17588,1746,129,31.8,79.0,1429,65.8,19,351,0,0.389,128,7123,0,10434,0.389,18951,78769,0,205,30.3,92.8,24.4,30.3,2214,41.4,12442,0,1191,3758,10.3,136,66.6,0,17467,221,30.3,25.7,74.7,16382,41.4,38.5,437,0.389,0,30.3,8230,0
2023-03-21 06:12:00,0,12221,59616,211637,0,1966,129,168,30.7,126,1989,66.5,1719,0,7256,78.5,3.70,144,87.5,0,17576,1986,135,32.3,286,1637,66.6,375,379,0,0,128,21731,0,12221,0,22794,84622,0,205,30.3,99.8,20.1,30.3,2285,41.4,25561,0,1160,3586,4.09,134,66.2,0,17465,232,31.6,26.2,74.2,16392,41.4,669,492,0,0,30.3,24298,0
2023-03-21 06:14:00,0,11596,36400,183342,0,1949,124,173,32.5,121,1990,66.1,421,0,7157,79.6,4.73,143,86.6,0,17594,1969,135,32.3,286,1637,66.6,19,330,0,0,133,170,0,11596,0,19423,79852,0,203,29.0,103,21.9,29.0,2290,41.4,6288,0,1118,3639,5.55,134,65.5,0,17471,231,31.6,26.2,74.2,16374,41.8,38.5,403,0,0,31.6,599,0.389
2023-03-21 06:16:00,0,11740,35648,155639,0,1721,124,166,31.9,121,1798,65.5,419,0,6753,82.7,3.27,143,85.4,0,17589,1733,129,32.3,78.7,1445,65.7,19,351,0,0,128,156,0,11740,0,19566,78190,0,194,29.0,101,21.2,29.0,2214,40.6,6288,0,1112,3740,3.27,135,64.4,0,17460,206,30.3,26.2,73.6,16372,41.4,38.5,442,0,0,30.3,594,0.389
2023-03-21 06:18:00,0,12213,36463,161673,0,1973,124,162,60.6,126,1999,65.5,420,0,7234,119,4.30,144,86.2,0,17584,1997,123,32.3,284,1632,66.1,19,357,0,0,127,150,0,12213,0,20042,79932,0,191,29.0,98.9,67.7,30.3,2306,40.6,6286,0,1160,3679,4.67,137,65.1,0,17466,226,29.0,26.2,73.1,16378,41,38.5,449,0,0,30.3,597,0
2023-03-21 06:20:00,0,9685,35576,152703,0,1742,130,164,35.0,126,1802,65.8,419,0,6774,83.9,3.83,143,87.3,0,17580,1767,129,32.0,80.8,1445,66.7,19,343,0,0,128,152,0,9685,0,17510,76033,0,194,30.3,98.4,23.9,30.3,2198,41.4,6288,0,1099,3703,4.22,137,66.2,0,17465,231,30.3,26.0,81.4,16375,41.1,38.5,427,0,0,30.3,594,0
2023-03-21 06:22:00,0,12089,59672,189001,0,1954,130,162,31.5,132,2018,65.8,1719,0,7162,82.3,3.70,143,87.3,0,17591,1964,129,31.6,510,1635,66.8,375,389,0,0,121,21763,0,12089,0,22694,83245,0,210,30.3,93.8,20.9,31.6,2325,41.7,25614,0,1088,3717,4.13,134,66.2,0,17469,223,30.3,25.5,88.9,16390,42.2,669,506,0,0,29.0,24342,0
2023-03-21 06:24:00,0,11397,36417,158283,0,1959,130,162,32.3,121,2009,65.9,421,0,7225,81.0,3.93,144,87.5,0,17590,1986,129,31.6,501,1651,65.9,19,333,0,0,128,155,0,11397,0,19243,78479,0.389,201,30.3,93.6,22.2,29.0,2311,41.1,6289,0,1115,3687,4.36,133,66.2,0,17470,227,30.3,25.5,83.6,16365,42.1,38.5,404,0,0,30.3,605,0
2023-03-21 06:26:00,0,12506,35675,158873,0,1735,124,163,32.1,120,1817,66.5,421,0,6750,81.7,4.53,146,87.4,0,17568,1778,129,32.0,1477,1489,66.3,19,346,0,0,128,150,0,12506,0,20347,78969,0,183,29.0,100,22.7,29.0,2226,41,6286,0,1097,3687,4.90,135,66.2,0,17466,237,30.3,26.0,93.9,16386,41,38.5,438,0,0,30.3,589,0
2023-03-21 06:28:00,0,13167,36503,163573,0,1939,119,164,33.5,121,2024,65.8,420,0,7126,123,5.57,143,87.4,0,17594,1958,124,32.3,1874,1636,66.3,19,359,0,0,128,151,0,13167,0,21009,80550,0,201,27.7,108,24.4,29.0,2337,40.6,6288,0,1116,3733,6.73,134,66.2,0,17471,219,29.0,26.2,96.3,16378,40.6,38.5,451,0,0,30.3,592,0
2023-03-21 06:30:00,0,10639,35611,153603,0,1742,118,159,32.1,121,1800,65.9,421,0,6732,81.4,4.77,141,87.3,0,17645,1761,129,32.3,2138,1450,66.0,19,343,0,0,122,162,0,10639,0,18479,77366,0,194,27.7,92.1,22.3,29.0,2198,40.6,6285,0,1085,3648,5.26,135,66.2,0,17490,218,30.3,26.2,92.0,16359,40.6,38.5,421,0,0,29.0,610,0
2023-03-21 06:32:00,0,11110,59635,189750,0,1884,124,164,31.5,121,1947,66.4,1719,0,7017,79.4,3.97,143,87.4,0,17614,1911,117,32.3,2496,1547,65.8,375,396,0,0,122,21958,0,11110,0,21710,82038,0,165,33.9,97.2,20.6,29.0,2301,42.2,25816,0,1090,3662,4.36,136,66.2,0,17491,191,27.7,26.2,101,16355,41.4,669,519,0,0,29.0,24549,0
2023-03-21 06:34:00,0,12554,41913,188778,0,1948,124,162,30.7,126,1999,65.8,994,0,7179,80.2,5.96,142,87.6,0,17602,1973,124,32.3,796,1624,66.4,375,375,0,0,122,4722,0,12554,0,21432,81746,0,156,29.0,93.8,20.8,30.3,2291,41.4,10478,0,1163,3685,6.32,134,66.2,0,17483,186,29.0,26.2,88.5,16365,40.6,669,482,0,0,29.0,5635,0
2023-03-21 06:36:00,0,12517,35673,183156,0,1741,124,159,30.7,126,1802,65.8,421,0,6743,79.9,5.57,143,87.5,0,17592,1766,123,31.8,590,1463,66.6,19,346,0,0,121,157,0,12517,0,20340,81902,0,148,29.0,90.1,20.8,30.3,2214,41,6281,0,1085,3633,6.38,133,66.2,0,17474,188,29.0,25.7,89.3,16352,41.4,38.5,433,0,0,29.0,603,0
2023-03-21 06:38:00,0,13095,36487,167013,0,1949,124,166,31.5,126,2034,65.4,421,0,7272,119,3.97,143,87.6,0,17580,1972,129,31.6,294,1603,66.3,19,360,0,0,133,155,0,13095,0,20901,81351,0,163,29.0,105,20.9,30.3,2348,40.7,6281,0,1104,3649,3.97,134,66.2,0,17471,181,30.7,25.5,78.8,16339,41.4,38.5,459,0,0,31.6,603,0
2023-03-21 06:40:00,0,11619,35862,156032,0,1785,130,166,33.4,120,1863,65.8,422,0,6853,81.1,3.97,141,87.3,0,17583,1816,129,31.8,141,1513,66.2,19,332,0,0,128,144,0,11619,0,19453,78287,0,166,30.3,99.6,23.5,29.0,2205,41,6283,0,1097,3612,3.97,135,66.2,0,17471,185,35.6,25.7,70.2,16352,40.6,38.5,402,0,0,30.3,591,0
2023-03-21 06:42:00,0,12207,59547,186264,0,1859,130,160,30.7,126,1951,65.9,1720,0,7090,78.9,5.37,143,87.8,0,17588,1890,129,32.5,223,1586,66.4,375,396,0,0,128,21872,0.389,12207,0,22817,83138,0,180,30.3,91.9,20.4,35.6,2310,40.6,25708,0,1095,3564,5.73,136,66.6,0,17473,199,30.3,26.4,76.9,16344,41.7,669,520,0,0,30.3,24449,0
2023-03-21 06:44:00,0,12241,57697,183532,0,1949,129,161,31.5,120,1998,66.1,1633,0,7185,78.6,7.20,141,87.5,0,17609,1968,129,32.5,286,1648,66.3,375,381,0,0,128,19875,0.389,12241,0,22648,83133,0,193,30.3,93.5,26.7,34.3,2303,41,23926,0,1097,3570,8.38,135,66.2,0,17479,216,30.3,26.4,73.9,16374,41.7,669,491,0,0,30.3,22252,0
2023-03-21 06:46:00,0,12144,35678,156511,0,1734,124,166,31.5,110,1812,66.3,420,0,6704,79.9,5,143,88.4,0,17608,1804,129,32.3,70.6,1444,66.6,19.4,361,0,0,128,176,0,12144,0,19980,78950,0,177,29.0,105,26.4,26.3,2230,41.7,6283,0,1115,3594,5.39,135,67.3,0,17477,218,30.3,26.2,69.8,16366,41,38.5,462,0,0,30.3,606,0
2023-03-21 06:48:00,0,13803,36541,161800,0,1963,118,159,32.9,126,2023,66.3,422,0,7207,119,5.37,141,88.0,0,17575,1988,124,32.3,295,1610,66.1,19,377,0,0,117,154,0,13803,0,21605,81146,0,174,27.7,90.1,23.0,30.3,2335,41.4,6283,0,1134,3627,5.73,142,66.6,0,17483,208,29.0,26.2,79.5,16372,41,38.5,483,0,0,27.7,589,0
2023-03-21 06:50:00,0,12139,36142,167506,0,1879,124,163,30.7,126,1910,65.7,421,0,7068,81.1,4.53,143,87.3,0,17578,1909,117,32.3,216,1572,66.3,19,336,0,0,117,161,0,12139,0,19947,79707,0,177,29.0,95.9,20.1,30.3,2195,41,6278,0,1096,3618,4.90,135,65.5,0,17465,210,27.7,26.2,80.6,16383,41,38.5,408,0,0,27.7,603,0
2023-03-21 06:52:00,0,11676,59161,196874,0.389,1804,141,166,33.5,138,1879,65.8,1721,0,6911,79.3,5.70,141,85.3,0,17590,1830,124,32.3,154,1499,66.7,375,397,0,0,122,21749,0,11676,0,22279,83248,0,184,33.3,99.1,28.4,32.9,2293,41.4,25603,0,1108,3593,11.8,135,64,0.389,17479,205,29.0,26.2,82.9,16360,41.7,669,526,0,0,29.0,24330,0
2023-03-21 06:54:00,0,11600,59666,183539,0,1939,130,162,32.9,126,1993,65.8,1723,0,7147,79.9,4.30,142,86.3,0,17578,1959,128,32.7,294,1617,65.8,375,390,0,0,127,21752,0,11600,0,22194,82618,0,179,30.3,101,23.2,30.3,2306,41.4,25606,0,1122,3617,9.95,134,65.1,0,17480,206,30.3,26.2,78.8,16347,40.6,669,513,0,0,35.6,24338,0
2023-03-21 06:56:00,0,11769,35633,156301,0,1726,124,159,31.5,121,1813,66.1,422,0,6771,81.0,4.06,146,87.5,0,17574,1741,130,32.3,287,1457,65.9,19,335,0,0,128,150,0,11769,0,19589,78183,0,148,29.0,90.9,21.0,29.0,2234,41,6282,0,1087,3670,4.44,135,66.2,0,17460,176,30.3,26.2,81.0,16343,41,38.5,413,0,0,30.3,597,0
2023-03-21 06:58:00,0,13049,36520,185584,0,1928,119,163,32.9,121,2018,66.0,420,0,7139,120,3.69,144,87.5,0,17571,1941,124,32.3,803,1633,66.0,19,380,0,0,122,165,0,13049,0,20888,80966,0,161,27.7,95.8,22.4,29.0,2356,40.7,6285,0,1071,3740,4.07,135,66.2,0,17460,177,29.0,26.2,102,16354,41.4,38.5,484,0,0,29.0,598,0
2023-03-21 07:00:00,0,10647,36101,180339,0,1885,130,160,30.7,121,1912,65.6,419,0,7014,81.2,6.07,142,87.8,0,17572,1903,124,32.0,503,1582,65.7,19,330,0,0,122,171,0,10647,0,18464,78112,0,167,30.3,92.2,19.7,29.0,2218,39.9,6287,0,1104,3681,12.4,134,67.0,0,17462,206,29.0,26.0,83.3,16361,41,38.5,404,0,0,29.0,601,0
2023-03-21 07:02:00,0,11726,48564,172080,0,1832,124,160,55.0,120,1892,66.7,934,0.389,6959,79.6,5.93,144,87.8,0.389,17557,1845,124,31.8,3139,1554,66.4,19,337,0.389,0,122,12299,0,11726,0,20764,80467,0,178,29.0,92.1,62.5,29.0,2303,41.8,17071,0.389,1111,3609,12.2,137,67.0,0,17456,199,29.0,25.7,111,16351,41.4,38.5,421,0,0,29.0,13906,0
2023-03-21 07:04:00,0,10939,59733,183517,0,1942,130,159,56.6,126,2010,66.7,1721,0.389,7168,79.6,3.97,143,87.7,0.389,17570,1973,124,31.6,3974,1637,67.1,375,393,0.389,0,122,21867,0,10939,0,21551,82277,0,178,30.3,90.2,63.6,30.3,2302,41.8,25709,0.389,1102,3633,3.97,136,66.2,0,17457,201,29.0,25.5,123,16360,41.7,669,516,0,0,29.0,24423,0
2023-03-21 07:06:00,0,11627,35632,158235,0,1744,129,161,34.5,132,1814,66.1,419,0,6778,79.0,3.93,141,88.0,0,17583,1762,118,32.0,2344,1468,66.6,19,334,0,0,117,163,0,11627,0,19455,78630,0,182,30.3,99.6,24.0,31.6,2223,41,6288,0,1114,3586,4.30,135,66.2,0,17465,216,27.7,26.0,96.0,16373,42.5,38.9,413,0.389,0.389,27.7,608,0
2023-03-21 07:08:00,0.389,12394,36522,165814,0,1961,130,179,32.9,121,2028,65.8,420,0,7208,123,5.10,144,87.4,0,17603,1986,129,32.3,295,1653,66.1,19,384,0,0,122,155,0,12394,0.389,20261,80162,0,207,30.3,112,23.2,29.0,2342,40.3,6283,0,1097,3741,5.92,135,66.2,0,17482,236,30.3,26.2,78.4,16383,42.1,38.9,496,0.389,0.389,29.0,597,0
2023-03-21 07:10:00,0.389,11532,36391,157481,0,1951,130,164,30.7,126,1972,66.5,420,0,7146,82.2,3.93,144,87.5,0,17589,1965,124,32.0,294,1631,66.3,19,339,0,0,122,151,0,11532,0.389,19364,78998,0,209,30.3,97.4,20.1,30.3,2205,41,6284,0,1132,3658,4.36,135,66.2,0,17469,220,29.0,26.0,78.8,16371,40.7,38.5,421,0,0,29.0,596,0
2023-03-21 07:12:00,0,11976,35655,158378,0,1752,119,160,32.9,121,1831,66.8,421,0,6762,79.6,5,143,87.6,0,17611,1760,123,31.8,70.6,1478,67.0,19,336,0,0,121,155,0,11976,0,19810,78369,0,169,27.7,92.0,22.7,29.0,2302,41,6285,0,1090,3633,5.37,133,66.2,0,17481,182,29.0,25.7,70.2,16350,41.8,38.5,411,0,0,29.0,602,0
2023-03-21 07:14:00,0,12108,59822,185534,0,1961,136,163,32.1,137,2003,66.0,1719,0,7156,79.7,5,143,87.5,0,17580,1973,124,31.6,294,1653,66.5,375,389,0,0.389,117,21883,0,12108,0,22699,83764,0,160,31.6,101,21.9,32.9,2308,40.6,25738,0,1072,3616,5.37,133,66.2,0,17467,174,29.0,25.5,78.4,16373,41.8,669,508,0,0,27.7,24464,0.389
2023-03-21 07:16:00,0,13384,35655,180288,0,1728,136,167,32.2,132,1816,66.1,422,0,6724,82.3,5.71,143,87.5,0,17560,1748,129,32.0,69.9,1433,66.0,19,330,0,0,127,157,0,13384,0,21171,80869,0,172,31.6,112,20.6,31.6,2224,41,6283,0,1110,3733,6.52,136,66.2,0,17452,196,30.3,26.0,69.5,16350,41.4,38.5,406,0,0,30.3,600,0
2023-03-21 07:18:00,0,14213,36272,184305,0,1878,136,156,33.5,132,1961,65.7,424,0,7010,117,5.11,143,87.8,0,17590,1905,135,32.3,213,1570,66.3,19,365,0,0,133,170,0,14213,0,22026,81992,0,166,31.6,93.2,23.3,31.6,2339,40.6,6281,0,1108,3623,5.92,133,66.6,0,17463,194,31.6,26.2,71.3,16348,41.1,38.5,460,0,0,31.6,597,0
2023-03-21 07:20:00,0,12199,36421,157902,0,1966,129,159,31.1,126,1963,66.4,422,0,7169,81.0,5.37,143,87.1,0,17579,1980,140,32.3,294,1678,65.8,19,339,0,0,133,173,0,12199,0,20039,79622,0,172,36.0,90.1,20.1,30.3,2199,41.4,6282,0,1094,3612,5.13,133,65.8,0,17471,192,32.9,26.2,78.4,16363,41.7,38.5,419,0,0,31.6,600,0
2023-03-21 07:22:00,0,11932,35657,159070,0,1738,130,162,30.7,121,1820,66.6,424,0,6793,80.7,4.67,144,87.7,0,17589,1741,129,32.3,580,1431,66.0,19,327,0,0,128,172,0,11932,0,19714,78366,0,170,30.3,95.1,20.4,29.0,2296,41.4,6283,0,1096,3640,5.09,134,66.2,0,17473,177,30.3,26.2,83.7,16357,40.6,38.5,401,0,0,30.3,593,0
2023-03-21 07:24:00,0,11635,59784,188763,0,1950,118,164,31.5,115,1994,66.9,1724,0,7207,79.3,5.47,144,87.7,0,17604,1960,129,32.3,295,1612,66.3,375,388,0,0,133,21859,0,11635,0,22222,83247,0.389,181,27.7,98.1,20.6,27.7,2294,41.8,25698,0,1108,3662,6.28,136,66.2,0,17482,209,30.3,26.2,79.5,16373,41.0,669,504,0,0,31.6,24457,0
2023-03-21 07:26:00,0,13814,35951,163080,0,1813,119,159,32.9,110,1856,66.8,423,0,6915,78.8,2.90,143,86.9,0,17599,1842,128,31.8,149,1496,66.6,19,345,0,0,122,162,0,13814,0,21614,80757,0.389,196,27.7,90.2,23.0,26.3,2211,41.4,6287,0,1112,3662,3.29,135,65.5,0,17476,220,30.3,25.7,74.7,16363,42.5,38.5,432,0,0,29.0,600,0
2023-03-21 07:28:00,0,13457,36246,159611,0,1861,118,163,31.5,126,1957,66.3,419,0,6980,119,4.53,141,86.4,0,17601,1884,118,31.8,212,1535,66.0,19,361,0,0,111,164,0,13457,0,21281,80904,0,189,27.7,101,21.3,30.3,2333,40.6,6288,0,1089,3647,5.29,135,65.1,0,17480,204,33.2,25.7,70.6,16355,41.8,38.5,457,0,0,26.3,606,0
2023-03-21 07:30:00,0,11577,36395,157277,0,1937,119,163,30.7,116,1971,65.8,421,0,7096,81.1,5.70,144,86.3,0,17595,1954,123,31.8,294,1602,66.3,17.9,342,0,0,127,152,0,11577,0,19397,79093,0,163,27.7,95.4,20.1,27.7,2208,40.6,6285,0,1102,3612,6.49,136,65.1,0,17484,189,34.5,25.7,78.4,16360,42.2,36.4,428,0,0,30.3,591,0
2023-03-21 07:32:00,0,10855,35622,158717,0,1731,130,160,32.1,126,1822,65.8,421,0,6753,80.6,4.30,143,87.8,0,17583,1760,118,32.3,69.5,1468,66.9,17.9,330,0,0,122,150,0,10855,0,18683,77073,0,150,30.3,91.8,26.5,35.3,2298,40.6,6283,0,1084,3658,4.68,136,66.6,0,17470,184,27.7,26.2,69.5,16353,42.5,36.4,405,0,0,29.0,591,0
2023-03-21 07:34:00,0,12029,59809,210996,0,1945,124,164,56.3,126,2001,66.1,1722,0,7123,80.3,2.90,142,87.5,0,17595,1972,123,32.3,285,1638,66.3,375,385,0,0,127,21905,0,12029,0,22636,83892,0,155,29.0,98.2,63.1,30.3,2304,41.4,25736,0,1067,3634,2.90,135,66.2,0,17463,177,29.0,26.2,74.3,16356,41.5,669,495,0,0,30.3,24478,0
