"Time","Receive Errors (192.168.0.211:9796)","Receive Errors (192.168.0.221:9796)","Receive Errors (192.168.0.222:9796)","Receive Total (192.168.0.211:9796)","Receive Total (192.168.0.221:9796)","Receive Total (192.168.0.222:9796)","Transmit Errors (192.168.0.211:9796)","Transmit Errors (192.168.0.221:9796)","Transmit Errors (192.168.0.222:9796)","Receive Dropped (192.168.0.211:9796)","Receive Dropped (192.168.0.221:9796)","Receive Dropped (192.168.0.222:9796)","Transmit Dropped (192.168.0.211:9796)","Transmit Dropped (192.168.0.221:9796)","Transmit Dropped (192.168.0.222:9796)","Transmit Total (192.168.0.211:9796)","Transmit Total (192.168.0.221:9796)","Transmit Total (192.168.0.222:9796)"
2023-03-13 12:00:00,0,0,0,218,124,273,0,0,0,0,0,0,0,0,0,270,128,231
2023-03-13 12:02:00,0,0,0,221,137,286,0,0,0,0,0,0,0,0,0,277,140,239
2023-03-13 12:04:00,0,0,0,288,200,251,0,0,0,0,0,0,0,0,0,340,208,221
2023-03-13 12:06:00,0,0,0,214,126,266,0,0,0,0,0,0,0,0,0,258,129,227
2023-03-13 12:08:00,0,0,0,220,131,262,0,0,0,0,0,0,0,0,0,268,138,229
2023-03-13 12:10:00,0,0,0,211,124,249,0,0,0,0,0,0,0,0,0,253,129,218
2023-03-13 12:12:00,0,0,0,214,127,262,0,0,0,0,0,0,0,0,0,260,129,224
2023-03-13 12:14:00,0,0,0,289,198,256,0,0,0,0,0,0,0,0,0,341,208,225
2023-03-13 12:16:00,0,0,0,256,127,277,0,0,0,0,0,0,0,0,0,308,132,234
2023-03-13 12:18:00,0,0,0,222,129,267,0,0,0,0,0,0,0,0,0,273,139,230
2023-03-13 12:20:00,0,0,0,212,124,252,0,0,0,0,0,0,0,0,0,256,127,222
2023-03-13 12:22:00,0,0,0,212,125,267,0,0,0,0,0,0,0,0,0,261,128,228
2023-03-13 12:24:00,0,0,0,291,202,258,0,0,0,0,0,0,0,0,0,343,211,226
2023-03-13 12:26:00,0,0,0,289,159,269,0,0,0,0,0,0,0,0,0,340,162,231
2023-03-13 12:28:00,0,0,0,224,130,280,0,0,0,0,0,0,0,0,0,281,138,238
2023-03-13 12:30:00,0,0,0,217,123,272,0,0,0,0,0,0,0,0,0,273,127,231
2023-03-13 12:32:00,0,0,0,217,128,259,0,0,0,0,0,0,0,0,0,260,137,225
2023-03-13 12:34:00,0,0,0,288,198,252,0,0,0,0,0,0,0,0,0,340,201,222
2023-03-13 12:36:00,0,0,0,289,195,265,0,0,0,0,0,0,0,0,0,341,198,228
2023-03-13 12:38:00,0,0,0,220,129,260,0,0,0,0,0,0,0,0,0,267,137,227
2023-03-13 12:40:00,0,0,0,210,124,257,0,0,0,0,0,0,0,0,0,251,127,220
2023-03-13 12:42:00,0,0,0,214,127,253,0,0,0,0,0,0,0,0,0,259,136,221
2023-03-13 12:44:00,0,0,0,234,197,251,0,0,0,0,0,0,0,0,0,281,200,219
2023-03-13 12:46:00,0,0,0,290,196,268,0,0,0,0,0,0,0,0,0,341,199,231
2023-03-13 12:48:00,0,0,0,218,131,258,0,0,0,0,0,0,0,0,0,264,141,227
2023-03-13 12:50:00,0,0,0,215,123,258,0,0,0,0,0,0,0,0,0,256,127,224
2023-03-13 12:52:00,0,0,0,213,128,254,0,0,0,0,0,0,0,0,0,261,137,222
2023-03-13 12:54:00,0,0,0,216,148,274,0,0,0,0,0,0,0,0,0,272,152,231
2023-03-13 12:56:00,0,0,0,289,195,267,0,0,0,0,0,0,0,0,0,341,200,228
2023-03-13 12:58:00,0,0,0,218,130,260,0,0,0,0,0,0,0,0,0,264,136,226
2023-03-13 13:00:00,0,0,0,213,123,258,0,0,0,0,0,0,0,0,0,256,126,223
2023-03-13 13:02:00,0,0,0,214,129,251,0,0,0,0,0,0,0,0,0,257,138,221
2023-03-13 13:04:00,0,0,0,215,129,252,0,0,0,0,0,0,0,0,0,260,133,221
2023-03-13 13:06:00,0,0,0,288,199,265,0,0,0,0,0,0,0,0,0,344,206,230
2023-03-13 13:08:00,0,0,0,242,127,269,0,0,0,0,0,0,0,0,0,292,130,234
2023-03-13 13:10:00,0,0,0,213,124,261,0,0,0,0,0,0,0,0,0,257,126,226
2023-03-13 13:12:00,0,0,0,213,129,251,0,0,0,0,0,0,0,0,0,257,137,220
2023-03-13 13:14:00,0,0,0,216,128,264,0,0,0,0,0,0,0,0,0,261,133,228
2023-03-13 13:16:00,0,0,0,293,204,267,0,0,0,0,0,0,0,0,0,350,213,230
2023-03-13 13:18:00,0,0,0,286,148,263,0,0,0,0,0,0,0,0,0,340,150,232
2023-03-13 13:20:00,0,0,0,221,127,289,0,0,0,0,0,0,0,0,0,277,130,240
2023-03-13 13:22:00,0,0,0,215,129,258,0,0,0,0,0,0,0,0,0,259,140,224
2023-03-13 13:24:00,0,0,0,218,127,264,0,0,0,0,0,0,0,0,0,259,131,227
2023-03-13 13:26:00,0,0,0,294,200,261,0,0,0,0,0,0,0,0,0,343,210,229
2023-03-13 13:28:00,0,0,0,292,189,263,0,0,0,0,0,0,0,0,0,345,193,231
2023-03-13 13:30:00,0,0,0,214,124,259,0,0,0,0,0,0,0,0,0,257,128,223
2023-03-13 13:32:00,0,0,0,213,124,255,0,0,0,0,0,0,0,0,0,256,131,223
2023-03-13 13:34:00,0,0,0,215,126,263,0,0,0,0,0,0,0,0,0,258,129,226
2023-03-13 13:36:00,0,0,0,250,200,253,0,0,0,0,0,0,0,0,0,302,208,220
2023-03-13 13:38:00,0,0,0,295,197,266,0,0,0,0,0,0,0,0,0,352,199,231
2023-03-13 13:40:00,0,0,0,212,129,247,0,0,0,0,0,0,0,0,0,256,137,218
2023-03-13 13:42:00,0,0,0,210,123,253,0,0,0,0,0,0,0,0,0,256,127,221
2023-03-13 13:44:00,0,0,0,211,125,259,0,0,0,0,0,0,0,0,0,257,128,222
2023-03-13 13:46:00,0,0,0,214,166,253,0,0,0,0,0,0,0,0,0,258,175,220
2023-03-13 13:48:00,0,0,0,294,200,269,0,0,0,0,0,0,0,0,0,345,202,229
2023-03-13 13:50:00,0,0,0,224,134,278,0,0,0,0,0,0,0,0,0,278,143,235
