"Time","Read (192.168.0.211:9796)","Read (192.168.0.221:9796)","Read (192.168.0.222:9796)","Write (192.168.0.211:9796)","Write (192.168.0.221:9796)","Write (192.168.0.222:9796)"
2023-03-13 12:00:00,0,0,0,552960,81010,86244
2023-03-13 12:02:00,0,0,0,674975,1976639,1438197
2023-03-13 12:04:00,0,0,45.5,568661,90522,105040
2023-03-13 12:06:00,0,0,45.5,644983,169529,188279
2023-03-13 12:08:00,0,0,0,693544,163021,217907
2023-03-13 12:10:00,0,0,0,544586,79280,81328
2023-03-13 12:12:00,0,0,0,657226,170530,202433
2023-03-13 12:14:00,0,0,0,590279,88610,102628
2023-03-13 12:16:00,0,0,0,642253,166480,185139
2023-03-13 12:18:00,0,0,0,680346,174353,267651
2023-03-13 12:20:00,0,0,0,530478,87973,92297
2023-03-13 12:22:00,0,0,0,685261,177175,203526
2023-03-13 12:24:00,0,0,0,597788,83285,102491
2023-03-13 12:26:00,0,0,0,641479,165478,186914
2023-03-13 12:28:00,0,0,0,688082,168664,201614
2023-03-13 12:30:00,23848,0,0,632104,74820,85151
2023-03-13 12:32:00,23848,0,0,747884,165615,254362
2023-03-13 12:34:00,0,0,0,590689,83831,152963
2023-03-13 12:36:00,0,0,0,648306,166434,191374
2023-03-13 12:38:00,0,0,0,672700,165842,215450
2023-03-13 12:40:00,0,0,0,531479,81601,81799
2023-03-13 12:42:00,0,0,0,691938,169802,202297
2023-03-13 12:44:00,0,0,0,599745,75230,103037
2023-03-13 12:46:00,0,0,0,624139,159653,187506
2023-03-13 12:48:00,0,0,0,665737,165251,213265
2023-03-13 12:50:00,0,0,0,573941,77961,79508
2023-03-13 12:52:00,0,0,1092,663780,168983,207758
2023-03-13 12:54:00,0,728,1092,597015,85470,106132
2023-03-13 12:56:00,0,0,546,635654,178449,187096
2023-03-13 12:58:00,0,0,0,669332,171258,210625
2023-03-13 13:00:00,0,0,0,557010,75548,81374
2023-03-13 13:02:00,0,0,0,677706,450241,297870
2023-03-13 13:04:00,0,0,0,592919,365591,190418
2023-03-13 13:06:00,0,0,0,638020,170394,177357
2023-03-13 13:08:00,0,0,0,687536,172578,218908
2023-03-13 13:10:00,0,0,0,550411,84014,96802
2023-03-13 13:12:00,0,0,0,684942,172669,217680
2023-03-13 13:14:00,0,0,0,585637,85015,109773
2023-03-13 13:16:00,0,0,0,648897,170849,188780
2023-03-13 13:18:00,0,0,0,677478,175445,211126
2023-03-13 13:20:00,0,0,0,535666,80282,88428
2023-03-13 13:22:00,0,0,0,649398,171577,217634
2023-03-13 13:24:00,0,0,0,584363,82102,104630
2023-03-13 13:26:00,0,0,0,653722,162930,180543
2023-03-13 13:28:00,0,0,0,685761,170985,205801
2023-03-13 13:30:00,0,0,0,544722,84423,89338
2023-03-13 13:32:00,0,0,0,682212,170121,267469
2023-03-13 13:34:00,0,0,0,588140,87745,154647
2023-03-13 13:36:00,0,0,0,614673,168664,193286
2023-03-13 13:38:00,1866,956,0,695865,175309,215404
2023-03-13 13:40:00,1866,2321,2048,552505,93207,92234
2023-03-13 13:42:00,0,91.0,0,695546,182500,262372
2023-03-13 13:44:00,0,0,0,586092,87336,151825
2023-03-13 13:46:00,0,0,0,619770,171122,186368
2023-03-13 13:48:00,2231,0,0,708215,176310,221093
2023-03-13 13:50:00,2230,7509,2412,549228,90931,89520
2023-03-13 13:52:00,0,0,0,677751,171486,220274
2023-03-13 13:54:00,0,0,0,620635,89111,110683
2023-03-13 13:56:00,0,0,0,626460,172624,181453
2023-03-13 13:58:00,0,0,0,651173,169756,211354
2023-03-13 14:00:00,0,0,0,548545,78279,86426
2023-03-13 14:02:00,0,0,0,689766,878729,578310
2023-03-13 14:04:00,0,0,0,562699,83786,101171
2023-03-13 14:06:00,0,45.5,0,645803,186049,182318
2023-03-13 14:08:00,0,45.5,546,727313,214903,350800
2023-03-13 14:10:00,0,0,546,548636,83786,91341
2023-03-13 14:12:00,0,0,0,702874,176174,209670
2023-03-13 14:14:00,0,0,0,586456,82512,107361
2023-03-13 14:16:00,0,0,0,621409,167526,183046
2023-03-13 14:18:00,0,102354,0,689584,237113,261461
2023-03-13 14:20:00,0,0,0,552732,81328,84104
2023-03-13 14:22:00,0,0,0,693271,174217,215591
2023-03-13 14:24:00,0,0,0,577126,88792,101217
2023-03-13 14:26:00,0,0,0,616311,167982,188644
2023-03-13 14:28:00,0,0,0,683531,168619,214084
2023-03-13 14:30:00,0,0,0,561198,79644,72954
2023-03-13 14:32:00,0,0,0,667557,171622,249037
2023-03-13 14:34:00,0,0,0,579129,87836,153873
2023-03-13 14:36:00,0,0,0,634379,177903,190555
2023-03-13 14:38:00,0,0,0,672427,174644,222731
2023-03-13 14:40:00,0,0,0,547135,77187,84924
2023-03-13 14:42:00,0,0,0,669559,172214,207576
2023-03-13 14:44:00,0,0,0,569481,80691,110546
2023-03-13 14:46:00,0,0,0,625778,165478,188780
2023-03-13 14:48:00,0,0,0,674520,168664,209078
2023-03-13 14:50:00,0,0,0,556874,81146,77187
2023-03-13 14:52:00,0,0,0,677934,168073,207030
2023-03-13 14:54:00,0,0,0,622364,84150,104175
2023-03-13 14:56:00,0,0,0,638293,172806,194105
2023-03-13 14:58:00,0,0,0,654086,173989,216906
2023-03-13 15:00:00,0,0,0,554098,79690,76868
2023-03-13 15:02:00,865,0,0,659638,447010,305243
2023-03-13 15:04:00,0,0,0,594375,370142,203575
2023-03-13 15:06:00,0,0,0,790983,171759,183046
2023-03-13 15:08:00,0,0,0,822704,175309,214767
2023-03-13 15:10:00,0,0,0,538670,77551,84787
2023-03-13 15:12:00,0,0,0,683668,173079,217088
2023-03-13 15:14:00,0,0,0,610805,82436,113960
2023-03-13 15:16:00,0,0,865,607755,172715,195425
2023-03-13 15:18:00,0,0,0,688037,176947,217907
2023-03-13 15:20:00,0,0,0,551140,89247,86699
2023-03-13 15:22:00,0,0,0,683031,180406,213629
2023-03-13 15:24:00,0,0,0,580585,85288,113732
2023-03-13 15:26:00,0,0,501,605662,170121,192740
2023-03-13 15:28:00,0,0,0,686490,174171,225234
2023-03-13 15:30:00,0,0,0,549046,83831,86107
2023-03-13 15:32:00,0,0,0,681791,175400,267469
2023-03-13 15:34:00,0,0,0,591235,84014,157878
2023-03-13 15:36:00,0,0,0,626779,178586,183228
2023-03-13 15:38:00,0,0,0,656907,174444,206302
2023-03-13 15:40:00,0,0,0,543130,81055,84514
2023-03-13 15:42:00,0,0,0,681028,178540,265967
2023-03-13 15:44:00,0,0,0,586866,90104,163203
2023-03-13 15:46:00,0,12015,0,629601,179723,203025
2023-03-13 15:48:00,0,0,0,673701,167026,210534
2023-03-13 15:50:00,0,0,0,546998,84196,76595
2023-03-13 15:52:00,0,0,0,666055,171577,208441
2023-03-13 15:54:00,0,0,0,592737,85652,108908
2023-03-13 15:56:00,0,0,0,654677,174353,179541
2023-03-13 15:58:00,0,0,0,675476,174899,218362
2023-03-13 16:00:00,0,0,0,519737,84059,92297
2023-03-13 16:02:00,0,0,0,665964,829909,563610
