"Time","Transmit Total (192.168.0.211:9796)","Transmit Total (192.168.0.221:9796)","Transmit Total (192.168.0.222:9796)","Receive Total (192.168.0.211:9796)","Receive Total (192.168.0.221:9796)","Receive Total (192.168.0.222:9796)"
2023-03-13 12:00:00,259127,133307,201359,158731,119551,186629
2023-03-13 12:02:00,266941,136274,214683,160457,130080,206311
2023-03-13 12:04:00,307203,179961,175868,207294,179994,157414
2023-03-13 12:06:00,241038,135332,195845,163843,122199,188667
2023-03-13 12:08:00,251033,152540,187920,163773,132077,168166
2023-03-13 12:10:00,236171,133436,176442,155886,119804,161664
2023-03-13 12:12:00,243701,132583,189516,158812,121630,182126
2023-03-13 12:14:00,310547,181765,178165,209153,180993,160985
2023-03-13 12:16:00,281685,135066,203597,180912,121969,197671
2023-03-13 12:18:00,256614,156108,197060,166366,132946,179775
2023-03-13 12:20:00,238378,136486,182363,160778,122980,164776
2023-03-13 12:22:00,246265,133748,194939,159147,121414,188627
2023-03-13 12:24:00,314450,186420,180320,208816,183607,165927
2023-03-13 12:26:00,311717,145668,191698,208829,141883,184891
2023-03-13 12:28:00,269681,154403,207283,161392,132109,190808
2023-03-13 12:30:00,257260,134201,197939,157794,120666,184833
2023-03-13 12:32:00,240256,151082,184544,161687,129839,172333
2023-03-13 12:34:00,311889,167871,179420,208736,175382,164080
2023-03-13 12:36:00,310888,158532,190623,210374,168703,181727
2023-03-13 12:38:00,248875,151333,187169,163268,130564,167967
2023-03-13 12:40:00,232946,134014,183320,155215,120539,177947
2023-03-13 12:42:00,240507,151496,179955,157322,129976,162391
2023-03-13 12:44:00,262340,167833,176973,171577,175457,163051
2023-03-13 12:46:00,309260,165213,191590,208334,172955,185470
2023-03-13 12:48:00,244687,157578,184092,162880,134242,167735
2023-03-13 12:50:00,237437,132336,188197,162371,119664,181136
2023-03-13 12:52:00,244753,153823,181769,157502,131263,165383
2023-03-13 12:54:00,261377,147744,197905,151132,142141,186171
2023-03-13 12:56:00,310055,162172,189332,207578,170705,183417
