"Time","Cluster","172.16.66.87:9796","172.16.66.90:9796","172.16.66.91:9796"
2023-03-04 20:30:00,0.0176,0.0197,0.0177,0.0155
2023-03-04 20:32:00,0.0215,0.0203,0.0332,0.0110
2023-03-04 20:34:00,0.0216,0.0203,0.0339,0.0106
2023-03-04 20:36:00,0.0156,0.0233,0.0178,0.00577
2023-03-04 20:38:00,0.0213,0.0214,0.0334,0.00911
2023-03-04 20:40:00,0.0214,0.0199,0.0335,0.0109
2023-03-04 20:42:00,0.0175,0.0207,0.0175,0.0142
2023-03-04 20:44:00,0.0145,0.0166,0.0361,-0.0091
2023-03-04 20:46:00,0.0219,0.0212,0.0334,0.0110
2023-03-04 20:48:00,0.0201,0.0280,0.0215,0.0109
2023-03-04 20:50:00,0.0221,0.0195,0.0343,0.0124
2023-03-04 20:52:00,0.0211,0.0196,0.0345,0.00901
2023-03-04 20:54:00,0.0166,0.0203,0.0174,0.0122
2023-03-04 20:56:00,0.0222,0.0195,0.0333,0.0138
2023-03-04 20:58:00,0.0225,0.0226,0.0340,0.0110
2023-03-04 21:00:00,0.0177,0.0249,0.0174,0.0108
2023-03-04 21:02:00,0.0216,0.0203,0.0338,0.0107
2023-03-04 21:04:00,0.0219,0.0211,0.0341,0.0106
2023-03-04 21:06:00,0.0168,0.0202,0.0192,0.0109
2023-03-04 21:08:00,0.0184,0.0219,0.0341,-0.00079
2023-03-04 21:10:00,0.0213,0.0206,0.0324,0.0107
2023-03-04 21:12:00,0.0157,0.0209,0.0155,0.0107
2023-03-04 21:14:00,0.0208,0.0200,0.0333,0.00889
2023-03-04 21:16:00,0.0207,0.0196,0.0303,0.0122
2023-03-04 21:18:00,0.0170,0.0233,0.0169,0.0108
2023-03-04 21:20:00,0.0220,0.0211,0.0341,0.0108
2023-03-04 21:22:00,0.0216,0.0202,0.0336,0.0112
2023-03-04 21:24:00,0.0163,0.0200,0.0181,0.0107
2023-03-04 21:26:00,0.0210,0.0201,0.0339,0.00909
2023-03-04 21:28:00,0.0214,0.0218,0.0333,0.00924
2023-03-04 21:30:00,0.0168,0.0213,0.0163,0.0129
2023-03-04 21:32:00,0.0203,0.0194,0.0326,0.00893
2023-03-04 21:34:00,0.0235,0.0262,0.0337,0.0106
2023-03-04 21:36:00,0.0156,0.0201,0.0141,0.0125
2023-03-04 21:38:00,0.0218,0.0218,0.0329,0.0107
2023-03-04 21:40:00,0.0215,0.0219,0.0350,0.00773
2023-03-04 21:42:00,0.0173,0.0200,0.0193,0.0125
2023-03-04 21:44:00,0.0197,0.0208,0.0341,0.00404
2023-03-04 21:46:00,0.0216,0.0202,0.0338,0.0107
2023-03-04 21:48:00,0.0158,0.0217,0.0148,0.0108
2023-03-04 21:50:00,0.0233,0.0237,0.0363,0.00997
2023-03-04 21:52:00,0.0213,0.0202,0.0331,0.0105
2023-03-04 21:54:00,0.0159,0.0200,0.0169,0.0107
2023-03-04 21:56:00,0.0209,0.0193,0.0344,0.00909
2023-03-04 21:58:00,0.0228,0.0219,0.0352,0.0114
2023-03-04 22:00:00,0.0181,0.0247,0.0180,0.0117
2023-03-04 22:02:00,0.0217,0.0200,0.0353,0.00980
2023-03-04 22:04:00,0.0217,0.0209,0.0336,0.0106
2023-03-04 22:06:00,0.0162,0.0202,0.0176,0.0107
2023-03-04 22:08:00,0.0218,0.0198,0.0349,0.0107
2023-03-04 22:10:00,0.0223,0.0231,0.0325,0.0112
2023-03-04 22:12:00,0.0187,0.0272,0.0181,0.0107
2023-03-04 22:14:00,0.0223,0.0222,0.0342,0.0107
2023-03-04 22:16:00,0.0210,0.0225,0.0297,0.0107
2023-03-04 22:18:00,0.0158,0.0216,0.0214,0.00438
2023-03-04 22:20:00,0.0226,0.0228,0.0338,0.0111
2023-03-04 22:22:00,0.0197,0.0202,0.0282,0.0109
2023-03-04 22:24:00,0.0181,0.0210,0.0225,0.0108
2023-03-04 22:26:00,0.0224,0.0203,0.0362,0.0107
2023-03-04 22:28:00,0.0217,0.0215,0.0328,0.0107
