"Time","sum(irate({__name__=~""node_cpu_seconds_total|windows_cpu_time_total"",mode!=""idle""}[5m]))"
2023-03-04 11:00:00,2.31
2023-03-04 11:20:00,1.67
2023-03-04 11:40:00,2.25
2023-03-04 12:00:00,1.78
2023-03-04 12:20:00,2.22
2023-03-04 12:40:00,2.00
2023-03-04 13:00:00,2.23
2023-03-04 13:20:00,2.20
2023-03-04 13:40:00,1.99
2023-03-04 14:00:00,2.24
2023-03-04 14:20:00,1.66
2023-03-04 14:40:00,2.29
2023-03-04 15:00:00,2.23
2023-03-04 15:20:00,1.87
2023-03-04 15:40:00,2.29
2023-03-04 16:00:00,1.83
2023-03-04 16:20:00,2.19
2023-03-04 16:40:00,2.27
2023-03-04 17:00:00,1.63
2023-03-04 17:20:00,2.31
2023-03-04 17:40:00,2.31
2023-03-04 18:00:00,1.61
2023-03-04 18:20:00,2.26
2023-03-04 18:40:00,2.31
2023-03-04 19:00:00,1.70
2023-03-04 19:20:00,2.27
2023-03-04 19:40:00,2.34
2023-03-04 20:00:00,1.62
2023-03-04 20:20:00,2.33
2023-03-04 20:40:00,2.29
2023-03-04 21:00:00,1.61
2023-03-04 21:20:00,2.28
2023-03-04 21:40:00,2.36
2023-03-04 22:00:00,1.77
2023-03-04 22:20:00,2.35
2023-03-04 22:40:00,2.18
2023-03-04 23:00:00,2.20
2023-03-04 23:20:00,2.38
2023-03-04 23:40:00,1.62
2023-03-05 00:00:00,2.35
2023-03-05 00:20:00,2.08
2023-03-05 00:40:00,1.94
2023-03-05 01:00:00,2.30
2023-03-05 01:20:00,2.04
2023-03-05 01:40:00,2.07
2023-03-05 02:00:00,2.27
2023-03-05 02:20:00,1.68
2023-03-05 02:40:00,2.36
2023-03-05 03:00:00,2.32
2023-03-05 03:20:00,1.63
2023-03-05 03:40:00,2.33
2023-03-05 04:00:00,2.00
2023-03-05 04:20:00,1.92
2023-03-05 04:40:00,2.30
2023-03-05 05:00:00,1.93
2023-03-05 05:20:00,2.22
2023-03-05 05:40:00,2.29
2023-03-05 06:00:00,1.55
2023-03-05 06:20:00,2.35
2023-03-05 06:40:00,2.30
2023-03-05 07:00:00,1.70
2023-03-05 07:20:00,2.40
2023-03-05 07:40:00,2.33
2023-03-05 08:00:00,1.73
2023-03-05 08:20:00,2.33
2023-03-05 08:40:00,1.97
2023-03-05 09:00:00,2.10
2023-03-05 09:20:00,2.32
2023-03-05 09:40:00,1.68
2023-03-05 10:00:00,2.26
2023-03-05 10:20:00,2.31
2023-03-05 10:40:00,1.71
2023-03-05 11:00:00,2.23
2023-03-05 11:20:00,2.38
2023-03-05 11:40:00,1.67
2023-03-05 12:00:00,2.21
2023-03-05 12:20:00,2.31
2023-03-05 12:40:00,1.61
2023-03-05 13:00:00,2.37
2023-03-05 13:20:00,2.35
2023-03-05 13:40:00,1.73
2023-03-05 14:00:00,2.40
2023-03-05 14:20:00,2.37
2023-03-05 14:40:00,1.72
2023-03-05 15:00:00,2.31
2023-03-05 15:20:00,2.34
2023-03-05 15:40:00,1.68
2023-03-05 16:00:00,2.25
2023-03-05 16:20:00,2.28
2023-03-05 16:40:00,1.68
2023-03-05 17:00:00,2.31

