"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc045e0df77a65)","Transmit Total (lxc04ba3655f7bb)","Transmit Total (lxc058f11ae84e2)","Transmit Total (lxc101aa30b6d42)","Transmit Total (lxc1055eece523d)","Transmit Total (lxc17545d6a2c13)","Transmit Total (lxc1b3ec4421f95)","Transmit Total (lxc25dc796f779e)","Transmit Total (lxc2cf3504ea230)","Transmit Total (lxc2f20023e145d)","Transmit Total (lxc42de66ecdcc8)","Transmit Total (lxc53962ca4487f)","Transmit Total (lxc586756a19dbd)","Transmit Total (lxc6609bc973c6e)","Transmit Total (lxc8f825b75ba1b)","Transmit Total (lxc901c98c966b2)","Transmit Total (lxc970c5453f2c7)","Transmit Total (lxc9bf9c5e25fda)","Transmit Total (lxc9d9580e18417)","Transmit Total (lxc_health)","Transmit Total (lxca3d1fbc08b7c)","Transmit Total (lxcaee2fab0754f)","Transmit Total (lxcb3f5b6163447)","Transmit Total (lxcbba06f29c914)","Transmit Total (lxccc10b9c35713)","Transmit Total (lxccd3f5d5c9dab)","Transmit Total (lxcd19ab656bbb2)","Transmit Total (lxcd4e1a68a8393)","Transmit Total (lxcf0be76b85bba)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc045e0df77a65)","Receive Total (lxc04ba3655f7bb)","Receive Total (lxc058f11ae84e2)","Receive Total (lxc101aa30b6d42)","Receive Total (lxc1055eece523d)","Receive Total (lxc17545d6a2c13)","Receive Total (lxc1b3ec4421f95)","Receive Total (lxc25dc796f779e)","Receive Total (lxc2cf3504ea230)","Receive Total (lxc2f20023e145d)","Receive Total (lxc42de66ecdcc8)","Receive Total (lxc53962ca4487f)","Receive Total (lxc586756a19dbd)","Receive Total (lxc6609bc973c6e)","Receive Total (lxc8f825b75ba1b)","Receive Total (lxc901c98c966b2)","Receive Total (lxc970c5453f2c7)","Receive Total (lxc9bf9c5e25fda)","Receive Total (lxc9d9580e18417)","Receive Total (lxc_health)","Receive Total (lxca3d1fbc08b7c)","Receive Total (lxcaee2fab0754f)","Receive Total (lxcb3f5b6163447)","Receive Total (lxcbba06f29c914)","Receive Total (lxccc10b9c35713)","Receive Total (lxccd3f5d5c9dab)","Receive Total (lxcd19ab656bbb2)","Receive Total (lxcd4e1a68a8393)","Receive Total (lxcf0be76b85bba)"
2023-03-16 01:46:00,0,13639,36458,161279,0,1936,130,157,32.9,131,2009,66.3,422,0,7139,78.5,4.39,147,87.6,0,17676,1987,129,32.3,1614,66.6,19,355,0,0,133,174,0,13639,0,21500,80645,0,195,30.3,88.1,28.8,31.6,2323,40.6,6284,0,1101,3586,4.79,136,68.8,0,17554,227,30.3,26.2,16289,41.7,38.5,445,0,0,31.6,582,0
2023-03-16 01:48:00,0,12807,36209,183971,0,1867,124,163,32.9,121,1948,66.8,422,0,7040,120,3.60,145,87.5,0,17669,1888,135,32.3,1552,67.1,19,361,0,0,127,173,0,12807,0,20665,80123,0,195,29.0,95.7,23.5,29.0,2322,41.4,6283,0,1139,3650,3.60,133,68.8,0,17562,215,31.6,26.2,16284,42.5,38.5,450,0,0,30.3,575,0
2023-03-16 01:50:00,0,9847,59102,180237,0,1794,129,163,31.5,132,1857,67.2,1725,0,6862,80.6,7.33,147,87.7,0,17672,1817,124,32.0,1488,66.9,375,386,0.389,0,128,21888,0,9847,0,20490,80035,0,199,30.3,95.4,21.0,31.6,2198,43.0,25703,0,1153,3612,8.52,134,67.7,0,17551,227,34.0,26.0,16290,41.4,669,490,0,0,30.3,24379,0
2023-03-16 01:52:00,0,10660,46702,174004,0,1870,136,166,31.5,126,1943,66.1,1205,0,7030,78.8,4.17,145,87.8,0,17676,1892,135,32.0,1565,67.3,375,384,0,0,128,9674,0,10660,0,20097,79608,0,193,31.6,99.0,21.3,35.9,2298,41,14865,0,1113,3593,4.56,134,68.0,0,17554,217,36.7,26.0,16295,42.8,669,489,0,0,30.3,11005,0
2023-03-16 01:54:00,0,9966,35830,157035,0,1791,124,160,32.1,126,1851,65.3,420,0,6900,82,3.13,145,87.3,0,17671,1811,135,32.0,1512,66.7,19,337,0,0,128,168,0,9966,0,17837,76235,0,191,29.0,97.4,28.8,30.3,2200,40.6,6284,0,1083,3701,3.13,132,67.3,0,17561,220,31.6,26.0,16293,42.2,38.5,409,0,0,30.7,576,0
2023-03-16 01:56:00,0,11821,36402,161118,0,1950,124,162,33.5,121,2006,65.8,422,0.389,7160,81.4,3.70,148,87.4,0,17667,1960,129,32.3,1608,65.9,19,335,0,0,128,178,0,11821,0,19661,78565,0,208,29.0,99.3,30.0,29.0,2318,41,6287,0,1118,3648,4.09,139,66.6,0,17553,214,30.3,26.2,16282,42.1,38.5,407,0,0,35.7,585,0
2023-03-16 01:58:00,0,12206,36195,160524,0,1884,119,167,32.9,116,1948,65.7,421,0.389,7074,121,6.13,146,87.6,0,17672,1896,124,32.0,1552,65.8,19.0,369,0,0,122,175,0,12206,0,20055,78854,0,194,27.6,101,24.0,27.6,2319,41.0,6282,0,1139,3679,7.41,132,66.6,0,17554,215,29.0,26.0,16289,42.5,38.5,461,0,0,29.0,586,0
2023-03-16 02:00:00,0,11178,59078,180382,0,1795,124,162,32.1,121,1857,65.8,1723,0,6856,79.9,3.27,147,88.4,0,17679,1812,124,31.6,1498,65.6,375,393,0,0,117,21744,0,11178,0,21816,81579,0,192,29.0,93.4,22.9,29.0,2200,42.1,25564,0,1109,3588,3.27,132,67.3,0,17561,216,29.0,25.5,16288,41,669,503,0.389,0,27.7,24277,0
2023-03-16 02:02:00,0,10443,59350,186344,0.389,1917,130,160,34.3,132,1938,66.0,1721,0,7062,79.9,3.27,146,88,0,17674,1943,123,31.6,1588,66.6,375,386,0,0,128,21747,0,10443,0,21099,81272,0,204,30.3,92.0,25.6,31.6,2278,41,25570,0,1110,3617,3.27,134,67.7,0,17558,235,29.4,25.5,16295,42.8,669,488,0.389,0,30.3,24285,0
2023-03-16 02:04:00,0,10754,35874,163032,0.389,2544,124,161,32.9,131,1860,65.8,419,0,13403,80.2,3.03,151,87.6,0,17676,2569,129,31.6,2077,65.8,19,342,0,0,133,176,0,10754,0,18638,83188,0,209,29.0,99.8,22.7,31.6,2198,40.6,6286,0,1347,3640,3.03,136,67.3,0,17560,235,30.7,25.5,16311,41.4,38.9,424,0,0,31.6,582,0
2023-03-16 02:06:00,0,12193,35930,183405,0,1791,130,170,30.7,121,1904,66.4,416,0,6835,80.5,3.93,150,88.0,0,17690,1815,135,31.6,1514,66.5,19.0,344,0,0,127,176,0,12193,0,20080,79089,0,185,30.3,111,19.7,29.0,2335,41.7,6285,0,1113,3685,9.46,135,66.9,0,17576,221,31.6,25.5,16294,41.7,38.5,423,0,0,30.3,579,0
2023-03-16 02:08:00,0,12294,36221,164731,0,1870,124,160,31.5,121,1965,66.5,416,0,7085,118,5.47,146,86.9,0.389,17678,1895,124,31.6,1584,66.9,19,367,0,0,122,173,0,12294,0,20187,79279,0,196,29.0,91.9,21.6,29.0,2342,42.5,6285,0,1120,3601,11.8,131,66.6,0,17573,214,29.0,25.5,16305,42.5,38.5,459,0,0,29.0,573,0
2023-03-16 02:10:00,0,11423,54678,175515,0,1806,136,159,31.5,126,1836,65.8,1186,0,6878,81.0,4.31,148,87.7,0,17676,1831,124,31.6,1502,66.7,19,331,0,0,122,18167,0,11423,0,21080,80385,0,185,31.6,89.7,22.3,30.3,2200,40.6,22281,0,1104,3642,4.69,131,67.3,0,17563,225,29.0,25.5,16305,42.8,38.5,397,0,0,29.0,20343,0
2023-03-16 02:12:00,0,10895,59371,186094,0,1888,136,163,33.5,132,1941,67.4,1721,0,7031,79.1,5.71,146,87.7,0,17658,1910,129,31.6,1564,66.6,375,385,0,0,128,21788,0,10895,0,21507,81621,0,203,31.6,102,24.5,31.6,2294,42.5,25612,0,1141,3616,6.46,133,67.7,0,17552,229,30.3,25.5,16303,42.1,669,491,0,0,30.3,24324,0
2023-03-16 02:14:00,0,10203,36074,156815,0,1889,124,163,30.7,121,1916,66.9,420,0,6998,78.1,3.93,146,86.7,0,17659,1898,135,31.6,1561,66.0,19,340,0,0,133,174,0,10203,0,18058,76597,0,197,29.0,102,20.8,29.0,2201,43.2,6284,0,1140,3569,4.30,135,65.8,0,17548,222,31.6,25.5,16289,41,38.5,409,0,0,31.6,581,0
2023-03-16 02:16:00,0,10584,35857,157958,0,1793,124,158,32.1,121,1891,65.6,421,0,6840,78.1,4.07,147,85.8,0,17674,1811,123,31.6,1513,66.3,19,338,0,0.389,122,176,0,10584,0,18449,76836,0,201,29.0,90.3,22.3,29.0,2326,40.6,6284,0,1113,3569,4.88,132,64.4,0,17555,215,29.0,25.5,16302,42.1,38.5,404,0,0,29.0,593,0
2023-03-16 02:18:00,0,12603,36196,160418,0,1872,119,158,34.7,115,1959,65.7,419,0,7023,119,4.87,149,86.4,0,17682,1888,124,31.6,1614,66.3,19,359,0,0,117,178,0,12603,0,20511,79423,0,190,27.7,90.0,25.0,27.7,2324,41,6284,0,1114,3678,5.68,134,65.1,0,17562,225,29.0,25.5,16302,41.4,38.5,439,0,0,27.7,588,0
2023-03-16 02:20:00,0,9755,38429,157558,0,1804,136,164,31.9,137,1843,65.8,526,0,6844,81.6,5.33,148,87.7,0,17680,1820,123,31.6,1514,66.7,19,333,0,0,116,2689,0,9755,0,17888,76303,0,197,31.6,97.0,22.7,32.9,2190,41.4,8518,0,1097,3687,6.08,130,67.3,0,17568,218,29.0,25.5,16280,42.1,38.5,398,0,0,27.7,3338,0
2023-03-16 02:22:00,0,10687,59728,189265,0,1932,129,164,32.1,126,2000,66.1,1724,0,7143,80.3,3.27,148,88.1,0,17675,1957,135,31.6,1655,66.3,375,378,0,0,133,21942,0,10687,0,21350,81622,0,193,30.3,103,22.7,30.3,2300,41.7,25765,0,1095,3686,3.27,131,68.0,0,17570,224,31.6,25.5,16295,41.4,669,475,0,0,31.6,24453,0
2023-03-16 02:24:00,0.389,12052,36120,156958,0,1864,130,160,32.2,126,1920,66.1,425,0,7006,80.9,3.42,147,88.0,0,17673,1884,124,32.0,1568,66.1,19,332,0,0,121,181,0,12052,0.389,19923,78526,0,191,30.3,92.8,21.7,30.3,2209,40.6,6283,0.389,1087,3709,3.03,133,67.3,0,17551,213,29.0,26.0,16276,42.8,38.5,396,0,0,29.0,591,0
2023-03-16 02:26:00,0.389,11636,35898,158196,0,1823,130,157,54.0,132,1893,66.2,421,0,6895,79.8,4.46,150,88.0,0,17678,1829,129,32.4,1524,67.0,19,335,0,0,128,179,0,11636,0.389,19517,77968,0,204,30.3,88.0,62.4,31.6,2328,40.6,6279,0.389,1108,3656,4.52,133,66.6,0,17557,221,30.3,26.0,16292,42.8,38.5,406,0,0,30.3,582,0
2023-03-16 02:28:00,0,11664,36168,160424,0,1894,130,164,57.8,126,1970,65.7,422,0,7045,117,4.73,147,87.8,0,17670,1909,135,32.2,1574,66.8,19,351,0,0,134,156,0,11664,0,19538,78370,0,199,35.2,97.5,65.2,30.3,2319,40.6,6281,0,1106,3600,5.54,134,68.0,0,17561,218,31.6,25.7,16278,41.7,38.5,432,0,0,31.6,575,0
2023-03-16 02:30:00,0,9967,35815,154378,0,1784,113,164,33.1,121,1854,66.1,422,0,6846,80.6,4.40,147,88.0,0,17695,1809,124,31.6,1484,66.6,19,333,0,0,122,165,0.389,9967,0,17836,75966,0,186,31.3,97.4,22.6,29.0,2191,41.7,6281,0,1111,3625,4.77,132,68.4,0,17573,221,29.0,25.5,16283,41,38.5,398,0,0,29.0,575,0
2023-03-16 02:32:00,0,12056,59781,197180,0,1944,108,157,32.1,105,1995,66.3,1721,0,7123,77.8,4.63,148,87.7,0,17683,1956,112,31.8,1600,66.6,375,386,0,0,117,21917,0,12056,0,22679,82969,0,201,25.0,88.7,27.4,25.0,2295,41,25748,0,1068,3563,5.06,133,67.3,0.389,17561,216,26.3,25.7,16288,41.4,669,490,0,0.389,27.7,24469,0
2023-03-16 02:34:00,0,11094,36107,180287,0,1879,113,160,30.7,116,1920,66.8,421,0,6985,80.5,5,145,87.7,0,17688,1893,107,31.8,1586,66.0,19,337,0,0,106,177,0,11094,0,18981,78121,0,200,26.7,97.4,20.4,27.7,2201,41.7,6284,0,1113,3709,5.39,136,66.6,0,17563,217,25.0,25.7,16278,40.6,38.5,407,0,0,25.0,581,0
2023-03-16 02:36:00,0,11587,35890,159804,0,1783,124,166,32.9,121,1900,66.8,422,0,6850,80.9,6.40,144,88.1,0,17669,1825,118,31.6,1538,66.9,19,338,0,0,117,173,0,11587,0,19473,78036,0.389,182,29.0,100,23.2,29.4,2322,42.1,6282,0,1122,3687,7.22,134,66.2,0,17551,222,27.7,25.5,16296,41.4,38.5,410,0,0,27.7,580,0
2023-03-16 02:38:00,0,12315,36164,164486,0,1873,124,164,32.9,126,1979,66.5,422,0,7035,117,5.57,147,88.5,0,17678,1891,129,31.6,1582,66.8,19,354,0,0,122,174,0,12315,0,20184,79210,0,206,29.0,97.5,23.6,30.3,2331,41.7,6282,0,1116,3579,6.37,132,66.9,0,17551,225,35.2,25.5,16292,41,38.5,432,0,0,29.0,583,0
2023-03-16 02:40:00,0,10888,35814,154387,0,1773,124,159,32.1,116,1864,66.1,421,0,6827,80.3,4.07,148,88.2,0,17681,1786,129,31.6,1497,66.0,19,333,0,0,122,166,0,10888,0,18752,76955,0,177,29.0,91.9,22.3,32.6,2205,42.1,6283,0,1089,3589,4.46,130,67.3,0,17553,192,35.2,25.5,16276,41,38.5,389,0,0,29.0,574,0
2023-03-16 02:42:00,0,12695,59845,187305,0,1935,114,162,32.9,110,2009,66.3,1723,0,7108,79.8,5.81,148,87.6,0,17700,1946,117,31.6,1607,66.4,375,388,0,0,116,21927,0,12695,0,23333,83597,0,196,26.3,98.8,24.2,26.3,2313,42.1,25758,0,1117,3662,5.92,138,66.2,0,17569,214,27.7,25.5,16291,41.7,669,490,0,0,27.7,24489,0.389
2023-03-16 02:44:00,0,12545,50828,173082,0,1861,130,163,30.7,126,1927,66.1,1367,0,6939,79.8,6.04,147,86.9,0,17702,1891,118,31.6,1564,66.2,375,383,0,0,117,13558,0,12545,0,22372,81903,0,189,30.3,96.4,20.1,30.3,2209,40.6,18330,0,1078,3662,6.13,138,66.2,0,17577,219,27.7,25.5,16272,41.4,669,489,0,0,27.7,15294,0.389
2023-03-16 02:46:00,0,12060,35911,158821,0,1790,124,162,32.9,126,1897,66.9,419,0,6879,80.1,3.93,148,87.4,0,17684,1857,128,31.6,1502,66.3,19,350,0,0,121,167,0,12060,0,19942,101919,0,189,29.0,93.7,28.1,30.3,2319,42.1,6286,0,1124,3656,4.30,132,66.6,0,17557,230,30.3,25.5,16282,41.1,38.5,436,0,0,33.9,579,0
2023-03-16 02:48:00,0,12248,36185,160327,0,1867,135,162,32.1,126,1955,66.1,419,0,7012,120,3.27,147,88.2,0,17678,1883,129,31.6,1565,66.8,19,359,0,0,128,179,0,12248,0,20118,78842,0,194,31.6,93.9,21.9,30.3,2318,41.1,6287,0,1103,3696,3.27,133,68.0,0,17560,214,30.3,25.5,16289,41.5,38.5,442,0,0,30.3,579,0
2023-03-16 02:50:00,0,11239,35823,154462,0,1780,130,163,30.7,121,1866,66.0,418,0,6822,81.7,4.67,149,87.4,0,17677,1796,129,31.6,1483,66.7,19,338,0.389,0,128,180,0,11239,0,19091,77287,0,187,30.3,101,20.1,29.0,2210,40.6,6285,0,1084,3711,10.6,136,68.4,0,17554,206,30.3,25.5,16294,41.7,38.5,405,0,0,30.3,581,0
2023-03-16 02:52:00,0,11054,59816,189368,0,1936,124,166,32.9,126,2015,66.5,1719,0,7142,78.1,4.87,146,86.2,0,17671,1957,124,31.6,1601,66.3,375,378,0.389,0,122,21980,0,11054,0,21677,81947,0,197,29.0,105,23.5,30.3,2317,43.9,25808,0,1088,3639,5.66,133,65.5,0,17552,229,29.0,25.5,16290,41.4,669,482,0,0,29.0,24516,0
2023-03-16 02:54:00,0,9867,59509,206558,0,1864,136,162,32.3,126,1926,66.4,1723,0,7005,78.7,4.07,148,86.4,0,17671,1890,124,31.6,1557,66.0,375,379,0,0,128,21982,0,9867,0,20506,80989,0,186,31.6,96.4,23.4,30.3,2206,41.7,25809,0,1072,3669,4.49,132,65.1,0,17559,221,29.0,25.5,16274,40.6,669,480,0,0,30.7,24518,0
2023-03-16 02:56:00,0,13308,35918,181701,0,1785,119,157,30.7,116,1899,65.8,423,0,6853,80.5,5.70,144,88.2,0,17667,1794,124,31.6,1524,66.1,19,334,0,0,128,180,0,13308,0,21180,80245,0,192,27.7,88.1,20.8,27.7,2321,40.6,6284,0,1121,3686,11.7,134,68.4,0,17559,201,29.0,25.5,16285,40.6,38.5,407,0,0,30.3,583,0
2023-03-16 02:58:00,0,13524,36217,160382,0.389,1856,124,161,32.1,126,1966,65.8,422,0,6991,118,3.93,148,87.8,0,17672,1882,112,31.6,1557,66.7,19,362,0,0,117,175,0,13524,0,21385,80255,0,188,29.0,93.9,22.3,30.3,2347,40.6,6287,0,1090,3627,4.36,134,67.3,0,17558,219,26.3,25.5,16285,42.1,38.5,448,0,0,27.7,578,0
2023-03-16 03:00:00,0,12468,36385,157709,0,1932,136,164,32.9,126,1991,65.9,421,0.389,7084,80.6,4.31,148,87.7,0,17658,1953,124,31.6,1617,66.5,19,334,0,0,128,179,0,12468,0,20320,79177,0,187,31.6,103,23.1,30.3,2220,41.1,6286,0,1061,3642,4.73,135,66.6,0,17553,216,29.4,25.5,16281,42.1,38.5,400,0,0,30.3,581,0
2023-03-16 03:02:00,0,11131,51769,176127,0,1815,119,162,32.1,115,1878,66.3,1065,0,6861,79.9,4.74,146,87.6,0,17671,1819,135,31.6,1516,66.1,19,340,0,0,128,15406,0,11131,0,20525,79779,0,201,27.7,99.5,22.7,27.7,2297,41.5,19824,0,1086,3634,5.53,133,66.9,0,17553,220,31.6,25.5,16298,41,38.5,411,0,0,30.3,17293,0
2023-03-16 03:04:00,0,11143,59524,182742,0,1885,113,163,30.7,121,1916,66.1,1721,0,6985,78.2,3.70,147,87.6,0,17687,1896,112,31.8,1567,66.3,375,382,0,0,116,21920,0,11143,0,21779,81819,0,203,26.3,96.1,21.2,29.0,2188,41.4,25766,0,1149,3570,4.07,133,66.9,0,17570,221,26.3,25.7,16309,42.1,669,480,0,0,27.7,24474,0
2023-03-16 03:06:00,0,11622,35914,159846,0,1787,130,160,32.1,131,1894,65.8,422,0,6869,81.0,3.70,149,88.1,0,17684,1810,124,32.0,1527,66.0,19,333,0,0,122,177,0,11622,0,19508,77957,0,177,30.3,92.3,21.4,31.6,2309,41,6284,0,1112,3693,4.09,136,66.9,0,17580,206,29.0,26.0,16293,41.4,38.9,401,0.389,0,29.0,581,0
2023-03-16 03:08:00,0,14243,36520,165873,0,1928,130,164,32.8,126,2019,66.0,421,0,7164,118,5.93,144,88.6,0,17688,1936,135,31.8,1607,65.9,19,357,0,0,133,179,0,14243,0,22118,81278,0,173,30.3,102,23.5,30.3,2318,40.6,6282,0,1037,3672,6.73,134,67.7,0,17574,183,31.6,25.7,16261,41,38.5,440,0.389,0,31.6,587,0
2023-03-16 03:10:00,0,11489,36087,166118,0,1846,129,160,30.7,132,1920,66.4,422,0,6906,80.4,5.93,145,87.9,0.389,17669,1858,130,31.6,1536,65.9,19,329,0,0,122,169,0,11489,0,19345,77706,0,180,30.3,96.8,21.2,31.6,2194,41.4,6278,0,1035,3634,6.73,133,66.6,0,17550,183,30.3,25.5,16251,41,38.5,391,0,0,29.0,571,0
2023-03-16 03:12:00,0,11226,35894,168223,0,1746,141,166,31.5,137,1890,66.9,420,0,6812,80.0,4.30,146,87.9,0.389,17679,1780,129,31.6,1483,66.2,19,343,0,0,128,174,0,11226,0,19103,77252,0,154,32.9,100,21.3,32.9,2300,42.6,6281,0,1075,3633,5.04,132,66.6,0,17556,190,30.3,25.5,16265,41.7,38.5,415,0,0,30.3,577,0
2023-03-16 03:14:00,0,12975,59418,182364,0,1836,130,164,31.9,126,1913,66.4,1723,0,6889,80.0,3.93,147,87.9,0,17697,1858,135,31.6,1546,66.4,375,379,0,0,133,21796,0,12975,0,23619,83394,0,149,30.3,97.6,22.1,30.3,2197,41.8,25615,0,1057,3610,4.67,133,66.6,0,17560,184,31.6,25.5,16262,42.5,669,479,0,0,31.6,24346,0
2023-03-16 03:16:00,0,13918,35957,157946,0,1767,130,159,33.3,121,1897,66.5,422,0,6740,79.0,4.54,145,87.5,0,17678,1780,124,31.6,1472,67.5,19,341,0,0,122,175,0,13918,0,21771,80049,0,161,35.2,89.9,22.9,29.0,2313,41.4,6286,0,1038,3593,4.90,132,66.2,0,17559,180,29.0,25.5,16253,44.0,38.5,412,0,0,29.0,588,0
2023-03-16 03:18:00,0,12455,36459,161427,0,1915,130,161,32.9,126,2017,65.8,422,0,7064,118,4.74,145,87.5,0,17660,1930,123,31.6,1600,66.0,19,381,0,0,122,163,0,12455,0,20323,78995,0,170,35.2,98.8,23.7,30.3,2317,40.3,6283,0,1048,3638,5.53,133,67.3,0,17562,186,29.0,25.5,16258,41.4,38.5,449,0,0,29.0,581,0
2023-03-16 03:20:00,0,10656,36108,156157,0,1845,130,164,32.1,126,1913,66.8,420,0,6883,80.7,5.10,146,86.9,0,17682,1855,135,32.0,1535,66.3,19,334,0,0.389,133,156,0,10656,0,18521,76688,0,155,30.3,104,22.3,30.3,2191,42.8,6283,0.389,1029,3641,6.31,133,65.5,0,17577,182,31.6,26.0,16263,41.8,38.5,398,0,0,31.6,571,0
2023-03-16 03:22:00,0.389,11007,35879,183771,0,1775,130,161,31.5,126,1888,66.4,419,0,6826,79.5,4.32,146,86.7,0,17689,1789,128,32.3,1478,66.0,19,334,0,0,127,173,0,11007,0.389,18881,77717,0,163,30.3,98.7,21.2,30.3,2306,42.8,6283,0,1045,3633,4.32,133,65.8,0,17566,178,30.3,26.2,16257,41.5,38.5,400,0,0,30.3,578,0
2023-03-16 03:24:00,0,11185,59519,182795,0,1858,124,160,32.9,120,1916,66.4,1718,0,6967,79.1,5.09,149,87.5,0,17681,1877,129,32.3,1535,67.1,375,378,0,0,128,21986,0,11185,0,21822,81650,0,182,29.0,91.8,22.8,29.0,2193,42.1,25802,0,1056,3609,5.89,133,67.7,0,17562,206,30.3,26.2,16278,42.2,669,476,0,0,30.3,24486,0
2023-03-16 03:26:00,0,13516,37548,160103,0,1788,119,166,32.1,121,1902,66.1,838,0,6837,78.3,4.67,147,87.5,0,17677,1801,118,32.7,1475,66.3,375,384,0,0,122,1049,0,13516,0,22055,80974,0,194,27.7,99.2,22.3,29.0,2321,42.1,7193,0,1109,3609,5.06,130,68.0,0,17556,212,32.6,26.2,16285,40.6,669,487,0,0,29.0,1553,0
2023-03-16 03:28:00,0,14071,36504,161675,0,1929,124,159,31.5,121,2033,66.2,421,0,7134,119,4.43,147,86.3,0,17694,1952,124,32.3,1631,66.6,19,368,0,0,122,179,0,14071,0,21976,81120,0,190,29.0,90.2,22.1,33.9,2338,42.1,6285,0,1103,3684,4.82,132,66.6,0,17563,215,33.9,26.2,16277,42.1,38.5,453,0,0,29.0,583,0
2023-03-16 03:30:00,0,10258,36075,156263,0,1871,119,164,30.7,116,1908,66.9,419,0,6974,81.5,4.40,144,86.5,0,17677,1886,124,31.8,1586,67.1,19,334,0,0,122,175,0,10258,0,18144,76589,0,195,27.7,97.8,21.2,27.1,2191,42.1,6286,0,1113,3671,4.83,139,65.8,0,17556,214,29.0,25.7,16295,42.1,38.5,400,0,0,29.0,586,0
2023-03-16 03:32:00,0,11172,35887,158488,0,1797,119,161,35.0,121,1886,67.0,418,0,6861,80,5.80,144,88.3,0,17667,1815,118,31.6,1507,66.8,19.4,343,0,0,122,171,0,11172,0,19045,77515,0,199,27.7,99.6,30.6,29.0,2311,42.1,6288,0,1126,3640,6.56,133,67.3,0,17558,222,27.7,25.5,16290,42.5,38.5,419,0,0,29.0,573,0
2023-03-16 03:34:00,0,12065,59516,182538,0,1861,119,161,33.6,116,1933,66.6,1718,0,6925,80,5.80,145,88.0,0,17667,1878,124,31.8,1549,66.5,375,379,0,0,122,21884,0.389,12065,0,22697,82721,0,184,27.7,98.5,23.8,27.7,2215,41.1,25732,0,1074,3640,6.56,133,67.7,0,17557,203,29.0,25.7,16279,41.4,669,478,0,0.389,33.9,24442,0
2023-03-16 03:36:00,0,12430,53724,179483,0,1792,124,167,30.7,121,1892,66.3,1493,0,6801,79.1,3.97,146,87.6,0,17694,1801,118,32.3,1493,65.8,375,382,0,0,122,16587,0.389,12430,0,22554,82131,0,199,29.0,101,21.2,29.4,2332,40.7,21016,0,1089,3610,3.97,134,67.3,0.389,17561,213,27.7,26.2,16279,41,669,482,0,0.389,29.0,18616,0
2023-03-16 03:38:00,0,12419,36439,165510,0,1927,136,164,32.1,132,2021,66.3,419,0,7207,119,3.73,146,88.4,0,17684,1949,124,32.3,1605,65.9,19,361,0,0,122,183,0,12419,0,20297,79418,0,192,32.0,98.2,27.6,32.0,2333,41.4,6287,0,1122,3626,3.73,132,67.7,0.389,17552,221,29.0,26.2,16285,41.7,38.5,449,0,0,29.0,590,0
2023-03-16 03:40:00,0,11489,36093,156366,0,1861,124,159,32.9,126,1912,66.0,418,0,7031,80.2,4.53,145,88.4,0,17697,1890,128,31.8,1546,66.1,19,338,0,0,133,176,0,11489,0,19358,77938,0,192,29.4,90.9,23.4,30.3,2194,42.8,6288,0,1140,3612,10.1,133,68.0,0,17554,223,30.3,25.7,16279,43.6,38.5,408,0,0,31.6,586,0
2023-03-16 03:42:00,0,10850,35858,158478,0,1817,125,159,55.2,115,1888,65.7,418,0,6920,79.3,5.10,149,88.4,0,17679,1839,124,31.6,1525,66.7,19,342,0,0,117,167,0,10850,0,18732,77215,0.389,211,29.0,95.1,62.4,27.7,2307,42.5,6287,0,1101,3587,5.92,135,68.8,0,17553,220,29.0,25.5,16296,42.6,38.5,409,0,0,27.7,570,0
2023-03-16 03:44:00,0,10957,59532,182740,0,1901,124,167,57.5,116,1912,66.2,1722,0,7061,79.6,3.13,148,88.1,0,17673,1915,123,31.6,1567,66.7,375,382,0,0,121,21941,0,10957,0,21580,81541,0,209,29.0,106,64.6,27.7,2196,42.1,25770,0,1135,3646,3.13,133,68.4,0,17561,225,29.0,25.5,16293,41.5,669,485,0,0,29.0,24479,0
2023-03-16 03:46:00,0,11898,59673,209278,0,1883,124,164,32.1,126,1953,66.2,1723,0,7054,80.4,5.37,146,88.3,0,17678,1951,124,32.0,1584,66.6,375,408,0,0,122,21945,0,11898,0,22560,83271,0,205,29.0,97.4,22.2,30.3,2341,41,25769,0,1149,3670,10.9,133,67.7,0,17559,248,29.0,26.0,16414,41.7,669,537,0,0,29.0,24492,0
2023-03-16 03:48:00,0,10955,35970,182264,0,1804,124,159,32.3,126,1910,67.6,419,0,6909,118,3.73,144,88.7,0,17691,1824,124,32.0,1537,66.2,19,354,0,0,121,181,0,10955,0,18858,77921,0,199,29.0,90.2,22.6,30.3,2351,41.8,6285,0,1123,3654,3.73,135,68.4,0,17623,235,29.0,26.0,16310,41,38.5,440,0,0,29.0,589,0.389
2023-03-16 03:50:00,0,10732,36165,156566,0,1894,124,160,54.0,121,1928,66.7,421,0,7009,79.1,6.64,148,87.9,0,17704,1916,129,31.8,1596,65.9,19,328,0,0,128,175,0,10732,0,18629,77275,0,203,29.0,92.6,61.7,29.0,2207,41.1,6281,0,1121,3640,7.05,134,68.0,0,17637,232,30.3,25.7,16318,41,38.5,392,0,0,30.3,578,0
