"Time","Read (dm-0)","Read (vda)","Read (vdb)","Write (dm-0)","Write (vda)","Write (vdb)"
2023-03-15 10:00:00,0,0,0,285309,285309,0
2023-03-15 10:02:00,0,0,0,353667,353667,0
2023-03-15 10:04:00,0,0,0,296346,296346,0
2023-03-15 10:06:00,0,0,0,314072,314072,0
2023-03-15 10:08:00,0,0,0,388938,388938,0
2023-03-15 10:10:00,0,0,0,279825,279825,0
2023-03-15 10:12:00,0,0,0,330297,330297,0
2023-03-15 10:14:00,0,0,0,303514,303514,0
2023-03-15 10:16:00,0,0,0,327177,327177,0
2023-03-15 10:18:00,0,0,0,365818,365818,0
2023-03-15 10:20:00,0,0,0,282897,282897,0
2023-03-15 10:22:00,0,0,0,338625,338625,0
2023-03-15 10:24:00,0,0,0,309771,309771,0
2023-03-15 10:26:00,0,0,0,329455,329455,0
2023-03-15 10:28:00,0,0,0,337442,337442,0
2023-03-15 10:30:00,0,0,0,278490,278490,0
2023-03-15 10:32:00,0,0,0,342744,342744,0
2023-03-15 10:34:00,0,0,0,319283,319283,0
2023-03-15 10:36:00,0,0,0,333278,333278,0
2023-03-15 10:38:00,0,0,0,349230,349230,0
2023-03-15 10:40:00,0,0,0,283420,283420,0
2023-03-15 10:42:00,0,0,0,349798,349798,0
2023-03-15 10:44:00,0,0,0,311865,311865,0
2023-03-15 10:46:00,0,0,0,323561,323561,0
2023-03-15 10:48:00,0,0,0,362210,362210,0
2023-03-15 10:50:00,0,0,0,297438,297438,0
2023-03-15 10:52:00,0,0,0,329136,329136,0
2023-03-15 10:54:00,0,0,0,301761,301761,0
2023-03-15 10:56:00,0,0,0,335417,335417,0
2023-03-15 10:58:00,0,0,0,342357,342357,0
2023-03-15 11:00:00,0,0,0,275342,275342,0
2023-03-15 11:02:00,0,0,0,345725,345725,0
2023-03-15 11:04:00,0,0,0,303127,303127,0
2023-03-15 11:06:00,0,0,0,333756,333756,0
2023-03-15 11:08:00,0,0,0,355374,355374,0
2023-03-15 11:10:00,0,0,0,285241,285241,0
2023-03-15 11:12:00,0,0,0,336737,336737,0
2023-03-15 11:14:00,0,0,0,302931,302931,0
2023-03-15 11:16:00,0,0,0,324198,324198,0
2023-03-15 11:18:00,0,0,0,351164,351164,0
2023-03-15 11:20:00,0,0,0,285104,285104,0
2023-03-15 11:22:00,0,0,0,337533,337533,0
2023-03-15 11:24:00,0,0,0,303627,303627,0
2023-03-15 11:26:00,0,0,0,330524,330524,0
2023-03-15 11:28:00,0,0,0,357376,357376,0
2023-03-15 11:30:00,0,0,0,275911,275911,0
2023-03-15 11:32:00,0,0,0,344428,344428,0
2023-03-15 11:34:00,0,0,0,318441,318441,0
2023-03-15 11:36:00,0,0,0,315028,315028,0
2023-03-15 11:38:00,0,0,0,331230,331230,0
2023-03-15 11:40:00,0,0,0,283876,283876,0
2023-03-15 11:42:00,0,0,0,355920,355920,0
2023-03-15 11:44:00,0,0,0,290384,290384,0
2023-03-15 11:46:00,0,0,0,327293,327293,0
2023-03-15 11:48:00,0,0,0,349294,349294,0
2023-03-15 11:50:00,0,0,0,278551,278551,0
2023-03-15 11:52:00,0,0,0,340992,340992,0
2023-03-15 11:54:00,0,0,0,303514,303514,0
2023-03-15 11:56:00,0,0,0,325837,325837,0
2023-03-15 11:58:00,0,0,0,347295,347295,0
2023-03-15 12:00:00,0,0,0,279529,279529,0
2023-03-15 12:02:00,0,0,0,344041,344041,0
