"Time","failure","success","failure","success","failure","success"
2023-03-16 18:00:00,,0.0000615,,0.0000695,,0.0000920
2023-03-16 18:02:00,,0.0000657,,0.000130,,0.0000688
2023-03-16 18:04:00,,0.0000705,,0.000100,,0.0000926
2023-03-16 18:06:00,,0.0000586,,0.0000611,,0.0000749
2023-03-16 18:08:00,,0.0000732,,0.000108,,0.0000766
2023-03-16 18:10:00,,0.0000902,,0.0000659,,0.0000860
2023-03-16 18:12:00,,0.0000974,,0.0000856,,0.0000738
2023-03-16 18:14:00,,0.0000682,,0.000100,,0.0000915
2023-03-16 18:16:00,,0.0000575,,0.0000902,,0.0000864
2023-03-16 18:18:00,,0.000106,,0.0000865,,0.000107
2023-03-16 18:20:00,,0.0000732,,0.0000741,,0.0000693
2023-03-16 18:22:00,,0.0000696,,0.0000992,,0.0000733
2023-03-16 18:24:00,,0.0000746,,0.0000932,,0.0000687
2023-03-16 18:26:00,,0.0000831,,0.0000891,,0.0000730
2023-03-16 18:28:00,,0.0000727,,0.0000769,,0.0000985
2023-03-16 18:30:00,,0.0000706,,0.000102,,0.0000823
2023-03-16 18:32:00,,0.0000966,,0.0000841,,0.000101
2023-03-16 18:34:00,,0.0000578,,0.0000738,,0.0000644
2023-03-16 18:36:00,,0.0000818,,0.0000698,,0.0000922
2023-03-16 18:38:00,,0.0000644,,0.000136,,0.0000757
2023-03-16 18:40:00,,0.0000716,,0.0000959,,0.0000645
2023-03-16 18:42:00,,0.000100,,0.000131,,0.0000794
2023-03-16 18:44:00,,0.0000853,,0.0000724,,0.0000893
2023-03-16 18:46:00,,0.0000549,,0.0000608,,0.0000934
2023-03-16 18:48:00,,0.0000951,,0.0000983,,0.0000919
2023-03-16 18:50:00,,0.0000593,,0.0000938,,0.0000626
2023-03-16 18:52:00,,0.000107,,0.0000887,,0.0000766
2023-03-16 18:54:00,,0.0000742,,0.0000680,,0.0000899
2023-03-16 18:56:00,,0.0000639,,0.0000897,,0.0000830
2023-03-16 18:58:00,,0.0000976,,0.0000940,,0.0000896
2023-03-16 19:00:00,,0.0000891,,0.0000749,,0.0000635
2023-03-16 19:02:00,,0.0000694,,0.0000881,,0.0000862
2023-03-16 19:04:00,,0.0000699,,0.0000769,,0.0000799
2023-03-16 19:06:00,,0.0000935,,0.0000943,,0.000121
2023-03-16 19:08:00,,0.0000626,,0.0000802,,0.0000671
2023-03-16 19:10:00,,0.0000881,,0.0000815,,0.0000993
2023-03-16 19:12:00,,0.0000747,,0.0000928,,0.0000767
2023-03-16 19:14:00,,0.0000607,,0.0000750,,0.0000570
2023-03-16 19:16:00,,0.0000700,,0.0000823,,0.000104
2023-03-16 19:18:00,,0.0000608,,0.0000702,,0.0000880
2023-03-16 19:20:00,,0.0000603,,0.0000732,,0.0000852
2023-03-16 19:22:00,,0.0000885,,0.0000808,,0.0000666
2023-03-16 19:24:00,,0.0000876,,0.0000677,,0.0000772
2023-03-16 19:26:00,,0.0000703,,0.000130,,0.0000818
2023-03-16 19:28:00,,0.0000691,,0.0000982,,0.0000836
2023-03-16 19:30:00,,0.0000714,,0.0000875,,0.000134
2023-03-16 19:32:00,,0.0000996,,0.000104,,0.0000635
2023-03-16 19:34:00,,0.0000894,,0.0000727,,0.0000629
2023-03-16 19:36:00,,0.000105,,0.000123,,0.000103
